output_prefix,generated_at_ist,phase1_summary_source,readiness_summary_source,automation_state_source,run_lock_source,mode_scope,note
tb11_phase2_transition_controller,2026-08-12T09:41:19.629471+05:30,/app/results/signal_baseline/tb11_options_phase1_observation_ledger_summary.csv,/app/results/signal_baseline/tb11_phase2_paper_price_reconciliation_readiness_summary.csv,/app/results/automation_state.json,/app/results/run_lock.json,tb11_phase2_transition_controller_no_order_state_gate,Writes the Phase 2 runbook and advances state only after Phase 1 target and readiness gates pass. No broker calls and no orders.
