pair,ticker_a,ticker_b,z_window,entry_z,forward_horizon_bars,trade_count,mean_event_return,median_event_return,win_rate,approx_annualized_return
BAJAJ-AUTO|HINDUNILVR,BAJAJ-AUTO,HINDUNILVR,60,2.0,10,2353,-0.006582151395491367,-0.006287461918454516,0.35911602209944754,-0.6286411348357517
BAJAJ-AUTO|HINDUNILVR,BAJAJ-AUTO,HINDUNILVR,120,1.0,10,9539,-0.008595144696666694,-0.008046401133340639,0.32802180522067304,-0.7260595132902676
BAJAJ-AUTO|HINDUNILVR,BAJAJ-AUTO,HINDUNILVR,120,1.5,10,5630,-0.009085508801099096,-0.008270256575120198,0.3245115452930728,-0.7456528115546261
BAJAJ-AUTO|HINDUNILVR,BAJAJ-AUTO,HINDUNILVR,120,2.0,10,2588,-0.008334890554428083,-0.007828163608188079,0.32998454404945904,-0.7150589598580603
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,60,1.0,10,9149,-0.007679743777262546,-0.007047035275138053,0.35938353918461036,-0.6853856669037561
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,60,1.5,10,4979,-0.007185441515760332,-0.006459542222721562,0.37115886724241814,-0.6609837270873795
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,60,2.0,10,2230,-0.00694893190426868,-0.006129175129257266,0.3744394618834081,-0.6486520461513526
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,120,1.0,10,9348,-0.008608796050506257,-0.00790634547595729,0.3418913136499786,-0.726624745263378
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,120,1.5,10,5389,-0.00775983554537697,-0.0070158637715591644,0.35832250881425126,-0.689171809054995
BAJAJ-AUTO|ICICIBANK,BAJAJ-AUTO,ICICIBANK,120,2.0,10,2452,-0.006961740756091759,-0.0060387939571278845,0.38213703099510604,-0.6493311716578208
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,60,1.0,10,9465,-0.009067450192595427,-0.008649370076418528,0.33544638140517696,-0.7449565761951111
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,60,1.5,10,5403,-0.009111539411351394,-0.008542802379281322,0.33722006292800294,-0.7466530803007239
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,60,2.0,10,2470,-0.009957354971799668,-0.009826244160718832,0.31983805668016196,-0.7771127296084093
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,120,1.0,10,9554,-0.008956006925676269,-0.00864138887304483,0.33598492777894073,-0.7406178843265308
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,120,1.5,10,5584,-0.009084787069636781,-0.008804014938151347,0.34043696275071633,-0.7456250220231699
BAJAJ-AUTO|INFY,BAJAJ-AUTO,INFY,120,2.0,10,2522,-0.00984078892462157,-0.009105701579280617,0.32910388580491673,-0.7731416414327773
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,60,1.0,10,9046,-0.008048176458361728,-0.00725580486149314,0.34987839929250497,-0.7024314553098734
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,60,1.5,10,5223,-0.008674814883908073,-0.007599584269329784,0.34865020103388855,-0.7293419376830863
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,60,2.0,10,2323,-0.010175946253240552,-0.009274573542437539,0.3224278949634094,-0.7843743055247824
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,120,1.0,10,8956,-0.00817706679878533,-0.007287333146437076,0.35026797677534616,-0.7081754046107029
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,120,1.5,10,5116,-0.008213285852633978,-0.007274655627457026,0.35125097732603594,-0.7097695763315625
BAJAJ-AUTO|ITC,BAJAJ-AUTO,ITC,120,2.0,10,2364,-0.00930628858490922,-0.007689616730595959,0.35194585448392557,-0.754013690283656
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,60,1.0,10,9253,-0.008144441371359258,-0.007553413896767346,0.3407543499405598,-0.7067319606267156
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,60,1.5,10,5262,-0.007611017714531771,-0.007133236409326224,0.35347776510832385,-0.68210031358131
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,60,2.0,10,2249,-0.0072664740650871034,-0.007119168435925158,0.3637172076478435,-0.6651091169365639
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,120,1.0,10,9347,-0.008508937462040343,-0.008000196083569014,0.3343318711886167,-0.7224632082489388
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,120,1.5,10,5412,-0.007948207490802259,-0.007635852522572133,0.3471914264597191,-0.6978991661506724
BAJAJ-AUTO|KOTAKBANK,BAJAJ-AUTO,KOTAKBANK,120,2.0,10,2475,-0.007370188926609245,-0.0071020447540319255,0.35878787878787877,-0.6703165884612314
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,60,1.0,10,9214,-0.008408716087853672,-0.007661295397516822,0.3331886260039071,-0.7182232864047198
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,60,1.5,10,5259,-0.008035728552249592,-0.007128771879850074,0.34512264689104394,-0.7018708075587559
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,60,2.0,10,2344,-0.007743817664556421,-0.006744329709886508,0.35793515358361777,-0.6884182412638182
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,120,1.0,10,9578,-0.007882969476247394,-0.0075296211418069865,0.33180204635623306,-0.6949045652835253
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,120,1.5,10,5361,-0.007239945121809381,-0.007278151633806422,0.3428464838649506,-0.6637640411638436
BAJAJ-AUTO|LT,BAJAJ-AUTO,LT,120,2.0,10,2478,-0.006480416268029248,-0.0060727316032439,0.36561743341404357,-0.622892806411468
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,60,1.0,10,9444,-0.009364343034434185,-0.008896057350551673,0.31543837357052096,-0.7561664901176128
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,60,1.5,10,5315,-0.008880615636132981,-0.008545420995834165,0.32097836312323613,-0.7376412662682332
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,60,2.0,10,2325,-0.0086085900087644,-0.007887780446745313,0.3303225806451613,-0.7266162227569866
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,120,1.0,10,9612,-0.009326078769774109,-0.009142778104245852,0.3121098626716604,-0.7547496710621002
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,120,1.5,10,5473,-0.008708846979217299,-0.008706240439246733,0.3217613740179061,-0.7307321287559025
BAJAJ-AUTO|M&M,BAJAJ-AUTO,M&M,120,2.0,10,2426,-0.008420105617676336,-0.00814946004288913,0.3285243198680956,-0.7187083490972533
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,60,1.0,10,8983,-0.00853779429355362,-0.008047662140474324,0.3125904486251809,-0.7236722194381626
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,60,1.5,10,5213,-0.008064490396598123,-0.007838581045538166,0.3224630730865145,-0.7031646418783448
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,60,2.0,10,2310,-0.008617118514194383,-0.008475022666368758,0.31255411255411253,-0.7269687668733082
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,120,1.0,10,9128,-0.008503131314372622,-0.008111211459061875,0.3116783523225241,-0.722219314550673
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,120,1.5,10,5261,-0.008152775382412443,-0.00777062992028054,0.33206614712031934,-0.7071013545972631
BAJAJ-AUTO|MARUTI,BAJAJ-AUTO,MARUTI,120,2.0,10,2493,-0.008405157790329507,-0.00817004028406198,0.3293221018852788,-0.7180715736737078
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,60,1.0,10,9277,-0.008377627114936455,-0.007908134431250465,0.32305702274442166,-0.7168950211005292
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,60,1.5,10,5264,-0.008324519644846994,-0.007892887761776837,0.3246580547112462,-0.7146116211367074
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,60,2.0,10,2335,-0.00835149114162679,-0.007905254643271305,0.326338329764454,-0.7157735601107384
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,120,1.0,10,9391,-0.008073612941006501,-0.007526269164594982,0.32893195612820786,-0.7035738478032546
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,120,1.5,10,5324,-0.008418912109422394,-0.007568967283175283,0.32926371149511646,-0.7186575583315782
BAJAJ-AUTO|NESTLEIND,BAJAJ-AUTO,NESTLEIND,120,2.0,10,2472,-0.009303663384641203,-0.009446142081407764,0.3127022653721683,-0.7539158965631724
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,60,1.0,10,9207,-0.008733801708557823,-0.007746459277268081,0.35299228847615943,-0.731747005206739
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,60,1.5,10,5139,-0.008676932863687984,-0.007174985696455281,0.36699747032496594,-0.7294286635744571
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,60,2.0,10,2300,-0.007665085887389183,-0.005870753602048375,0.3939130434782609,-0.6846878084051139
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,120,1.0,10,9114,-0.008254419647920376,-0.007451399296268233,0.358349791529515,-0.7115695802918722
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,120,1.5,10,5253,-0.008550669497408514,-0.007016289035211436,0.36550542547115933,-0.7242099610696269
BAJAJ-AUTO|ONGC,BAJAJ-AUTO,ONGC,120,2.0,10,2206,-0.007918197003091074,-0.005817989460659043,0.38349954669084313,-0.6965252475129078
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,60,1.0,10,9616,-0.00918263835725404,-0.008352138943963524,0.3175956738768719,-0.749365305436521
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,60,1.5,10,5449,-0.008375632801186894,-0.007379926696075697,0.3382271976509451,-0.7168096027844273
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,60,2.0,10,2473,-0.008513555676681968,-0.006808727560267283,0.3441164577436312,-0.7226570496039062
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,120,1.0,10,9793,-0.009092828444727932,-0.008372795747245605,0.32237312365975695,-0.7459344766173458
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,120,1.5,10,5606,-0.008909845021076324,-0.008013086234781645,0.3262575811630396,-0.738799314487645
BAJAJ-AUTO|RELIANCE,BAJAJ-AUTO,RELIANCE,120,2.0,10,2421,-0.008155522342558695,-0.006846726263246084,0.3527467988434531,-0.7072230086532681
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,60,1.0,10,9258,-0.009917631266550703,-0.008758669737673077,0.33279325988334413,-0.7757672683794814
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,60,1.5,10,5239,-0.009360629279866436,-0.008033611087915376,0.3512120633708723,-0.756029337155385
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,60,2.0,10,2343,-0.008489213460767388,-0.007387249263920027,0.3691848058045241,-0.7216338124310713
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,120,1.0,10,9338,-0.009977185402959164,-0.008780956435073642,0.33326194045834223,-0.7777813919598292
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,120,1.5,10,5377,-0.010339880196228123,-0.009003233667954828,0.3351311140040915,-0.7896655128109257
BAJAJ-AUTO|SBIN,BAJAJ-AUTO,SBIN,120,2.0,10,2493,-0.009927143338812259,-0.008911142676583885,0.35018050541516244,-0.7760901797006492
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,60,1.0,10,9279,-0.00892080201515221,-0.008107630362657927,0.33926069619571075,-0.7392321134232931
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,60,1.5,10,5253,-0.008439985525623948,-0.007736192116111467,0.350847134970493,-0.7195530174832553
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,60,2.0,10,2234,-0.008276392619767172,-0.007893983758232796,0.3522829006266786,-0.7125265632127589
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,120,1.0,10,9452,-0.00898252262089678,-0.008424011486385479,0.335590351248413,-0.7416567896832451
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,120,1.5,10,5278,-0.009145901541525718,-0.008007345584236287,0.34103827207275483,-0.7479675199703825
BAJAJ-AUTO|SUNPHARMA,BAJAJ-AUTO,SUNPHARMA,120,2.0,10,2361,-0.009830059950549357,-0.008895396594844972,0.3418043202033037,-0.7727726214879495
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,60,1.0,10,9331,-0.008244898107273003,-0.0075854314601011275,0.34594362876433393,-0.7111539090854069
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,60,1.5,10,5329,-0.008414739768803737,-0.0075854314601011275,0.34115218615124787,-0.7184799292047218
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,60,2.0,10,2437,-0.008645580707376126,-0.007831019380351634,0.3385309807139926,-0.7281420476669017
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,120,1.0,10,9301,-0.007774346210536926,-0.007208645327057419,0.3522201913772713,-0.6898529062600468
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,120,1.5,10,5398,-0.008080903618327603,-0.007518334696495294,0.34605409410892923,-0.7039004795708548
BAJAJ-AUTO|TCS,BAJAJ-AUTO,TCS,120,2.0,10,2498,-0.007986041708923398,-0.0075051115014892105,0.3450760608486789,-0.6996224635693693
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,60,1.0,10,9332,-0.008962946643521853,-0.009041191370465659,0.3490141448778397,-0.7408901880770574
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,60,1.5,10,5334,-0.008863484238024926,-0.008952786021709954,0.3498312710911136,-0.7369601629576905
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,60,2.0,10,2341,-0.007903503945994567,-0.007616128328835977,0.37334472447671935,-0.6958503189925804
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,120,1.0,10,9599,-0.009611825767602385,-0.009350767598208857,0.3430565683925409,-0.7651357585611721
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,120,1.5,10,5656,-0.00893547837154266,-0.009137989677609322,0.35042432814710045,-0.7398107104716349
BAJAJ-AUTO|TECHM,BAJAJ-AUTO,TECHM,120,2.0,10,2452,-0.007177592120992009,-0.006865740718685006,0.37153344208809136,-0.6605814403936564
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,60,1.0,10,9309,-0.008792618159216593,-0.00852644138542041,0.3220539263078741,-0.7341239875786618
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,60,1.5,10,5261,-0.008569605883970984,-0.008663701395698324,0.3273141988215168,-0.7249989639612834
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,60,2.0,10,2341,-0.00853580015842556,-0.008001343422946672,0.34173430158052115,-0.7235888399345143
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,120,1.0,10,9289,-0.008548407695271142,-0.008184191651283066,0.3237162234901496,-0.7241155706894874
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,120,1.5,10,5321,-0.008923320990111705,-0.00852644138542041,0.3241871828603646,-0.739331511647022
BAJAJ-AUTO|ULTRACEMCO,BAJAJ-AUTO,ULTRACEMCO,120,2.0,10,2440,-0.009487803685041426,-0.009755389102093337,0.32254098360655736,-0.7606826884475814
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,60,1.0,10,9441,-0.008764477188374361,-0.008253983198229002,0.334604385128694,-0.7329893325156138
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,60,1.5,10,5371,-0.008531338256335005,-0.00809240399599328,0.3362502327313349,-0.7234021867314482
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,60,2.0,10,2480,-0.008802552993367458,-0.008851442837592345,0.3318548387096774,-0.7345234190282699
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,120,1.0,10,9694,-0.009436479040941397,-0.008832301476380996,0.32979162368475345,-0.7588154101255898
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,120,1.5,10,5682,-0.009046831001761301,-0.008423825811518966,0.336325237592397,-0.7441593045488669
BAJAJ-AUTO|WIPRO,BAJAJ-AUTO,WIPRO,120,2.0,10,2556,-0.008978863600649523,-0.008438369134279143,0.3392018779342723,-0.741513672666159
BHARTIARTL|BPCL,BHARTIARTL,BPCL,60,1.0,10,9188,-0.010540125976536802,-0.00953943175377312,0.3426208097518502,-0.795954032529379
BHARTIARTL|BPCL,BHARTIARTL,BPCL,60,1.5,10,5155,-0.009760222097187337,-0.009209181651839825,0.34975751697381186,-0.7703559532292139
BHARTIARTL|BPCL,BHARTIARTL,BPCL,60,2.0,10,2400,-0.008924829279333335,-0.00823921431306813,0.36375,-0.7393910104082917
BHARTIARTL|BPCL,BHARTIARTL,BPCL,120,1.0,10,8780,-0.010488327049743697,-0.009318179607187768,0.3492027334851936,-0.7943454745261482
BHARTIARTL|BPCL,BHARTIARTL,BPCL,120,1.5,10,5262,-0.011092089503523198,-0.010011851772537179,0.33656404408969975,-0.812337439046684
BHARTIARTL|BPCL,BHARTIARTL,BPCL,120,2.0,10,2633,-0.012341785217905974,-0.01071104451429962,0.32510444360045576,-0.844760567934773
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,60,1.0,10,9492,-0.008703987479184572,-0.008490605416001117,0.3376527602191319,-0.7305340559861089
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,60,1.5,10,5230,-0.008196199627017441,-0.007677013625700679,0.34359464627151054,-0.709018611561819
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,60,2.0,10,2315,-0.007727130184101678,-0.00767104779638925,0.35853131749460043,-0.687631241709065
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,120,1.0,10,9696,-0.008730173536921309,-0.008819244724315195,0.3254950495049505,-0.7315996885705397
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,120,1.5,10,5438,-0.008274944542803163,-0.00824496934306948,0.33744023538065465,-0.7124635927017315
BHARTIARTL|BRITANNIA,BHARTIARTL,BRITANNIA,120,2.0,10,2338,-0.007708845557836595,-0.007712740277468407,0.3550042771599658,-0.6867666518077886
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,60,1.0,10,9212,-0.009348249270735845,-0.008707108266676226,0.3385801128962223,-0.7555715763057931
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,60,1.5,10,5248,-0.008255567412351183,-0.007960809995580218,0.35308689024390244,-0.7116196468071414
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,60,2.0,10,2343,-0.007436639202919055,-0.006906456257493462,0.3687580025608195,-0.6736106645443474
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,120,1.0,10,9294,-0.009805384530902336,-0.008758387124211781,0.3400043038519475,-0.7719216534132594
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,120,1.5,10,5308,-0.00967580024005017,-0.008452889088254128,0.34513941220798794,-0.767400512786732
BHARTIARTL|CIPLA,BHARTIARTL,CIPLA,120,2.0,10,2435,-0.008450059686679496,-0.007388366189995582,0.36344969199178645,-0.7199800915811252
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,60,1.0,10,9367,-0.010121654966099144,-0.00929661680374645,0.33660723817657734,-0.7825929946017728
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,60,1.5,10,5392,-0.009813028888828209,-0.009560300295084822,0.3371661721068249,-0.772185618208659
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,60,2.0,10,2372,-0.010112498648659731,-0.00965132174925561,0.3351602023608769,-0.7822911362995466
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,120,1.0,10,9542,-0.010753018635358162,-0.009866977824546711,0.3290714734856424,-0.8024349780848743
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,120,1.5,10,5615,-0.010874776298298097,-0.010375433884162665,0.3218165627782725,-0.8060492142378877
BHARTIARTL|DRREDDY,BHARTIARTL,DRREDDY,120,2.0,10,2556,-0.010908967182525596,-0.0106816673026758,0.31338028169014087,-0.8070522673246221
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,60,1.0,10,9375,-0.00946509716483066,-0.008477218793619285,0.34517333333333333,-0.7598583642640419
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,60,1.5,10,5272,-0.00893602430009254,-0.008019401571419317,0.34806525037936265,-0.7398322084058224
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,60,2.0,10,2355,-0.007709111840652019,-0.007601553228264838,0.36178343949044584,-0.686779260051344
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,120,1.0,10,9354,-0.009635652723115803,-0.008677779955964903,0.33803720333547144,-0.7659818028367835
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,120,1.5,10,5345,-0.009914927370549248,-0.008530153158623438,0.3418147801683817,-0.7756753933932339
BHARTIARTL|HCLTECH,BHARTIARTL,HCLTECH,120,2.0,10,2435,-0.010681094275145752,-0.009428481018664484,0.3215605749486653,-0.80026863588398
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,60,1.0,10,9247,-0.008627878467440427,-0.007562932270763354,0.33459500378501134,-0.7274129084609987
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,60,1.5,10,5184,-0.008655342452732077,-0.0071070991922364,0.345679012345679,-0.7285432960273391
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,60,2.0,10,2422,-0.008078949707178738,-0.006049627190468439,0.35714285714285715,-0.7038129769103532
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,120,1.0,10,9392,-0.008587876862004467,-0.007481696339686307,0.331026405451448,-0.7257581164538245
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,120,1.5,10,5216,-0.008638717471501547,-0.0071903085269530076,0.34049079754601225,-0.7278595874467131
BHARTIARTL|HDFCBANK,BHARTIARTL,HDFCBANK,120,2.0,10,2257,-0.010360846080787193,-0.007923783014068368,0.333628710677891,-0.7903328473521841
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,60,1.0,10,9425,-0.007836866454581905,-0.007442831114151555,0.34557029177718834,-0.692770548597268
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,60,1.5,10,5315,-0.007830301968613364,-0.0068735026328117736,0.3548447789275635,-0.6924654882000157
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,60,2.0,10,2249,-0.008025252125642276,-0.006940674430573557,0.3485993775011116,-0.701398141234795
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,120,1.0,10,9398,-0.008719665932770102,-0.0077711687325688564,0.3367737816556714,-0.7311725890320886
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,120,1.5,10,5462,-0.009086119955204192,-0.008068626498826562,0.32478945441230317,-0.7456763410600677
BHARTIARTL|HINDUNILVR,BHARTIARTL,HINDUNILVR,120,2.0,10,2508,-0.010021223239225574,-0.008050319258844921,0.3157894736842105,-0.779259186386857
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,60,1.0,10,9253,-0.009398403326130803,-0.00823871415932171,0.334378039554739,-0.7574208064655112
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,60,1.5,10,5199,-0.00920946432132933,-0.008309439152944359,0.3373725716483939,-0.7503811294353409
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,60,2.0,10,2272,-0.00888231908476629,-0.0078046420840645675,0.34507042253521125,-0.7377088954681428
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,120,1.0,10,9242,-0.008498146145110996,-0.007694945506357761,0.33813027483228736,-0.7220097370997096
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,120,1.5,10,5265,-0.008601979993811406,-0.007871441496395102,0.34301994301994304,-0.7263426725610551
BHARTIARTL|ICICIBANK,BHARTIARTL,ICICIBANK,120,2.0,10,2345,-0.009597036780661308,-0.008446650264941121,0.3326226012793177,-0.7646091057994806
BHARTIARTL|INFY,BHARTIARTL,INFY,60,1.0,10,9259,-0.008839405119187266,-0.008277053190041229,0.35295388270871586,-0.7359998646237529
BHARTIARTL|INFY,BHARTIARTL,INFY,60,1.5,10,5334,-0.00885416352430404,-0.008434920450155278,0.3526434195725534,-0.7365888562620917
BHARTIARTL|INFY,BHARTIARTL,INFY,60,2.0,10,2363,-0.009648458485611978,-0.009062397357750312,0.343207786711807,-0.7664352566289652
BHARTIARTL|INFY,BHARTIARTL,INFY,120,1.0,10,9174,-0.009136196123618268,-0.008708012738205668,0.3452147373010682,-0.7475969508243995
BHARTIARTL|INFY,BHARTIARTL,INFY,120,1.5,10,5437,-0.009242241808092489,-0.008696735046236522,0.3459628471583594,-0.7516167710630932
BHARTIARTL|INFY,BHARTIARTL,INFY,120,2.0,10,2482,-0.009397818278014274,-0.0088030935508236,0.33843674456083805,-0.7573993154727529
BHARTIARTL|ITC,BHARTIARTL,ITC,60,1.0,10,9088,-0.0077406070185852705,-0.0067447671870193935,0.3558538732394366,-0.6882669769140708
BHARTIARTL|ITC,BHARTIARTL,ITC,60,1.5,10,5052,-0.0073944146672600495,-0.006180020581364211,0.3752969121140142,-0.6715213156032577
BHARTIARTL|ITC,BHARTIARTL,ITC,60,2.0,10,2262,-0.007605519372830823,-0.006306569069200992,0.3797524314765694,-0.6818360055100324
BHARTIARTL|ITC,BHARTIARTL,ITC,120,1.0,10,9041,-0.008066307622439744,-0.007141845823348257,0.3525052538436014,-0.7032462011021803
BHARTIARTL|ITC,BHARTIARTL,ITC,120,1.5,10,5020,-0.007832027242025624,-0.0067494183438311425,0.35737051792828683,-0.6925456930865649
BHARTIARTL|ITC,BHARTIARTL,ITC,120,2.0,10,2206,-0.008251964197017174,-0.007501986527495853,0.3617407071622847,-0.711462442322276
BHARTIARTL|KOTAKBANK,BHARTIARTL,KOTAKBANK,60,1.0,10,9173,-0.008839600911993421,-0.00789500283134486,0.34688760492750464,-0.7360076870543844
BHARTIARTL|KOTAKBANK,BHARTIARTL,KOTAKBANK,60,1.5,10,5197,-0.008590414354322356,-0.008013338092169694,0.3503944583413508,-0.7258633835744946
BHARTIARTL|KOTAKBANK,BHARTIARTL,KOTAKBANK,60,2.0,10,2326,-0.008371374054651373,-0.00814873400727262,0.3456577815993121,-0.7166271109875699
BHARTIARTL|KOTAKBANK,BHARTIARTL,KOTAKBANK,120,1.0,10,9197,-0.008647673746792301,-0.0076182894921817575,0.34272045232140913,-0.7282281298855102
BHARTIARTL|KOTAKBANK,BHARTIARTL,KOTAKBANK,120,1.5,10,5084,-0.008651009214137693,-0.007398876555979545,0.3503147128245476,-0.7283652545472591
