output_prefix,generated_at_ist,source_detail,spot_path,spot_status,bhavcopy_root,bhavcopy_file_count,selected_profile,source_strategy_base,source_strategy_harsh,second_expiry_max_dte,min_total_contracts,mode_scope,broker_orders_allowed
tb11_t31_staggered_multi_expiry_readiness,2026-07-02T23:10:11.577234+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_low_loss_harsh_cost_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTY_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy,2346,def_full_resg0_ovg50,TB11_T09_low_loss_h15_c1,TB11_T09_low_loss_h30_c3,17,60000.0,tb11_t31_staggered_multi_expiry_real_chain_readiness_research_only,False
