fold_id,rebalance_ts,next_rebalance_ts,universe_return,active_return,dispersion,active_weight,retained_names,excluded_losers
1,2016-10-21 09:15:00,2016-11-04 09:15:00,-0.024768472010279947,-0.04207789546313798,0.0018725299977515003,0.25,M&M|RELIANCE|ICICIBANK,TCS|KOTAKBANK|BHARTIARTL
1,2016-11-04 09:15:00,2016-11-21 09:15:00,-0.04176858413664981,0.04780032662814726,0.0045340535493384,0.25,TECHM|DRREDDY|SUNPHARMA,BAJAJ-AUTO|BRITANNIA|HCLTECH
1,2016-11-21 09:15:00,2016-12-05 09:15:00,0.02019202951938295,-0.05813843562239479,0.0031553160701478004,0.25,SBIN|KOTAKBANK|BHARTIARTL,NESTLEIND|TECHM|HCLTECH
1,2016-12-05 09:15:00,2016-12-19 09:15:00,-0.0057458275294315145,0.02792230009674735,0.0034089898456035,0.25,SBIN|KOTAKBANK|TCS,BPCL|MARUTI|ADANIPORTS
1,2016-12-19 09:15:00,2017-01-02 09:15:00,0.003771955612074913,0.011311397984885044,0.0037972428149593,0.25,TCS|HINDUNILVR|BPCL,AXISBANK|LT|SUNPHARMA
1,2017-01-02 09:15:00,2017-01-16 09:15:00,0.023601382269207025,-0.025262760817242012,0.0016566214748923998,0.25,BPCL|TECHM|DRREDDY,HINDUNILVR|ULTRACEMCO|BAJAJ-AUTO
1,2017-01-16 09:15:00,2017-01-31 09:15:00,0.01919549393332944,0.034070958859328065,0.0019719580599436,0.25,BRITANNIA|ADANIPORTS|HINDUNILVR,HDFCBANK|HCLTECH|AXISBANK
1,2017-01-31 09:15:00,2017-02-14 09:15:00,0.02279072083631156,0.014119268097222595,0.0014649866242099,0.25,HINDUNILVR|HCLTECH|AXISBANK,SBIN|BHARTIARTL|RELIANCE
1,2017-02-14 09:15:00,2017-03-01 09:15:00,0.01528229745441591,0.060306701577231114,0.0013653347296863003,0.25,HDFCBANK|SUNPHARMA|BPCL,ONGC|MARUTI|BRITANNIA
1,2017-03-01 09:15:00,2017-03-16 09:15:00,0.01665274662518684,0.0433203941807789,0.0062091857008788,0.25,HDFCBANK|BPCL|RELIANCE,ULTRACEMCO|TECHM|AXISBANK
1,2017-03-16 09:15:00,2017-03-30 09:15:00,-0.001358969236963827,0.006137786863633834,0.0020256578027629,0.25,HDFCBANK|LT|CIPLA,SUNPHARMA|HCLTECH|INFY
1,2017-03-30 09:15:00,2017-04-17 09:15:00,-0.004014300470458632,0.030044292339884007,0.0008967022446334,0.25,HDFCBANK|LT|BPCL,ADANIPORTS|KOTAKBANK|MARUTI
1,2017-04-17 09:15:00,2017-05-02 09:15:00,0.01731412088376611,-0.01419608476893377,0.0039227039014586,0.25,LT|BPCL|INFY,RELIANCE|ADANIPORTS|DRREDDY
1,2017-05-02 09:15:00,2017-05-16 09:15:00,0.027056546838880976,-0.021705815905373405,0.0020235920297639,0.25,ONGC|TECHM|RELIANCE,HDFCBANK|NESTLEIND|BPCL
1,2017-05-16 09:15:00,2017-05-24 09:15:00,-0.01805114576293534,-0.05941594799011832,0.0007929903401438002,0.25,RELIANCE|ULTRACEMCO|DRREDDY,ITC|WIPRO|BHARTIARTL
2,2017-05-25 09:15:00,2017-06-08 09:15:00,0.020624460350768356,0.016296135571117042,0.0035398503484286,0.37186870339832145,TCS|DRREDDY|BHARTIARTL,MARUTI|NESTLEIND|ICICIBANK
2,2017-06-08 09:15:00,2017-06-22 09:15:00,-0.004493665191187895,-0.029473311942704524,0.0051108715163779,0.5,TCS|DRREDDY|BHARTIARTL,HCLTECH|SBIN|SUNPHARMA
2,2017-06-22 09:15:00,2017-07-07 09:15:00,5.226211759289267e-05,-0.011098761176108037,0.0056844915909126,0.5,ADANIPORTS|LT|ITC,HINDUNILVR|BAJAJ-AUTO|BRITANNIA
2,2017-07-07 09:15:00,2017-07-21 09:15:00,0.03559220238242534,0.02265649864823494,0.005573616421851901,0.5,BRITANNIA|NESTLEIND|ICICIBANK,M&M|ITC|BHARTIARTL
2,2017-07-21 09:15:00,2017-08-04 09:15:00,-0.003866232589799884,-0.0023164404669518287,0.0008636412625507,0.0,HCLTECH|MARUTI|BPCL,ULTRACEMCO|KOTAKBANK|BRITANNIA
2,2017-08-04 09:15:00,2017-08-21 09:15:00,-0.011774610322909973,-0.023303454645481458,0.0016264762267185998,0.0,HCLTECH|MARUTI|RELIANCE,BHARTIARTL|DRREDDY|SUNPHARMA
2,2017-08-21 09:15:00,2017-09-05 09:15:00,0.008609260830480735,0.044536365787785914,0.0034710066701654,0.35005038893070783,MARUTI|NESTLEIND|SUNPHARMA,ULTRACEMCO|ICICIBANK|INFY
2,2017-09-05 09:15:00,2017-09-19 09:15:00,0.01987599692796766,-0.03987547964642318,0.0069199380475287,0.5,BPCL|TECHM|M&M,BRITANNIA|SUNPHARMA|NESTLEIND
2,2017-09-19 09:15:00,2017-10-04 09:15:00,-0.017589696061379237,-0.06667836849266431,0.004128133705316,0.5,LT|RELIANCE|CIPLA,BPCL|INFY|SBIN
2,2017-10-04 09:15:00,2017-10-18 09:15:00,0.03676040472143175,0.015249234571054439,0.0033751553356265,0.3196726605485205,RELIANCE|DRREDDY|BPCL,ITC|ONGC|BRITANNIA
2,2017-10-18 09:15:00,2017-11-02 09:15:00,0.043117724529292384,0.20598368790327848,0.003917911417828,0.49168588208802766,BPCL|SBIN|AXISBANK,NESTLEIND|BAJAJ-AUTO|RELIANCE
2,2017-11-02 09:15:00,2017-11-16 09:15:00,-0.012133055916710869,-0.0620082305273248,0.0017537902845538,0.0,SBIN|BHARTIARTL|HINDUNILVR,WIPRO|AXISBANK|SUNPHARMA
2,2017-11-16 09:15:00,2017-11-30 09:15:00,0.007442321773679621,-0.03488921642808353,0.0116171060539305,0.5,BHARTIARTL|NESTLEIND|BPCL,M&M|SUNPHARMA|RELIANCE
2,2017-11-30 09:15:00,2017-12-14 09:15:00,0.0006234114830443202,-0.03488227804282895,0.0106953388558171,0.5,BPCL|WIPRO|ADANIPORTS,SUNPHARMA|M&M|NESTLEIND
2,2017-12-14 09:15:00,2017-12-29 09:15:00,0.028429162807191138,0.03860099911467821,0.0048131757042645,0.5,ADANIPORTS|M&M|DRREDDY,INFY|TECHM|WIPRO
2,2017-12-29 09:15:00,2018-01-12 09:15:00,0.015645966357521742,-0.0001625384110689149,0.0033135116924795,0.3001362205290228,M&M|DRREDDY|TECHM,BPCL|ADANIPORTS|ICICIBANK
2,2018-01-12 09:15:00,2018-01-29 09:15:00,0.03204052524163392,-0.0021627220448340507,0.0013007125750100436,0.0,DRREDDY|SBIN|BPCL,SUNPHARMA|RELIANCE|ICICIBANK
2,2018-01-29 09:15:00,2018-02-12 09:15:00,-0.04675775716990826,-0.08125006803093389,0.0030119385495013,0.2045600131780826,DRREDDY|SBIN|ULTRACEMCO,CIPLA|AXISBANK|TCS
2,2018-02-12 09:15:00,2018-02-27 09:15:00,-0.002258711740872028,-0.04480794850759487,0.004872282975047401,0.5,SBIN|ULTRACEMCO|BRITANNIA,SUNPHARMA|TECHM|WIPRO
2,2018-02-27 09:15:00,2018-03-14 09:15:00,-0.017861716544357736,0.026869770792924002,0.0022950971510501002,0.0,SBIN|BRITANNIA|TECHM,BHARTIARTL|HINDUNILVR|DRREDDY
2,2018-03-14 09:15:00,2018-03-28 09:15:00,-0.026299853168155862,-0.04693102053900693,0.0012216066187406998,0.0,ICICIBANK|LT|INFY,HCLTECH|SBIN|NESTLEIND
2,2018-03-28 09:15:00,2018-04-13 09:15:00,0.037049311624377614,-0.005452561053270824,0.0016188095833285995,0.0,INFY|ULTRACEMCO|DRREDDY,ADANIPORTS|NESTLEIND|BHARTIARTL
2,2018-04-13 09:15:00,2018-04-27 09:15:00,0.02633245054379518,0.05382985028488621,0.0043888979853975,0.5,INFY|HCLTECH|LT,BHARTIARTL|ADANIPORTS|RELIANCE
2,2018-04-27 09:15:00,2018-05-14 09:15:00,0.002316524066685987,-0.050043563734926196,0.0017793270621703002,0.0,HCLTECH|TCS|NESTLEIND,DRREDDY|RELIANCE|SBIN
2,2018-05-14 09:15:00,2018-05-21 09:15:00,-0.023213709970496425,-0.041650993137179106,0.0036625745700037005,0.4107631338917306,HCLTECH|DRREDDY|BRITANNIA,TECHM|BHARTIARTL|SUNPHARMA
3,2018-05-22 09:15:00,2018-06-05 09:15:00,0.015068965158108204,0.05664216665759511,0.0020216807868381004,0.0,SBIN|DRREDDY|INFY,AXISBANK|BHARTIARTL|ULTRACEMCO
3,2018-06-05 09:15:00,2018-06-19 09:15:00,0.02931523200762116,0.0025166893820294384,0.0028176144614267,0.08064686446343194,INFY|ULTRACEMCO|RELIANCE,BAJAJ-AUTO|KOTAKBANK|LT
3,2018-06-19 09:15:00,2018-07-03 09:15:00,-0.011716419232174723,-0.10159155660016715,0.0045594129153835004,0.5,BPCL|HINDUNILVR|TCS,ITC|DRREDDY|ICICIBANK
3,2018-07-03 09:15:00,2018-07-17 09:15:00,0.024506245720696627,0.03317999265361298,0.0019664796115867,0.0,HINDUNILVR|BAJAJ-AUTO|ONGC,BPCL|ULTRACEMCO|ICICIBANK
3,2018-07-17 09:15:00,2018-07-31 09:15:00,0.025584965788453106,0.03660019964505698,0.0016150263210463,0.0,CIPLA|ULTRACEMCO|BHARTIARTL,M&M|ICICIBANK|WIPRO
3,2018-07-31 09:15:00,2018-08-14 09:15:00,0.014614135980901864,-0.023246765549065195,0.0068613979006832,0.5,BPCL|MARUTI|RELIANCE,ULTRACEMCO|TECHM|BHARTIARTL
3,2018-08-14 09:15:00,2018-08-30 09:15:00,0.03267193250312913,-0.016927065794826897,0.0038871806058075,0.39596032424610783,BPCL|RELIANCE|AXISBANK,LT|SBIN|ONGC
3,2018-08-30 09:15:00,2018-09-14 09:15:00,-0.010411813576278928,-0.008268132056917692,0.0035273707310385,0.2898865698799711,AXISBANK|BHARTIARTL|WIPRO,DRREDDY|HDFCBANK|ULTRACEMCO
3,2018-09-14 09:15:00,2018-10-01 09:15:00,-0.042029371046255516,-0.014945660084720057,0.0031295411118969,0.17260440432658863,AXISBANK|TECHM|SUNPHARMA,RELIANCE|M&M|BPCL
3,2018-10-01 09:15:00,2018-10-16 09:15:00,-0.037396261157649324,0.007028470723588845,0.0038225277893834,0.37690034993925536,TECHM|DRREDDY|BRITANNIA,BAJAJ-AUTO|BHARTIARTL|LT
3,2018-10-16 09:15:00,2018-10-31 09:15:00,-0.030062462015354157,0.0035529177934579288,0.0016107561904957,0.0,BRITANNIA|HCLTECH|ADANIPORTS,SBIN|ULTRACEMCO|ONGC
3,2018-10-31 09:15:00,2018-11-15 09:15:00,0.04100558896656622,-0.02076376816163908,0.0035956055667619997,0.31000254142854233,INFY|M&M|AXISBANK,ULTRACEMCO|HINDUNILVR|DRREDDY
3,2018-11-15 09:15:00,2018-11-30 09:15:00,0.027279832807201174,0.05962911288212259,0.009216729834974999,0.5,M&M|BPCL|ULTRACEMCO,LT|WIPRO|NESTLEIND
3,2018-11-30 09:15:00,2018-12-14 09:15:00,-0.002633434229494539,0.026484659436006964,0.0028449827465664,0.0887151720861582,M&M|NESTLEIND|BHARTIARTL,AXISBANK|KOTAKBANK|HDFCBANK
3,2018-12-14 09:15:00,2018-12-31 09:15:00,0.00666023681902675,0.0022338851507265854,0.0016474004487251996,0.0,M&M|BHARTIARTL|ULTRACEMCO,HCLTECH|MARUTI|WIPRO
3,2018-12-31 09:15:00,2019-01-14 09:15:00,-0.01770681448647438,-0.042263349616058314,0.001335211066561,0.0,TCS|RELIANCE|KOTAKBANK,SBIN|M&M|DRREDDY
3,2019-01-14 09:15:00,2019-01-28 09:15:00,-0.0068496811063933575,-0.06726964982066416,0.0035287843441429998,0.29030331010788113,TCS|SUNPHARMA|ICICIBANK,NESTLEIND|BPCL|INFY
3,2019-01-28 09:15:00,2019-02-11 09:15:00,0.025912822288505995,-0.000624710245505769,0.0012315545261900001,0.0,ICICIBANK|HDFCBANK|ONGC,ULTRACEMCO|TCS|BHARTIARTL
3,2019-02-11 09:15:00,2019-02-25 09:15:00,-0.0051934081036607,-0.02163621695817244,0.0024853729186792997,0.0,BRITANNIA|NESTLEIND|ITC,CIPLA|LT|DRREDDY
3,2019-02-25 09:15:00,2019-03-12 09:15:00,0.03929858255174286,0.07956829524468106,0.0009160746386478002,0.0,ITC|ICICIBANK|M&M,BPCL|ADANIPORTS|ONGC
3,2019-03-12 09:15:00,2019-03-27 09:15:00,0.005632991069474248,-0.008084420727431395,0.0049624875084173,0.5,BAJAJ-AUTO|HCLTECH|SBIN,LT|BHARTIARTL|NESTLEIND
3,2019-03-27 09:15:00,2019-04-10 09:15:00,0.015226756186089119,-0.009902352289551412,0.001999886926739,0.0,SBIN|RELIANCE|CIPLA,ICICIBANK|BRITANNIA|ULTRACEMCO
3,2019-04-10 09:15:00,2019-04-26 09:15:00,0.016939633710750853,0.034182790033818106,0.0010622906261781998,0.0,TCS|SUNPHARMA|ITC,WIPRO|BRITANNIA|ONGC
3,2019-04-26 09:15:00,2019-05-14 09:15:00,-0.04405070517320068,-0.04119375441331607,0.0046508733869140995,0.5,CIPLA|BPCL|HDFCBANK,RELIANCE|ULTRACEMCO|M&M
3,2019-05-14 09:15:00,2019-05-21 09:15:00,0.05254864979796566,0.007329874274363565,0.0008583900223367001,0.0,HDFCBANK|TCS|WIPRO,KOTAKBANK|ADANIPORTS|ITC
4,2019-05-22 09:15:00,2019-06-06 09:15:00,0.02275292536243032,0.007251688325021247,0.0012411500956540002,0.0,SUNPHARMA|BPCL|ULTRACEMCO,BAJAJ-AUTO|DRREDDY|ICICIBANK
4,2019-06-06 09:15:00,2019-06-20 09:15:00,-0.024521843968569688,0.016641913932767483,0.0010215578259955003,0.0,TCS|AXISBANK|ICICIBANK,MARUTI|ULTRACEMCO|BHARTIARTL
4,2019-06-20 09:15:00,2019-07-04 09:15:00,0.014926483906153941,0.0009490726528740587,0.0010280738846317,0.0,AXISBANK|ONGC|BHARTIARTL,BPCL|WIPRO|ADANIPORTS
4,2019-07-04 09:15:00,2019-07-18 09:15:00,-0.0261819442928204,-0.013942326892709146,0.0033421080807029,0.26886792294857487,NESTLEIND|BRITANNIA|CIPLA,SBIN|KOTAKBANK|BHARTIARTL
4,2019-07-18 09:15:00,2019-08-01 09:15:00,-0.04571900277986115,-0.055542957447061114,0.0081237296324872,0.5,ONGC|HCLTECH|ICICIBANK,BRITANNIA|CIPLA|INFY
4,2019-08-01 09:15:00,2019-08-19 09:15:00,0.004444785914657151,-0.03845413150972889,0.0035606343065603,0.3354873608819806,CIPLA|SUNPHARMA|SBIN,TCS|HINDUNILVR|NESTLEIND
4,2019-08-19 09:15:00,2019-09-03 09:15:00,-0.005970883286344915,-0.006376766796350005,0.0042396818460199,0.5,SBIN|BPCL|MARUTI,NESTLEIND|CIPLA|ITC
4,2019-09-03 09:15:00,2019-09-18 09:15:00,-0.003373599414064767,-0.05307235530740155,0.0020015651760485003,0.0,SBIN|BRITANNIA|HCLTECH,ULTRACEMCO|ONGC|TECHM
4,2019-09-18 09:15:00,2019-10-03 09:15:00,0.04771812661344384,0.06912107441786483,0.0027884544468618,0.10008226003070386,BRITANNIA|BHARTIARTL|ULTRACEMCO,MARUTI|TCS|ADANIPORTS
4,2019-10-03 09:15:00,2019-10-18 09:15:00,0.03950918765574357,0.041686730076749945,0.0023484518996659005,0.0,AXISBANK|LT|SBIN,SUNPHARMA|INFY|HCLTECH
4,2019-10-18 09:15:00,2019-11-04 09:15:00,0.03281709953155682,-0.010787752849359133,0.00440831592497,0.5,LT|SBIN|BHARTIARTL,WIPRO|ICICIBANK|SUNPHARMA
4,2019-11-04 09:15:00,2019-11-19 09:15:00,-0.018050063373632044,-0.03409136713308387,0.0024158323518737998,0.0,LT|INFY|TCS,BHARTIARTL|ULTRACEMCO|TECHM
4,2019-11-19 09:15:00,2019-12-03 09:15:00,0.0028389798826894243,-0.012441589018156536,0.0038925600738342,0.43667754052582497,LT|HCLTECH|HINDUNILVR,AXISBANK|CIPLA|BHARTIARTL
4,2019-12-03 09:15:00,2019-12-17 09:15:00,-0.0008262333649880226,-0.03550194148285732,0.0029900422450141,0.161537885113904,BAJAJ-AUTO|BHARTIARTL|TECHM,DRREDDY|NESTLEIND|BRITANNIA
4,2019-12-17 09:15:00,2020-01-01 09:15:00,0.006749049410204011,0.022287053269618516,0.0034284822051175003,0.2951997538211113,HCLTECH|ONGC|SUNPHARMA,HINDUNILVR|SBIN|MARUTI
4,2020-01-01 09:15:00,2020-01-15 09:15:00,0.012391003410736416,-0.014846549189481991,0.0041435905854351005,0.5,ONGC|CIPLA|DRREDDY,WIPRO|LT|ADANIPORTS
4,2020-01-15 09:15:00,2020-01-29 09:15:00,0.004737358710509164,0.008303956018033416,0.0020641783820331,0.0,ICICIBANK|INFY|TCS,RELIANCE|BAJAJ-AUTO|SBIN
4,2020-01-29 09:15:00,2020-02-11 09:15:00,-0.006282870376470803,-0.04181194264497483,0.0011547264581216001,0.0,M&M|BPCL|DRREDDY,INFY|HINDUNILVR|ULTRACEMCO
4,2020-02-11 09:15:00,2020-02-26 09:15:00,-0.036449790168508626,-0.0883269771006755,0.0021276034553763,0.0,M&M|ONGC|ADANIPORTS,BAJAJ-AUTO|ICICIBANK|BPCL
4,2020-02-26 09:15:00,2020-03-12 09:15:00,-0.14313132014494723,-0.09946039672259997,0.0055521155676445996,0.5,BHARTIARTL|MARUTI|BAJAJ-AUTO,HINDUNILVR|NESTLEIND|SUNPHARMA
4,2020-03-12 09:15:00,2020-03-26 09:15:00,-0.11764165400901995,-0.20848492047724032,0.003714169016854299,0.3822936243541235,BHARTIARTL|MARUTI|BPCL,AXISBANK|KOTAKBANK|HDFCBANK
4,2020-03-26 09:15:00,2020-04-15 09:15:00,0.14170935737517001,0.07206562943988894,0.0089207003025989,0.5,ADANIPORTS|RELIANCE|DRREDDY,AXISBANK|HDFCBANK|ICICIBANK
4,2020-04-15 09:15:00,2020-04-29 09:15:00,-0.002401860312107647,-0.06708740565205468,0.0079109997492726,0.5,MARUTI|HINDUNILVR|ONGC,ADANIPORTS|LT|AXISBANK
4,2020-04-29 09:15:00,2020-05-14 09:15:00,-0.005316469278502617,-0.06040634035814545,0.006093578724199701,0.5,HINDUNILVR|ONGC|HDFCBANK,CIPLA|BHARTIARTL|DRREDDY
4,2020-05-14 09:15:00,2020-05-21 09:15:00,-0.003383200212381123,0.007843236761210811,0.0213480250010416,0.5,HINDUNILVR|M&M|WIPRO,ICICIBANK|CIPLA|KOTAKBANK
5,2020-05-22 09:15:00,2020-06-08 09:15:00,0.125835307344491,0.06557738557991365,0.0020476431944018,0.0,ULTRACEMCO|ONGC|LT,HDFCBANK|ITC|HCLTECH
5,2020-06-08 09:15:00,2020-06-22 09:15:00,-0.01094933260751992,-0.016083131624992357,0.0016199128510667,0.0,ULTRACEMCO|ONGC|ADANIPORTS,SUNPHARMA|BPCL|BRITANNIA
5,2020-06-22 09:15:00,2020-07-06 09:15:00,0.030759547821579206,0.025976810423145567,0.0048937433813544,0.5,ADANIPORTS|BAJAJ-AUTO|SBIN,ICICIBANK|KOTAKBANK|RELIANCE
5,2020-07-06 09:15:00,2020-07-20 09:15:00,0.030135149743666538,0.04063606667188109,0.0115190763159014,0.5,TECHM|M&M|ITC,TCS|HCLTECH|RELIANCE
5,2020-07-20 09:15:00,2020-08-03 09:15:00,0.012018087817596501,0.04549935225708058,0.0025093459770732,0.0040532850702048595,M&M|ITC|MARUTI,AXISBANK|DRREDDY|BRITANNIA
5,2020-08-03 09:15:00,2020-08-17 09:15:00,0.0224716073012071,0.01712425028098157,0.0060817486260675005,0.5,M&M|SBIN|ICICIBANK,WIPRO|TCS|BAJAJ-AUTO
5,2020-08-17 09:15:00,2020-08-31 09:15:00,0.036342102018769314,0.016230830312836935,0.0083865787662786,0.5,RELIANCE|BAJAJ-AUTO|INFY,BPCL|BHARTIARTL|AXISBANK
5,2020-08-31 09:15:00,2020-09-14 09:15:00,-0.027214846261836175,-0.06273999939161799,0.0013763671066280999,0.0,BAJAJ-AUTO|ONGC|ADANIPORTS,ICICIBANK|SUNPHARMA|AXISBANK
5,2020-09-14 09:15:00,2020-09-28 09:15:00,-0.014138925640684592,0.03906434949986286,0.0025353402986748,0.011864525041075491,ONGC|HCLTECH|MARUTI,HINDUNILVR|RELIANCE|TECHM
5,2020-09-28 09:15:00,2020-10-13 09:15:00,0.05426202540221233,-0.04761410574593619,0.0047210225156176,0.5,ONGC|BHARTIARTL|BPCL,HCLTECH|ULTRACEMCO|M&M
5,2020-10-13 09:15:00,2020-10-27 09:15:00,-0.01682662406195323,0.009257261492124172,0.004719758684924399,0.5,ADANIPORTS|KOTAKBANK|SBIN,MARUTI|BHARTIARTL|ULTRACEMCO
5,2020-10-27 09:15:00,2020-11-10 09:15:00,0.04982115291549816,0.12995799876010852,0.0099298771810774,0.5,KOTAKBANK|BPCL|HINDUNILVR,ADANIPORTS|ULTRACEMCO|LT
5,2020-11-10 09:15:00,2020-11-24 09:15:00,0.0443409172899281,0.04014786607269449,0.0114710672597984,0.5,SBIN|ICICIBANK|AXISBANK,ONGC|CIPLA|WIPRO
5,2020-11-24 09:15:00,2020-12-09 09:15:00,0.05195483432165551,0.04297193664822781,0.0094546393350623,0.5,M&M|MARUTI|TECHM,BAJAJ-AUTO|BPCL|ADANIPORTS
5,2020-12-09 09:15:00,2020-12-23 09:15:00,0.0015160104814403853,-0.006685713496118046,0.0031386826351416995,0.19316765142998282,BRITANNIA|BAJAJ-AUTO|ONGC,INFY|LT|RELIANCE
5,2020-12-23 09:15:00,2021-01-07 09:15:00,0.0502579157693236,0.11244865960757419,0.0008356112916074999,0.0,BAJAJ-AUTO|ONGC|AXISBANK,CIPLA|TECHM|SUNPHARMA
5,2021-01-07 09:15:00,2021-01-21 09:15:00,0.040472655801544806,0.03231878099478492,0.0033103196422084,0.24474421767503196,BAJAJ-AUTO|SBIN|ULTRACEMCO,AXISBANK|WIPRO|ADANIPORTS
5,2021-01-21 09:15:00,2021-02-05 09:15:00,0.01866845404116198,0.12423033469984945,0.0044142767149902,0.5,BAJAJ-AUTO|ADANIPORTS|AXISBANK,MARUTI|ONGC|RELIANCE
5,2021-02-05 09:15:00,2021-02-19 09:15:00,0.012152297525734752,0.05998494968122027,0.006380762326102,0.5,ADANIPORTS|AXISBANK|M&M,BAJAJ-AUTO|DRREDDY|SBIN
5,2021-02-19 09:15:00,2021-03-05 09:15:00,-0.0001054736423712837,-0.026033923841984222,0.0037210013964186998,0.3681532368816478,BAJAJ-AUTO|BPCL|ULTRACEMCO,ONGC|CIPLA|TECHM
5,2021-03-05 09:15:00,2021-03-22 09:15:00,-0.021300006122367796,-0.06085371699523641,0.0021854224875207003,0.0,RELIANCE|NESTLEIND|DRREDDY,WIPRO|BPCL|ONGC
5,2021-03-22 09:15:00,2021-04-07 09:15:00,0.013729588128483983,0.04413650808434193,0.0015603101156278,0.0,TCS|BHARTIARTL|CIPLA,ICICIBANK|RELIANCE|ULTRACEMCO
5,2021-04-07 09:15:00,2021-04-23 09:15:00,-0.015473839678688308,-0.13426829706643922,0.0208715568071809,0.5,TCS|ADANIPORTS|TECHM,HDFCBANK|SBIN|KOTAKBANK
5,2021-04-23 09:15:00,2021-05-07 09:15:00,0.021235563499594164,-0.0073489549349716275,0.0060361169827414,0.5,TCS|ADANIPORTS|BRITANNIA,DRREDDY|SBIN|WIPRO
5,2021-05-07 09:15:00,2021-05-17 09:15:00,-0.00016591580929696897,0.0021955634913232635,0.0043533789614217,0.5,ADANIPORTS|SUNPHARMA|CIPLA,NESTLEIND|M&M|RELIANCE
6,2021-05-18 09:15:00,2021-06-01 09:15:00,0.03523226781940913,0.07807864300605491,0.0028151724026965,0.07580838611976704,SBIN|HCLTECH|MARUTI,ULTRACEMCO|BAJAJ-AUTO|RELIANCE
6,2021-06-01 09:15:00,2021-06-15 09:15:00,0.016777356872094733,-0.025314145271173576,0.0036003128421346,0.30612307610063594,BAJAJ-AUTO|TECHM|TCS,ADANIPORTS|M&M|RELIANCE
6,2021-06-15 09:15:00,2021-06-29 09:15:00,-0.005706774834309953,-0.014218078767695746,0.0019544566404388003,0.0,TECHM|DRREDDY|ONGC,ADANIPORTS|ULTRACEMCO|ITC
6,2021-06-29 09:15:00,2021-07-13 09:15:00,-0.008415222751683667,-0.011412693568085127,0.0039887364468105995,0.42006404461860924,DRREDDY|LT|WIPRO,BPCL|KOTAKBANK|ONGC
6,2021-07-13 09:15:00,2021-07-28 09:15:00,-0.007272148102435133,0.055415603787077064,0.0034789578640943997,0.2705245605472062,ULTRACEMCO|BHARTIARTL|MARUTI,INFY|ICICIBANK|ADANIPORTS
6,2021-07-28 09:15:00,2021-08-11 09:15:00,0.03532093866984956,0.0768447164415892,0.0031830046636012995,0.18370904806488397,HDFCBANK|SUNPHARMA|NESTLEIND,BAJAJ-AUTO|LT|DRREDDY
6,2021-08-11 09:15:00,2021-08-26 09:15:00,0.024012574956287273,0.0028704018361779006,0.0017412588386706998,0.0,HDFCBANK|AXISBANK|BRITANNIA,ONGC|RELIANCE|BAJAJ-AUTO
6,2021-08-26 09:15:00,2021-09-09 09:15:00,0.037314854225357505,0.045874388563588823,0.0016170724729339,0.0,HDFCBANK|AXISBANK|TCS,SBIN|ADANIPORTS|BHARTIARTL
6,2021-09-09 09:15:00,2021-09-24 09:15:00,0.0310159109522022,0.11816775980904214,0.0031224243764955,0.16593830369498552,KOTAKBANK|ONGC|BPCL,INFY|HDFCBANK|WIPRO
6,2021-09-24 09:15:00,2021-10-08 09:15:00,0.004041241805725305,0.009142621808770887,0.003951093901227699,0.40902190390016546,KOTAKBANK|ONGC|SBIN,HINDUNILVR|INFY|WIPRO
6,2021-10-08 09:15:00,2021-10-25 09:15:00,-0.004263121541419271,-0.03822843856624669,0.0077487837950115,0.5,SUNPHARMA|BPCL|ICICIBANK,RELIANCE|DRREDDY|ONGC
6,2021-10-25 09:15:00,2021-11-09 09:15:00,0.008555046564576048,-0.06824902106129117,0.0005477069578848999,0.0,HDFCBANK|AXISBANK|KOTAKBANK,TCS|RELIANCE|ICICIBANK
6,2021-11-09 09:15:00,2021-11-24 09:15:00,-0.021907294363544064,-0.02542799583235961,0.0020808796081188,0.0,KOTAKBANK|CIPLA|BPCL,HDFCBANK|LT|BRITANNIA
6,2021-11-24 09:15:00,2021-12-08 09:15:00,-0.016218372322609233,-0.01722468787827662,0.0033320540372973996,0.22743149384697559,CIPLA|BPCL|ITC,INFY|ONGC|AXISBANK
