scenario,allocation,warmup_trade_count,lot_size,capital_budget_rupees,worst_trade_budget_rupees,drawdown_budget_rupees,allowed_lots,capital_lot_cap,worst_trade_lot_cap,drawdown_lot_cap,trades,first_entry,last_expiry,years,total_pnl_points_per_lot,worst_trade_points_per_lot,max_drawdown_points_per_lot,peak_margin_points_per_lot,one_lot_total_pnl_rupees,one_lot_worst_trade_rupees,one_lot_max_drawdown_rupees,one_lot_peak_margin_rupees,total_pnl_rupees,worst_trade_rupees,max_drawdown_rupees,peak_margin_rupees,capital_utilization,annualized_return_on_margin,annualized_pnl_rupees,annualized_return_on_capital_budget,positive_years,negative_years,positive_folds,negative_folds,max_year_pnl_share,deployable_under_budgets,passes_maturity_robustness
base,def_full_resg0_ovg50,1,65,1000000,100000,25000,13,13,818,387,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,1713178.3499999999,-1587.5437499999987,-839.7187499999808,961358.6125000061,0.9613586125000061,0.3162062221825812,326927.0597374608,0.3269270597374608,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,1000000,100000,50000,13,13,818,774,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,1713178.3499999999,-1587.5437499999987,-839.7187499999808,961358.6125000061,0.9613586125000061,0.3162062221825812,326927.0597374608,0.3269270597374608,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,1000000,100000,100000,13,13,818,1548,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,1713178.3499999999,-1587.5437499999987,-839.7187499999808,961358.6125000061,0.9613586125000061,0.3162062221825812,326927.0597374608,0.3269270597374608,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,1000000,100000,200000,13,13,818,3096,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,1713178.3499999999,-1587.5437499999987,-839.7187499999808,961358.6125000061,0.9613586125000061,0.3162062221825812,326927.0597374608,0.3269270597374608,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,10000,25000,27,27,81,387,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,10000,50000,27,27,81,774,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,10000,100000,27,27,81,1548,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,10000,200000,27,27,81,3096,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,25000,25000,27,27,204,387,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,25000,50000,27,27,204,774,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,25000,100000,27,27,204,1548,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,25000,200000,27,27,204,3096,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,50000,25000,27,27,409,387,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,50000,50000,27,27,409,774,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,50000,100000,27,27,409,1548,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,50000,200000,27,27,409,3096,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,100000,25000,27,27,818,387,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,100000,50000,27,27,818,774,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,100000,100000,27,27,818,1548,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,65,2000000,100000,200000,27,27,818,3096,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,131782.94999999998,-122.11874999999989,-64.59374999999852,73950.66250000047,3558139.6499999994,-3297.206249999997,-1744.03124999996,1996667.8875000128,0.9983339437500064,0.3162062221825812,679002.3548393416,0.3395011774196708,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,10000,25000,2,2,70,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,10000,50000,2,2,70,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,10000,100000,2,2,70,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,10000,200000,2,2,70,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,25000,25000,2,2,177,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,25000,50000,2,2,177,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,25000,100000,2,2,177,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,25000,200000,2,2,177,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,50000,25000,2,2,354,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,50000,50000,2,2,354,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,50000,100000,2,2,354,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,50000,200000,2,2,354,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,100000,25000,2,2,709,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,100000,50000,2,2,709,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,100000,100000,2,2,709,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,200000,100000,200000,2,2,709,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,304114.5,-281.8124999999998,-149.0624999999966,170655.37500000108,0.8532768750000054,0.3162062221825812,58034.389302507836,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,10000,25000,5,5,70,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,10000,50000,5,5,70,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,10000,100000,5,5,70,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,10000,200000,5,5,70,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,25000,25000,5,5,177,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,25000,50000,5,5,177,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,25000,100000,5,5,177,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,25000,200000,5,5,177,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,50000,25000,5,5,354,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,50000,50000,5,5,354,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,50000,100000,5,5,354,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,50000,200000,5,5,354,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,100000,25000,5,5,709,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,100000,50000,5,5,709,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,100000,100000,5,5,709,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,500000,100000,200000,5,5,709,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,760286.25,-704.5312499999994,-372.6562499999915,426638.4375000027,0.8532768750000054,0.3162062221825812,145085.9732562696,0.2901719465125392,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,10000,25000,11,11,70,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,10000,50000,11,11,70,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,10000,100000,11,11,70,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,10000,200000,11,11,70,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,25000,25000,11,11,177,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,25000,50000,11,11,177,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,25000,100000,11,11,177,1341,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,25000,200000,11,11,177,2683,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,50000,25000,11,11,354,335,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
base,def_full_resg0_ovg50,1,75,1000000,50000,50000,11,11,354,670,50,2019-02-25,2024-05-23,5.240246406570842,2027.4299999999998,-1.8787499999999984,-0.9937499999999773,1137.7025000000071,152057.25,-140.9062499999999,-74.5312499999983,85327.68750000054,1672629.75,-1549.9687499999986,-819.8437499999812,938604.5625000059,0.9386045625000059,0.3162062221825812,319189.1411637931,0.3191891411637931,5,0,4,0,0.2761704473150738,True,True
