collection_date_ist,observed_timestamp_ist,underlying,spot_source,spot_last_price,spot_timestamp,expiry_date,days_to_expiry,band_low,band_high,tradingsymbol,instrument_token,strike,option_type,moneyness_pct,quote_source,quote_timestamp,quote_age_seconds,bid,ask,mid,last_price,volume,oi,spread_points,spread_pct,all_quote_available,quote_freshness_pass,spread_quality_pass,broker_order_allowed,order_route,selection_reason
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671422300PE,13124098,22300.0,PE,-0.07990964135042855,kite_quote_api,2026-07-08 09:46:10,6.733251,1.9,1.95,1.9249999999999998,1.95,405860,204555,0.050000000000000044,0.025974025974026,True,True,True,False,blocked_no_broker_call,selected_profile_leg_supplement
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423050CE,13135618,23050.0,CE,-0.04896489834651918,kite_quote_api,2026-07-08 09:45:56,20.733251,1125.45,1232.4,1178.9250000000002,1400.0,0,260,106.95000000000005,0.09071823907373246,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423050PE,13137410,23050.0,PE,-0.04896489834651918,kite_quote_api,2026-07-08 09:46:15,1.733251,3.55,3.6,3.575,3.6,626210,187915,0.050000000000000266,0.01398601398601406,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423100CE,13138946,23100.0,CE,-0.046901915479591993,kite_quote_api,2026-07-08 09:46:15,1.733251,1109.1,1118.05,1113.5749999999998,1295.0,0,1755,8.950000000000045,0.008037177558763485,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423100PE,13139202,23100.0,PE,-0.046901915479591993,kite_quote_api,2026-07-08 09:46:15,1.733251,3.8,3.85,3.825,3.85,1656720,799110,0.050000000000000266,0.013071895424836671,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423150CE,13139714,23150.0,CE,-0.044838932612664695,kite_quote_api,2026-07-08 09:45:58,18.733251,1026.2,1125.35,1075.775,1101.6,0,520,99.14999999999986,0.09216611280239814,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423150PE,13139970,23150.0,PE,-0.044838932612664695,kite_quote_api,2026-07-08 09:46:16,0.733251,4.1,4.15,4.125,4.15,884780,273910,0.05000000000000071,0.012121212121212293,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423200CE,13140226,23200.0,CE,-0.042775949745737396,kite_quote_api,2026-07-08 09:46:15,1.733251,1011.1,1017.35,1014.225,999.0,1040,23530,6.25,0.006162340703492815,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423200PE,13140482,23200.0,PE,-0.042775949745737396,kite_quote_api,2026-07-08 09:46:15,1.733251,4.35,4.4,4.375,4.4,5534555,1591070,0.05000000000000071,0.011428571428571592,True,True,True,False,blocked_no_broker_call,spot_band
2026-07-08,2026-07-08T09:46:16.733251+05:30,NIFTY,NSE:NIFTY 50,24236.75,2026-07-08 09:46:13,2026-07-14,6,23024.9125,25448.5875,NIFTY2671423250CE,13142274,23250.0,CE,-0.0407129668788101,kite_quote_api,2026-07-08 09:46:13,3.733251,935.15,973.65,954.4,1142.75,0,13455,38.5,0.04033948030176027,True,True,True,False,blocked_no_broker_call,spot_band
