output_prefix,generated_at_ist,symbols,symbols_with_spot,bhavcopy_file_count,bhavcopy_file_count_after_weekly_entry_filter,min_dte,max_dte,otm_pct,min_contracts,assignment_stt_rate,option_cost_rate,max_strike_to_entry_spot,max_premium_to_entry_spot,holding_assumption,mode_scope,broker_orders_allowed
tb17_covered_call_overwrite_readiness,2026-07-03T08:57:25.707132+05:30,RELIANCE|HDFCBANK|ICICIBANK|INFY|TCS,HDFCBANK|ICICIBANK|INFY|RELIANCE|TCS,2346,426,5,17,0.03,1,0.001,0.0005,1.2,0.12,synthetic_passive_core_holds_underlying_shares_for_each_written_call,tb17_covered_call_overwrite_readiness_research_only,False
