experiment_id,weighting_mode,top_k,rebalance_rule,fold_count,mean_of_fold_returns,min_fold_return,max_fold_return,mean_of_fold_annualized,min_fold_annualized,max_fold_annualized,mean_of_fold_turnover,mean_of_fold_win_rate,mean_size_multiplier,mean_selected_weight_top_liquid14,mean_selected_weight_non_top_liquid,max_majority_non_top_liquid_rate,folds_beating_flat,folds_beating_benchmark,max_top_contributor_share,all_folds_positive,all_folds_beat_benchmark,walkforward_verdict
E1006,score_weighted_dispersion_sized,3,every_10_session_open,3,0.01252877615116175,0.0023425327281698174,0.03038097161130177,0.43413365201929094,0.060239506249113894,1.1132250285179834,1.8194817879406526,0.6061111111111112,0.9940520935611774,0.4257178700971897,0.5683342234639879,0.64,3,3,0.35533547259381765,True,True,dispersion_sized_walkforward_validated
