experiment_id,variant,fold_id,fold_start_date,fold_end_date,fold_trade_dates,rebalance_count,strategy_total_return,strategy_annualized_return,buyhold_total_return,buyhold_annualized_return,excess_vs_buyhold_ann,beats_buyhold_annualized,mean_interval_return,win_rate,mean_eligibility_rate
E1006,ungated,1,2016-05-26,2017-03-17,202,21,0.27781399822537645,0.3544621800947352,0.1661359097016632,0.2095124910093129,0.14494968908542227,True,0.012654213097667571,0.5714285714285714,1.0
E1006,oi_rising,1,2016-05-26,2017-03-17,202,21,0.15305388626915306,0.19274207450724035,0.1661359097016632,0.2095124910093129,-0.01677041650207256,False,0.007175089790032725,0.38095238095238093,0.35626102292768963
E1006,oi_rising_and_pos,1,2016-05-26,2017-03-17,202,21,0.08637994606807853,0.10797983570360592,0.1661359097016632,0.2095124910093129,-0.10153265530570699,False,0.004143184496105218,0.3333333333333333,0.17813051146384482
E1006,ungated,2,2017-03-20,2018-01-05,201,20,0.025130553744574513,0.03135205316057288,0.18037583223558712,0.2290724915412612,-0.1977204383806883,False,0.0031311302685390397,0.65,1.0
E1006,oi_rising,2,2017-03-20,2018-01-05,201,20,0.11458621230399513,0.14445596638386426,0.18037583223558712,0.2290724915412612,-0.08461652515739693,False,0.005860724478523562,0.45,0.3074074074074074
E1006,oi_rising_and_pos,2,2017-03-20,2018-01-05,201,20,0.11038992819735305,0.1390992984834014,0.18037583223558712,0.2290724915412612,-0.08997319305785978,False,0.00565136542249281,0.4,0.20925925925925926
E1006,ungated,3,2018-01-08,2018-10-31,201,20,-0.06877943869590497,-0.08481655596825266,-0.011541596856232284,-0.014334965827371149,-0.07048159014088151,False,-0.002858387013764812,0.6,1.0
E1006,oi_rising,3,2018-01-08,2018-10-31,201,20,-0.1479084390096066,-0.18051665873055556,-0.011541596856232284,-0.014334965827371149,-0.1661816929031844,False,-0.0072531052752316475,0.35,0.3814814814814815
E1006,oi_rising_and_pos,3,2018-01-08,2018-10-31,201,20,0.002480808626870834,0.0030865153269259427,-0.011541596856232284,-0.014334965827371149,0.01742148115429709,True,0.0007189386646237842,0.4,0.2240740740740741
E1006,ungated,4,2018-11-01,2019-08-26,201,20,-0.10190108166795353,-0.12512604210610134,0.024299591770914456,0.03031234862038734,-0.15543839072648868,False,-0.004524107012050196,0.5,1.0
E1006,oi_rising,4,2018-11-01,2019-08-26,201,20,0.030617868997174558,0.038222967066666946,0.024299591770914456,0.03031234862038734,0.007910618446279605,True,0.0017326058540222393,0.3,0.25925925925925924
E1006,oi_rising_and_pos,4,2018-11-01,2019-08-26,201,20,0.039072467040216496,0.04882680371510828,0.024299591770914456,0.03031234862038734,0.01851445509472094,True,0.0021460439478169107,0.3,0.14629629629629629
E1006,ungated,5,2019-08-27,2020-06-22,201,20,-0.23927923238997795,-0.28834379629327556,0.010776388744519902,0.013421026978183592,-0.30176482327145915,False,-0.010601334843353336,0.4,1.0
E1006,oi_rising,5,2019-08-27,2020-06-22,201,20,0.46496485377334573,0.6078767053159126,0.010776388744519902,0.013421026978183592,0.594455678337729,True,0.0212560982130938,0.35,0.27037037037037037
E1006,oi_rising_and_pos,5,2019-08-27,2020-06-22,201,20,0.5250364576209372,0.6902871123929497,0.010776388744519902,0.013421026978183592,0.6768660854147661,True,0.023172089374304553,0.3,0.16851851851851857
E1006,ungated,6,2020-06-23,2021-04-08,201,20,0.956822697640459,1.304762692929605,0.4628130471568866,0.6049397662482721,0.699822926681333,True,0.03585984566448784,0.65,1.0
E1006,oi_rising,6,2020-06-23,2021-04-08,201,20,0.13856180960761666,0.17515536860965852,0.4628130471568866,0.6049397662482721,-0.42978439763861354,False,0.007658177444124304,0.2,0.26296296296296295
E1006,oi_rising_and_pos,6,2020-06-23,2021-04-08,201,20,0.17940816063095633,0.22781939154149344,0.4628130471568866,0.6049397662482721,-0.3771203747067786,False,0.00926751869009278,0.25,0.1648148148148148
E1006,ungated,7,2021-04-09,2022-01-28,201,20,0.004962893627119103,0.006176482688857066,0.15335935570168568,0.19418180903994986,-0.1880053263510928,False,0.0014957515984821714,0.55,1.0
E1006,oi_rising,7,2021-04-09,2022-01-28,201,20,-0.1819884726594594,-0.2210818555709787,0.15335935570168568,0.19418180903994986,-0.41526366461092856,False,-0.009218171987395815,0.35,0.2462962962962963
E1006,oi_rising_and_pos,7,2021-04-09,2022-01-28,201,20,-0.1852129454442626,-0.2248988905426036,0.15335935570168568,0.19418180903994986,-0.41908069958255345,False,-0.0095595260897214,0.25,0.14074074074074075
E1006,ungated,8,2022-01-31,2022-11-22,201,20,0.008434760680467557,0.010501759000334232,0.04962339634020517,0.06208939633458832,-0.05158763733425409,False,0.0015213974210256573,0.45,1.0
E1006,oi_rising,8,2022-01-31,2022-11-22,201,20,-0.20549242982787985,-0.248820321884773,0.04962339634020517,0.06208939633458832,-0.3109097182193613,False,-0.01098623855475508,0.2,0.21666666666666665
E1006,oi_rising_and_pos,8,2022-01-31,2022-11-22,201,20,-0.16146284083612716,-0.19669864685771388,0.04962339634020517,0.06208939633458832,-0.2587880431923022,False,-0.00846401305578035,0.15,0.1185185185185185
E1006,ungated,9,2022-11-23,2023-09-12,201,20,0.0442675687476628,0.05535300104915164,0.1358872054788675,0.1717228121152936,-0.11636981106614197,False,0.0025353859450679373,0.5,1.0
E1006,oi_rising,9,2022-11-23,2023-09-12,201,20,-0.17169238743628235,-0.20886914224838715,0.1358872054788675,0.1717228121152936,-0.38059195436368076,False,-0.009086957171388627,0.15,0.2611111111111111
E1006,oi_rising_and_pos,9,2022-11-23,2023-09-12,201,20,-0.0414345309544637,-0.05127243833677453,0.1358872054788675,0.1717228121152936,-0.22299525045206814,False,-0.0018968489805708088,0.2,0.15185185185185185
E1006,ungated,10,2023-09-13,2024-07-05,201,20,0.2257600215509974,0.2881220977925927,0.31178162374731827,0.40150276411134334,-0.11338066631875066,False,0.010869213551849598,0.65,1.0
E1006,oi_rising,10,2023-09-13,2024-07-05,201,20,0.025540536812622694,0.03186510210739346,0.31178162374731827,0.40150276411134334,-0.3696376620039499,False,0.0013875657933689355,0.25,0.23888888888888893
E1006,oi_rising_and_pos,10,2023-09-13,2024-07-05,201,20,0.11671203038368105,0.14717150743574114,0.31178162374731827,0.40150276411134334,-0.2543312566756022,False,0.0057265341001908315,0.3,0.137037037037037
