experiment_id,top_k,rebalance_every_sessions,research_output_dir_name,dataset_filename,predictions_csv,dataset_csv,source_rows,requested_fold_count,actual_fold_count,thesis,candidate_id,normal_active_weight,hedge_active_weight,low_breadth_rel_threshold,gate_definition,portfolio_definition,data_scope
E1006,10,30,outputs_portfolio_rank_60m_10y,research_dataset_portfolio_rank_60m_10y.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_research\outputs_portfolio_rank_60m_10y\latest\promoted_predictions_oos.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_research\research_dataset_portfolio_rank_60m_10y.csv,463104,10,10,TB14_AllFoldDynamicHedgePortfolioRank,E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,0.1,-0.2,0.3703703703703703,BreadthRelAdvFrac_3 <= 0.3703703703703703,core plus dynamic active sleeve; hedge regime uses 1.20x core and -0.20x score-weighted top10 active sleeve,"OHLCV-derived E1006 predictions, breadth, and market-state features only"
