output_prefix,growth_detail_source,defensive_detail_source,selected_allocation,growth_strategy,defensive_strategy,lot_size,warmup_trade_count,adverse_premium_tolerance,mode_scope,note
tb11_options_dry_run_signal_log,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_harsh_cost_validation_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_low_loss_harsh_cost_detail.csv,def_full_resg0_ovg50,TB11_T07_h15_c1,TB11_T09_low_loss_h15_c1,65,1,0.15,tb11_phase1_no_order_dry_run_signal_logger,No broker calls and no orders. Replays the frozen selected profile into a signal log schema for Phase 1 dry-run validation.
