output_prefix,generated_at_ist,symbols,symbols_with_price,equity_symbol,gold_symbol,debt_symbol,drawdown_lookback_sessions,drawdown_trigger,rebalance_sessions,baseline_weights,defensive_weights,roundtrip_cost,source_paths,broker_orders_allowed
tb20_cross_asset_defensive_tilt,2026-07-03T09:15:23.349086+05:30,NIFTYBEES|GOLDBEES|LIQUIDBEES,GOLDBEES|LIQUIDBEES|NIFTYBEES,NIFTYBEES,GOLDBEES,LIQUIDBEES,60,0.12,10,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,0.001,GOLDBEES:C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_GOLDBEES_day_3650d.csv|LIQUIDBEES:C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_LIQUIDBEES_day_3650d.csv|NIFTYBEES:C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTYBEES_day_3650d.csv,False
