symbol,trade_count,first_trade_date,last_expiry_date,mean_return_on_cash,median_return_on_cash,annualized_cash_return,win_rate,assignment_rate,worst_return_on_cash,best_return_on_cash,mean_dte
PORTFOLIO_EQUAL_WEIGHT,561,2016-05-09,2025-01-30,0.005368539440433172,0.008675516948864335,,0.8076923076923077,0.15508021390374332,-0.21412800969850307,0.08120669760200232,34.72370766488414
ICICIBANK,104,2016-05-09,2025-01-30,0.007847412049018742,0.010362335302135393,0.08541058380394118,0.9326923076923077,0.11538461538461539,-0.3446078431372549,0.1153225806451613,34.65384615384615
SBIN,104,2016-05-09,2025-01-30,0.007868901221516693,0.013668452935694315,0.08283677906431519,0.8557692307692307,0.20192307692307693,-0.3591935483870968,0.10666666666666666,34.80769230769231
TCS,79,2018-05-31,2025-01-30,0.0045221094470475455,0.00795673076923077,0.052485945218951224,0.8607594936708861,0.16455696202531644,-0.09837499999999998,0.06452941176470589,34.88607594936709
BHARTIARTL,104,2016-05-09,2025-01-30,0.0041875887587456825,0.010181758530183726,0.04535686883857304,0.875,0.14423076923076922,-0.13744897959183672,0.06046511627906977,34.71153846153846
INFY,76,2018-09-04,2025-01-30,0.003294023246840709,0.008947294880393471,0.03529994026612271,0.8026315789473685,0.19736842105263158,-0.125,0.06,34.80263157894737
LT,90,2017-07-13,2025-01-30,0.0029565006748603776,0.008075058275058274,0.02612232892479871,0.8777777777777778,0.12222222222222222,-0.2937916666666667,0.08025641025641025,34.7
RELIANCE,4,2020-05-07,2025-01-30,0.007372142622666258,0.008272429261559697,0.006219596754310164,1.0,0.0,0.0011764705882352942,0.011767241379310345,30.5
