experiment_id,fold_id,fold_start_date,fold_end_date,fold_trade_dates,fold_rows,weighting_mode,top_k,rebalance_rule,rebalance_count,portfolio_mean_return,portfolio_median_return,portfolio_std_return,portfolio_mean_turnover,portfolio_win_rate,positive_windows,zero_windows,negative_windows,top_contributor_share,mean_dispersion_top1_minus_top5,dispersion_reference_median,dispersion_reference_source,mean_size_multiplier,mean_selected_weight_top_liquid14,mean_selected_weight_non_top_liquid,majority_non_top_liquid_rate,benchmark_policy,benchmark_return,excess_vs_benchmark,beats_flat,beats_benchmark,promotion_verdict,approx_periods_per_year,approx_annualized_return
E1006,1,2023-04-17,2024-04-03,242,45413,score_weighted_dispersion_sized,3,every_10_session_open,25,0.03038097161130177,0.015730317633060834,0.054906270643611976,1.738217824865323,0.8,20,0,5,0.35533547259381765,0.002401048223157576,0.00243421928569005,fold1_warmup_first_10,0.9541633636030583,0.4226132805509162,0.5315500830521421,0.64,SIGNAL_E211_BANDED_68,0.0001012555869542,0.03027971602434757,True,True,baseline_promoted,25.0,1.1132250285179834
E1006,2,2024-04-04,2025-03-24,242,45441,score_weighted_dispersion_sized,3,every_10_session_open,25,0.0023425327281698174,0.006219676159368986,0.04692772544282806,1.9923073091777803,0.56,14,0,11,0.13220303637744998,0.002435364530262548,0.0019990133710053003,prefold_1,1.04677490331011,0.49196380043645715,0.5548111028736528,0.52,SIGNAL_E211_BANDED_68,0.0001012555869542,0.0022412771412156176,True,True,baseline_promoted,25.0,0.060239506249113894
E1006,3,2025-03-25,2026-03-13,241,45306,score_weighted_dispersion_sized,3,every_10_session_open,24,0.004862824114013662,-0.0029121726681080222,0.04507153449181183,1.7279202297788545,0.4583333333333333,11,0,13,0.21688286238403337,0.002244135570733425,0.0020125934341601003,prefold_2,0.9812180137703642,0.36257652930419565,0.6186414844661686,0.5833333333333334,SIGNAL_E211_BANDED_68,0.0001012555869542,0.004761568527059462,True,True,baseline_promoted,25.0,0.12893642129077554
