signal_id,generated_at_utc,source_mode,phase,profile,entry_date,expiry_date,days_to_expiry,lot_size,signal_status,skip_reason,broker_order_allowed,trigger_decision,order_route,fill_model,adverse_premium_tolerance,modeled_credit_points,premium_tolerance_floor_points,premium_tolerance_ceiling_points,itemized_entry_cost_points,itemized_entry_cost_rupees,modeled_net_after_entry_cost_points,margin_estimate_points,spot_entry,spot_expiry,vix_entry,defensive_short_call_strike,defensive_short_put_strike,defensive_call_wing_strike,defensive_put_wing_strike,growth_short_call_strike,growth_short_put_strike,growth_call_wing_strike,growth_put_wing_strike,defensive_leg_premiums,growth_leg_premiums,expiry_policy,no_trade_violation,cost_module_status,chain_integrity_status,reconciliation_required
TB11_DRY_0042,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-07-07,2022-07-14,7,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,45.45,38.6325,52.2675,2.2367074324615386,145.38598311,43.21329256753847,1229.5500000000002,16220.6,16049.2,18.4,16750.0,15700.0,17600.0,14850.0,16750.0,15700.0,17600.0,14850.0,SC=6.8500|SP=33.6000|LC=0.8500|LP=2.7000,SC=6.8500|SP=33.6000|LC=0.8500|LP=2.7000,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0043,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-07-20,2022-07-28,8,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,41.193749999999994,35.014687499999994,47.37281249999999,2.2392205482115384,145.54933563375,38.95452945178845,1233.80625,16605.25,17158.25,16.86,17150.0,16100.0,18000.0,15250.0,17150.0,16100.0,18000.0,15250.0,SC=5.1500|SP=35.7500|LC=1.4000|LP=4.9500,SC=5.1500|SP=35.7500|LC=1.4000|LP=4.9500,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0044,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-07-21,2022-07-28,7,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,37.972500000000004,32.276625,43.668375,2.2283559613615385,144.8431374885,35.74414403863847,1237.0275,16719.45,17158.25,16.65,17250.0,16200.0,18100.0,15350.0,17250.0,16200.0,18100.0,15350.0,SC=2.8500|SP=31.6000|LC=0.7500|LP=2.7000,SC=2.8500|SP=31.6000|LC=0.7500|LP=2.7000,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0045,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-10-17,2022-10-20,3,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,33.705,28.64925,38.760749999999994,2.2211912506615383,144.377431293,31.48380874933846,1316.295,17486.95,17576.3,17.45,18050.0,16950.0,18950.0,16050.0,18050.0,16950.0,18950.0,16050.0,SC=1.5000|SP=28.2500|LC=0.7000|LP=1.7500,SC=1.5000|SP=28.2500|LC=0.7000|LP=1.7500,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0046,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-10-19,2022-10-27,8,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,44.27250000000001,37.63162500000001,50.913375,2.2406467213615384,145.6420368885,42.03185327863847,1305.7275,17563.95,17786.8,17.23,18100.0,17000.0,19000.0,16100.0,18100.0,17000.0,19000.0,16100.0,SC=7.4500|SP=34.8500|LC=1.8000|LP=3.8000,SC=7.4500|SP=34.8500|LC=1.8000|LP=3.8000,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0047,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-10-20,2022-10-27,7,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,20.52375,17.4451875,23.602312499999996,2.2118777574115382,143.77205423175,18.31187224258846,1329.47625,17576.3,17786.8,17.28,18150.0,17000.0,19050.0,16100.0,18150.0,17000.0,19050.0,16100.0,SC=4.0000|SP=18.0500|LC=1.4500|LP=2.9500,SC=4.0000|SP=18.0500|LC=1.4500|LP=2.9500,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0048,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2022-10-31,2022-11-03,3,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,15.596250000000001,13.2568125,17.9356875,2.1998014323115385,142.98709310025,13.396448567688463,1409.40375,18145.4,18117.15,16.13,18700.0,17600.0,19650.0,16650.0,18700.0,17600.0,19650.0,16650.0,SC=0.9000|SP=13.7000|LC=0.4000|LP=1.3500,SC=0.9000|SP=13.7000|LC=0.4000|LP=1.3500,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0049,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2024-02-01,2024-02-08,7,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,36.87375,31.3426875,42.4048125,2.2265302674115386,144.72446738175,34.64721973258846,1613.12625,21853.8,21782.5,14.7,22550.0,21150.0,23650.0,20050.0,22550.0,21150.0,23650.0,20050.0,SC=6.1000|SP=27.1500|LC=0.9500|LP=2.2500,SC=6.1000|SP=27.1500|LC=0.9500|LP=2.2500,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0050,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2024-03-27,2024-04-04,8,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,18.44625,15.679312499999998,21.213187499999997,2.2069573383115384,143.45222699024998,16.23929266168846,1706.55375,22326.9,22513.7,12.83,23000.0,21650.0,24150.0,20500.0,23000.0,21650.0,24150.0,20500.0,SC=2.3500|SP=16.6500|LC=1.4500|LP=1.9000,SC=2.3500|SP=16.6500|LC=1.4500|LP=1.9000,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
TB11_DRY_0051,2026-06-23T06:47:31.908275+00:00,historical_replay_no_order,phase_1_dry_run,def_full_resg0_ovg50,2024-05-15,2024-05-23,8,65,simulated_signal_logged,none,False,would_open_paper_condor_no_order,blocked_no_broker_call,historical_close_premium_proxy,0.15,35.730000000000004,30.370500000000003,41.0895,2.2270722556615388,144.75969661800002,33.502927744338464,1689.27,22403.85,22957.1,20.0,23100.0,21700.0,24250.0,20550.0,23100.0,21700.0,24250.0,20550.0,SC=3.9000|SP=29.4000|LC=1.4000|LP=2.5000,SC=3.9000|SP=29.4000|LC=1.4000|LP=2.5000,exit_before_expiry_required,False,itemized_indian_fno_cost_enabled,historical_chain_detail_available,True
