bucket,label,trade_count,first_entry,last_expiry,total_pnl_points,mean_pnl_points,worst_trade_points,max_drawdown_points,win_rate,total_return_on_margin,annualized_return_on_margin
fold_1,TB11_T04_3pct_5wing_ret5_1pct_liq50k,40,2016-08-17,2019-12-26,771.2325,19.2808125,-1.3274999999999997,-1.990000000000009,0.85,1.499936766626039,0.3138658987898284
fold_2,TB11_T04_3pct_5wing_ret5_1pct_liq50k,39,2020-02-10,2021-02-04,696.7375000000005,17.865064102564116,-270.89499999999964,-270.89499999999964,0.9487179487179487,1.1314328281480492,1.1550868588265555
fold_3,TB11_T04_3pct_5wing_ret5_1pct_liq50k,39,2021-02-04,2022-07-28,1076.5225000000016,27.60314102564107,-69.20500000000014,-69.20500000000015,0.8974358974358975,1.4123170680757058,0.8161607565119886
fold_4,TB11_T04_3pct_5wing_ret5_1pct_liq50k,39,2022-07-20,2024-06-27,685.1675000000002,17.56839743589744,-2.5125,-5.152499999999975,0.8461538461538461,0.7041826340845101,0.31654837049159035
