audit_id,status,source_file_count,raw_chain_rows,eligible_otm_fresh_rows,modeled_iv_rows,unique_fresh_capture_dates,first_fresh_capture_date,latest_fresh_capture_date,history_span_days,percentile_window_target_days,min_unique_fresh_dates,latest_snapshot_rows,latest_median_modeled_iv,latest_median_iv_rank_with_available_history,provisional_sizing_tier,broker_orders_allowed,decision,next_action
TB11_T30_iv_conditioned_sizing_readiness,blocked_insufficient_iv_history,5,486,100,100,2,2026-07-01,2026-07-03,2,60,20,50,0.12909777793135332,1.0,no_entry_insufficient_history,False,research_only_preview,Keep collecting fresh chain-band rows until the 60-day IV percentile window is available.
