generated_at_ist,overall_status,branch_a_status,branch_b_status,branch_c_status,branch_a_blockers,branch_b_blockers,branch_c_blockers,clean_observations,target_clean_observations,unique_observation_dates,broker_block_violations,no_order_static_audit_passed,forbidden_order_call_count,forbidden_order_import_count,forbidden_wrapper_reference_count,no_order_static_audit_missing_source_count,scheduler_readiness_audit_passed,scheduler_expected_task_count,scheduler_present_task_count,scheduler_enabled_task_count,scheduler_command_match_count,scheduler_time_match_count,scheduler_last_result_zero_count,runbook_template_audit_passed,runbook_template_required_contract_count,runbook_template_present_contract_count,runbook_exists_before_transition,readiness_phase2_gate_passed,transition_passed,runbook_written,automation_state_advanced,tb15_base_mean_return_on_cash,tb15_base_worst_return_on_cash,tb15_stress_best_variant,tb15_stress_worst_return_on_cash,tb15_positive_sized_symbols,e1006_locked,tb08_locked,tb06_locked,next_best_action
2026-07-01T04:21:28.851318+05:30,branch_a_waiting_for_market_evidence,blocked_wait_for_phase1_t28_gates,research_only_deferred,lockouts_enforced,phase1_target_clean_observations_below_15|phase1_unique_observation_dates_below_5|t28_or_readiness_gate_not_passed,branch_a_phase2_runbook_not_committed|tb15_worst_expiry_worse_than_minus_8pct|tb15_stress_worst_expiry_worse_than_minus_8pct,none,14,15,4,0,True,0,0,0,0,True,4,4,4,4,4,4,True,28,28,False,False,False,False,False,0.0053956817785046,-0.214128009698503,skip_composite_stress,-0.214128009698503,5,True,True,True,Keep scheduled no-order Phase 1/T28 wrappers running; rerun this audit after the next market-hours observation.
