leg_key,side,tradingsymbol,present_in_t28_chain_band,bid,ask,quote_age_seconds,spread_pct,selected_leg_symbol_source,leg_reconciliation_ok,phase2_defensive_credit_points,phase2_weighted_credit_points,phase1_latest_weighted_credit_points,phase1_latest_observed_timestamp_ist,phase2_vs_phase1_diff_points,phase2_vs_phase1_diff_pct,broker_order_allowed
def_short_call,sell,NIFTY2681824950CE,True,0.5,0.55,2.29429,0.0952380952380953,t28_selected_profile_snapshot,True,0.44999999999999996,0.6749999999999999,0.6749999999999999,2026-08-18T09:41:07.973480+05:30,0.0,0.0,False
def_short_put,sell,NIFTY2681823500PE,True,0.45,0.5,1.29429,0.1052631578947368,t28_selected_profile_snapshot,True,0.44999999999999996,0.6749999999999999,0.6749999999999999,2026-08-18T09:41:07.973480+05:30,0.0,0.0,False
def_long_call,buy,NIFTY2681826200CE,True,0.2,0.25,2.29429,0.2222222222222221,t28_selected_profile_snapshot,True,0.44999999999999996,0.6749999999999999,0.6749999999999999,2026-08-18T09:41:07.973480+05:30,0.0,0.0,False
def_long_put,buy,NIFTY2681822300PE,True,0.2,0.25,22.29429,0.2222222222222221,t28_selected_profile_snapshot,True,0.44999999999999996,0.6749999999999999,0.6749999999999999,2026-08-18T09:41:07.973480+05:30,0.0,0.0,False
