collection_date_ist,resolver_status,resolved_legs,collector_status,quote_packets_received,captured_rows,ledger_status,clean_observations,remaining_clean_observations_to_min_gate,broker_orders_allowed,automation_status
2026-07-06,resolved_current_nfo_legs,8,captured_quotes,4,1,ledger_updated_pending_more_observations,3,7,False,completed_no_order
