output_prefix,generated_at_ist,tb11_source_detail,option_oi_source,futures_oi_source,min_bucket_trades,min_coverage_rate,mode_scope,broker_orders_allowed
tb19_oi_positioning_readiness,2026-07-02T23:19:11.309092+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_low_loss_harsh_cost_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_nifty_option_chain_bhavcopy_archive_liquid_detail.csv,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy_oi.csv,20,0.4,tb19_oi_positioning_overlay_readiness_research_only,False
