candidate_id,ticker,dynamic_active_sleeve_contribution_proxy
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,ADANIPORTS,0.00784763389319609
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,AXISBANK,0.0085590139676856
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,BAJAJ-AUTO,0.0034260391750139904
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,BHARTIARTL,0.006535108039010735
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,BPCL,0.007062491291467294
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,BRITANNIA,-0.0008800618895320877
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,CIPLA,0.0021536211191451036
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,DRREDDY,0.004025631133355546
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,HCLTECH,0.0023039521708782752
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,HDFCBANK,0.006119435484341521
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,HINDUNILVR,0.003642708657111421
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,ICICIBANK,0.001967054149100151
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,INFY,0.0012528477198964609
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,ITC,0.010549905443639753
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,KOTAKBANK,0.007804678786059125
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,LT,0.004557357895303827
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,M&M,0.01186158772651693
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,MARUTI,0.009621550632624295
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,NESTLEIND,0.004779223529587164
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,ONGC,0.008723792502927404
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,RELIANCE,0.0006844782456099353
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,SBIN,0.010821055669704985
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,SUNPHARMA,0.010054168214092028
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,TCS,0.006157132130527836
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,TECHM,0.004802786143916601
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,ULTRACEMCO,0.0028834516184417748
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,WIPRO,0.006004442365927337
