output_prefix,overlay_detail_source,selected_allocation,warmup_trade_count,scenarios,lot_sizes,capital_budgets,worst_trade_budgets,drawdown_budgets,mode_scope,note
tb11_options_maturity_adjusted_rupee_profile,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_conditional_overlay_frontier_detail.csv,def_full_resg0_ovg50,1,base|moderate_stress|harsh_stress,50|65|75,200000|500000|1000000|2000000,10000|25000|50000|100000,25000|50000|100000|200000,tb11_maturity_adjusted_selected_profile_rupee_calibration,"Applies the one-observation maturity warmup from T15, then recalibrates lot, rupee, margin, and capital-budget constraints."
