output_prefix,generated_at_ist,runbook_target,transition_source,audit_source,mode_scope,note
tb11_phase2_runbook_template_contract_audit,2026-07-01T14:42:28.753496+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_phase2_paper_price_reconciliation_runbook.md,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_phase2_transition_controller_summary.csv,written_runbook,tb11_phase2_runbook_template_contract_audit_no_state_advance,Validates the Phase 2 runbook contract without writing the transition-day runbook or advancing state. After transition it validates the written runbook.
