variant_id,fold_id,strategy_total_return,strategy_annualized_return,rebalanced_benchmark_annualized_return,excess_vs_rebalanced_benchmark_annualized,beats_rebalanced_benchmark,quantile,threshold,normal_active_weight,hedge_active_weight,borrow_annual,short_slippage_bps
fit_candidate,1,0.1691780353888621,0.1713997021276954,0.16055160559336135,0.01084809653433405,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,2,0.12632218514467208,0.12850290502613881,0.12510099341174752,0.0034019116143912953,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,3,0.137524368715223,0.13991019893877432,0.13725714933058608,0.0026530496081882404,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,4,-0.15937612287774305,-0.1617458092681534,-0.16437240642228312,0.0026265971541297173,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,5,0.588972780078151,0.6009827179427161,0.5966881760179767,0.004294541924739326,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,6,0.035252231387491006,0.03583558943938625,0.03600624453013057,-0.0001706550907443205,False,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,7,0.1499917937087969,0.15260804782824988,0.1494331223012595,0.003174925526990391,True,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,8,0.3047578576082093,0.31041379477841047,0.31041379477841047,0.0,False,0.2,0.34074074074074084,0.0,-0.1,0.05,25.0
fit_candidate,1,0.17993317343252535,0.18230676190093043,0.16055160559336135,0.02175515630756908,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,2,0.12965322789660716,0.13189474678863267,0.12510099341174752,0.006793753376885148,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,3,0.14013208415735812,0.1425659240416497,0.13725714933058608,0.005308774711063613,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,4,-0.15679025506178357,-0.1591252373401154,-0.16437240642228312,0.005247169082167713,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,5,0.5931608664744688,0.6052711646579567,0.5966881760179767,0.008582988639979972,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,6,0.03508440157054871,0.03566493479849209,0.03600624453013057,-0.0003413097316384839,False,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,7,0.15309647582439068,0.15577045999150751,0.1494331223012595,0.006337337690248024,True,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,8,0.3047578576082093,0.31041379477841047,0.31041379477841047,0.0,False,0.2,0.34074074074074084,0.0,-0.2,0.05,25.0
fit_candidate,1,0.19074539256343725,0.1932729262648165,0.16055160559336135,0.03272132067145517,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,2,0.13297422039165507,0.13527651675187458,0.12510099341174752,0.010175523340127057,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,3,0.14274232966624623,0.14522432470428348,0.13725714933058608,0.0079671753736974,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,4,-0.15421049683764487,-0.15651072678303668,-0.16437240642228312,0.007861679639246444,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,5,0.597342820423584,0.6095535148821112,0.5966881760179767,0.012865338864134435,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,6,0.034916571753605075,0.035494280607516915,0.03600624453013057,-0.0005119639226136563,False,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,7,0.15618873590172555,0.15892035675922078,0.1494331223012595,0.009487234457961291,True,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,8,0.3047578576082093,0.31041379477841047,0.31041379477841047,0.0,False,0.2,0.34074074074074084,0.0,-0.3,0.05,25.0
fit_candidate,1,0.16446257515042073,0.16661801724281022,0.16055160559336135,0.006066411649448877,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,2,0.1226168120680795,0.12473009221987574,0.12510099341174752,-0.0003709011918717753,False,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,3,0.14829215549318886,0.15087686444700843,0.13725714933058608,0.013619715116422348,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,4,-0.14150006041122376,-0.14362718008814224,-0.16437240642228312,0.020745226334140887,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,5,0.6150309298150594,0.6276682738405326,0.5966881760179767,0.03098009782255584,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,6,0.043805591340597694,0.044533509187641096,0.03600624453013057,0.008527264657510525,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,7,0.15302953929157304,0.1557022773448915,0.1494331223012595,0.006269155043632013,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,8,0.33088864089028114,0.3370888982585911,0.31041379477841047,0.02667510348018065,True,0.2,0.34074074074074084,0.1,-0.1,0.05,25.0
fit_candidate,1,0.175174336202498,0.17748055410660535,0.16055160559336135,0.016928948513244002,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,2,0.1259368963604437,0.12811059437129635,0.12510099341174752,0.0030096009595488304,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,3,0.1509245555263805,0.15355813932469253,0.13725714933058608,0.016300989994106452,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,4,-0.1388592035140992,-0.14094996523301984,-0.16437240642228312,0.023422441189263288,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,5,0.6192876981823929,0.632028201392669,0.5966881760179767,0.035340025374692274,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,6,0.043636374896519836,0.044361421558358094,0.03600624453013057,0.008355177028227523,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,7,0.15614242253906574,0.1588731791496003,0.1494331223012595,0.009440056848340816,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
fit_candidate,8,0.33088864089028114,0.3370888982585911,0.31041379477841047,0.02667510348018065,True,0.2,0.34074074074074084,0.1,-0.2,0.05,25.0
