scenario,allocation,warmup_trade_count,start_year,trades,first_entry,last_expiry,total_pnl_points,annualized_return_on_margin,worst_trade_points,max_drawdown_points,win_rate,positive_years,negative_years,year_count,positive_folds,negative_folds,fold_count,max_year_pnl_share,passes_all_years,passes_all_folds,passes_concentration,passes_maturity_gate
base,def_full_resg0_ovg50,2,none,49,2019-05-20,2024-05-23,2029.3087500000001,0.33310911237740304,-0.9937500000000008,-0.9937499999999773,0.9795918367346939,5,0,5,4,0,4,0.2759147665430408,True,True,True,True
base,def_full_resg0_ovg50,2,2019,49,2019-05-20,2024-05-23,2029.3087500000001,0.33310911237740304,-0.9937500000000008,-0.9937499999999773,0.9795918367346939,5,0,5,4,0,4,0.2759147665430408,True,True,True,True
base,def_full_resg0_ovg50,0,2019,50,2019-02-25,2024-05-23,2027.4299999999998,0.3162062221825812,-1.8787499999999984,-0.9937499999999773,0.96,5,0,5,4,0,4,0.2761704473150738,True,True,True,True
base,def_full_resg0_ovg50,1,none,50,2019-02-25,2024-05-23,2027.4299999999998,0.3162062221825812,-1.8787499999999984,-0.9937499999999773,0.96,5,0,5,4,0,4,0.2761704473150738,True,True,True,True
base,def_full_resg0_ovg50,1,2019,50,2019-02-25,2024-05-23,2027.4299999999998,0.3162062221825812,-1.8787499999999984,-0.9937499999999773,0.96,5,0,5,4,0,4,0.2761704473150738,True,True,True,True
base,def_full_resg0_ovg50,3,none,48,2019-05-22,2024-05-23,1892.19,0.31592309318849776,-0.9937500000000008,-0.9937499999999773,0.9791666666666666,5,0,5,4,0,4,0.29590910532240416,True,True,True,True
base,def_full_resg0_ovg50,3,2019,48,2019-05-22,2024-05-23,1892.19,0.31592309318849776,-0.9937500000000008,-0.9937499999999773,0.9791666666666666,5,0,5,4,0,4,0.29590910532240416,True,True,True,True
base,def_full_resg0_ovg50,5,none,46,2019-09-23,2024-05-23,1606.4025000000001,0.29989084930235754,-0.9937500000000008,-0.9937499999999986,0.9782608695652174,5,0,5,4,0,4,0.34855290003594985,True,True,True,True
base,def_full_resg0_ovg50,5,2019,46,2019-09-23,2024-05-23,1606.4025000000001,0.29989084930235754,-0.9937500000000008,-0.9937499999999986,0.9782608695652174,5,0,5,4,0,4,0.34855290003594985,True,True,True,True
base,def_full_resg0_ovg50,0,2020,41,2020-06-01,2024-05-23,1547.9962500000001,0.3508570719507744,3.6600000000000006,0.0,1.0,4,0,4,4,0,4,0.3617038800966087,True,True,False,False
base,def_full_resg0_ovg50,1,2020,41,2020-06-01,2024-05-23,1547.9962500000001,0.3508570719507744,3.6600000000000006,0.0,1.0,4,0,4,4,0,4,0.3617038800966087,True,True,False,False
base,def_full_resg0_ovg50,2,2020,41,2020-06-01,2024-05-23,1547.9962500000001,0.3508570719507744,3.6600000000000006,0.0,1.0,4,0,4,4,0,4,0.3617038800966087,True,True,False,False
base,def_full_resg0_ovg50,3,2020,41,2020-06-01,2024-05-23,1547.9962500000001,0.3508570719507744,3.6600000000000006,0.0,1.0,4,0,4,4,0,4,0.3617038800966087,True,True,False,False
base,def_full_resg0_ovg50,5,2020,41,2020-06-01,2024-05-23,1547.9962500000001,0.3508570719507744,3.6600000000000006,0.0,1.0,4,0,4,4,0,4,0.3617038800966087,True,True,False,False
base,def_full_resg0_ovg50,0,none,51,2017-04-24,2024-05-23,2026.5674999999999,0.22543723680487182,-1.8787499999999984,-1.8787499999999986,0.9411764705882353,5,1,6,4,0,4,0.276287984486083,False,True,True,False
harsh_stress,def_full_resg0_ovg50,2,none,49,2019-05-20,2024-05-23,828.2175,0.18444758178700837,-14.5125,-28.154999999999973,0.6530612244897959,5,0,5,4,0,4,0.3209392460313867,True,True,True,True
harsh_stress,def_full_resg0_ovg50,2,2019,49,2019-05-20,2024-05-23,828.2175,0.18444758178700837,-14.5125,-28.154999999999973,0.6530612244897959,5,0,5,4,0,4,0.3209392460313867,True,True,True,True
harsh_stress,def_full_resg0_ovg50,0,2019,50,2019-02-25,2024-05-23,812.685,0.17317561869877474,-15.5325,-28.154999999999973,0.64,5,0,5,4,0,4,0.32707322025138896,True,True,True,True
harsh_stress,def_full_resg0_ovg50,1,none,50,2019-02-25,2024-05-23,812.685,0.17317561869877474,-15.5325,-28.154999999999973,0.64,5,0,5,4,0,4,0.32707322025138896,True,True,True,True
harsh_stress,def_full_resg0_ovg50,1,2019,50,2019-02-25,2024-05-23,812.685,0.17317561869877474,-15.5325,-28.154999999999973,0.64,5,0,5,4,0,4,0.32707322025138896,True,True,True,True
harsh_stress,def_full_resg0_ovg50,0,2020,41,2020-06-01,2024-05-23,610.1925,0.17901519254089604,-11.580000000000002,-28.15500000000003,0.6829268292682927,4,0,4,4,0,4,0.43561253211076834,True,True,False,False
harsh_stress,def_full_resg0_ovg50,1,2020,41,2020-06-01,2024-05-23,610.1925,0.17901519254089604,-11.580000000000002,-28.15500000000003,0.6829268292682927,4,0,4,4,0,4,0.43561253211076834,True,True,False,False
harsh_stress,def_full_resg0_ovg50,2,2020,41,2020-06-01,2024-05-23,610.1925,0.17901519254089604,-11.580000000000002,-28.15500000000003,0.6829268292682927,4,0,4,4,0,4,0.43561253211076834,True,True,False,False
harsh_stress,def_full_resg0_ovg50,3,2020,41,2020-06-01,2024-05-23,610.1925,0.17901519254089604,-11.580000000000002,-28.15500000000003,0.6829268292682927,4,0,4,4,0,4,0.43561253211076834,True,True,False,False
harsh_stress,def_full_resg0_ovg50,5,2020,41,2020-06-01,2024-05-23,610.1925,0.17901519254089604,-11.580000000000002,-28.15500000000003,0.6829268292682927,4,0,4,4,0,4,0.43561253211076834,True,True,False,False
harsh_stress,def_full_resg0_ovg50,3,none,48,2019-05-22,2024-05-23,745.905,0.1685858084516072,-14.5125,-28.154999999999973,0.6458333333333334,5,0,5,4,0,4,0.35635570213364975,True,True,False,False
harsh_stress,def_full_resg0_ovg50,3,2019,48,2019-05-22,2024-05-23,745.905,0.1685858084516072,-14.5125,-28.154999999999973,0.6458333333333334,5,0,5,4,0,4,0.35635570213364975,True,True,False,False
harsh_stress,def_full_resg0_ovg50,5,none,46,2019-09-23,2024-05-23,584.13,0.14667658948038875,-14.5125,-28.15500000000003,0.6304347826086957,4,1,5,4,0,4,0.45504853371680964,False,True,False,False
harsh_stress,def_full_resg0_ovg50,5,2019,46,2019-09-23,2024-05-23,584.13,0.14667658948038875,-14.5125,-28.15500000000003,0.6304347826086957,4,1,5,4,0,4,0.45504853371680964,False,True,False,False
harsh_stress,def_full_resg0_ovg50,0,none,51,2017-04-24,2024-05-23,798.3599999999999,0.12348875819763583,-15.5325,-28.154999999999973,0.6274509803921569,5,1,6,4,0,4,0.33294190590710965,False,True,True,False
moderate_stress,def_full_resg0_ovg50,2,none,49,2019-05-20,2024-05-23,1326.5812500000002,0.2527408091649388,-8.006250000000001,-8.006250000000023,0.8979591836734694,5,0,5,4,0,4,0.2923633588217834,True,True,True,True
moderate_stress,def_full_resg0_ovg50,2,2019,49,2019-05-20,2024-05-23,1326.5812500000002,0.2527408091649388,-8.006250000000001,-8.006250000000023,0.8979591836734694,5,0,5,4,0,4,0.2923633588217834,True,True,True,True
moderate_stress,def_full_resg0_ovg50,0,2019,50,2019-02-25,2024-05-23,1317.6000000000001,0.23926131847596444,-8.98125,-8.006250000000023,0.88,5,0,5,4,0,4,0.2943562158469945,True,True,True,True
moderate_stress,def_full_resg0_ovg50,1,none,50,2019-02-25,2024-05-23,1317.6000000000001,0.23926131847596444,-8.98125,-8.006250000000023,0.88,5,0,5,4,0,4,0.2943562158469945,True,True,True,True
moderate_stress,def_full_resg0_ovg50,1,2019,50,2019-02-25,2024-05-23,1317.6000000000001,0.23926131847596444,-8.98125,-8.006250000000023,0.88,5,0,5,4,0,4,0.2943562158469945,True,True,True,True
moderate_stress,def_full_resg0_ovg50,3,none,48,2019-05-22,2024-05-23,1224.0,0.23677072598069082,-8.006250000000001,-8.006249999999994,0.8958333333333334,5,0,5,4,0,4,0.31686580882352944,True,True,True,True
moderate_stress,def_full_resg0_ovg50,3,2019,48,2019-05-22,2024-05-23,1224.0,0.23677072598069082,-8.006250000000001,-8.006249999999994,0.8958333333333334,5,0,5,4,0,4,0.31686580882352944,True,True,True,True
moderate_stress,def_full_resg0_ovg50,0,2020,41,2020-06-01,2024-05-23,1004.7937500000002,0.25846829840674923,-4.5,-6.206250000000011,0.9024390243902439,4,0,4,4,0,4,0.38599339416671324,True,True,False,False
moderate_stress,def_full_resg0_ovg50,1,2020,41,2020-06-01,2024-05-23,1004.7937500000002,0.25846829840674923,-4.5,-6.206250000000011,0.9024390243902439,4,0,4,4,0,4,0.38599339416671324,True,True,False,False
moderate_stress,def_full_resg0_ovg50,2,2020,41,2020-06-01,2024-05-23,1004.7937500000002,0.25846829840674923,-4.5,-6.206250000000011,0.9024390243902439,4,0,4,4,0,4,0.38599339416671324,True,True,False,False
moderate_stress,def_full_resg0_ovg50,3,2020,41,2020-06-01,2024-05-23,1004.7937500000002,0.25846829840674923,-4.5,-6.206250000000011,0.9024390243902439,4,0,4,4,0,4,0.38599339416671324,True,True,False,False
moderate_stress,def_full_resg0_ovg50,5,2020,41,2020-06-01,2024-05-23,1004.7937500000002,0.25846829840674923,-4.5,-6.206250000000011,0.9024390243902439,4,0,4,4,0,4,0.38599339416671324,True,True,False,False
moderate_stress,def_full_resg0_ovg50,5,none,46,2019-09-23,2024-05-23,1016.8874999999999,0.2190201183893421,-8.006250000000001,-8.006250000000001,0.8913043478260869,5,0,5,4,0,4,0.38140281004535903,True,True,False,False
moderate_stress,def_full_resg0_ovg50,5,2019,46,2019-09-23,2024-05-23,1016.8874999999999,0.2190201183893421,-8.006250000000001,-8.006250000000001,0.8913043478260869,5,0,5,4,0,4,0.38140281004535903,True,True,False,False
moderate_stress,def_full_resg0_ovg50,0,none,51,2017-04-24,2024-05-23,1309.7625000000003,0.17122012660354669,-8.98125,-8.98125,0.8627450980392157,5,1,6,4,0,4,0.2961176167434935,False,True,True,False
