generated_at_ist,collection_date_ist,phase2_gate_passed,t28_fresh_quote_rows,t28_selected_leg_hits,t28_selected_legs_total,t28_full_selected_leg_coverage,selected_leg_symbol_source,observed_credit_points_from_t28_available_legs,phase1_clean_observations,phase1_required_clean_observations,phase1_target_clean_observations,phase1_min_gate_passed,phase1_target_passed,latest_phase1_clean_observation,latest_phase1_observed_weighted_credit_points,latest_phase1_modeled_credit_points,modeled_credit_available_for_live_row,latest_phase1_within_15pct_adverse_tolerance,broker_block_violations,broker_orders_allowed,reconciliation_status,blockers,next_action
2026-08-05T12:31:21.085462+05:30,2026-08-05,True,102,4,4,True,t28_selected_profile_snapshot,9.8,76,10,15,True,True,True,17.174999999999997,17.325,True,True,0,False,phase2_paper_price_reconciliation_ready,none,Open no-order Phase 2 paper-price reconciliation runbook and continue scheduled evidence collection.
