thesis_id,fold_id,rebalance_date,next_rebalance_date,selected_symbols,event_return,available_symbols
TB06_Z04_ETFMomentumRotation,4,2020-02-07,2020-02-24,NIFTYBEES|BANKBEES,-0.024335940099832826,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-02-07,2020-02-24,NIFTYBEES|BANKBEES,-0.024335940099832826,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,4,2020-02-24,2020-03-09,NIFTYBEES|BANKBEES,-0.1205318140346599,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-02-24,2020-03-09,NIFTYBEES|BANKBEES,-0.1205318140346599,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,4,2020-03-09,2020-03-24,NIFTYBEES|BANKBEES,-0.29681173740603,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-03-09,2020-03-24,NIFTYBEES|BANKBEES,-0.29681173740603,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,4,2020-03-24,2020-04-09,NIFTYBEES|BANKBEES,0.11241220914743044,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-03-24,2020-04-09,NIFTYBEES|BANKBEES,0.11241220914743044,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,4,2020-04-09,2020-04-27,NIFTYBEES|BANKBEES,0.014954052816264279,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-04-09,2020-04-27,NIFTYBEES|BANKBEES,0.014954052816264279,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,4,2020-04-27,2020-05-07,NIFTYBEES|BANKBEES,-0.017066595890001833,BANKBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,4,2020-04-27,2020-05-07,NIFTYBEES|BANKBEES,-0.017066595890001833,BANKBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-05-08,2020-05-22,NIFTYBEES|BANKBEES,-0.06709608791305238,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-05-08,2020-05-22,NIFTYBEES|BANKBEES,-0.06709608791305238,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-05-22,2020-06-08,NIFTYBEES|BANKBEES,0.17355062596124549,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-05-22,2020-06-08,NIFTYBEES|BANKBEES,0.17355062596124549,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-06-08,2020-06-22,NIFTYBEES|BANKBEES,0.014595610579044134,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-06-08,2020-06-22,NIFTYBEES|BANKBEES,0.014595610579044134,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-06-22,2020-07-06,NIFTYBEES|BANKBEES,0.029775763207238785,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-06-22,2020-07-06,NIFTYBEES|BANKBEES,0.029775763207238785,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-07-06,2020-07-20,NIFTYBEES|BANKBEES,0.009980936452465172,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-07-06,2020-07-20,ITBEES|NIFTYBEES,0.06341632577163815,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-07-20,2020-08-03,NIFTYBEES|BANKBEES,-0.031343974407355694,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-07-20,2020-08-03,NIFTYBEES|ITBEES,0.015465393919737811,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-08-03,2020-08-17,NIFTYBEES|BANKBEES,0.02778923735013331,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-08-03,2020-08-17,NIFTYBEES|ITBEES,0.017780061608857683,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-08-17,2020-08-31,BANKBEES|NIFTYBEES,0.04585063859419,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-08-17,2020-08-31,NIFTYBEES|ITBEES,-0.0063055280557088094,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-08-31,2020-09-14,BANKBEES|NIFTYBEES,-0.03351946492273782,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-08-31,2020-09-14,NIFTYBEES|ITBEES,0.04681025017890391,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-09-14,2020-09-28,NIFTYBEES|BANKBEES,-0.02039340009038387,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-09-14,2020-09-28,NIFTYBEES|ITBEES,-0.0051632831477191905,BANKBEES|ITBEES|NIFTYBEES
TB06_Z04_ETFMomentumRotation,5,2020-09-28,2020-10-13,ITBEES|NIFTYBEES,0.10696815153400412,BANKBEES|ITBEES|NIFTYBEES
TB06_Z05_ETFLowVolRotation,5,2020-09-28,2020-10-13,NIFTYBEES|ITBEES,0.10696815153400412,BANKBEES|ITBEES|NIFTYBEES
