entry_date,reason,expiry_date,total_entry_contracts
2020-01-16,liquidity_below_min_entry_contracts,2020-01-23,11325.0
2020-01-20,uptrend_gate_false,,
2020-01-21,uptrend_gate_false,,
2020-01-22,uptrend_gate_false,,
2020-01-23,liquidity_below_min_entry_contracts,2020-01-30,29080.0
2020-01-27,uptrend_gate_false,,
2020-01-28,uptrend_gate_false,,
2020-01-29,uptrend_gate_false,,
2020-01-30,uptrend_gate_false,,
2020-01-31,uptrend_gate_false,,
2020-02-03,uptrend_gate_false,,
2020-02-04,uptrend_gate_false,,
2020-02-05,uptrend_gate_false,,
2020-02-06,uptrend_gate_false,,
2020-02-10,uptrend_gate_false,,
2020-02-11,uptrend_gate_false,,
2020-02-12,uptrend_gate_false,,
2020-02-13,uptrend_gate_false,,
2020-02-17,uptrend_gate_false,,
2020-02-18,uptrend_gate_false,,
2020-02-19,uptrend_gate_false,,
2020-02-24,uptrend_gate_false,,
2020-02-25,uptrend_gate_false,,
2020-02-26,uptrend_gate_false,,
2020-02-27,uptrend_gate_false,,
2020-03-02,uptrend_gate_false,,
2020-03-03,uptrend_gate_false,,
2020-03-04,uptrend_gate_false,,
2020-03-05,uptrend_gate_false,,
2020-03-11,uptrend_gate_false,,
2020-03-12,uptrend_gate_false,,
2020-03-16,uptrend_gate_false,,
2020-03-17,uptrend_gate_false,,
2020-03-18,uptrend_gate_false,,
2020-03-19,uptrend_gate_false,,
2020-03-23,uptrend_gate_false,,
2020-03-24,uptrend_gate_false,,
2020-03-25,uptrend_gate_false,,
2020-03-26,uptrend_gate_false,,
2020-03-30,uptrend_gate_false,,
2020-03-31,uptrend_gate_false,,
2020-04-07,uptrend_gate_false,,
2020-04-08,uptrend_gate_false,,
2020-04-15,uptrend_gate_false,,
2020-04-16,liquidity_below_min_entry_contracts,2020-04-23,848.0
2020-04-21,missing_spot_expiry,2020-04-30,
2020-04-22,missing_spot_expiry,2020-04-30,
2020-04-23,missing_spot_expiry,2020-04-30,
2020-04-27,missing_spot_expiry,2020-04-30,
2020-04-28,liquidity_below_min_entry_contracts,2020-05-07,317.0
2020-04-29,liquidity_below_min_entry_contracts,2020-05-07,1265.0
2020-05-05,liquidity_below_min_entry_contracts,2020-05-14,1013.0
2020-05-06,liquidity_below_min_entry_contracts,2020-05-14,17931.0
2020-05-07,liquidity_below_min_entry_contracts,2020-05-14,1048.0
2020-05-11,uptrend_gate_false,,
2020-05-12,liquidity_below_min_entry_contracts,2020-05-21,14882.0
2020-05-13,uptrend_gate_false,,
2020-05-14,uptrend_gate_false,,
2020-05-18,uptrend_gate_false,,
2020-05-19,uptrend_gate_false,,
2020-05-20,uptrend_gate_false,,
2020-05-21,uptrend_gate_false,,
2020-05-26,liquidity_below_min_entry_contracts,2020-06-04,44075.0
2020-05-28,liquidity_below_min_entry_contracts,2020-06-04,9601.0
2020-06-02,liquidity_below_min_entry_contracts,2020-06-11,17751.0
2020-06-03,liquidity_below_min_entry_contracts,2020-06-11,22591.0
2020-06-09,liquidity_below_min_entry_contracts,2020-06-18,15354.0
2020-06-10,liquidity_below_min_entry_contracts,2020-06-18,19562.0
2020-06-11,liquidity_below_min_entry_contracts,2020-06-18,6345.0
2020-06-16,liquidity_below_min_entry_contracts,2020-06-25,6569.0
2020-06-23,liquidity_below_min_entry_contracts,2020-07-02,11157.0
2020-06-24,liquidity_below_min_entry_contracts,2020-07-02,14187.0
2020-06-30,liquidity_below_min_entry_contracts,2020-07-09,10936.0
2020-07-01,liquidity_below_min_entry_contracts,2020-07-09,30000.0
2020-07-07,liquidity_below_min_entry_contracts,2020-07-16,5685.0
2020-07-08,liquidity_below_min_entry_contracts,2020-07-16,18329.0
2020-07-09,liquidity_below_min_entry_contracts,2020-07-16,45603.0
2020-07-14,liquidity_below_min_entry_contracts,2020-07-23,16911.0
2020-07-15,liquidity_below_min_entry_contracts,2020-07-23,25057.0
2020-07-22,liquidity_below_min_entry_contracts,2020-07-30,46686.0
2020-07-28,liquidity_below_min_entry_contracts,2020-08-06,11607.0
2020-07-29,liquidity_below_min_entry_contracts,2020-08-06,20275.0
2020-07-30,liquidity_below_min_entry_contracts,2020-08-06,42537.0
2020-08-04,liquidity_below_min_entry_contracts,2020-08-13,18935.0
2020-08-05,liquidity_below_min_entry_contracts,2020-08-13,27436.0
2020-08-06,liquidity_below_min_entry_contracts,2020-08-13,43358.0
2020-08-11,liquidity_below_min_entry_contracts,2020-08-20,6768.0
2020-08-12,liquidity_below_min_entry_contracts,2020-08-20,12758.0
2020-08-13,liquidity_below_min_entry_contracts,2020-08-20,27132.0
2020-08-18,liquidity_below_min_entry_contracts,2020-08-27,34624.0
2020-08-19,liquidity_below_min_entry_contracts,2020-08-27,38631.0
2020-08-25,liquidity_below_min_entry_contracts,2020-09-03,21735.0
2020-08-26,liquidity_below_min_entry_contracts,2020-09-03,24195.0
2020-09-01,liquidity_below_min_entry_contracts,2020-09-10,7701.0
2020-09-02,liquidity_below_min_entry_contracts,2020-09-10,13319.0
2020-09-03,uptrend_gate_false,,
2020-09-07,uptrend_gate_false,,
2020-09-08,uptrend_gate_false,,
2020-09-09,liquidity_below_min_entry_contracts,2020-09-17,26130.0
2020-09-15,liquidity_below_min_entry_contracts,2020-09-24,35369.0
2020-09-16,liquidity_below_min_entry_contracts,2020-09-24,21194.0
2020-09-17,liquidity_below_min_entry_contracts,2020-09-24,42931.0
2020-09-21,uptrend_gate_false,,
2020-09-22,uptrend_gate_false,,
2020-09-23,uptrend_gate_false,,
2020-09-24,uptrend_gate_false,,
2020-09-28,uptrend_gate_false,,
2020-09-29,uptrend_gate_false,,
2020-09-30,uptrend_gate_false,,
2020-10-06,liquidity_below_min_entry_contracts,2020-10-15,13323.0
2020-10-07,liquidity_below_min_entry_contracts,2020-10-15,21072.0
2020-10-08,liquidity_below_min_entry_contracts,2020-10-15,42071.0
2020-10-13,liquidity_below_min_entry_contracts,2020-10-22,11993.0
2020-10-14,liquidity_below_min_entry_contracts,2020-10-22,15841.0
2020-10-20,liquidity_below_min_entry_contracts,2020-10-29,21408.0
2020-10-27,uptrend_gate_false,,
2020-10-28,uptrend_gate_false,,
2020-10-29,uptrend_gate_false,,
2020-11-02,uptrend_gate_false,,
2020-11-03,liquidity_below_min_entry_contracts,2020-11-12,8887.0
2020-11-04,liquidity_below_min_entry_contracts,2020-11-12,47730.0
2020-11-05,liquidity_below_min_entry_contracts,2020-11-12,48137.0
2020-11-10,liquidity_below_min_entry_contracts,2020-11-19,4946.0
2020-11-11,liquidity_below_min_entry_contracts,2020-11-19,47497.0
2020-11-17,liquidity_below_min_entry_contracts,2020-11-26,5633.0
2020-11-18,liquidity_below_min_entry_contracts,2020-11-26,8327.0
2020-11-19,liquidity_below_min_entry_contracts,2020-11-26,21329.0
2020-11-24,liquidity_below_min_entry_contracts,2020-12-03,1558.0
2020-11-25,liquidity_below_min_entry_contracts,2020-12-03,5094.0
2020-11-26,liquidity_below_min_entry_contracts,2020-12-03,14500.0
2020-12-01,liquidity_below_min_entry_contracts,2020-12-10,25773.0
2020-12-02,liquidity_below_min_entry_contracts,2020-12-10,43251.0
2020-12-03,liquidity_below_min_entry_contracts,2020-12-10,18676.0
2020-12-08,liquidity_below_min_entry_contracts,2020-12-17,31215.0
2020-12-09,liquidity_below_min_entry_contracts,2020-12-17,4857.0
2020-12-15,missing_spot_expiry,2020-12-24,
2020-12-16,missing_spot_expiry,2020-12-24,
2020-12-17,missing_spot_expiry,2020-12-24,
2020-12-21,missing_spot_expiry,2020-12-24,
2020-12-22,liquidity_below_min_entry_contracts,2020-12-31,12880.0
2020-12-29,liquidity_below_min_entry_contracts,2021-01-07,3193.0
2020-12-30,liquidity_below_min_entry_contracts,2021-01-07,7728.0
2020-12-31,liquidity_below_min_entry_contracts,2021-01-07,13259.0
2021-01-05,liquidity_below_min_entry_contracts,2021-01-14,23479.0
2021-01-06,liquidity_below_min_entry_contracts,2021-01-14,40074.0
2021-01-12,liquidity_below_min_entry_contracts,2021-01-21,33613.0
2021-01-13,liquidity_below_min_entry_contracts,2021-01-21,6770.0
2021-01-20,liquidity_below_min_entry_contracts,2021-01-28,7555.0
2021-01-27,uptrend_gate_false,,
2021-01-28,uptrend_gate_false,,
2021-02-02,liquidity_below_min_entry_contracts,2021-02-11,35123.0
2021-02-03,liquidity_below_min_entry_contracts,2021-02-11,33770.0
2021-02-04,liquidity_below_min_entry_contracts,2021-02-11,8776.0
2021-02-09,liquidity_below_min_entry_contracts,2021-02-18,8899.0
2021-02-10,liquidity_below_min_entry_contracts,2021-02-18,27436.0
2021-02-11,liquidity_below_min_entry_contracts,2021-02-18,32961.0
2021-02-16,liquidity_below_min_entry_contracts,2021-02-25,16103.0
2021-02-17,liquidity_below_min_entry_contracts,2021-02-25,16201.0
2021-02-22,uptrend_gate_false,,
2021-02-24,liquidity_below_min_entry_contracts,2021-03-04,26021.0
2021-02-25,uptrend_gate_false,,
2021-03-01,uptrend_gate_false,,
2021-03-02,missing_spot_expiry,2021-03-10,
2021-03-03,missing_spot_expiry,2021-03-10,
2021-03-04,uptrend_gate_false,,
2021-03-08,uptrend_gate_false,,
2021-03-09,liquidity_below_min_entry_contracts,2021-03-18,30770.0
2021-03-15,uptrend_gate_false,,
2021-03-16,uptrend_gate_false,,
2021-03-17,uptrend_gate_false,,
2021-03-18,uptrend_gate_false,,
2021-03-22,uptrend_gate_false,,
2021-03-23,uptrend_gate_false,,
2021-03-24,uptrend_gate_false,,
2021-03-25,uptrend_gate_false,,
2021-03-31,uptrend_gate_false,,
2021-04-05,uptrend_gate_false,,
2021-04-06,uptrend_gate_false,,
2021-04-07,uptrend_gate_false,,
2021-04-08,uptrend_gate_false,,
2021-04-12,uptrend_gate_false,,
2021-04-15,uptrend_gate_false,,
2021-04-19,uptrend_gate_false,,
2021-04-22,uptrend_gate_false,,
2021-04-27,liquidity_below_min_entry_contracts,2021-05-06,24796.0
2021-04-28,liquidity_below_min_entry_contracts,2021-05-06,47780.0
2021-04-29,uptrend_gate_false,,
2021-05-03,uptrend_gate_false,,
2021-05-04,uptrend_gate_false,,
2021-05-05,missing_spot_expiry,2021-05-12,
2021-05-06,missing_spot_expiry,2021-05-12,
2021-05-10,liquidity_below_min_entry_contracts,2021-05-20,22211.0
2021-05-11,liquidity_below_min_entry_contracts,2021-05-20,3351.0
2021-05-18,liquidity_below_min_entry_contracts,2021-05-27,34536.0
2021-05-19,liquidity_below_min_entry_contracts,2021-05-27,3469.0
2021-05-25,liquidity_below_min_entry_contracts,2021-06-03,22944.0
2021-05-26,liquidity_below_min_entry_contracts,2021-06-03,12140.0
2021-05-27,liquidity_below_min_entry_contracts,2021-06-03,31084.0
2021-06-01,liquidity_below_min_entry_contracts,2021-06-10,14892.0
2021-06-02,liquidity_below_min_entry_contracts,2021-06-10,36372.0
2021-06-03,liquidity_below_min_entry_contracts,2021-06-10,49527.0
2021-06-08,liquidity_below_min_entry_contracts,2021-06-17,6233.0
2021-06-09,liquidity_below_min_entry_contracts,2021-06-17,15225.0
2021-06-10,liquidity_below_min_entry_contracts,2021-06-17,38402.0
2021-06-15,liquidity_below_min_entry_contracts,2021-06-24,12788.0
2021-06-16,liquidity_below_min_entry_contracts,2021-06-24,22369.0
2021-06-22,liquidity_below_min_entry_contracts,2021-07-01,13500.0
2021-06-23,liquidity_below_min_entry_contracts,2021-07-01,23530.0
2021-06-28,liquidity_below_min_entry_contracts,2021-07-01,48559.0
2021-06-29,uptrend_gate_false,,
2021-06-30,uptrend_gate_false,,
2021-07-01,uptrend_gate_false,,
2021-07-06,liquidity_below_min_entry_contracts,2021-07-15,10841.0
2021-07-07,uptrend_gate_false,,
2021-07-08,uptrend_gate_false,,
2021-07-12,uptrend_gate_false,,
2021-07-13,liquidity_below_min_entry_contracts,2021-07-22,8843.0
2021-07-14,liquidity_below_min_entry_contracts,2021-07-22,21170.0
2021-07-15,liquidity_below_min_entry_contracts,2021-07-22,31327.0
2021-07-19,uptrend_gate_false,,
2021-07-26,uptrend_gate_false,,
2021-07-27,uptrend_gate_false,,
2021-07-28,uptrend_gate_false,,
2021-07-29,uptrend_gate_false,,
2021-08-03,liquidity_below_min_entry_contracts,2021-08-12,31641.0
2021-08-10,missing_spot_expiry,2021-08-18,
2021-08-11,missing_spot_expiry,2021-08-18,
2021-08-12,missing_spot_expiry,2021-08-18,
2021-08-16,liquidity_below_min_entry_contracts,2021-08-26,41439.0
2021-08-17,liquidity_below_min_entry_contracts,2021-08-26,37809.0
2021-08-24,liquidity_below_min_entry_contracts,2021-09-02,22450.0
2021-08-25,liquidity_below_min_entry_contracts,2021-09-02,22398.0
2021-08-31,missing_spot_expiry,2021-09-09,
2021-09-01,missing_spot_expiry,2021-09-09,
2021-09-02,missing_spot_expiry,2021-09-09,
2021-09-06,missing_spot_expiry,2021-09-09,
2021-09-07,liquidity_below_min_entry_contracts,2021-09-16,16937.0
2021-09-08,liquidity_below_min_entry_contracts,2021-09-16,37988.0
2021-09-14,liquidity_below_min_entry_contracts,2021-09-23,3786.0
2021-09-16,liquidity_below_min_entry_contracts,2021-09-23,13471.0
2021-09-22,liquidity_below_min_entry_contracts,2021-09-30,26180.0
2021-09-28,liquidity_below_min_entry_contracts,2021-10-07,2505.0
2021-09-29,liquidity_below_min_entry_contracts,2021-10-07,3890.0
2021-09-30,uptrend_gate_false,,
2021-10-05,missing_spot_expiry,2021-10-14,
2021-10-06,missing_spot_expiry,2021-10-14,
2021-10-07,missing_spot_expiry,2021-10-14,
2021-10-11,missing_spot_expiry,2021-10-14,
2021-10-12,liquidity_below_min_entry_contracts,2021-10-21,36118.0
2021-10-13,liquidity_below_min_entry_contracts,2021-10-21,12726.0
2021-10-18,liquidity_below_min_entry_contracts,2021-10-21,47385.0
2021-10-21,liquidity_below_min_entry_contracts,2021-10-28,21644.0
2021-10-26,liquidity_below_min_entry_contracts,2021-11-03,5176.0
2021-10-27,uptrend_gate_false,,
2021-10-28,uptrend_gate_false,,
2021-11-01,uptrend_gate_false,,
2021-11-02,uptrend_gate_false,,
2021-11-03,uptrend_gate_false,,
2021-11-08,uptrend_gate_false,,
2021-11-09,uptrend_gate_false,,
2021-11-10,uptrend_gate_false,,
2021-11-11,uptrend_gate_false,,
2021-11-15,uptrend_gate_false,,
2021-11-16,uptrend_gate_false,,
2021-11-17,uptrend_gate_false,,
2021-11-22,uptrend_gate_false,,
2021-11-23,uptrend_gate_false,,
2021-11-24,uptrend_gate_false,,
2021-11-25,uptrend_gate_false,,
2021-11-29,uptrend_gate_false,,
2021-11-30,uptrend_gate_false,,
2021-12-01,uptrend_gate_false,,
2021-12-02,uptrend_gate_false,,
2021-12-06,uptrend_gate_false,,
2021-12-07,uptrend_gate_false,,
2021-12-08,uptrend_gate_false,,
2021-12-09,uptrend_gate_false,,
2021-12-13,uptrend_gate_false,,
2021-12-14,uptrend_gate_false,,
2021-12-15,uptrend_gate_false,,
2021-12-16,uptrend_gate_false,,
2021-12-20,uptrend_gate_false,,
2021-12-21,uptrend_gate_false,,
2021-12-22,uptrend_gate_false,,
2021-12-23,uptrend_gate_false,,
2021-12-28,liquidity_below_min_entry_contracts,2022-01-06,14093.0
2021-12-29,uptrend_gate_false,,
2022-01-04,liquidity_below_min_entry_contracts,2022-01-13,13952.0
2022-01-05,liquidity_below_min_entry_contracts,2022-01-13,41937.0
2022-01-06,liquidity_below_min_entry_contracts,2022-01-13,29308.0
2022-01-11,liquidity_below_min_entry_contracts,2022-01-20,4939.0
2022-01-17,liquidity_below_min_entry_contracts,2022-01-20,42740.0
2022-01-20,uptrend_gate_false,,
2022-01-24,uptrend_gate_false,,
2022-01-27,uptrend_gate_false,,
2022-01-31,uptrend_gate_false,,
2022-02-01,uptrend_gate_false,,
2022-02-02,uptrend_gate_false,,
2022-02-03,uptrend_gate_false,,
2022-02-07,uptrend_gate_false,,
2022-02-08,uptrend_gate_false,,
2022-02-09,uptrend_gate_false,,
2022-02-10,uptrend_gate_false,,
2022-02-14,uptrend_gate_false,,
2022-02-15,uptrend_gate_false,,
2022-02-16,uptrend_gate_false,,
2022-02-17,uptrend_gate_false,,
2022-02-21,uptrend_gate_false,,
2022-02-22,uptrend_gate_false,,
2022-02-23,uptrend_gate_false,,
2022-02-24,uptrend_gate_false,,
2022-03-02,uptrend_gate_false,,
2022-03-03,uptrend_gate_false,,
2022-03-07,uptrend_gate_false,,
2022-03-08,uptrend_gate_false,,
2022-03-09,uptrend_gate_false,,
2022-03-10,uptrend_gate_false,,
2022-03-14,uptrend_gate_false,,
2022-03-15,uptrend_gate_false,,
2022-03-16,uptrend_gate_false,,
2022-03-22,liquidity_below_min_entry_contracts,2022-03-31,43881.0
2022-03-23,liquidity_below_min_entry_contracts,2022-03-31,46252.0
2022-03-29,liquidity_below_min_entry_contracts,2022-04-07,26905.0
2022-04-05,missing_spot_expiry,2022-04-13,
2022-04-06,missing_spot_expiry,2022-04-13,
2022-04-07,missing_spot_expiry,2022-04-13,
2022-04-11,liquidity_below_min_entry_contracts,2022-04-21,39657.0
2022-04-12,liquidity_below_min_entry_contracts,2022-04-21,27461.0
2022-04-18,uptrend_gate_false,,
2022-04-19,uptrend_gate_false,,
2022-04-20,uptrend_gate_false,,
2022-04-21,uptrend_gate_false,,
2022-04-25,uptrend_gate_false,,
2022-04-26,uptrend_gate_false,,
2022-04-27,uptrend_gate_false,,
2022-04-28,uptrend_gate_false,,
2022-05-04,uptrend_gate_false,,
2022-05-05,uptrend_gate_false,,
2022-05-09,uptrend_gate_false,,
2022-05-10,uptrend_gate_false,,
2022-05-11,uptrend_gate_false,,
2022-05-12,uptrend_gate_false,,
2022-05-16,uptrend_gate_false,,
2022-05-17,uptrend_gate_false,,
2022-05-18,uptrend_gate_false,,
2022-05-19,uptrend_gate_false,,
2022-05-23,uptrend_gate_false,,
2022-05-24,uptrend_gate_false,,
2022-05-25,uptrend_gate_false,,
2022-05-26,uptrend_gate_false,,
2022-05-30,uptrend_gate_false,,
2022-05-31,uptrend_gate_false,,
2022-06-01,uptrend_gate_false,,
2022-06-07,liquidity_below_min_entry_contracts,2022-06-16,22703.0
2022-06-09,uptrend_gate_false,,
2022-06-13,uptrend_gate_false,,
2022-06-14,uptrend_gate_false,,
2022-06-15,uptrend_gate_false,,
2022-06-16,uptrend_gate_false,,
2022-06-20,uptrend_gate_false,,
2022-06-21,uptrend_gate_false,,
2022-06-22,uptrend_gate_false,,
2022-06-23,uptrend_gate_false,,
2022-06-27,uptrend_gate_false,,
2022-06-28,uptrend_gate_false,,
2022-06-29,uptrend_gate_false,,
2022-06-30,uptrend_gate_false,,
2022-07-04,uptrend_gate_false,,
2022-07-05,uptrend_gate_false,,
2022-07-06,uptrend_gate_false,,
2022-07-12,liquidity_below_min_entry_contracts,2022-07-21,11216.0
2022-07-13,liquidity_below_min_entry_contracts,2022-07-21,23943.0
2022-07-26,liquidity_below_min_entry_contracts,2022-08-04,36084.0
2022-08-02,liquidity_below_min_entry_contracts,2022-08-11,32757.0
2022-08-03,liquidity_below_min_entry_contracts,2022-08-11,41949.0
2022-08-23,liquidity_below_min_entry_contracts,2022-09-01,18448.0
2022-08-24,liquidity_below_min_entry_contracts,2022-09-01,10023.0
2022-09-01,uptrend_gate_false,,
2022-09-06,uptrend_gate_false,,
2022-09-07,liquidity_below_min_entry_contracts,2022-09-15,40993.0
2022-09-13,liquidity_below_min_entry_contracts,2022-09-22,4323.0
2022-09-14,uptrend_gate_false,,
2022-09-15,uptrend_gate_false,,
2022-09-20,liquidity_below_min_entry_contracts,2022-09-29,14807.0
2022-09-21,uptrend_gate_false,,
2022-09-22,uptrend_gate_false,,
2022-09-26,uptrend_gate_false,,
2022-09-27,uptrend_gate_false,,
2022-09-28,uptrend_gate_false,,
2022-09-29,uptrend_gate_false,,
2022-10-03,uptrend_gate_false,,
2022-10-06,uptrend_gate_false,,
2022-10-10,uptrend_gate_false,,
2022-10-11,uptrend_gate_false,,
2022-10-12,uptrend_gate_false,,
2022-10-13,uptrend_gate_false,,
2022-10-17,uptrend_gate_false,,
2022-10-18,uptrend_gate_false,,
2022-10-19,uptrend_gate_false,,
2022-10-20,uptrend_gate_false,,
2022-11-09,liquidity_below_min_entry_contracts,2022-11-17,18602.0
2022-11-15,liquidity_below_min_entry_contracts,2022-11-24,22955.0
2022-11-16,liquidity_below_min_entry_contracts,2022-11-24,18802.0
2022-11-29,liquidity_below_min_entry_contracts,2022-12-08,17592.0
2022-12-06,liquidity_below_min_entry_contracts,2022-12-15,37412.0
2022-12-07,liquidity_below_min_entry_contracts,2022-12-15,18880.0
2022-12-13,liquidity_below_min_entry_contracts,2022-12-22,41021.0
2022-12-14,uptrend_gate_false,,
2022-12-15,uptrend_gate_false,,
2022-12-19,uptrend_gate_false,,
2022-12-20,uptrend_gate_false,,
2022-12-21,uptrend_gate_false,,
2022-12-22,uptrend_gate_false,,
2022-12-26,uptrend_gate_false,,
2022-12-27,uptrend_gate_false,,
2022-12-28,uptrend_gate_false,,
2022-12-29,uptrend_gate_false,,
2023-01-02,uptrend_gate_false,,
2023-01-03,uptrend_gate_false,,
2023-01-04,uptrend_gate_false,,
2023-01-05,uptrend_gate_false,,
2023-01-09,uptrend_gate_false,,
2023-01-10,uptrend_gate_false,,
2023-01-11,uptrend_gate_false,,
2023-01-12,uptrend_gate_false,,
2023-01-16,uptrend_gate_false,,
2023-01-17,uptrend_gate_false,,
2023-01-18,uptrend_gate_false,,
2023-01-19,uptrend_gate_false,,
2023-01-23,uptrend_gate_false,,
2023-01-24,uptrend_gate_false,,
2023-01-30,uptrend_gate_false,,
2023-01-31,uptrend_gate_false,,
2023-02-01,uptrend_gate_false,,
2023-02-02,uptrend_gate_false,,
2023-02-06,uptrend_gate_false,,
2023-02-07,uptrend_gate_false,,
2023-02-08,uptrend_gate_false,,
2023-02-09,uptrend_gate_false,,
2023-02-14,uptrend_gate_false,,
2023-02-15,uptrend_gate_false,,
2023-02-16,uptrend_gate_false,,
2023-02-20,uptrend_gate_false,,
2023-02-21,uptrend_gate_false,,
2023-02-22,uptrend_gate_false,,
2023-02-23,uptrend_gate_false,,
2023-02-27,uptrend_gate_false,,
2023-02-28,uptrend_gate_false,,
2023-03-01,uptrend_gate_false,,
2023-03-02,uptrend_gate_false,,
2023-03-08,uptrend_gate_false,,
2023-03-09,uptrend_gate_false,,
2023-03-13,uptrend_gate_false,,
2023-03-14,uptrend_gate_false,,
2023-03-15,uptrend_gate_false,,
2023-03-16,uptrend_gate_false,,
2023-03-20,uptrend_gate_false,,
2023-03-21,uptrend_gate_false,,
2023-03-22,uptrend_gate_false,,
2023-03-23,uptrend_gate_false,,
2023-03-27,uptrend_gate_false,,
2023-03-28,uptrend_gate_false,,
2023-04-05,uptrend_gate_false,,
2023-04-10,missing_spot_expiry,2023-04-13,
2023-04-11,liquidity_below_min_entry_contracts,2023-04-20,22172.0
2023-04-12,liquidity_below_min_entry_contracts,2023-04-20,28072.0
2023-04-18,liquidity_below_min_entry_contracts,2023-04-27,9887.0
2023-04-19,liquidity_below_min_entry_contracts,2023-04-27,13911.0
2023-04-20,liquidity_below_min_entry_contracts,2023-04-27,37746.0
2023-04-25,liquidity_below_min_entry_contracts,2023-05-04,17331.0
2023-04-26,liquidity_below_min_entry_contracts,2023-05-04,39999.0
2023-05-02,liquidity_below_min_entry_contracts,2023-05-11,37362.0
2023-05-09,liquidity_below_min_entry_contracts,2023-05-18,9944.0
2023-05-10,liquidity_below_min_entry_contracts,2023-05-18,42404.0
2023-05-16,liquidity_below_min_entry_contracts,2023-05-25,31336.0
2023-05-17,liquidity_below_min_entry_contracts,2023-05-25,18504.0
2023-05-23,liquidity_below_min_entry_contracts,2023-06-01,30350.0
2023-05-24,liquidity_below_min_entry_contracts,2023-06-01,24023.0
2023-05-30,liquidity_below_min_entry_contracts,2023-06-08,5805.0
2023-05-31,liquidity_below_min_entry_contracts,2023-06-08,47863.0
2023-06-01,liquidity_below_min_entry_contracts,2023-06-08,45104.0
2023-06-06,liquidity_below_min_entry_contracts,2023-06-15,14847.0
2023-06-07,liquidity_below_min_entry_contracts,2023-06-15,9522.0
2023-06-13,liquidity_below_min_entry_contracts,2023-06-22,9312.0
2023-06-14,liquidity_below_min_entry_contracts,2023-06-22,24357.0
2023-06-20,liquidity_below_min_entry_contracts,2023-06-29,20801.0
2023-06-22,uptrend_gate_false,,
2023-07-04,liquidity_below_min_entry_contracts,2023-07-13,39205.0
2023-07-11,liquidity_below_min_entry_contracts,2023-07-20,19455.0
2023-07-12,liquidity_below_min_entry_contracts,2023-07-20,27185.0
2023-07-13,liquidity_below_min_entry_contracts,2023-07-20,46551.0
2023-07-19,liquidity_below_min_entry_contracts,2023-07-27,44654.0
2023-07-25,liquidity_below_min_entry_contracts,2023-08-03,5900.0
2023-07-26,liquidity_below_min_entry_contracts,2023-08-03,4531.0
2023-07-27,liquidity_below_min_entry_contracts,2023-08-03,38548.0
2023-08-01,uptrend_gate_false,,
2023-08-02,uptrend_gate_false,,
2023-08-03,uptrend_gate_false,,
2023-08-07,uptrend_gate_false,,
2023-08-08,uptrend_gate_false,,
2023-08-09,uptrend_gate_false,,
2023-08-10,uptrend_gate_false,,
2023-08-16,uptrend_gate_false,,
2023-08-17,uptrend_gate_false,,
2023-08-21,uptrend_gate_false,,
2023-08-22,uptrend_gate_false,,
2023-08-23,uptrend_gate_false,,
2023-08-24,uptrend_gate_false,,
2023-08-28,uptrend_gate_false,,
2023-08-29,uptrend_gate_false,,
2023-08-30,uptrend_gate_false,,
2023-09-04,uptrend_gate_false,,
2023-09-12,liquidity_below_min_entry_contracts,2023-09-21,39920.0
2023-09-20,liquidity_below_min_entry_contracts,2023-09-28,15547.0
2023-09-21,uptrend_gate_false,,
2023-09-25,uptrend_gate_false,,
2023-09-26,uptrend_gate_false,,
2023-09-27,uptrend_gate_false,,
2023-09-28,uptrend_gate_false,,
2023-10-03,uptrend_gate_false,,
2023-10-04,uptrend_gate_false,,
2023-10-05,uptrend_gate_false,,
2023-10-09,uptrend_gate_false,,
2023-10-10,uptrend_gate_false,,
2023-10-11,uptrend_gate_false,,
2023-10-12,uptrend_gate_false,,
2023-10-16,uptrend_gate_false,,
2023-10-17,uptrend_gate_false,,
2023-10-18,uptrend_gate_false,,
2023-10-19,uptrend_gate_false,,
2023-10-25,uptrend_gate_false,,
2023-10-26,uptrend_gate_false,,
2023-10-30,uptrend_gate_false,,
2023-10-31,uptrend_gate_false,,
2023-11-01,uptrend_gate_false,,
2023-11-02,uptrend_gate_false,,
2023-11-06,uptrend_gate_false,,
2023-11-07,uptrend_gate_false,,
2023-11-08,uptrend_gate_false,,
2023-11-09,uptrend_gate_false,,
2023-11-15,liquidity_below_min_entry_contracts,2023-11-23,35196.0
2023-11-28,liquidity_below_min_entry_contracts,2023-12-07,33165.0
2023-12-06,liquidity_below_min_entry_contracts,2023-12-14,45830.0
2023-12-12,liquidity_below_min_entry_contracts,2023-12-21,10645.0
2024-01-02,liquidity_below_min_entry_contracts,2024-01-11,12942.0
2024-01-09,liquidity_below_min_entry_contracts,2024-01-18,32841.0
2024-01-16,uptrend_gate_false,,
2024-01-17,uptrend_gate_false,,
2024-01-18,uptrend_gate_false,,
2024-01-19,uptrend_gate_false,,
2024-01-23,uptrend_gate_false,,
2024-01-24,uptrend_gate_false,,
2024-01-29,uptrend_gate_false,,
2024-01-30,liquidity_below_min_entry_contracts,2024-02-08,18007.0
2024-02-06,liquidity_below_min_entry_contracts,2024-02-15,27476.0
2024-02-07,liquidity_below_min_entry_contracts,2024-02-15,27223.0
2024-02-12,uptrend_gate_false,,
2024-02-13,uptrend_gate_false,,
2024-02-20,liquidity_below_min_entry_contracts,2024-02-29,28832.0
