generated_at_ist,audit_status,audit_passed,broker_orders_allowed,forbidden_order_call_count,forbidden_order_import_count,forbidden_wrapper_reference_count,documentation_mentions,allowed_data_endpoint_references,noninteractive_guard_references,missing_source_count,missing_sources,scoped_functions,allowed_data_endpoints,forbidden_order_endpoints
2026-06-30T20:21:37.900389+05:30,passed_no_order_endpoints_detected,True,False,0,0,0,3,31,2,0,none,run_composite_plan_gate_audit|run_tb11_options_current_nfo_leg_resolver|run_tb11_options_nifty_chain_band_quote_collector|run_tb11_options_nifty_option_chain_bhavcopy_archive|run_tb11_options_phase1_auto_quote_observation|run_tb11_options_phase1_observation_ledger|run_tb11_options_phase2_paper_price_reconciliation_readiness|run_tb11_options_phase2_transition_controller|run_tb11_options_t28_freshness_gate|run_tb11_options_zerodha_quote_only_collector,kite.quote|kite.instruments,place_order|modify_order|cancel_order
