output_prefix,generated_at_ist,source_path,wrapper_paths,forbidden_endpoints,allowed_data_endpoints,mode_scope,note
tb11_no_order_endpoint_static_audit,2026-07-01T14:42:28.773994+05:30,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\ssell1.py,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\run_tb11_phase1_auto_quote_observation.bat|C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\run_tb11_t28_chain_band_freshness_gate.bat|C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\register_tb11_t28_chain_band_freshness_gate_task.bat,cancel_order|modify_order|place_order,instruments|quote,tb11_phase1_phase2_no_order_static_audit,AST and wrapper-script audit for Phase 1/Phase 2 broker-order endpoint calls/imports. Local files only; no broker calls.
