output_prefix,source_detail,candidate_strategy,mode_scope
tb11_options_loss_cluster_control_audit,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\results\signal_baseline\tb11_options_loss_cluster_control_detail.csv,TB11_T04_3pct_5wing_ret5_1pct_liq50k,real_chain_options_loss_cluster_control_candidate_audit_no_promotion
