output_prefix,generated_at_ist,required_earnings_columns,tb15_symbols,nifty_weight_candidate_paths,mode_scope,broker_orders_allowed
tb18_earnings_overlay_readiness,2026-07-02T22:58:16.622682+05:30,Date|Ticker|EventDate,RELIANCE|HDFCBANK|ICICIBANK|INFY|TCS|SBIN|LT|BHARTIARTL,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty50_index_weights.csv|C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty_index_weights.csv|C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty50_constituents.csv|C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nifty_constituents.csv,tb18_earnings_overlay_readiness_local_research_only,False
