output_prefix,generated_at_ist,t28_gate_source,t28_summary_source,t28_detail_source,resolver_source,phase1_ledger_summary_source,phase1_ledger_source,mode_scope,note
tb11_phase2_paper_price_reconciliation_readiness,2026-08-27T09:47:50.302196+05:30,/app/results/signal_baseline/tb11_t28_freshness_gate_summary.csv,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_summary.csv,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_detail_20260827.csv,/app/results/signal_baseline/tb11_options_current_nfo_leg_resolver_template.csv,/app/results/signal_baseline/tb11_options_phase1_observation_ledger_summary.csv,/app/results/signal_baseline/tb11_options_phase1_observation_ledger.csv,tb11_phase2_paper_price_reconciliation_readiness_no_order,Checks whether fresh T28 and Phase 1 artifacts can support Phase 2 paper-price reconciliation. Selected legs prefer the immutable T28 snapshot and fall back to the mutable resolver. No broker calls and no orders.
