variant,symbol,trade_count,mean_return_on_cash,worst_return_on_cash,raw_kelly_fraction,half_kelly_fraction,worst_trade_budget_cap_fraction,recommended_cash_fraction,worst_trade_budget_pct,sizing_status
skip_composite_stress,BHARTIARTL,75,0.0036383957471563585,-0.1374489795918367,5.428082674015569,2.7140413370077847,0.3637713437268004,0.25,0.05,research_only_capped_candidate
skip_composite_stress,INFY,48,0.0016652339644705131,-0.125,2.590095688072836,1.295047844036418,0.4,0.25,0.05,research_only_capped_candidate
skip_composite_stress,TCS,56,0.002072160682703561,-0.0983749999999999,5.299661761276234,2.649830880638117,0.5082592121982217,0.25,0.05,research_only_capped_candidate
skip_composite_stress,ICICIBANK,76,0.004461194239875484,-0.3446078431372549,2.430283015484077,1.2151415077420384,0.1450924608819346,0.1450924608819346,0.05,research_only_capped_candidate
skip_composite_stress,SBIN,74,0.0036606948485147033,-0.3591935483870968,1.4800436264786416,0.7400218132393208,0.13920071845532106,0.13920071845532106,0.05,research_only_capped_candidate
skip_composite_stress,LT,62,-0.0015606273564922276,-0.2937916666666667,-0.8855519803953302,0.0,0.17018862572684726,0.0,0.05,blocked_nonpositive_edge
