trade_date,next_trade_date,risk_off,equity_60d_drawdown,active_weights,benchmark_return,baseline_static_return,defensive_static_return,defensive_tilt_return
2017-08-07,2017-08-22,False,-0.002409638554216831,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.02657004830917875,-0.024130264613290233,-0.011936687559677438,-0.024130264613290233
2017-08-22,2017-09-06,False,-0.028915662650602414,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.013895781637717208,0.01410735954330965,0.013751359026951092,0.01410735954330965
2017-09-06,2017-09-20,False,-0.01542168674698785,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.022515907978462923,0.018439641356440814,0.007783926516704005,0.018439641356440814
2017-09-20,2017-10-05,False,-0.0004784688995215225,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.024892292963140328,-0.024147442618995714,-0.015679283338078415,-0.024147442618995714
2017-10-05,2017-10-23,False,-0.025358851674641247,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.032400589101620136,0.02834956610828232,0.015767402301282662,0.02834956610828232
2017-10-23,2017-11-06,False,-0.0042613636363635354,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.023775558725630086,0.01964470718451717,0.00862789235716532,0.01964470718451717
2017-11-06,2017-11-20,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.013469577333952598,-0.012166596656006667,-0.004866719833324283,-0.012166596656006667
2017-11-20,2017-12-04,False,-0.013469577333952598,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.01412429378531077,-0.014744259341113647,-0.011159331695657242,-0.014744259341113647
2017-12-04,2017-12-18,False,-0.02740362285183462,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.021012416427889313,0.017049605824583182,0.006921501332393055,0.017049605824583182
2017-12-18,2018-01-02,False,-0.0069670227589410105,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.005144995322731605,0.005189949981491583,0.006250860234465217,0.005189949981491583
2018-01-02,2018-01-16,False,-0.009220839096357736,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.026989297347603358,0.0244245831137882,0.015897295176637218,0.0244245831137882
2018-01-16,2018-01-31,False,-0.004959422903516808,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.028998640688717714,0.025191198061620436,0.013776584669682335,0.025191198061620436
2018-01-31,2018-02-15,False,-0.009162303664921434,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.03830911492734468,-0.03483244697704564,-0.018217288090978622,-0.03483244697704564
2018-02-15,2018-03-01,False,-0.04712041884816742,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.010073260073260148,-0.010521307472127213,-0.0074027502552093056,-0.010521307472127213
2018-03-01,2018-03-16,False,-0.05671902268760909,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.02266419981498602,-0.0214901915981933,-0.012609335201610648,-0.0214901915981933
2018-03-16,2018-04-03,False,-0.07809773123909236,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0056791292001892035,0.004755783499323142,0.0037732662575531766,0.004755783499323142
2018-04-03,2018-04-17,False,-0.07286212914485157,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.024941176470588244,0.022356149732620324,0.014197860962566835,0.022356149732620324
2018-04-17,2018-05-02,False,-0.049738219895287816,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.016988062442607754,0.013754041917632739,0.0058883883791611535,0.013754041917632739
2018-05-02,2018-05-16,False,-0.024229074889867808,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.004063205417607296,0.002566632168265338,0.000760844586059962,0.002566632168265338
2018-05-16,2018-05-30,False,-0.004476275738585445,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.008093525179856176,-0.008103340835469108,-0.004504267110723735,-0.008103340835469108
2018-05-30,2018-06-13,False,-0.0125335720680394,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.020398912058023466,0.017088750581950852,0.00838864521820093,0.017088750581950852
2018-06-13,2018-06-27,False,-0.000444049733570151,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.015992892047978602,-0.01593708110405031,-0.010626880806598005,-0.01593708110405031
2018-06-27,2018-07-11,False,-0.01642984014209592,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.026636568848758424,0.02278976178073239,0.011768833874928646,0.02278976178073239
2018-07-11,2018-07-25,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.019349164467898028,0.015587042138755287,0.006192964586890199,0.015587042138755287
2018-07-25,2018-08-08,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.028041415012942217,0.023489609960246127,0.010777716852265508,0.023489609960246127
2018-08-08,2018-08-24,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.012169534200587417,0.010047457440870225,0.005369397081318351,0.010047457440870225
2018-08-24,2018-09-07,False,-0.0020686801820438694,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.003731343283582156,0.0036839665309815204,0.004842944369063818,0.0036839665309815204
2018-09-07,2018-09-25,False,-0.009410801963993465,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.043783560512185016,-0.03994394984842039,-0.021508016418454134,-0.03994394984842039
2018-09-25,2018-10-10,False,-0.052782324058919805,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.05442764578833692,-0.04934502746178843,-0.026294261651024053,-0.04934502746178843
2018-10-10,2018-10-25,False,-0.10433715220949258,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.03015075376884424,-0.026962393193403857,-0.012555521288754232,-0.026962393193403857
2018-10-25,2018-11-12,True,-0.13134206219312594,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,0.03391427225624111,0.028376460550899183,0.012517982688967106,0.012517982688967106
2018-11-12,2018-11-27,False,-0.10188216039279874,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.016856492027334857,0.013358068456370328,0.004989922908974293,0.013358068456370328
2018-11-27,2018-12-11,False,-0.08674304418985279,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.008960573476702538,-0.007321396862977235,-0.0002509289401861226,-0.007321396862977235
2018-12-11,2018-12-26,False,-0.07833333333333337,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.01627486437613035,0.013293268014439346,0.0060751024158312746,0.013293268014439346
2018-12-26,2019-01-09,False,-0.027681660899653848,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.007562277580071219,0.006431049822064096,0.004656138790035603,0.006431049822064096
2019-01-09,2019-01-23,False,-0.011348756001745897,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0004415011037526284,0.00010231836551140663,0.001335652668278437,0.00010231836551140663
2019-01-23,2019-02-06,False,-0.010912265386294195,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.018976169461606407,0.017644269911750155,0.013185236919716372,0.017644269911750155
2019-02-06,2019-02-20,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.027284538761368604,-0.02513449972502938,-0.013377513900077208,-0.02513449972502938
2019-02-20,2019-03-07,False,-0.029386343993085595,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.03072128227960813,0.02397356876736638,0.006333885286961262,0.02397356876736638
2019-03-07,2019-03-22,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.036717062634989306,0.03222203481672006,0.017888566653183703,0.03222203481672006
2019-03-22,2019-04-05,False,-0.006211180124223614,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.02083333333333326,0.017133302816901348,0.007566575117370873,0.017133302816901348
2019-04-05,2019-04-23,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.0065306122448979265,-0.007055304134837681,-0.004798565465737602,-0.007055304134837681
2019-04-23,2019-05-10,False,-0.01656565656565656,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.0262941659819228,-0.024396413068882572,-0.01334207404641755,-0.024396413068882572
2019-05-10,2019-05-24,False,-0.042424242424242475,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.05105485232067508,0.044771431145547075,0.02399361833115603,0.044771431145547075
2019-05-24,2019-06-10,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.00883179446005622,0.008377186442622035,0.007701611515742412,0.008377186442622035
2019-06-10,2019-06-24,False,-0.00906940063091477,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.01790688420214881,-0.015033362448600592,-0.0037049421010743873,-0.015033362448600592
2019-06-24,2019-07-08,False,-0.02681388012618291,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.011750405186385815,-0.011074864662747187,-0.005373702578192762,-0.011074864662747187
2019-07-08,2019-07-22,False,-0.03824921135646686,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.01681016810168101,-0.015222060532437003,-0.0066838117736127845,-0.015222060532437003
2019-07-22,2019-08-05,False,-0.05441640378548884,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.03961634695579652,-0.034871892162972144,-0.01545971318616407,-0.034871892162972144
2019-08-05,2019-08-21,False,-0.09187697160883279,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.004342162396873572,0.004472891384103274,0.005865916879187961,0.004472891384103274
2019-08-21,2019-09-05,False,-0.08793375394321756,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.006052745352356226,-0.004095422258698755,0.0030297729990874326,-0.004095422258698755
2019-09-05,2019-09-20,False,-0.08806029353431177,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.04001739886907352,0.032551890866224134,0.011617395086710659,0.032551890866224134
2019-09-20,2019-10-07,False,-0.051566838556128536,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.01672940192388117,-0.014836449531371053,-0.005704664361574584,-0.014836449531371053
2019-10-07,2019-10-23,False,-0.04624746450304262,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.04636324968098693,0.041024543760507286,0.023074481983350603,0.041024543760507286
2019-10-23,2019-11-06,False,-0.0036452004860267895,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.028048780487804903,0.024317866936065836,0.013246283735026721,0.024317866936065836
2019-11-06,2019-11-21,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0011862396204032066,-0.00015445007280402343,-0.001073077383299125,-0.00015445007280402343
2019-11-21,2019-12-05,False,-0.0027569909413155402,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.004739336492891155,0.0031917188723409543,0.001148616332662323,0.0031917188723409543
2019-12-05,2019-12-19,False,-0.009345794392523366,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.023584905660377187,0.020077826684235456,0.010346687599876558,0.020077826684235456
2019-12-19,2020-01-03,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.0037634408602148506,-0.0016300177876061852,0.005389516529654115,-0.0016300177876061852
2020-01-03,2020-01-17,False,-0.004833512352309333,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.011410068614601698,0.008633468532802554,0.002798254646283922,0.008633468532802554
2020-01-17,2020-01-31,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.030642579464898234,-0.02726215556704934,-0.012372791878371904,-0.02726215556704934
2020-01-31,2020-02-13,False,-0.030642579464898234,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.016749233309742984,0.014185823778601427,0.007709158054369715,0.014185823778601427
2020-02-13,2020-02-28,False,-0.014406585867825172,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.07741686001546799,-0.0687082087844358,-0.03380753431927781,-0.0687082087844358
2020-02-28,2020-03-16,False,-0.09070813324186289,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.14183921535753208,-0.1309218443210763,-0.07871925917665837,-0.1309218443210763
2020-03-16,2020-03-30,True,-0.2196813781538226,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,-0.12894402657028425,-0.1113445496211336,-0.04835679040877542,-0.04835679040877542
2020-03-30,2020-04-17,True,-0.32029880326244375,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,0.1013793876864415,0.09367777528921155,0.05999867295746332,0.05999867295746332
2020-04-17,2020-05-04,True,-0.24517715778956284,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,0.006007534874248988,0.004711379854238563,0.0029175628393679166,0.0029175628393679166
2020-05-04,2020-05-18,True,-0.23588553750966756,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,-0.04929149797570842,-0.045584674412633246,-0.026312727691341214,-0.026312727691341214
2020-05-18,2020-06-02,True,-0.2695388443891438,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,0.12732886191844983,0.11199698019298943,0.057867444358378664,0.057867444358378664
2020-06-02,2020-06-16,True,-0.12051495016611302,NIFTYBEES:0.5|GOLDBEES:0.15|LIQUIDBEES:0.15|CASH:0.2,-0.0064217584285579665,-0.00596558088084782,-0.001768874099715933,-0.001768874099715933
2020-06-16,2020-06-30,False,-0.026734505087881555,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0409656876722746,0.036777123684019655,0.022206858173054844,0.036777123684019655
2020-06-30,2020-07-14,False,-0.01333333333333342,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.031135865595325107,0.027620730103617055,0.016363286001135922,0.027620730103617055
2020-07-14,2020-07-28,False,-0.018597375510558622,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.06278225449393426,0.05885464221708259,0.040442966764592365,0.05885464221708259
2020-07-28,2020-08-11,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0034994167638726648,0.0035518442513639455,0.004956815873571974,0.0035518442513639455
2020-08-11,2020-08-25,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0123713052142147,0.0076288892805310765,-0.0023302036296791104,0.0076288892805310765
2020-08-25,2020-09-08,False,-0.0005737704918031827,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.008857541212170972,-0.009094199732841257,-0.005796008531747631,-0.009094199732841257
2020-09-08,2020-09-22,False,-0.025717510480490313,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.016052958212660284,-0.01607288349804307,-0.01090214242627659,-0.01607288349804307
2020-09-22,2020-10-07,False,-0.04135762657207365,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.05029013539651839,0.043910918512989464,0.023094457666627932,0.043910918512989464
2020-10-07,2020-10-21,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.01673472655937225,0.015016885302752424,0.010234257477638332,0.015016885302752424
2020-10-21,2020-11-04,False,-0.0034531470726730795,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0003937627972909752,-0.0005897974520742025,-0.0006356705102627527,-0.0005897974520742025
2020-11-04,2020-11-18,False,-0.0030607439962329064,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.08557033771550038,0.0752773538993473,0.03957731872394107,0.0752773538993473
2020-11-18,2020-12-03,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.016098622189992806,0.01223253543500439,0.003280637487028994,0.01223253543500439
2020-12-03,2020-12-17,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.04596060519554657,0.04106158519643194,0.024071424159093368,0.04106158519643194
2020-12-17,2021-01-01,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.020537663755458402,0.017644190487308944,0.009749711199918343,0.017644190487308944
2021-01-01,2021-01-15,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.03035368055091281,0.025428104780687997,0.011506217130055802,0.025428104780687997
2021-01-15,2021-02-01,False,-0.010593220338982912,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.01031730582051782,-0.011087841448087225,-0.008565451539122474,-0.011087841448087225
2021-02-01,2021-02-15,False,-0.026985645933014335,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.07480986100183573,0.06497132105686478,0.03233226896655568,0.06497132105686478
2021-02-15,2021-03-01,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.0361129750503264,-0.03499525839015901,-0.02353723005975895,-0.03499525839015901
2021-03-01,2021-03-16,False,-0.0361129750503264,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.011265109803177076,0.007975435164195754,0.001143063925597699,0.007975435164195754
2021-03-16,2021-03-31,False,-0.02525468187641078,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.016459102572125905,-0.016914908943148003,-0.01253470117076702,-0.016914908943148003
2021-03-31,2021-04-16,False,-0.04129811504910641,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.004708577246118617,-0.0017538076797462153,0.00709744690222231,-0.0017538076797462153
2021-04-16,2021-05-03,False,-0.045812236930397265,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.0035161744022504937,0.0019936144002853495,0.0002452595159049618,0.0019936144002853495
2021-05-03,2021-05-18,False,-0.04245714634295128,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.028030833917308984,0.025947574929608568,0.018174890170745944,0.025947574929608568
2021-05-18,2021-06-01,False,-0.013268925033630863,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.03414513230464156,0.03061018774156756,0.018711272154491265,0.03061018774156756
2021-06-01,2021-06-15,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.020313998082454487,0.01637202157563327,0.006425268945499946,0.01637202157563327
2021-06-15,2021-06-29,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.005520643683561421,-0.007538639362767701,-0.008470501984467974,-0.007538639362767701
2021-06-29,2021-07-13,False,-0.006279342723004677,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.004960727573377177,0.004434955950428177,0.004391267189854743,0.004434955950428177
2021-07-13,2021-07-28,False,-0.0017012788924088973,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,-0.004877475465710712,-0.0055708637572899344,-0.003982145247306234,-0.0055708637572899344
2021-07-28,2021-08-11,False,-0.012076308266728897,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.03560883429786221,0.02970639901890993,0.012779761601432921,0.02970639901890993
2021-08-11,2021-08-26,False,-0.001480384900073961,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.023664252722814583,0.02096846828510839,0.012844048865133083,0.02096846828510839
2021-08-26,2021-09-09,False,0.0,NIFTYBEES:0.9|GOLDBEES:0.05|LIQUIDBEES:0.05|CASH:0.0,0.04400623885917998,0.038593860076301244,0.02096785473870778,0.038593860076301244
