trade_date,expiry_date,days_to_expiry,strike,option_type,open,high,low,close,settle_pr,contracts,val_inlakh,open_int,chg_in_oi,has_traded
2024-07-05,2024-07-11,6,24000.0,CE,250.0,404.0,250.0,362.65,362.65,309965,1884419.37,1060600,110750,True
2024-07-05,2024-07-11,6,24050.0,CE,299.0,359.4,216.65,316.45,316.45,72314,439668.96,134400,23325,True
2024-07-05,2024-07-11,6,24100.0,CE,265.0,317.35,183.4,277.25,277.25,538899,3278198.5,1079075,186300,True
2024-07-05,2024-07-11,6,24150.0,CE,199.0,276.45,154.1,237.3,237.3,610668,3717054.41,460775,294975,True
2024-07-05,2024-07-11,6,24200.0,CE,200.5,237.0,126.75,200.1,200.1,3314319,20191264.15,2179600,1038725,True
2024-07-05,2024-07-11,6,24250.0,CE,147.15,200.85,103.3,167.65,167.65,2567954,15660529.26,956475,573375,True
2024-07-05,2024-07-11,6,24300.0,CE,124.9,167.0,82.75,141.8,141.8,3921554,23941337.9,3358225,279175,True
2024-07-05,2024-07-11,6,24350.0,CE,93.25,137.0,64.9,118.4,118.4,1743164,10654702.15,1843975,557325,True
2024-07-05,2024-07-11,6,24400.0,CE,65.5,109.65,49.7,91.65,91.65,2509686,15356854.95,3047425,420275,True
2024-07-05,2024-07-11,6,24450.0,CE,60.0,86.0,38.0,71.0,71.0,1204256,7378672.33,1225075,484250,True
2024-07-05,2024-07-11,6,24500.0,CE,45.0,65.85,28.9,54.55,54.55,2510922,15407177.25,4244125,371625,True
2024-07-05,2024-07-11,6,24550.0,CE,32.1,48.85,21.35,40.15,40.15,905150,5562810.66,1047075,317550,True
2024-07-05,2024-07-11,6,24600.0,CE,20.0,35.25,14.55,28.65,28.65,1289882,7940517.9,2967825,1168625,True
2024-07-05,2024-07-11,6,24650.0,CE,25.85,25.85,11.25,19.9,19.9,875513,5399053.07,1554700,1036200,True
2024-07-05,2024-07-11,6,24700.0,CE,17.0,17.4,8.1,14.1,14.1,1395539,8621691.99,3098900,1671700,True
2024-07-05,2024-07-11,6,24750.0,CE,9.85,12.85,5.85,9.5,9.5,1072859,6640635.09,2169050,1534450,True
2024-07-05,2024-07-11,6,24800.0,CE,8.7,10.15,4.2,6.5,6.5,1589233,9855680.27,3881500,2155425,True
2024-07-05,2024-07-11,6,24850.0,CE,5.2,7.1,3.1,4.45,4.45,943213,5860777.49,1757675,864075,True
2024-07-05,2024-07-11,6,24900.0,CE,5.3,5.3,2.65,3.3,3.3,1317316,8201471.64,2222100,452025,True
2024-07-05,2024-07-11,6,24950.0,CE,3.9,4.4,2.15,2.55,2.55,656449,4095073.87,1196850,430625,True
2024-07-05,2024-07-11,6,25000.0,CE,3.5,3.95,1.85,2.1,2.1,1460875,9131337.6,7214425,1824825,True
2024-07-05,2024-07-11,6,25050.0,CE,2.9,3.25,1.4,1.65,1.65,242460,1518521.94,734425,236150,True
2024-07-05,2024-07-11,6,25100.0,CE,1.75,2.75,1.25,1.4,1.4,772364,4846902.93,2196300,11075,True
2024-07-05,2024-07-11,6,25150.0,CE,2.0,2.55,1.2,1.3,1.3,116770,734236.75,474900,170050,True
2024-07-05,2024-07-11,6,25200.0,CE,1.5,2.15,1.1,1.25,1.25,642342,4046978.65,3563925,654925,True
2024-07-05,2024-07-11,6,25250.0,CE,1.15,1.9,1.05,1.15,1.15,112624,710976.05,506125,150675,True
2024-07-05,2024-07-11,6,25300.0,CE,1.65,1.8,1.0,1.1,1.1,337317,2133637.8,1559000,311850,True
2024-07-05,2024-07-11,6,25350.0,CE,1.55,1.85,1.0,1.1,1.1,71068,450417.91,269250,8075,True
2024-07-05,2024-07-11,6,25400.0,CE,1.45,1.7,1.0,1.1,1.1,282649,1794916.7,1381700,259425,True
2024-07-05,2024-07-11,6,25450.0,CE,1.6,1.75,0.95,1.1,1.1,86488,550308.24,175850,86475,True
2024-07-05,2024-07-11,6,25500.0,CE,1.4,1.7,0.9,1.0,1.0,757661,4830324.34,4857600,1824450,True
2024-07-05,2024-07-11,6,25550.0,CE,1.65,1.7,0.9,1.1,1.1,139073,888374.47,848850,435425,True
2024-07-05,2024-07-11,6,25600.0,CE,1.5,1.7,0.9,1.05,1.05,192248,1230446.61,834025,486850,True
2024-07-05,2024-07-11,6,25650.0,CE,6.4,6.4,0.85,1.1,1.1,147372,945069.18,757950,705250,True
2024-07-05,2024-07-11,6,25700.0,CE,1.35,1.6,0.8,1.05,1.05,168850,1084912.45,1210575,578975,True
2024-07-05,2024-07-11,6,25750.0,CE,1.45,1.9,0.75,1.05,1.05,125299,806649.41,686550,616250,True
2024-07-05,2024-07-11,6,25800.0,CE,1.35,1.55,0.75,0.95,0.95,235855,1521330.09,1384950,883450,True
2024-07-05,2024-07-11,6,25850.0,CE,2.0,2.0,0.6,0.9,0.9,264503,1709412.36,864425,310425,True
2024-07-05,2024-07-11,6,25900.0,CE,1.4,1.65,0.7,0.9,0.9,188431,1220140.58,1586950,706975,True
2024-07-05,2024-07-11,6,25950.0,CE,1.4,1.6,0.65,0.9,0.9,155708,1010197.07,1321275,632075,True
2024-07-05,2024-07-11,6,26000.0,CE,1.15,1.5,0.55,0.65,0.65,1016263,6605923.27,4812300,3444425,True
2024-07-05,2024-07-11,6,26050.0,CE,1.2,1.8,0.55,0.7,0.7,229238,1492962.32,2114900,1108775,True
2024-07-05,2024-07-11,6,21050.0,PE,1.5,1.95,0.7,1.05,1.05,336178,1769233.59,1964525,994600,True
2024-07-05,2024-07-11,6,21100.0,PE,1.5,2.05,0.7,1.05,1.05,136530,720237.48,1196675,498475,True
2024-07-05,2024-07-11,6,21150.0,PE,1.5,2.15,0.7,1.45,1.45,150182,794139.62,1161625,813300,True
2024-07-05,2024-07-11,6,21200.0,PE,1.45,2.1,0.8,1.15,1.15,107451,569527.68,1000025,451450,True
2024-07-05,2024-07-11,6,21250.0,PE,1.5,2.25,0.9,1.25,1.25,116750,620276.93,842850,480675,True
2024-07-05,2024-07-11,6,21300.0,PE,1.5,2.3,1.05,1.35,1.35,73896,393525.1,691175,341250,True
2024-07-05,2024-07-11,6,21350.0,PE,1.95,2.4,1.15,1.4,1.4,82831,442144.72,698250,360550,True
2024-07-05,2024-07-11,6,21400.0,PE,1.55,2.4,1.1,1.4,1.4,74386,397994.77,721650,324525,True
2024-07-05,2024-07-11,6,21450.0,PE,2.0,2.45,1.15,1.45,1.45,79099,424201.85,657775,332100,True
2024-07-05,2024-07-11,6,21500.0,PE,1.4,2.25,0.95,1.3,1.3,154222,828999.57,2474175,185325,True
2024-07-05,2024-07-11,6,21550.0,PE,0.85,2.35,0.85,1.5,1.5,67067,361353.08,518500,341500,True
2024-07-05,2024-07-11,6,21600.0,PE,1.5,2.6,1.1,1.45,1.45,54582,294766.31,577675,231925,True
2024-07-05,2024-07-11,6,21650.0,PE,1.75,2.7,1.1,1.65,1.65,49415,267481.63,339125,307250,True
2024-07-05,2024-07-11,6,21700.0,PE,1.7,2.55,1.25,1.6,1.6,67845,368087.96,602625,314650,True
2024-07-05,2024-07-11,6,21750.0,PE,1.8,2.65,1.15,1.7,1.7,48409,263247.09,299825,296550,True
2024-07-05,2024-07-11,6,21800.0,PE,1.7,2.6,1.25,1.6,1.6,68534,373541.13,456250,314775,True
2024-07-05,2024-07-11,6,21850.0,PE,1.85,2.6,1.2,1.7,1.7,59413,324570.97,368750,308800,True
2024-07-05,2024-07-11,6,21900.0,PE,1.75,2.65,1.25,1.65,1.65,85791,469743.78,501325,322900,True
2024-07-05,2024-07-11,6,21950.0,PE,1.1,2.55,1.1,1.7,1.7,54617,299736.79,330825,324200,True
2024-07-05,2024-07-11,6,22000.0,PE,1.6,2.3,1.15,1.45,1.45,233129,1282302.02,1427350,-12800,True
2024-07-05,2024-07-11,6,22050.0,PE,1.95,2.9,1.2,1.55,1.55,2871,15827.56,9275,3600,True
2024-07-05,2024-07-11,6,22100.0,PE,1.75,2.3,0.9,1.55,1.55,51234,283088.87,124750,-8375,True
2024-07-05,2024-07-11,6,22150.0,PE,1.9,2.4,1.1,1.55,1.55,3699,20484.74,10275,7275,True
2024-07-05,2024-07-11,6,22200.0,PE,1.75,2.3,1.2,1.45,1.45,77959,432703.62,311925,107000,True
2024-07-05,2024-07-11,6,22250.0,PE,2.0,2.35,1.2,1.65,1.65,14731,81947.47,69400,37525,True
2024-07-05,2024-07-11,6,22300.0,PE,1.65,2.35,1.1,1.6,1.6,63540,354262.32,253800,79375,True
2024-07-05,2024-07-11,6,22350.0,PE,2.0,2.4,1.15,1.65,1.65,19083,106634.65,33950,19175,True
2024-07-05,2024-07-11,6,22400.0,PE,2.65,2.65,1.05,1.6,1.6,81882,458574.31,376200,7000,True
2024-07-05,2024-07-11,6,22450.0,PE,1.95,2.5,1.25,1.6,1.6,15161,85097.65,63000,24575,True
2024-07-05,2024-07-11,6,22500.0,PE,1.9,2.4,1.25,1.65,1.65,220266,1239093.58,1750700,408075,True
2024-07-05,2024-07-11,6,22550.0,PE,1.85,2.45,1.4,1.75,1.75,22880,128996.55,45325,28150,True
2024-07-05,2024-07-11,6,22600.0,PE,1.8,2.4,1.4,1.75,1.75,97833,552800.45,407425,62475,True
2024-07-05,2024-07-11,6,22650.0,PE,2.0,2.45,1.45,1.75,1.75,39643,224496.2,64275,36125,True
2024-07-05,2024-07-11,6,22700.0,PE,2.0,2.45,1.35,1.75,1.75,116687,662253.35,336675,-64875,True
2024-07-05,2024-07-11,6,22750.0,PE,2.2,2.45,1.35,1.8,1.8,41739,237410.12,119425,95000,True
2024-07-05,2024-07-11,6,22800.0,PE,1.85,2.45,1.45,1.8,1.8,240059,1368446.19,833600,324300,True
2024-07-05,2024-07-11,6,22850.0,PE,2.25,4.1,1.3,1.9,1.9,39264,224314.98,108700,63725,True
2024-07-05,2024-07-11,6,22900.0,PE,2.55,2.55,1.5,1.85,1.85,147707,845695.03,593550,111325,True
2024-07-05,2024-07-11,6,22950.0,PE,2.35,2.65,1.65,2.0,2.0,87104,499805.47,231650,153925,True
2024-07-05,2024-07-11,6,23000.0,PE,2.55,2.7,1.6,2.0,2.0,593160,3410982.14,4739250,243775,True
2024-07-05,2024-07-11,6,23050.0,PE,2.75,2.75,1.6,1.95,1.95,70592,406824.68,479675,28350,True
2024-07-05,2024-07-11,6,23100.0,PE,2.85,2.85,1.75,2.0,2.0,220114,1271282.61,878150,232750,True
2024-07-05,2024-07-11,6,23150.0,PE,3.0,3.0,1.8,2.15,2.15,63539,367770.62,214050,81575,True
2024-07-05,2024-07-11,6,23200.0,PE,3.15,3.55,1.75,2.15,2.15,358771,2081104.14,1290775,-201200,True
2024-07-05,2024-07-11,6,23250.0,PE,3.85,3.85,2.1,2.5,2.5,114064,663082.66,450350,71625,True
2024-07-05,2024-07-11,6,23300.0,PE,3.95,4.55,1.15,2.5,2.5,393448,2292144.65,2168700,892900,True
2024-07-05,2024-07-11,6,23350.0,PE,7.0,7.0,2.35,2.85,2.85,135585,791602.13,407100,190075,True
2024-07-05,2024-07-11,6,23400.0,PE,4.95,6.25,2.4,3.05,3.05,474226,2774719.85,2246275,1111250,True
2024-07-05,2024-07-11,6,23450.0,PE,6.55,6.85,2.95,3.55,3.55,226848,1330160.0,649525,263625,True
2024-07-05,2024-07-11,6,23500.0,PE,7.35,8.45,3.45,4.1,4.1,858807,5046693.75,5313400,1804825,True
2024-07-05,2024-07-11,6,23550.0,PE,10.55,10.55,3.75,4.4,4.4,266568,1569831.58,917675,444850,True
2024-07-05,2024-07-11,6,23600.0,PE,9.2,11.75,4.35,5.2,5.2,630988,3724003.23,2376925,1012300,True
2024-07-05,2024-07-11,6,23650.0,PE,12.7,14.5,5.1,5.9,5.9,334254,1977026.72,745125,312025,True
2024-07-05,2024-07-11,6,23700.0,PE,16.0,17.75,5.95,6.95,6.95,700457,4152023.14,1925900,672975,True
2024-07-05,2024-07-11,6,23750.0,PE,19.45,22.1,7.05,8.6,8.6,418803,2487982.3,1056475,648150,True
2024-07-05,2024-07-11,6,23800.0,PE,24.05,27.6,8.6,10.45,10.45,889372,5295366.17,3089550,1444125,True
2024-07-05,2024-07-11,6,23850.0,PE,25.7,34.2,10.7,13.0,13.0,441860,2636864.68,938925,484675,True
2024-07-05,2024-07-11,6,23900.0,PE,34.0,42.6,13.45,17.0,17.0,883171,5282815.32,2349450,808875,True
2024-07-05,2024-07-11,6,23950.0,PE,42.0,52.5,16.75,21.45,21.45,533990,3201682.0,918950,522000,True
2024-07-05,2024-07-11,6,24000.0,PE,51.4,64.8,21.55,27.55,27.55,1953220,11740117.5,5789325,1754600,True
2024-07-05,2024-07-11,6,24050.0,PE,64.4,79.0,26.8,34.05,34.05,778859,4692978.35,930750,408175,True
2024-07-05,2024-07-11,6,24100.0,PE,72.35,96.3,33.75,43.0,43.0,1838212,11105296.73,2790700,735825,True
2024-07-05,2024-07-11,6,24150.0,PE,95.0,116.45,42.3,53.25,53.25,1577007,9553117.35,1607150,1189025,True
2024-07-05,2024-07-11,6,24200.0,PE,93.25,138.9,53.4,68.9,68.9,4613869,28028315.25,4751875,1853175,True
2024-07-05,2024-07-11,6,24250.0,PE,106.75,164.5,66.95,85.1,85.1,2427462,14785497.6,1655575,938825,True
2024-07-05,2024-07-11,6,24300.0,PE,140.0,194.0,83.15,101.4,101.4,2961525,18090125.24,3710450,703225,True
2024-07-05,2024-07-11,6,24350.0,PE,168.95,225.45,102.75,121.3,121.3,812636,4978046.91,941000,313675,True
2024-07-05,2024-07-11,6,24400.0,PE,175.0,260.6,125.6,147.25,147.25,849972,5224614.7,1168200,-7325,True
2024-07-05,2024-07-11,6,24450.0,PE,248.5,298.2,152.4,176.8,176.8,156147,962700.83,230700,125350,True
2024-07-05,2024-07-11,6,24500.0,PE,280.0,339.0,182.95,209.7,209.7,331114,2049421.08,592775,-58500,True
2024-07-05,2024-07-11,6,24550.0,PE,319.7,382.0,216.25,243.2,243.2,27217,169018.87,66000,13525,True
2024-07-05,2024-07-11,6,24600.0,PE,355.0,425.5,253.0,286.65,286.65,72268,450462.31,264925,127675,True
2024-07-05,2024-07-11,6,24650.0,PE,393.65,470.2,292.7,325.6,325.6,8174,51130.03,34050,14800,True
2024-07-05,2024-07-11,6,24700.0,PE,420.0,518.0,335.4,368.8,368.8,17103,107401.59,74675,21850,True
2024-07-05,2024-07-11,6,24750.0,PE,458.45,559.35,379.35,417.85,417.85,1787,11261.44,7150,-2075,True
2024-07-05,2024-07-11,6,24800.0,PE,554.4,613.15,426.4,473.7,473.7,10099,63925.31,39475,13475,True
2024-07-05,2024-07-11,6,24850.0,PE,629.65,652.45,474.6,500.8,500.8,392,2489.9,3150,300,True
2024-07-05,2024-07-11,6,24900.0,PE,675.3,709.15,521.65,559.5,559.5,1239,7907.0,12000,-750,True
2024-07-05,2024-07-11,6,24950.0,PE,727.0,756.55,595.35,626.2,626.2,162,1038.08,950,400,True
2024-07-05,2024-07-11,6,25000.0,PE,744.95,810.2,619.0,664.95,664.95,11128,71560.57,71650,16425,True
2024-07-05,2024-07-11,6,25050.0,PE,764.75,781.75,676.15,732.7,732.7,26,167.73,300,300,True
2024-07-05,2024-07-11,6,25100.0,PE,815.45,900.25,719.0,752.6,752.6,257,1662.47,5300,4150,True
2024-07-05,2024-07-11,6,25150.0,PE,876.8,885.6,844.0,885.6,813.2,22,143.07,200,175,True
2024-07-05,2024-07-11,6,25200.0,PE,946.3,946.3,823.65,878.65,878.65,68,443.84,1025,525,True
2024-07-05,2024-07-11,6,25250.0,PE,0.0,0.0,0.0,1070.0,907.4,0,0.0,50,0,False
2024-07-05,2024-07-11,6,25300.0,PE,1101.0,1101.0,929.15,968.5,968.5,30,197.54,750,25,True
2024-07-05,2024-07-11,6,25350.0,PE,0.0,0.0,0.0,2369.8,1003.4,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25400.0,PE,1123.0,1210.0,1035.0,1035.65,1035.65,85,563.65,3375,-125,True
2024-07-05,2024-07-11,6,25450.0,PE,0.0,0.0,0.0,2466.1,1100.7,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25500.0,PE,1246.9,1296.9,1117.0,1147.55,1147.55,244,1630.64,6275,1375,True
2024-07-05,2024-07-11,6,25550.0,PE,0.0,0.0,0.0,2562.85,1198.95,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25600.0,PE,0.0,0.0,0.0,2611.4,1248.3,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25650.0,PE,0.0,0.0,0.0,2660.05,1297.75,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25700.0,PE,1471.0,1471.0,1400.0,1400.0,1347.35,2,13.56,50,0,True
2024-07-05,2024-07-11,6,25750.0,PE,0.0,0.0,0.0,2757.55,1397.0,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25800.0,PE,1480.0,1480.0,1480.0,1480.0,1446.75,1,6.82,25,-25,True
2024-07-05,2024-07-11,6,25850.0,PE,0.0,0.0,0.0,2855.35,1496.5,0,0.0,0,0,False
2024-07-05,2024-07-11,6,25900.0,PE,1618.35,1618.35,1618.35,1618.35,1618.35,1,6.87,25,25,True
2024-07-05,2024-07-11,6,25950.0,PE,0.0,0.0,0.0,2953.4,1596.15,0,0.0,0,0,False
2024-07-05,2024-07-11,6,26000.0,PE,1749.0,1749.0,1749.0,1749.0,1646.05,2,13.87,850,50,True
2024-07-05,2024-07-11,6,26050.0,PE,1712.75,1798.35,1712.75,1798.35,1695.95,2,13.9,25,25,True
2024-07-05,2024-07-18,13,21650.0,CE,0.0,0.0,0.0,2305.35,2728.55,0,0.0,150,0,False
2024-07-05,2024-07-18,13,21700.0,CE,0.0,0.0,0.0,1884.05,2678.7,0,0.0,0,0,False
2024-07-05,2024-07-18,13,21750.0,CE,0.0,0.0,0.0,1837.9,2628.85,0,0.0,0,0,False
2024-07-05,2024-07-18,13,21800.0,CE,0.0,0.0,0.0,1792.0,2578.95,0,0.0,0,0,False
2024-07-05,2024-07-18,13,21850.0,CE,0.0,0.0,0.0,1746.45,2529.1,0,0.0,0,0,False
2024-07-05,2024-07-18,13,21900.0,CE,0.0,0.0,0.0,1701.25,2479.25,0,0.0,0,0,False
2024-07-05,2024-07-18,13,21950.0,CE,0.0,0.0,0.0,1656.4,2429.4,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22000.0,CE,0.0,0.0,0.0,1611.85,2379.55,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22050.0,CE,0.0,0.0,0.0,1614.0,2329.7,0,0.0,25,0,False
2024-07-05,2024-07-18,13,22100.0,CE,0.0,0.0,0.0,1524.05,2279.9,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22150.0,CE,0.0,0.0,0.0,1480.75,2230.1,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22200.0,CE,0.0,0.0,0.0,1437.85,2180.3,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22250.0,CE,0.0,0.0,0.0,1395.5,2130.5,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22300.0,CE,0.0,0.0,0.0,1547.8,2080.75,0,0.0,0,0,False
2024-07-05,2024-07-18,13,22350.0,CE,0.0,0.0,0.0,1644.15,2031.05,0,0.0,100,0,False
2024-07-05,2024-07-18,13,22400.0,CE,0.0,0.0,0.0,1595.8,1981.35,0,0.0,125,0,False
2024-07-05,2024-07-18,13,22450.0,CE,0.0,0.0,0.0,1602.65,1931.7,0,0.0,200,0,False
2024-07-05,2024-07-18,13,22500.0,CE,1852.35,1852.35,1837.7,1837.7,1837.7,4,24.34,225,75,True
2024-07-05,2024-07-18,13,22550.0,CE,0.0,0.0,0.0,1451.75,1832.6,0,0.0,125,0,False
2024-07-05,2024-07-18,13,22600.0,CE,0.0,0.0,0.0,1530.0,1783.15,0,0.0,400,0,False
2024-07-05,2024-07-18,13,22650.0,CE,0.0,0.0,0.0,1356.85,1733.75,0,0.0,225,0,False
2024-07-05,2024-07-18,13,22700.0,CE,1549.0,1605.0,1539.0,1590.0,1590.0,10,60.66,625,250,True
2024-07-05,2024-07-18,13,22750.0,CE,0.0,0.0,0.0,1260.25,1635.35,0,0.0,525,0,False
2024-07-05,2024-07-18,13,22800.0,CE,0.0,0.0,0.0,1244.7,1586.3,0,0.0,425,0,False
2024-07-05,2024-07-18,13,22850.0,CE,0.0,0.0,0.0,1170.05,1537.45,0,0.0,175,0,False
2024-07-05,2024-07-18,13,22900.0,CE,0.0,0.0,0.0,1073.65,1488.75,0,0.0,700,0,False
2024-07-05,2024-07-18,13,22950.0,CE,0.0,0.0,0.0,1079.0,1440.25,0,0.0,125,0,False
2024-07-05,2024-07-18,13,23000.0,CE,1249.0,1380.0,1229.0,1348.65,1348.65,201,1220.38,7200,4200,True
2024-07-05,2024-07-18,13,23050.0,CE,0.0,0.0,0.0,1040.3,1344.0,0,0.0,250,0,False
2024-07-05,2024-07-18,13,23100.0,CE,1156.0,1275.0,1153.0,1275.0,1275.0,7,42.53,225,175,True
2024-07-05,2024-07-18,13,23150.0,CE,0.0,0.0,0.0,732.15,1248.95,0,0.0,0,0,False
2024-07-05,2024-07-18,13,23200.0,CE,0.0,0.0,0.0,1143.15,1201.95,0,0.0,2075,0,False
2024-07-05,2024-07-18,13,23250.0,CE,0.0,0.0,0.0,672.3,1155.4,0,0.0,0,0,False
2024-07-05,2024-07-18,13,23300.0,CE,930.3,976.55,930.3,970.2,1109.25,6,36.37,1000,0,True
2024-07-05,2024-07-18,13,23350.0,CE,0.0,0.0,0.0,1048.45,1063.6,0,0.0,600,0,False
2024-07-05,2024-07-18,13,23400.0,CE,860.0,980.7,860.0,950.35,950.35,102,620.63,2775,1150,True
2024-07-05,2024-07-18,13,23450.0,CE,860.9,922.4,860.9,918.85,918.85,7,42.63,875,25,True
2024-07-05,2024-07-18,13,23500.0,CE,765.0,900.0,744.85,877.75,877.75,171,1040.11,31400,525,True
2024-07-05,2024-07-18,13,23550.0,CE,720.75,872.2,696.0,861.9,861.9,29,176.43,2150,325,True
2024-07-05,2024-07-18,13,23600.0,CE,650.0,790.0,646.2,773.7,773.7,97,589.89,5025,1225,True
2024-07-05,2024-07-18,13,23650.0,CE,659.95,758.15,625.35,738.6,738.6,124,754.08,3350,2100,True
2024-07-05,2024-07-18,13,23700.0,CE,624.85,715.0,564.8,668.1,668.1,548,3331.57,12075,1950,True
2024-07-05,2024-07-18,13,23750.0,CE,558.9,659.4,512.45,626.55,626.55,119,723.75,3950,925,True
2024-07-05,2024-07-18,13,23800.0,CE,550.15,620.0,477.05,595.15,595.15,1958,11907.05,18300,-12075,True
2024-07-05,2024-07-18,13,23850.0,CE,459.5,577.5,436.1,557.05,557.05,666,4053.04,3550,2050,True
2024-07-05,2024-07-18,13,23900.0,CE,506.05,535.2,401.3,503.8,503.8,1292,7868.44,8975,1225,True
2024-07-05,2024-07-18,13,23950.0,CE,422.0,490.0,362.05,455.7,455.7,531,3233.77,2150,175,True
2024-07-05,2024-07-18,13,24000.0,CE,340.0,453.0,326.7,424.55,424.55,15112,92138.84,120050,37825,True
2024-07-05,2024-07-18,13,24050.0,CE,325.0,408.0,293.5,379.1,379.1,1103,6724.48,4550,3200,True
2024-07-05,2024-07-18,13,24100.0,CE,338.0,374.7,260.0,346.3,346.3,8900,54300.87,40925,17375,True
2024-07-05,2024-07-18,13,24150.0,CE,280.0,336.9,231.0,307.0,307.0,7325,44726.25,18675,10075,True
2024-07-05,2024-07-18,13,24200.0,CE,270.0,303.35,202.25,274.65,274.65,44162,269851.33,109950,56325,True
2024-07-05,2024-07-18,13,24250.0,CE,233.65,269.6,177.0,244.4,244.4,23665,144767.05,54325,37875,True
2024-07-05,2024-07-18,13,24300.0,CE,206.3,239.05,153.45,211.85,211.85,62071,380044.02,258500,99075,True
2024-07-05,2024-07-18,13,24350.0,CE,181.0,209.8,132.0,191.9,191.9,16047,98374.79,71450,30225,True
2024-07-05,2024-07-18,13,24400.0,CE,160.0,181.6,112.0,163.55,163.55,53614,328925.98,217200,104400,True
2024-07-05,2024-07-18,13,24450.0,CE,147.4,156.7,95.45,144.0,144.0,15170,93202.18,59850,34900,True
2024-07-05,2024-07-18,13,24500.0,CE,107.95,133.75,80.0,118.55,118.55,70212,431843.24,331625,127475,True
2024-07-05,2024-07-18,13,24550.0,CE,105.95,112.55,67.0,102.45,102.45,17179,105814.81,37925,26500,True
2024-07-05,2024-07-18,13,24600.0,CE,77.1,94.35,55.45,84.1,84.1,43346,267364.94,208725,133800,True
2024-07-05,2024-07-18,13,24650.0,CE,65.0,77.85,45.85,69.1,69.1,22412,138439.71,68750,46850,True
2024-07-05,2024-07-18,13,24700.0,CE,59.65,64.55,37.55,56.7,56.7,42301,261716.07,276950,115300,True
2024-07-05,2024-07-18,13,24750.0,CE,52.25,53.0,30.95,47.25,47.25,17617,109181.68,117675,89750,True
2024-07-05,2024-07-18,13,24800.0,CE,45.1,45.9,24.85,37.1,37.1,52315,324762.58,366325,158350,True
2024-07-05,2024-07-18,13,24850.0,CE,34.4,34.4,20.0,30.0,30.0,11105,69063.29,49175,22550,True
2024-07-05,2024-07-18,13,24900.0,CE,28.65,28.65,15.75,23.0,23.0,44483,277132.42,290525,84000,True
2024-07-05,2024-07-18,13,24950.0,CE,24.05,24.05,12.75,18.55,18.55,9061,56556.75,45200,16350,True
2024-07-05,2024-07-18,13,25000.0,CE,20.0,20.05,10.6,14.65,14.65,55509,347120.47,469400,98875,True
2024-07-05,2024-07-18,13,25050.0,CE,15.0,18.55,8.35,11.55,11.55,5584,34985.1,32625,20075,True
2024-07-05,2024-07-18,13,25100.0,CE,12.25,13.1,6.75,8.9,8.9,25374,159277.13,201900,120650,True
2024-07-05,2024-07-18,13,25150.0,CE,11.0,11.75,5.85,7.4,7.4,2718,17094.37,27225,12575,True
2024-07-05,2024-07-18,13,25200.0,CE,9.15,9.15,4.65,5.55,5.55,21183,133483.86,109125,93825,True
2024-07-05,2024-07-18,13,25250.0,CE,8.7,8.7,4.25,5.05,5.05,2639,16662.31,30875,4600,True
2024-07-05,2024-07-18,13,25300.0,CE,6.55,6.55,3.7,4.0,4.0,10901,68960.75,138050,69325,True
2024-07-05,2024-07-18,13,25350.0,CE,0.0,0.0,0.0,53.75,43.4,0,0.0,0,0,False
2024-07-05,2024-07-18,13,25400.0,CE,5.15,5.4,2.95,3.25,3.25,3975,25244.76,57475,13600,True
2024-07-05,2024-07-18,13,25450.0,CE,3.75,6.6,2.65,3.0,3.0,452,2876.22,4450,3875,True
2024-07-05,2024-07-18,13,25500.0,CE,4.0,4.35,2.55,2.85,2.85,21600,137715.92,210775,167425,True
2024-07-05,2024-07-18,13,25550.0,CE,3.25,4.1,2.5,2.8,2.8,489,3123.86,14300,3150,True
2024-07-05,2024-07-18,13,25600.0,CE,3.45,3.45,2.3,2.55,2.55,1605,10273.08,52650,12600,True
2024-07-05,2024-07-18,13,25650.0,CE,3.7,3.9,2.3,2.5,2.5,228,1462.22,6100,900,True
2024-07-05,2024-07-18,13,25700.0,CE,2.8,3.35,2.05,2.3,2.3,1568,10075.34,36550,10875,True
2024-07-05,2024-07-18,13,25750.0,CE,2.45,3.2,2.2,2.35,2.35,334,2150.34,8175,1000,True
2024-07-05,2024-07-18,13,25800.0,CE,2.75,2.9,2.0,2.2,2.2,867,5592.66,50375,-2550,True
2024-07-05,2024-07-18,13,25850.0,CE,3.3,3.3,1.9,2.1,2.1,164,1059.94,1100,425,True
2024-07-05,2024-07-18,13,25900.0,CE,2.8,4.2,1.9,2.35,2.35,1536,9946.51,22400,3200,True
2024-07-05,2024-07-18,13,25950.0,CE,2.75,3.4,1.8,2.1,7.9,92,596.9,1300,725,True
2024-07-05,2024-07-18,13,26000.0,CE,3.0,3.0,1.85,1.95,1.95,3148,20463.73,34775,34550,True
