trade_date,expiry_date,days_to_expiry,strike,option_type,open,high,low,close,settle_pr,contracts,val_inlakh,open_int,chg_in_oi,has_traded
2024-07-05,2024-07-11,6,22000.0,CE,2200.0,2355.5,2200.0,2351.75,2351.75,25,151.53,14350,275,True
2024-07-05,2024-07-11,6,22050.0,CE,0.0,0.0,0.0,1484.95,2299.6,0,0.0,50,0,False
2024-07-05,2024-07-11,6,22100.0,CE,0.0,0.0,0.0,2245.0,2249.65,0,0.0,125,0,False
2024-07-05,2024-07-11,6,22150.0,CE,0.0,0.0,0.0,2171.55,2199.7,0,0.0,125,0,False
2024-07-05,2024-07-11,6,22200.0,CE,2006.9,2124.65,2006.9,2124.65,2124.65,9,54.58,1100,25,True
2024-07-05,2024-07-11,6,22250.0,CE,1961.45,2075.15,1961.45,2075.15,2075.15,8,48.53,125,50,True
2024-07-05,2024-07-11,6,22300.0,CE,2020.0,2020.0,2020.0,2020.0,2049.9,1,6.08,725,0,True
2024-07-05,2024-07-11,6,22350.0,CE,0.0,0.0,0.0,1990.35,1999.95,0,0.0,50,0,False
2024-07-05,2024-07-11,6,22400.0,CE,1917.05,1917.05,1775.75,1899.0,1899.0,13,78.94,775,300,True
2024-07-05,2024-07-11,6,22450.0,CE,1746.2,1764.45,1746.2,1764.45,1900.05,25,151.29,1800,625,True
2024-07-05,2024-07-11,6,22500.0,CE,1710.05,1855.55,1700.0,1843.6,1843.6,244,1483.04,63750,-225,True
2024-07-05,2024-07-11,6,22550.0,CE,1766.15,1794.1,1641.7,1718.1,1800.2,8,48.56,1275,75,True
2024-07-05,2024-07-11,6,22600.0,CE,1660.0,1741.0,1596.0,1741.0,1741.0,11,66.65,1725,-50,True
2024-07-05,2024-07-11,6,22650.0,CE,0.0,0.0,0.0,1700.0,1700.35,0,0.0,600,0,False
2024-07-05,2024-07-11,6,22700.0,CE,1513.5,1675.0,1500.0,1661.1,1661.1,17,103.09,8325,-25,True
2024-07-05,2024-07-11,6,22750.0,CE,1460.0,1597.1,1460.0,1518.15,1600.55,74,447.93,2850,1800,True
2024-07-05,2024-07-11,6,22800.0,CE,0.0,0.0,0.0,1508.7,1550.65,0,0.0,17175,0,False
2024-07-05,2024-07-11,6,22850.0,CE,0.0,0.0,0.0,1460.0,1500.75,0,0.0,325,0,False
2024-07-05,2024-07-11,6,22900.0,CE,1310.0,1416.0,1291.0,1416.0,1416.0,165,998.9,12450,2625,True
2024-07-05,2024-07-11,6,22950.0,CE,1285.7,1372.9,1253.0,1352.95,1401.15,46,279.19,550,50,True
2024-07-05,2024-07-11,6,23000.0,CE,1304.0,1378.0,1190.0,1340.0,1340.0,1802,10928.07,150500,-5700,True
2024-07-05,2024-07-11,6,23050.0,CE,0.0,0.0,0.0,1285.5,1301.7,0,0.0,800,0,False
2024-07-05,2024-07-11,6,23100.0,CE,1144.75,1272.4,1104.55,1232.4,1232.4,170,1031.08,14325,575,True
2024-07-05,2024-07-11,6,23150.0,CE,1150.0,1215.7,1126.5,1211.25,1211.25,9,54.7,825,75,True
2024-07-05,2024-07-11,6,23200.0,CE,1046.6,1178.2,990.1,1128.75,1128.75,373,2262.69,54500,925,True
2024-07-05,2024-07-11,6,23250.0,CE,992.15,1127.5,960.75,1118.65,1118.65,29,175.98,8875,150,True
2024-07-05,2024-07-11,6,23300.0,CE,950.05,1078.85,891.2,1043.8,1043.8,3694,22453.61,49075,2150,True
2024-07-05,2024-07-11,6,23350.0,CE,904.35,1027.45,884.25,994.35,994.35,170,1033.51,3750,-300,True
2024-07-05,2024-07-11,6,23400.0,CE,885.2,980.0,795.0,929.15,929.15,1935,11745.1,46650,-3600,True
2024-07-05,2024-07-11,6,23450.0,CE,790.75,932.55,775.0,921.35,921.35,119,723.21,12725,-600,True
2024-07-05,2024-07-11,6,23500.0,CE,819.0,882.3,699.0,828.0,828.0,6447,39132.27,250500,-11975,True
2024-07-05,2024-07-11,6,23550.0,CE,656.1,836.45,647.7,796.7,796.7,253,1535.33,3425,-2100,True
2024-07-05,2024-07-11,6,23600.0,CE,696.3,782.4,599.9,740.1,740.1,2502,15185.67,97225,-4525,True
2024-07-05,2024-07-11,6,23650.0,CE,575.05,732.7,555.0,685.6,685.6,1141,6923.58,20250,-2275,True
2024-07-05,2024-07-11,6,23700.0,CE,603.0,685.6,507.7,656.25,656.25,4339,26356.63,130300,-1325,True
2024-07-05,2024-07-11,6,23750.0,CE,544.05,636.35,460.0,587.25,587.25,1573,9546.11,13150,-3450,True
2024-07-05,2024-07-11,6,23800.0,CE,534.2,589.05,414.95,551.3,551.3,29870,181352.14,217750,925,True
2024-07-05,2024-07-11,6,23850.0,CE,440.85,543.8,372.9,504.05,504.05,5519,33507.25,30450,7325,True
2024-07-05,2024-07-11,6,23900.0,CE,412.6,495.9,329.25,448.8,448.8,39025,237029.75,181075,-950,True
2024-07-05,2024-07-11,6,23950.0,CE,371.3,449.7,290.0,405.5,405.5,18147,110269.65,42775,9700,True
