bucket,label,trade_count,first_entry,last_expiry,total_pnl_points,mean_pnl_points,worst_trade_points,max_drawdown_points,win_rate,total_return_on_margin,annualized_return_on_margin
2016,TB11_spot_3pct_ret5_m1_sma_0,16,2016-07-18,2016-10-27,85.14249999999998,5.321406249999999,-2.375,-2.375,0.8125,0.18233798329892612,0.7234962220660517
2017,TB11_spot_3pct_ret5_m1_sma_0,34,2017-03-20,2017-12-28,7.582500000001097,0.22301470588238523,-10.857499999999636,-35.41999999999891,0.5,0.013179558341890782,0.01704249010355019
2018,TB11_spot_3pct_ret5_m1_sma_0,24,2018-04-16,2018-12-27,93.8975,3.912395833333333,-10.8475,-10.847499999999997,0.7916666666666666,0.1633231689655305,0.24195576910464145
2019,TB11_spot_3pct_ret5_m1_sma_0,67,2019-01-21,2020-01-02,830.109999999999,12.389701492537299,-74.02500000000036,-74.99500000000035,0.7014925373134329,1.5920999618467055,1.0943205101697084
2020,TB11_spot_3pct_ret5_m1_sma_0,112,2020-01-02,2021-01-07,69.3949999999997,0.6195982142857116,-535.74,-1390.7124999999992,0.8303571428571429,0.5307460580118717,0.21856272981667169
2021,TB11_spot_3pct_ret5_m1_sma_0,94,2021-01-04,2022-01-06,-75.40249999999736,-0.8021542553191209,-523.9774999999996,-1239.6124999999988,0.8085106382978723,-0.14144531758512302,-0.08090373808269391
2022,TB11_spot_3pct_ret5_m1_sma_0,65,2022-01-03,2022-12-22,363.26749999999845,5.588730769230746,-611.0275,-1048.6825000000008,0.8307692307692308,0.4721050794726301,0.3625456105338307
2023,TB11_spot_3pct_ret5_m1_sma_0,53,2023-01-16,2023-12-28,142.10250000000002,2.6811792452830194,-3.1025000000000005,-10.22249999999999,0.5660377358490566,0.13673882151128824,0.1339933046292141
2024,TB11_spot_3pct_ret5_m1_sma_0,33,2024-01-02,2024-06-27,1059.8875000000014,32.11780303030307,-2.0499999999999994,-2.0500000000000114,0.9090909090909091,1.005274782929917,1.9933176066422864
