experiment_id,portfolio_style,rebalance_rule,top_k,rebalance_count,portfolio_mean_return,portfolio_median_return,portfolio_std_return,portfolio_mean_turnover,portfolio_mean_long_contribution,portfolio_mean_short_contribution,positive_windows,zero_windows,negative_windows,portfolio_win_rate,top_contributor_share,benchmark_policy,benchmark_return,excess_vs_benchmark,beats_flat,beats_benchmark,promotion_verdict
E1003,long_only,every_21_session_open,3,35,0.013336190886913906,0.010174262660479454,0.04485930317941869,1.838095238095238,0.013336190886913906,0.0,25,0,10,0.7142857142857143,0.09728036721760219,SIGNAL_E211_BANDED_68,0.0001012555869542,0.013234935299959706,True,True,baseline_promoted
E1006,long_only,every_21_session_open,3,35,0.007673941770736278,0.008755328965843814,0.04021102162611718,1.8,0.007673941770736278,0.0,21,0,14,0.6,0.0858227981175044,SIGNAL_E211_BANDED_68,0.0001012555869542,0.007572686183782078,True,True,baseline_promoted
E1002,long_only,every_21_session_open,3,35,0.007438722781555099,0.0073738944473155325,0.040030263120099566,1.7619047619047619,0.007438722781555099,0.0,20,0,15,0.5714285714285714,0.10826275225354146,SIGNAL_E211_BANDED_68,0.0001012555869542,0.007337467194600899,True,True,baseline_promoted
