output_prefix,spot_path,spot_status,vix_path,vix_status,bhavcopy_root,variant_count,mode_scope
tb11_options_spot_regime_tail,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_NIFTY_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\data_fetched_INDIAVIX_day_3650d.csv,ok,C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy,8,real_chain_options_spot_regime_tail_control_research_only
