ticker,cycle,policy,cost_profile_label,cost_profile,slippage_rate,disable_costs,test_return,test_drawdown,test_sharpe,test_turnover,test_trades
HDFCBANK,1,SIGNAL_E211_BANDED_68,cash_equity_realistic,cash_equity,0.001,False,-0.0006767960760271086,0.0006767960760271308,-0.14504427434015685,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,-0.0003991106243471654,0.0003991106243471222,-0.10272482447304875,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,-0.0002348095884797674,0.0002348095884797658,-0.09365341958858055,0.9999999995,2
HDFCBANK,1,FLAT,cash_equity_realistic,cash_equity,0.001,False,0.0,0.0,-10.0,0.0,0
HDFCBANK,1,SIGNAL_E211_BANDED_68,cash_equity_half_slippage,cash_equity,0.0005,False,-0.0004948660587137388,0.0004948660587137056,-0.14062779012238605,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,-0.0003079106256336228,0.0003079106256336672,-0.1006912725148688,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,-0.00014338715798489776,0.00014338715798494376,-0.08577150990380587,0.9999999995,2
HDFCBANK,1,FLAT,cash_equity_half_slippage,cash_equity,0.0005,False,0.0,0.0,-10.0,0.0,0
HDFCBANK,1,SIGNAL_E211_BANDED_68,stock_futures_realistic,stock_futures,0.001,False,-0.0007155059990129331,0.0007155059990129303,-0.14634679086282001,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,-0.00041850780869301385,0.0004185078086929934,-0.10420347000481398,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,-0.00025427556125501294,0.0002542755612550536,-0.09319673866780406,0.9999999995,2
HDFCBANK,1,FLAT,stock_futures_realistic,stock_futures,0.001,False,0.0,0.0,-10.0,0.0,0
HDFCBANK,1,SIGNAL_E211_BANDED_68,stock_futures_half_slippage,stock_futures,0.0005,False,-0.0005335996288066136,0.0005335996288065871,-0.14314403303455592,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,-0.00032731966088650477,0.0003273196608864964,-0.10313438266267821,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,-0.00016286501938267417,0.00016286501938266157,-0.0854052538759904,0.9999999995,2
HDFCBANK,1,FLAT,stock_futures_half_slippage,stock_futures,0.0005,False,0.0,0.0,-10.0,0.0,0
HDFCBANK,1,SIGNAL_E211_BANDED_68,stock_futures_fees_only,stock_futures,0.0,False,-0.00035169325859985,0.0003516932585998802,-0.1348665453076353,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,-0.0002361315130799957,0.00023613151307999943,-0.10073340896515068,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,-7.145447751011336e-05,8.018536617000791e-05,-0.06227401246144038,0.9999999995,2
HDFCBANK,1,FLAT,stock_futures_fees_only,stock_futures,0.0,False,0.0,0.0,-10.0,0.0,0
HDFCBANK,1,SIGNAL_E211_BANDED_68,stock_futures_frictionless,stock_futures,0.0,True,-0.00012000000000012001,0.00012000000000007275,-0.07465980423863476,1.999999999,4
HDFCBANK,1,SIGNAL_E801_BANDED_70,stock_futures_frictionless,stock_futures,0.0,True,-0.00012000000000012001,0.00012000000000007275,-0.07465980423863476,1.9999999979999998,2
HDFCBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_frictionless,stock_futures,0.0,True,4.4999999999850715e-05,0.0,0.10490206627284293,0.9999999995,2
HDFCBANK,1,FLAT,stock_futures_frictionless,stock_futures,0.0,True,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,cash_equity_realistic,cash_equity,0.001,False,0.0005333654060142301,0.0006072237524876982,0.033331997363870866,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,-0.0015660125104576261,0.0015660125104575854,-0.09886040809892573,0.9999999995,2
ICICIBANK,1,FLAT,cash_equity_realistic,cash_equity,0.001,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,cash_equity_half_slippage,cash_equity,0.0005,False,0.0008132092512571631,0.0003972951170339002,0.04923666128550999,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,-0.0014267775257289506,0.001426777525728903,-0.0965270647597243,0.9999999995,2
ICICIBANK,1,FLAT,cash_equity_half_slippage,cash_equity,0.0005,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,stock_futures_realistic,stock_futures,0.001,False,0.0004736173786161757,0.0006339070815220111,0.03024588182314637,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,-0.001595501844922409,0.0015955018449223643,-0.1004360864384902,0.9999999995,2
ICICIBANK,1,FLAT,stock_futures_realistic,stock_futures,0.001,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,stock_futures_half_slippage,stock_futures,0.0005,False,0.0007534247660581084,0.0004239983549710814,0.04668143126893821,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,-0.0014562849019610358,0.001456284901961044,-0.0983646766236597,0.9999999995,2
ICICIBANK,1,FLAT,stock_futures_half_slippage,stock_futures,0.0005,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,stock_futures_fees_only,stock_futures,0.0,False,0.001033232153499819,0.0002140896284201517,0.06147014795258759,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,-0.0013170679590001066,0.0013170679590000873,-0.09568407683390709,0.9999999995,2
ICICIBANK,1,FLAT,stock_futures_fees_only,stock_futures,0.0,False,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E211_BANDED_68,stock_futures_frictionless,stock_futures,0.0,True,0.0013900000000002244,0.0,0.0758253347771124,1.999999999,4
ICICIBANK,1,SIGNAL_E801_BANDED_70,stock_futures_frictionless,stock_futures,0.0,True,0.0,0.0,-10.0,0.0,0
ICICIBANK,1,SIGNAL_E1102_BANDED_70,stock_futures_frictionless,stock_futures,0.0,True,-0.001140000000000141,0.0011400000000001455,-0.08803069358204813,0.9999999995,2
ICICIBANK,1,FLAT,stock_futures_frictionless,stock_futures,0.0,True,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E211_BANDED_68,cash_equity_realistic,cash_equity,0.001,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E801_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,0.00048332256492766845,0.00016030572014187782,0.0543847727657572,1.9999999979999998,2
SBIN,1,SIGNAL_E1102_BANDED_70,cash_equity_realistic,cash_equity,0.001,False,0.0031863030521745994,0.0004995304479946022,0.10058383201597328,0.5714285713469388,4
SBIN,1,FLAT,cash_equity_realistic,cash_equity,0.001,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E211_BANDED_68,cash_equity_half_slippage,cash_equity,0.0005,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E801_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,0.0005965648868337947,0.00010386201099099708,0.06291006231388273,1.9999999979999998,2
SBIN,1,SIGNAL_E1102_BANDED_70,cash_equity_half_slippage,cash_equity,0.0005,False,0.0034095524659374377,0.00043934049055142265,0.1074686836866542,0.5714285713469388,4
SBIN,1,FLAT,cash_equity_half_slippage,cash_equity,0.0005,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E211_BANDED_68,stock_futures_realistic,stock_futures,0.001,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E801_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,0.00045911001218224,0.00015765675013826696,0.05382447814061585,1.9999999979999998,2
SBIN,1,SIGNAL_E1102_BANDED_70,stock_futures_realistic,stock_futures,0.001,False,0.003138279406615485,0.0004967341776175665,0.09884520160990068,0.5714285713469388,4
SBIN,1,FLAT,stock_futures_realistic,stock_futures,0.001,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E211_BANDED_68,stock_futures_half_slippage,stock_futures,0.0005,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E801_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,0.0005723375667210373,0.00010121436414920027,0.06274406328756632,1.9999999979999998,2
SBIN,1,SIGNAL_E1102_BANDED_70,stock_futures_half_slippage,stock_futures,0.0005,False,0.0033614995884576615,0.00043654304583557656,0.10576626843305595,0.5714285713469388,4
SBIN,1,FLAT,stock_futures_half_slippage,stock_futures,0.0005,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E211_BANDED_68,stock_futures_fees_only,stock_futures,0.0,False,0.0,0.0,-10.0,0.0,0
SBIN,1,SIGNAL_E801_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,0.0006855651212600566,4.4771978159951687e-05,0.06999350082178894,1.9999999979999998,2
SBIN,1,SIGNAL_E1102_BANDED_70,stock_futures_fees_only,stock_futures,0.0,False,0.003584719770299838,0.00037637144467550125,0.1124299311148465,0.5714285713469388,4
SBIN,1,FLAT,stock_futures_fees_only,stock_futures,0.0,False,0.0,0.0,-10.0,0.0,0
