generated_at_ist,collection_date_ist,phase1_latest_observed_timestamp_ist,t28_generated_at_ist,phase1_to_t28_gap_seconds,same_window_passed,phase1_weighted_credit_points,phase1_modeled_credit_points,phase2_defensive_credit_points,phase2_weighted_credit_points,phase2_vs_phase1_diff_points,phase2_vs_phase1_diff_pct,phase2_vs_model_diff_points,phase2_vs_model_diff_pct,within_10pct_adverse_tolerance,within_15pct_adverse_tolerance,all_legs_reconciliation_ok,phase2_reconciliation_passed,broker_block_violations,broker_orders_allowed,reconciliation_status
2026-08-17T13:20:00.308583+05:30,2026-08-17,2026-08-17T13:17:39.531011+05:30,2026-08-17T13:19:36.302555+05:30,116.771544,True,2.1750000000000003,2.325,1.4,2.1,-0.0750000000000001,-0.0344827586206897,-0.2250000000000001,-0.0967741935483871,True,True,True,True,0,False,phase2_no_order_reconciliation_passed
2026-08-18T09:46:27.644930+05:30,2026-08-18,2026-08-18T09:41:07.973480+05:30,2026-08-18T09:46:02.952543+05:30,294.979063,True,0.6749999999999999,0.8250000000000001,0.4499999999999999,0.6749999999999999,0.0,0.0,-0.1500000000000001,-0.1818181818181819,True,True,True,True,0,False,phase2_no_order_reconciliation_passed
2026-08-19T09:46:28.990607+05:30,2026-08-19,2026-08-19T09:41:08.144090+05:30,2026-08-19T09:46:05.784021+05:30,297.639931,True,11.55,11.775,7.35,11.025,-0.5250000000000004,-0.0454545454545454,-0.75,-0.0636942675159235,True,True,True,True,0,False,phase2_no_order_reconciliation_passed
2026-08-20T09:46:26.051465+05:30,2026-08-20,2026-08-20T09:41:09.152856+05:30,2026-08-20T09:46:02.411136+05:30,293.25828,True,6.825000000000001,7.012499999999999,4.25,6.375,-0.45000000000000107,-0.06593406593406607,-0.6374999999999993,-0.09090909090909081,True,True,True,True,0,False,phase2_no_order_reconciliation_passed
