candidate_id,experiment_id,portfolio_style,top_k,rebalance_rule,normal_active_weight,hedge_active_weight,low_breadth_rel_threshold,fold_count,rebalance_count,hedge_regime_count,mean_strategy_annualized,min_strategy_annualized,mean_buyhold_annualized,min_buyhold_annualized,folds_beating_buyhold,top_contributor_share,passes_mean_gate,passes_10_of_10_gate,passes_worst_fold_gate,promotion_verdict
E1006_core_dynamic_active_top10_r30_relbreadth_q25_hedge,E1006,periodic_equal_weight_core_plus_dynamic_score_weighted_active_hedge,10,every_30_session_open,0.1,-0.2,0.3703703703703703,10,90,25,0.18818872667241374,-0.10693238095136393,0.17117675082778339,-0.11435339804670264,10,0.07648629874324207,True,True,True,research_only
