strategy,entry_date,expiry_date,days_to_expiry,spot_entry,spot_expiry,spot_sma20,spot_ret_20d,short_put_strike,long_put_strike,spread_width_points,short_put_close,long_put_close,net_credit,expiry_payoff,total_cost_points,net_pnl_points,margin_estimate_points,return_on_margin,total_entry_contracts,short_open_int,long_open_int
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-05-17,2017-05-25,8,9429.45,9595.1,9341.185,0.03580491019937404,9100.0,8900.0,200.0,3.9,2.75,0.1525000000000003,0.0,2.0,-1.8474999999999997,199.8475,-0.009244548968588548,53379.0,4342725.0,2780250.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-05-18,2017-05-25,7,9427.9,9595.1,9355.759999999998,0.03190534565036551,9100.0,8900.0,200.0,5.4,2.7,1.4849999999999999,0.0,2.0,-0.5150000000000001,198.515,-0.0025942623983074334,70308.0,4302300.0,2696850.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-05-22,2017-05-25,3,9386.15,9595.1,9380.1125,0.018247007197912612,9100.0,8900.0,200.0,1.9,0.95,0.5225000000000002,0.0,2.0,-1.4774999999999998,199.4775,-0.007406850396661277,88153.0,3907875.0,2708250.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-06-20,2017-06-29,9,9633.6,9520.9,9623.45,0.02917029448055941,9300.0,9100.0,200.0,3.55,1.8,0.9474999999999998,0.0,2.0,-1.0525000000000002,199.0525,-0.005287549767021264,53662.0,3526500.0,1496550.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-07-17,2017-07-27,10,9827.15,10014.5,9681.015,0.017561389793477655,9500.0,9300.0,200.0,5.9,3.15,1.392500000000001,0.0,2.0,-0.607499999999999,198.6075,-0.003058796873229858,78596.0,4873950.0,3160950.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-07-18,2017-07-27,9,9899.6,10014.5,9693.32,0.025493344382866434,9600.0,9400.0,200.0,11.35,4.1,4.9325,0.0,2.0,2.9325,197.99200000000002,0.014811204493110831,173018.0,5061000.0,4189050.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-07-20,2017-07-27,7,9915.25,10014.5,9719.567500000001,0.02962097611630332,9600.0,9400.0,200.0,5.05,2.35,1.5899999999999999,0.0,2.0,-0.41000000000000014,198.41,-0.0020664281034222074,117527.0,4735725.0,4338600.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-09-18,2017-09-28,10,10147.55,9788.6,9962.8825,0.04031022056825928,9800.0,9550.0,250.0,7.6,3.65,2.2625,11.399999999999636,2.0,-11.137499999999637,247.7375,-0.04495685957919022,70873.0,3753525.0,29100.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-10-16,2017-10-26,10,10234.45,10323.05,9988.7425,0.008012331209187318,9900.0,9650.0,250.0,12.75,5.7,4.282500000000001,0.0,2.0,2.2825000000000006,245.7175,0.009289122671360407,115162.0,5562750.0,156150.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-10-17,2017-10-26,9,10210.85,10323.05,9991.907500000001,0.0062379589161916105,9900.0,9650.0,250.0,12.6,5.55,4.3275,0.0,2.0,2.3274999999999997,245.6725,0.009473994850868533,52649.0,5379300.0,122625.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-10-18,2017-10-26,8,10146.55,10323.05,9992.177500000002,0.0005324839885023636,9800.0,9550.0,250.0,7.45,3.55,2.25,0.0,2.0,0.25,247.75,0.0010090817356205853,50031.0,4746900.0,75750.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-10-23,2017-10-26,3,10207.7,10323.05,10007.49,0.024416924250331373,9900.0,9650.0,250.0,5.55,1.85,2.5899999999999994,0.0,2.0,0.5899999999999994,247.41,0.0023847055494927425,185000.0,4742700.0,88650.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-11-20,2017-11-30,10,10326.9,10121.8,10318.3675,0.011677459172977134,10000.0,9750.0,250.0,10.0,2.7,5.395,0.0,2.0,3.3949999999999996,244.605,0.013879520042517527,88216.0,4958400.0,5025.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-11-21,2017-11-30,9,10342.3,10121.8,10320.715,0.004560311208458012,10000.0,9750.0,250.0,6.75,2.5,2.8625,0.0,2.0,0.8624999999999998,247.1375,0.0034899600424864695,63568.0,5028525.0,6300.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-11-22,2017-11-30,8,10348.75,10121.8,10320.9625,0.0004785475357218516,10000.0,9750.0,250.0,5.6,1.45,3.0925000000000002,0.0,2.0,1.0925000000000002,246.9075,0.004424733959073743,56537.0,4947000.0,4425.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-12-18,2017-12-28,10,10463.2,10530.7,10273.765,0.013198539736029247,10100.0,9850.0,250.0,19.75,7.75,7.874999999999998,0.0,2.0,5.874999999999998,242.125,0.02426432627774909,320962.0,4147275.0,74025.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-12-19,2017-12-28,9,10444.2,10530.7,10278.86,0.009852740686307815,10100.0,9850.0,250.0,9.75,4.0,3.6875,0.0,2.0,1.6875,246.3125,0.006851053032225323,94292.0,4283550.0,63600.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2017-12-20,2017-12-28,8,10440.3,10530.7,10283.4375,0.008846479043362665,10100.0,9850.0,250.0,9.75,4.95,2.5949999999999998,0.0,2.0,0.5949999999999998,247.405,0.002404963521351629,69137.0,4204350.0,64275.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-04-16,2018-04-26,10,10548.7,10692.3,10268.607500000002,0.034678253875617404,10200.0,9950.0,250.0,17.0,8.1,5.135,0.0,2.0,3.135,244.865,0.012802973066791904,134077.0,4470600.0,138450.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-04-17,2018-04-26,9,10526.2,10692.3,10290.205,0.042791688337419975,10200.0,9950.0,250.0,12.45,5.95,3.74,0.0,2.0,1.7400000000000002,246.26,0.007065702915617641,128119.0,4132425.0,126975.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-04-18,2018-04-26,8,10565.3,10692.3,10312.252499999999,0.04355341330554552,10200.0,9950.0,250.0,12.3,5.35,4.302500000000001,0.0,2.0,2.302500000000001,245.6975,0.009371279724050921,93465.0,4290675.0,112500.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-04-19,2018-04-26,7,10564.05,10692.3,10332.692500000001,0.040255040496294914,10200.0,9950.0,250.0,8.45,4.25,2.295,0.0,2.0,0.29499999999999993,247.705,0.0011909327627621562,69848.0,4662075.0,102225.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-06-19,2018-06-28,9,10772.05,10714.3,10716.227499999999,0.032760166245619615,10400.0,10150.0,250.0,14.3,4.85,6.577500000000002,0.0,2.0,4.577500000000002,243.42249999999999,0.018804753052819697,70378.0,2931075.0,36750.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-06-20,2018-06-28,8,10741.1,10714.3,10727.59,0.021614346790186367,10400.0,10150.0,250.0,7.05,3.0,2.5425,0.0,2.0,0.5425,247.4575,0.0021922956467272155,52275.0,2753250.0,27000.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-07-18,2018-07-26,8,10957.1,11278.35,10832.5375,0.020109672193723283,10600.0,10350.0,250.0,14.6,6.25,5.222500000000001,0.0,2.0,3.222500000000001,244.7775,0.013165017209506597,80804.0,3921900.0,51075.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-07-23,2018-07-26,3,11134.3,11278.35,10876.327500000001,0.03390704001708578,10800.0,10550.0,250.0,7.55,3.35,2.565,0.0,2.0,0.565,247.435,0.002283427970982278,143084.0,4262025.0,119550.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-08-20,2018-08-30,10,11570.9,11680.5,11361.7875,0.043857552042220194,11200.0,10950.0,250.0,13.75,6.2,4.5575,0.0,2.0,2.5575,245.4425,0.010419955794126934,64889.0,3841575.0,135525.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-08-23,2018-08-30,7,11557.1,11680.5,11405.465,0.038187208048868104,11200.0,10950.0,250.0,6.6,3.8,1.2400000000000002,0.0,2.0,-0.7599999999999998,248.76,-0.003055153561665862,73127.0,3847650.0,151800.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-11-19,2018-11-29,10,10656.2,10876.75,10444.6425,0.04011127107684054,10300.0,10050.0,250.0,17.5,8.65,4.9275,0.0,2.0,2.9275,245.0725,0.01194544471533934,50355.0,2232750.0,62400.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-11-21,2018-11-29,8,10526.75,10876.75,10482.404999999999,0.02953617447859358,10200.0,9950.0,250.0,10.9,4.75,3.802500000000001,0.0,2.0,1.802500000000001,246.1975,0.007321357852943272,90143.0,2664975.0,54075.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-11-26,2018-11-29,3,10685.6,10876.75,10540.369999999999,0.06536390827517446,10350.0,10100.0,250.0,7.05,2.45,3.175,0.0,2.0,1.1749999999999998,246.825,0.004760457814240859,88679.0,375900.0,1567575.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-12-18,2018-12-27,9,10967.3,10859.9,10743.6425,0.029194271879281475,10600.0,10350.0,250.0,16.3,6.9,5.920000000000001,0.0,2.0,3.920000000000001,244.08,0.016060308095706327,102202.0,2974425.0,188550.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2018-12-19,2018-12-27,8,10951.7,10859.9,10761.225,0.03317437181900096,10600.0,10350.0,250.0,11.5,5.45,3.5075000000000003,0.0,2.0,1.5075000000000003,246.4925,0.006115804740509347,68892.0,2936025.0,181200.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-01-23,2019-01-31,8,10849.8,10893.65,10838.1525,0.0064936269689603865,10500.0,10250.0,250.0,18.05,6.0,8.442499999999999,0.0,2.0,6.442499999999999,241.5575,0.0266706684743798,73040.0,3109800.0,40125.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-02-25,2019-02-28,3,10835.3,10863.5,10828.02,0.01718893749647954,10500.0,10250.0,250.0,4.4,1.7,1.7850000000000004,0.0,2.0,-0.21499999999999964,248.215,-0.0008661845577422783,98016.0,2560725.0,10425.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-03-11,2019-03-14,3,11301.2,11426.85,10871.954999999998,0.037873778561457794,10950.0,10700.0,250.0,7.6,2.55,3.5275000000000003,0.0,2.0,1.5275000000000003,246.4725,0.006197445962531318,69432.0,844275.0,700200.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-03-25,2019-03-28,3,11483.25,11623.9,11185.16,0.06408658546190815,11100.0,10850.0,250.0,6.8,2.35,3.0774999999999997,0.0,2.0,1.0774999999999997,246.9225,0.004363717360710343,85671.0,1997700.0,150750.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-05-23,2019-05-30,7,11844.1,11922.8,11529.289999999999,0.010058714923482981,11450.0,11200.0,250.0,53.9,21.7,20.86,0.0,2.0,18.86,236.882,0.07961769995187477,58561.0,33975.0,1200075.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-06-10,2019-06-13,3,11965.6,11823.3,11755.795,0.07332125365529851,11600.0,11350.0,250.0,4.35,1.45,2.0300000000000002,0.0,2.0,0.03000000000000025,247.97,0.00012098237690043251,77883.0,634425.0,13425.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-09-19,2019-09-26,7,11274.2,11512.4,10946.32,0.032558821105076685,10900.0,10650.0,250.0,210.7,63.3,106.30000000000001,0.0,2.0,104.30000000000001,225.484,0.462560536446045,75757.0,1027725.0,350400.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-09-23,2019-09-26,3,11588.2,11512.4,11027.204999999998,0.07007345777909113,11200.0,10950.0,250.0,14.05,8.45,2.225000000000003,0.0,2.0,0.2250000000000032,247.775,0.0009080819291696224,330815.0,2092200.0,292575.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-09-30,2019-10-03,3,11359.9,11174.75,11136.07,0.03053999501054583,11000.0,10750.0,250.0,2.25,0.85,0.9349999999999999,0.0,2.0,-1.065,249.065,-0.004275992210868648,63476.0,1080075.0,28425.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-10-14,2019-10-17,3,11428.3,11661.85,11271.240000000002,0.031816827526431224,11050.0,10800.0,250.0,13.3,3.75,6.9925,0.0,2.0,4.9925,243.0075,0.0205446333960886,90996.0,198525.0,671700.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-10-17,2019-10-24,7,11661.85,11583.9,11373.7625,0.07575191524493463,11300.0,11050.0,250.0,14.6,5.05,6.602500000000001,0.0,2.0,4.602500000000001,243.3975,0.018909397179510887,63735.0,841050.0,24750.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-12-16,2019-12-19,3,12165.0,12271.8,12015.432499999999,0.018835688143315377,11800.0,11550.0,250.0,4.75,2.15,1.565,0.0,2.0,-0.43500000000000005,248.435,-0.0017509610159599093,76460.0,1370175.0,24075.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-12-19,2019-12-26,7,12271.8,12245.8,12058.994999999999,0.02999731417444429,11900.0,11650.0,250.0,8.35,5.3,1.0024999999999995,0.0,2.0,-0.9975000000000005,248.9975,-0.0040060643179148404,78484.0,2522850.0,74550.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2019-12-23,2019-12-26,3,12214.55,12245.8,12077.2875,0.014691344692092212,11800.0,11550.0,250.0,2.25,1.6,0.07250000000000001,0.0,2.0,-1.9275,249.9275,-0.007712236548599093,60422.0,3165750.0,49875.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-01-13,2020-01-16,3,12362.3,12352.35,12205.967499999999,0.02558082620219926,11950.0,11700.0,250.0,4.3,2.3,1.0100000000000002,0.0,2.0,-0.9899999999999998,248.99,-0.003976063295714686,52851.0,258450.0,836925.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-04-20,2020-04-23,3,8981.45,9154.4,8616.551000000001,0.06053521223220781,8700.0,8500.0,200.0,19.55,9.5,5.692500000000001,0.0,2.0,3.692500000000001,194.3075,0.0190033838117417,163616.0,765300.0,1081350.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-05-04,2020-05-07,3,9205.6,9251.5,9082.177500000002,0.07069872931871712,8900.0,8700.0,200.0,61.9,34.0,13.515,0.0,2.0,11.515,186.485,0.06174759364023916,184997.0,443400.0,425925.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-05-27,2020-06-04,8,9490.1,10142.15,9224.057499999999,0.011640674135743989,9200.0,9000.0,200.0,106.45,54.15,28.210000000000008,0.0,2.0,26.210000000000008,189.80200000000002,0.13809127406455152,77266.0,256050.0,585150.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-01,2020-06-04,3,9979.1,10142.15,9257.997,0.0737719911766288,9650.0,9450.0,200.0,56.65,23.0,21.702499999999997,0.0,2.0,19.702499999999997,199.58200000000002,0.09871882233868783,117347.0,259500.0,260250.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-04,2020-06-11,7,10142.15,9972.9,9385.8595,0.10252265453786458,9800.0,9550.0,250.0,73.45,29.2,28.8525,0.0,2.0,26.8525,221.1475,0.12142348432607196,68771.0,1057650.0,36450.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-08,2020-06-11,3,10046.65,9972.9,9472.0295,0.08739393021040764,9700.0,9450.0,250.0,11.85,4.25,5.1850000000000005,0.0,2.0,3.1850000000000005,244.815,0.013009823744460105,136936.0,1237350.0,55125.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-15,2020-06-18,3,9914.0,10244.4,9673.8205,0.1236222480378546,9600.0,9400.0,200.0,53.65,25.35,16.45,0.0,2.0,14.45,198.28,0.07287673996368771,689172.0,1566000.0,1586550.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-17,2020-06-25,8,10091.65,10383.0,9775.1785,0.11306518252828512,9750.0,9500.0,250.0,160.65,91.4,31.44250000000001,0.0,2.0,29.44250000000001,218.5575,0.1347128330073322,84269.0,60750.0,2934450.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-18,2020-06-25,7,10244.4,10383.0,9832.086,0.12498558682223737,9900.0,9650.0,250.0,107.4,56.75,26.027500000000018,0.0,2.0,24.027500000000018,223.97249999999997,0.10727879538782673,131381.0,3052875.0,59475.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-22,2020-06-25,3,10471.0,10383.0,9967.781500000001,0.15970247113757385,10150.0,9900.0,250.0,60.35,26.1,21.2825,0.0,2.0,19.2825,228.7175,0.08430706001945631,297050.0,335550.0,3645975.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-25,2020-07-02,7,10383.0,10607.35,10097.374,0.08378765152203105,10050.0,9800.0,250.0,78.9,34.75,27.1025,0.0,2.0,25.1025,222.8975,0.11261902892585156,60417.0,58050.0,752250.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-06-29,2020-07-02,3,10302.1,10607.35,10137.836500000001,0.03236764838512496,9950.0,9700.0,250.0,23.5,7.5,11.349999999999998,0.0,2.0,9.349999999999998,238.65,0.03917871359731824,137340.0,155400.0,931800.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-02,2020-07-09,7,10607.35,10768.05,10205.6515,0.04586798657089486,10250.0,10000.0,250.0,40.15,16.75,14.864999999999998,0.0,2.0,12.864999999999998,235.135,0.05471324983520105,76149.0,129375.0,1504875.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-06,2020-07-09,3,10799.65,10768.05,10273.111499999999,0.07495035658652394,10450.0,10200.0,250.0,17.95,6.05,8.299999999999999,0.0,2.0,6.299999999999999,241.7,0.026065370293752582,174339.0,457950.0,1771425.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-13,2020-07-16,3,10607.35,10901.7,10472.039,0.0699364535001008,10250.0,10000.0,250.0,4.05,2.1,1.0274999999999999,0.0,2.0,-0.9725000000000001,248.9725,-0.0039060538814527715,72513.0,267675.0,1981575.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-16,2020-07-23,7,10901.7,11194.15,10574.1715,0.06416188356565544,10550.0,10300.0,250.0,62.75,21.4,28.727500000000003,0.0,2.0,26.727500000000003,221.2725,0.12078997616061644,51464.0,171975.0,707100.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-20,2020-07-23,3,11162.25,11194.15,10644.284,0.06601566230541489,10800.0,10550.0,250.0,34.05,12.5,14.567499999999997,0.0,2.0,12.567499999999997,235.4325,0.053380480604844266,395672.0,2640675.0,327675.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-21,2020-07-30,9,11132.6,11073.45,10685.6495,0.0802801279731089,10750.0,10500.0,250.0,36.7,19.45,8.827500000000004,0.0,2.0,6.827500000000004,241.17249999999999,0.028309612414350743,61829.0,119700.0,2533200.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-23,2020-07-30,7,11194.15,11073.45,10772.5345,0.07812289319079269,10850.0,10600.0,250.0,30.5,14.6,9.135000000000002,0.0,2.0,7.135000000000002,240.865,0.029622402590662823,67558.0,195975.0,1913250.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-07-27,2020-07-30,3,11300.55,11073.45,10863.427,0.09691713339998631,10950.0,10700.0,250.0,35.3,8.85,19.827499999999997,0.0,2.0,17.827499999999997,230.1725,0.0774527799802322,223118.0,465525.0,1942725.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-03,2020-08-06,3,11095.25,11214.05,10974.0725,0.027371257401860305,10750.0,10500.0,250.0,33.9,6.1,21.799999999999997,0.0,2.0,19.799999999999997,228.2,0.08676599474145485,213467.0,474225.0,1670025.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-10,2020-08-13,3,11322.5,11178.4,11094.6325,0.06742023219748572,10950.0,10700.0,250.0,9.45,3.2,4.352499999999999,0.0,2.0,2.352499999999999,245.6475,0.009576730884702669,130144.0,732225.0,1516275.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-17,2020-08-20,3,11385.35,11371.6,11193.4025,0.01998700978745327,11000.0,10750.0,250.0,18.3,5.95,8.7125,0.0,2.0,6.7125,241.2875,0.02781950992073771,469721.0,2675025.0,421875.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-20,2020-08-27,7,11371.6,11647.6,11220.9025,0.015852029854879657,11000.0,10750.0,250.0,33.35,13.4,12.937500000000002,0.0,2.0,10.937500000000002,237.0625,0.046137621935143695,113278.0,3903225.0,175800.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-24,2020-08-27,3,11472.25,11647.6,11246.22,0.01519395073691121,11100.0,10850.0,250.0,8.45,3.75,2.869999999999999,0.0,2.0,0.8699999999999992,247.13,0.0035204143568162475,159583.0,2506650.0,150600.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-27,2020-09-03,7,11647.6,11333.85,11315.12,0.05184924300917948,11250.0,11000.0,250.0,25.45,10.45,9.615000000000002,0.0,2.0,7.615000000000002,240.385,0.031678349314641106,55497.0,209625.0,1104675.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-08-31,2020-09-03,3,11470.25,11333.85,11358.665,0.03379824699758904,11100.0,10850.0,250.0,31.3,14.15,10.3325,0.0,2.0,8.3325,239.6675,0.034766916665797405,235946.0,1052850.0,62625.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-09-10,2020-09-17,7,11464.45,11504.95,11426.897500000001,0.025589529807485967,11100.0,10850.0,250.0,27.5,11.75,9.8625,0.0,2.0,7.862500000000001,240.1375,0.032741658424860764,68196.0,774525.0,83925.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-09-14,2020-09-17,3,11521.8,11504.95,11443.3675,0.011984699635935625,11150.0,10900.0,250.0,14.0,4.45,6.782500000000001,0.0,2.0,4.782500000000001,243.2175,0.019663469939457483,132667.0,443175.0,1055325.0
TB16_T01_real_chain_nifty_bull_put_3pct_2pct_deeper,2020-10-05,2020-10-08,3,11662.4,11914.2,11338.427500000002,0.02706725201562299,11300.0,11050.0,250.0,24.1,5.85,13.7575,0.0,2.0,11.7575,236.2425,0.04976877572833,395804.0,1663875.0,536475.0
