bucket,label,trade_count,first_entry,last_expiry,total_pnl_points,mean_pnl_points,worst_trade_points,max_drawdown_points,win_rate,total_return_on_margin,annualized_return_on_margin
fold_1,TB11_spot_3pct_ret5_m1_sma_0,125,2016-07-18,2019-11-14,1002.1025,8.01682,-74.02500000000036,-74.99500000000035,0.712,1.927985308771579,0.38157417881995914
fold_2,TB11_spot_3pct_ret5_m1_sma_0,125,2019-11-13,2020-12-31,-7.41750000000043,-0.059340000000003446,-535.74,-1390.7124999999994,0.776,0.4291132111967077,0.16013283775756282
fold_3,TB11_spot_3pct_ret5_m1_sma_0,124,2020-12-29,2022-07-14,714.8625000000027,5.7650201612903444,-611.0275,-1239.6124999999988,0.8467741935483871,0.8764710397833351,0.302048717780373
fold_4,TB11_spot_3pct_ret5_m1_sma_0,124,2022-07-12,2024-06-27,866.435,6.9873790322580644,-284.50750000000073,-384.36000000000007,0.7096774193548387,0.7207905370420151,0.2556068641721225
