output_prefix,collection_date_ist,generated_at_ist,readiness_summary_source,readiness_detail_source,transition_summary_source,phase1_latest_source,t28_summary_source,runbook_source,profile_weight,max_phase1_to_t28_gap_seconds,phase2_target_observations,phase2_min_unique_dates,phase2_min_calendar_days,mode_scope,note
tb11_phase2_no_order_paper_price_reconciliation,2026-09-02,2026-09-02T09:47:55.542541+05:30,/app/results/signal_baseline/tb11_phase2_paper_price_reconciliation_readiness_summary.csv,/app/results/signal_baseline/tb11_phase2_paper_price_reconciliation_readiness_detail.csv,/app/results/signal_baseline/tb11_phase2_transition_controller_summary.csv,/app/results/signal_baseline/tb11_options_phase1_observation_ledger_latest_detail.csv,/app/results/signal_baseline/tb11_nifty_chain_band_quote_collector_summary.csv,/app/results/signal_baseline/tb11_phase2_paper_price_reconciliation_runbook.md,1.5,900.0,15,10,90,tb11_phase2_no_order_paper_price_reconciliation,Artifact-only Phase 2 paper-price reconciliation. No broker calls and no orders.
