generated_at_ist,audit_status,audit_passed,snapshot_missing,expected_task_count,present_task_count,enabled_task_count,ready_task_count,command_match_count,time_match_count,weekday_match_count,last_result_zero_count,wrapper_noninteractive_guard_count,wrapper_readiness_mode_count,wrapper_transition_mode_count,failed_tasks,next_run_times,blockers
2026-06-30T20:27:30.287616+05:30,passed_scheduler_ready,True,False,4,4,4,4,4,4,4,4,4,4,4,none,TB11_Phase1_QuoteObservation_0940=01/07/2026 09:40:00|TB11_Phase1_QuoteObservation_1230=01/07/2026 12:30:00|TB11_Phase1_QuoteObservation_1445=01/07/2026 14:45:00|TB11_T28_ChainBandFreshness_0945=01/07/2026 09:45:00,none
