symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_to_entry_spot,premium_to_entry_spot,strike_distance,expiry_spot,underlying_buyhold_return,upside_giveup_points,assignment_delivery_stt_points,option_cost_points,net_premium_points,covered_call_incremental_points,covered_call_incremental_return,covered_call_total_return,called_away,upside_giveup_to_gross_premium
ICICIBANK,2024-01-08,2024-01-25,1015.0,9.4,9.4,1240.0,421400.0,17,982.0,1011.46,1.0336048879837068,0.009572301425661916,3.5399999999999636,1009.95,0.028462321792260825,0.0,0.0,0.0047,9.3953,9.3953,0.009567515274949085,0.03802983706720991,False,0.0
ICICIBANK,2024-02-12,2024-02-29,1030.0,8.55,8.55,5380.0,3736600.0,17,996.1,1025.983,1.0340327276377874,0.008583475554663187,4.017000000000053,1052.2,0.0563196466218252,22.200000000000045,1.03,0.004275,7.515725000000001,-14.684275000000046,-0.014741767894789726,0.04157787872703548,True,2.5964912280701804
ICICIBANK,2024-03-11,2024-03-28,1120.0,7.7,7.7,5517.0,1299900.0,17,1078.7,1111.0610000000001,1.0382868267358858,0.007138221933809215,8.93899999999985,1093.3,0.01353481041994975,0.0,0.0,0.00385,7.69615,7.69615,0.00713465282284231,0.02066946324279206,False,0.0
ICICIBANK,2024-04-08,2024-04-25,1120.0,8.0,8.0,4830.0,1870400.0,17,1087.15,1119.7645000000002,1.0302166214413833,0.007358690153152738,0.23549999999977445,1113.75,0.024467644759232687,0.0,0.0,0.004,7.996,7.996,0.007355010808076162,0.03182265556730885,False,0.0
ICICIBANK,2024-05-13,2024-05-30,1170.0,5.95,5.95,3001.0,2473100.0,17,1128.0,1161.84,1.0372340425531914,0.005274822695035461,8.160000000000082,1113.7,-0.012677304964539005,0.0,0.0,0.002975,5.947025,5.947025,0.005272185283687943,-0.007405119680851061,False,0.0
ICICIBANK,2024-06-10,2024-06-27,1160.0,6.7,6.7,5777.0,3021200.0,17,1123.8,1157.514,1.032212137390995,0.005961914931482471,2.4860000000001037,1219.9,0.08551343655454713,59.90000000000009,1.16,0.00335,5.53665,-54.36335000000009,-0.04837457732692658,0.03713885922762055,True,8.9402985074627
INFY,2018-09-10,2018-09-27,760.0,7.55,7.55,1543.0,639600.0,17,730.85,752.7755000000001,1.0398850653348841,0.010330437162208387,7.224499999999921,724.8,-0.008278032427994853,0.0,0.0,0.003775,7.546225,7.546225,0.010325271943627283,0.00204723951563243,False,0.0
INFY,2018-10-08,2018-10-25,740.0,19.2,19.2,685.0,344400.0,17,714.45,735.8835,1.0357617747917978,0.026873819021625025,4.116499999999974,648.75,-0.09195884946462318,0.0,0.0,0.0096,19.1904,19.1904,0.026860382112114212,-0.06509846735250897,False,0.0
INFY,2018-11-12,2018-11-29,690.0,7.4,7.4,576.0,544800.0,17,664.2,684.1260000000001,1.038843721770551,0.011141222523336344,5.87399999999991,661.05,-0.004742547425474419,0.0,0.0,0.0037,7.3963,7.3963,0.011135651912074676,0.006393104486600257,False,0.0
INFY,2018-12-10,2018-12-27,690.0,11.1,11.1,1146.0,304800.0,17,669.2,689.2760000000001,1.0310818888224744,0.01658696951583981,0.7239999999999327,656.8,-0.018529587567244654,0.0,0.0,0.00555,11.09445,11.09445,0.016578676031081888,-0.0019509115361627666,False,0.0
INFY,2019-01-14,2019-01-31,730.0,4.9,4.9,2968.0,969600.0,17,701.9,722.957,1.0400341929049723,0.006981051431827897,7.043000000000006,749.55,0.06788716341359158,19.549999999999955,0.73,0.0024500000000000004,4.16755,-15.382449999999954,-0.02191544379541239,0.04597171961817919,True,3.9897959183673373
INFY,2019-02-11,2019-02-28,790.0,6.05,6.05,824.0,190800.0,17,762.8,785.684,1.0356581017304667,0.007931305715783954,4.316000000000031,734.3,-0.03736234923964343,0.0,0.0,0.003025,6.046975,6.046975,0.007927340062926062,-0.02943500917671737,False,0.0
INFY,2019-03-11,2019-03-28,740.0,6.6,6.6,1356.0,1153200.0,17,711.25,732.5875,1.0404217926186292,0.009279437609841828,7.412500000000023,737.8,0.03732864674868175,0.0,0.0,0.0033,6.596699999999999,6.596699999999999,0.009274797891036905,0.046603444639718654,False,0.0
INFY,2019-04-08,2019-04-25,800.0,12.25,12.25,1875.0,1002000.0,17,767.25,790.2675,1.0426849136526557,0.01596611274030629,9.732499999999959,728.55,-0.0504398826979473,0.0,0.0,0.006125,12.243875,12.243875,0.015958129683936135,-0.03448175301401117,False,0.0
INFY,2019-05-13,2019-05-30,750.0,7.2,7.2,611.0,770400.0,17,719.7,741.291,1.0421008753647352,0.010004168403501459,8.708999999999946,733.55,0.01924412949840204,0.0,0.0,0.0036000000000000003,7.196400000000001,7.196400000000001,0.009999166319299709,0.02924329581770175,False,0.0
INFY,2019-06-10,2019-06-27,780.0,2.25,2.25,785.0,740400.0,17,753.5,776.105,1.035169210351692,0.0029860650298606504,3.894999999999982,730.55,-0.03045786330457867,0.0,0.0,0.0011250000000000001,2.248875,2.248875,0.00298457199734572,-0.02747329130723295,False,0.0
INFY,2019-07-08,2019-07-25,740.0,10.5,10.5,1168.0,676800.0,17,717.6,739.128,1.0312151616499443,0.01463210702341137,0.8719999999999573,794.5,0.10716276477146036,54.5,0.74,0.00525,9.75475,-44.74525,-0.06235402731326644,0.04480873745819392,True,5.190476190476191
INFY,2019-08-13,2019-08-29,790.0,6.35,6.35,2553.0,427200.0,16,764.75,787.6925,1.0330173259235045,0.008303367113435763,2.3075000000000045,806.95,0.05518143184047086,16.950000000000045,0.79,0.003175,5.556825,-11.393175000000046,-0.014897907813010848,0.040283524027460015,True,2.6692913385826844
INFY,2019-09-09,2019-09-26,860.0,4.45,4.45,1377.0,1182000.0,17,829.1,853.9730000000001,1.037269328187191,0.0053672657098058135,6.02699999999993,782.55,-0.05614521770594627,0.0,0.0,0.002225,4.447775,4.447775,0.005364582076950911,-0.05078063562899536,False,0.0
INFY,2019-10-14,2019-10-31,810.0,7.75,7.75,2893.0,957600.0,17,786.1,809.683,1.0304032565831318,0.009858796590764534,0.3170000000000073,685.6,-0.12784632998346268,0.0,0.0,0.003875,7.746125,7.746125,0.009853867192469152,-0.11799246279099353,False,0.0
INFY,2019-11-11,2019-11-28,730.0,11.2,11.2,1070.0,1011600.0,17,704.4,725.532,1.036342986939239,0.01590005678591709,4.467999999999961,701.85,-0.0036201022146507,0.0,0.0,0.0056,11.1944,11.1944,0.015892106757524133,0.012272004542873433,False,0.0
INFY,2019-12-09,2019-12-26,740.0,6.8,6.8,1003.0,650400.0,17,717.25,738.7675,1.031718368769606,0.00948065528058557,1.232499999999959,728.95,0.01631230393865457,0.0,0.0,0.0034,6.7966,6.7966,0.009475914952945277,0.025788218891599848,False,0.0
INFY,2020-01-13,2020-01-30,800.0,6.85,6.85,16820.0,3108000.0,17,773.55,796.7565,1.0341930062697953,0.00885527761618512,3.24350000000004,780.7,0.009243099993536452,0.0,0.0,0.003425,6.846575,6.846575,0.008850849977377027,0.01809394997091348,False,0.0
INFY,2020-02-10,2020-02-27,800.0,5.6,5.6,1778.0,1200000.0,17,773.2,796.3960000000001,1.0346611484738748,0.0072426280393171226,3.603999999999928,777.85,0.00601396792550446,0.0,0.0,0.0028,5.5972,5.5972,0.0072390067252974645,0.013252974650801923,False,0.0
INFY,2020-03-09,2020-03-26,740.0,11.1,11.1,1698.0,392400.0,17,704.45,725.5835000000001,1.0504649016963588,0.015756973525445382,14.416499999999928,643.0,-0.08723117325573149,0.0,0.0,0.00555,11.09445,11.09445,0.01574909503868266,-0.07148207821704883,False,0.0
INFY,2020-04-13,2020-04-30,660.0,25.6,25.6,438.0,175200.0,17,637.4,656.522,1.0354565422026984,0.04016316284907437,3.477999999999952,715.5,0.1225290241606527,55.5,0.66,0.0128,24.927200000000003,-30.572799999999997,-0.047964857232507055,0.07456416692814564,True,2.16796875
INFY,2020-05-11,2020-05-28,710.0,11.5,11.5,614.0,199200.0,17,682.9,703.387,1.039683701859716,0.016839947283643287,6.613000000000056,707.4,0.035876409430370515,0.0,0.0,0.00575,11.49425,11.49425,0.016831527310001464,0.05270793674037198,False,0.0
INFY,2020-06-08,2020-06-25,750.0,9.9,9.9,2438.0,730800.0,17,720.85,742.4755,1.040438371367136,0.013733786502046196,7.524499999999989,700.5,-0.028230561143094968,0.0,0.0,0.00495,9.895050000000001,9.895050000000001,0.013726919608795173,-0.014503641534299795,False,0.0
INFY,2020-07-13,2020-07-30,830.0,12.35,12.35,721.0,248400.0,17,797.05,820.9615,1.0413399410325577,0.015494636471990465,9.038499999999999,961.45,0.2062605859105453,131.45000000000005,0.8300000000000001,0.006175,11.513824999999999,-119.93617500000005,-0.15047509566526573,0.05578549024527957,True,10.64372469635628
INFY,2020-08-10,2020-08-27,980.0,18.1,18.1,626.0,691200.0,17,951.35,979.8905000000001,1.030115099595312,0.019025595206811373,0.10949999999991178,947.05,-0.004519892783938717,0.0,0.0,0.00905,18.090950000000003,18.090950000000003,0.01901608240920797,0.014496189625269253,False,0.0
INFY,2020-09-07,2020-09-24,960.0,12.85,12.85,913.0,922800.0,17,925.05,952.8015,1.037781741527485,0.013891141019404358,7.198499999999967,975.4,0.05442949029782174,15.399999999999977,0.96,0.006425,11.883575,-3.516424999999977,-0.0038013350629695444,0.050628155234852194,True,1.1984435797665351
INFY,2020-10-12,2020-10-29,1180.0,38.9,38.9,1650.0,582000.0,17,1132.1,1166.0629999999999,1.0423107499337516,0.03436092218001943,13.937000000000126,1074.85,-0.05056973765568418,0.0,0.0,0.01945,38.88055,38.88055,0.03434374171892943,-0.01622599593675475,False,0.0
INFY,2020-11-09,2020-11-26,1180.0,13.5,13.5,2311.0,388800.0,17,1136.55,1170.6465,1.038229730324227,0.011878051999472087,9.35349999999994,1113.2,-0.020544630680568332,0.0,0.0,0.00675,13.49325,13.49325,0.01187211297347235,-0.008672517707095982,False,0.0
INFY,2020-12-14,2020-12-31,1200.0,19.15,19.15,4519.0,1976400.0,17,1164.55,1199.4865,1.0304409428534627,0.01644412004636984,0.5135000000000218,1255.8,0.07835644669614883,55.799999999999955,1.2,0.009575,17.940424999999998,-37.85957499999996,-0.03251004679919278,0.04584639989695605,True,2.9138381201044363
INFY,2021-01-11,2021-01-28,1420.0,33.6,33.6,6083.0,1293000.0,17,1376.2,1417.486,1.031826769364918,0.024415055951169887,2.5139999999998963,1276.2,-0.07266385699752942,0.0,0.0,0.016800000000000002,33.5832,33.5832,0.0244028484231943,-0.048261008574335115,False,0.0
INFY,2021-02-08,2021-02-25,1360.0,21.25,21.25,3954.0,1081800.0,17,1303.55,1342.6565,1.0433048214491198,0.016301637835142498,17.34349999999995,1274.55,-0.022246941045606206,0.0,0.0,0.010625,21.239375,21.239375,0.016293487016224923,-0.0059534540293812825,False,0.0
INFY,2021-03-08,2021-03-25,1380.0,20.3,20.3,1915.0,1031400.0,17,1335.75,1375.8225,1.0331274564851207,0.015197454613513009,4.177500000000009,1333.8,-0.0014598540145985828,0.0,0.0,0.010150000000000001,20.28985,20.28985,0.015189855886206253,0.01373000187160767,False,0.0
INFY,2021-04-12,2021-04-29,1480.0,38.6,38.6,6482.0,1289400.0,17,1425.75,1468.5225,1.0380501490443625,0.027073470103454324,11.477499999999964,1356.35,-0.048676135367350604,0.0,0.0,0.0193,38.5807,38.5807,0.027059933368402594,-0.02161620199894801,False,0.0
INFY,2021-05-10,2021-05-27,1380.0,16.3,16.3,1886.0,847200.0,17,1339.55,1379.7365,1.030196707849651,0.012168265462282111,0.26350000000002183,1402.25,0.04680676346534285,22.25,1.3800000000000001,0.008150000000000001,14.91185,-7.338150000000001,-0.00547807099399052,0.04132869247135233,True,1.3650306748466257
INFY,2021-06-07,2021-06-24,1440.0,13.15,13.15,2306.0,909600.0,17,1389.65,1431.3395,1.0362321447846579,0.009462814377721009,8.660499999999956,1559.2,0.12200913899183252,119.20000000000005,1.44,0.006575,11.703425000000001,-107.49657500000005,-0.077355143381427,0.04465399561040552,True,9.064638783269965
INFY,2021-07-12,2021-07-29,1600.0,18.4,18.4,8451.0,4257000.0,17,1547.85,1594.2855,1.0336918952094842,0.011887456794909067,5.714500000000044,1617.0,0.044674871596084964,17.0,1.6,0.0092,16.790799999999997,-0.20920000000000272,-0.00013515521529864182,0.04453971638078632,True,0.923913043478261
INFY,2021-08-09,2021-08-26,1720.0,5.9,5.9,1663.0,331800.0,17,1663.3,1713.199,1.0340888594961823,0.0035471652738531837,6.800999999999931,1727.7,0.0387182107857873,7.7000000000000455,1.72,0.0029500000000000004,4.17705,-3.522950000000045,-0.0021180484578849548,0.03660016232790234,True,1.3050847457627195
INFY,2021-09-13,2021-09-30,1760.0,12.25,12.25,2799.0,1111200.0,17,1691.9,1742.6570000000002,1.0402506058277676,0.007240380637153496,17.342999999999847,1675.2,-0.009870559725752126,0.0,0.0,0.006125,12.243875,12.243875,0.007236760446834918,-0.002633799278917208,False,0.0
INFY,2021-10-11,2021-10-28,1760.0,29.65,29.65,5413.0,1315200.0,17,1690.95,1741.6785,1.040835033561016,0.017534522014252343,18.321500000000015,1703.9,0.007658416866258566,0.0,0.0,0.014825,29.635175,29.635175,0.017525754753245217,0.025184171619503783,False,0.0
INFY,2021-11-08,2021-11-25,1800.0,15.7,15.7,6754.0,1919100.0,17,1737.5,1789.625,1.0359712230215827,0.009035971223021582,10.375,1722.4,-0.008690647482014313,0.0,0.0,0.00785,15.69215,15.69215,0.009031453237410073,0.0003408057553957594,False,0.0
INFY,2021-12-13,2021-12-30,1800.0,13.25,13.25,10375.0,1727700.0,17,1744.65,1796.9895000000001,1.0317255610007738,0.00759464649070014,3.0104999999998654,1892.85,0.08494540452239696,92.84999999999991,1.8,0.006625,11.443375,-81.4066249999999,-0.04666071991516917,0.03828468460722779,True,7.007547169811314
INFY,2022-01-10,2022-01-27,1920.0,28.55,28.55,5326.0,695100.0,17,1850.75,1906.2725,1.0374172632716467,0.01542617857625287,13.727499999999964,1678.6,-0.09301634472511144,0.0,0.0,0.014275000000000001,28.535725,28.535725,0.015418465486964744,-0.0775978792381467,False,0.0
INFY,2022-02-07,2022-02-24,1780.0,15.15,15.15,6101.0,824100.0,17,1715.0,1766.45,1.0379008746355685,0.008833819241982507,13.549999999999955,1678.15,-0.02148688046647229,0.0,0.0,0.007575,15.142425000000001,15.142425000000001,0.008829402332361517,-0.012657478134110774,False,0.0
INFY,2022-03-14,2022-03-31,1960.0,17.35,17.35,4586.0,213300.0,17,1890.7,1947.421,1.036653091447612,0.00917649547786534,12.57899999999995,1906.85,0.008541809911672749,0.0,0.0,0.008675,17.341325,17.341325,0.00917190723012641,0.01771371714179916,False,0.0
INFY,2022-04-11,2022-04-28,1820.0,32.65,32.65,5525.0,609000.0,17,1766.55,1819.5465,1.0302567150660893,0.018482352608191106,0.4535000000000764,1582.6,-0.10412951798703696,0.0,0.0,0.016325,32.633675,32.633675,0.01847311143188701,-0.08565640655514994,False,0.0
INFY,2022-05-09,2022-05-26,1620.0,19.05,19.05,7661.0,677100.0,17,1570.35,1617.4605,1.0316171554112141,0.012131053586780018,2.539500000000089,1423.95,-0.09322762441493926,0.0,0.0,0.009525,19.040475,19.040475,0.012124988059986628,-0.08110263635495263,False,0.0
INFY,2022-06-13,2022-06-30,1480.0,17.0,17.0,5444.0,655800.0,17,1424.5,1467.2350000000001,1.0389610389610389,0.011934011934011933,12.764999999999873,1461.9,0.026254826254826336,0.0,0.0,0.0085,16.9915,16.9915,0.011928044928044926,0.03818287118287126,False,0.0
INFY,2022-07-11,2022-07-28,1520.0,17.85,17.85,6005.0,1705500.0,17,1473.15,1517.3445000000002,1.0318025998710245,0.012116892373485389,2.655499999999847,1517.4,0.030037674371245382,0.0,0.0,0.008925,17.841075,17.841075,0.012110833927298646,0.042148508298544024,False,0.0
INFY,2022-08-08,2022-08-25,1680.0,12.2,12.2,2631.0,264600.0,17,1619.4,1667.9820000000002,1.0374212671359762,0.0075336544399160175,12.017999999999802,1518.15,-0.06252315672471287,0.0,0.0,0.0060999999999999995,12.1939,12.1939,0.0075298876126960596,-0.05499326911201681,False,0.0
INFY,2022-09-12,2022-09-29,1600.0,12.95,12.95,16570.0,2889000.0,17,1536.2,1582.286,1.0415310506444473,0.008429891941153496,17.713999999999942,1398.65,-0.08953912251008977,0.0,0.0,0.006475,12.943525,12.943525,0.008425676995182919,-0.08111344551490686,False,0.0
INFY,2022-10-10,2022-10-27,1520.0,20.0,20.0,5398.0,400200.0,17,1462.65,1506.5295,1.0392096537107305,0.013673811233035927,13.470499999999902,1523.95,0.041910231429254985,3.9500000000000455,1.52,0.01,18.47,14.519999999999953,0.009927186955184051,0.05183741838443903,True,0.19750000000000228
INFY,2022-11-07,2022-11-24,1560.0,10.85,10.85,6955.0,1447500.0,17,1507.45,1552.6735,1.0348601943679723,0.007197585326213141,7.326499999999896,1629.8,0.08116355434674438,69.79999999999995,1.56,0.005425,9.284574999999998,-60.51542499999996,-0.04014423363959001,0.041019320707154375,True,6.4331797235023
INFY,2022-12-12,2022-12-29,1600.0,12.7,12.7,18255.0,2228700.0,17,1547.2,1593.616,1.0341261633919339,0.008208376421923473,6.3840000000000146,1517.55,-0.01916365046535684,0.0,0.0,0.00635,12.69365,12.69365,0.008204272233712513,-0.010959378231644328,False,0.0
INFY,2023-01-09,2023-01-25,1540.0,17.15,17.15,5503.0,1371600.0,16,1484.45,1528.9835,1.0374212671359762,0.011553100474923372,11.01649999999995,1543.0,0.039442217656370904,3.0,1.54,0.008575,15.601424999999999,12.601424999999999,0.008488952137155174,0.047931169793526074,True,0.17492711370262393
INFY,2023-02-06,2023-02-23,1620.0,9.65,9.65,3054.0,576400.0,17,1569.85,1616.9455,1.0319457272987866,0.0061470841163168465,3.054499999999962,1550.7,-0.012198617702328107,0.0,0.0,0.004825,9.645175,9.645175,0.006144010574258688,-0.00605460712806942,False,0.0
INFY,2023-03-13,2023-03-29,1480.0,15.25,15.25,10207.0,1308000.0,16,1435.1,1478.153,1.031287018326249,0.010626437182077904,1.84699999999998,1383.55,-0.03592084175318788,0.0,0.0,0.007625,15.242375,15.242375,0.010621123963486865,-0.02529971778970102,False,0.0
INFY,2023-04-10,2023-04-27,1480.0,14.5,14.5,2740.0,532000.0,17,1427.6,1470.4279999999999,1.0367049593723732,0.010156906696553657,9.572000000000116,1246.25,-0.1270313813393107,0.0,0.0,0.00725,14.49275,14.49275,0.01015182824320538,-0.11687955309610532,False,0.0
INFY,2023-05-08,2023-05-25,1320.0,6.15,6.15,3330.0,1188000.0,17,1265.6,1303.568,1.042983565107459,0.004859355246523389,16.432000000000016,1304.35,0.03061788874841964,0.0,0.0,0.003075,6.146925,6.146925,0.004856925568900127,0.03547481431731977,False,0.0
INFY,2023-07-10,2023-07-27,1370.0,16.6,16.6,2276.0,196000.0,17,1329.15,1369.0245000000002,1.0307339276981529,0.012489184817364482,0.9754999999997835,1353.15,0.018056652747996838,0.0,0.0,0.0083,16.591700000000003,16.591700000000003,0.0124829402249558,0.03053959297295264,False,0.0
INFY,2023-08-14,2023-08-31,1440.0,5.5,5.5,1754.0,856800.0,17,1393.55,1435.3565,1.0333321373470632,0.003946754691256145,4.643499999999904,1435.45,0.03006709482975145,0.0,0.0,0.00275,5.49725,5.49725,0.003944781313910517,0.03401187614366197,False,0.0
INFY,2023-09-11,2023-09-28,1530.0,4.7,4.7,738.0,185600.0,17,1476.45,1520.7435,1.0362694300518134,0.0031833113210741983,9.25649999999996,1439.45,-0.025060110399945823,0.0,0.0,0.00235,4.69765,4.69765,0.003181719665413661,-0.021878390734532162,False,0.0
INFY,2023-10-09,2023-10-26,1520.0,15.95,15.95,3396.0,843200.0,17,1475.45,1519.7135,1.0301941780473753,0.010810261276220813,0.2864999999999327,1359.45,-0.0786200820088786,0.0,0.0,0.007975,15.942025,15.942025,0.010804856145582702,-0.0678152258632959,False,0.0
INFY,2023-11-13,2023-11-30,1420.0,5.7,5.7,2009.0,804400.0,17,1373.55,1414.7565,1.033817480251902,0.004149830730588621,5.24350000000004,1455.15,0.059408103090532016,35.15000000000009,1.42,0.00285,4.277150000000001,-30.872850000000092,-0.022476684503658473,0.03693141858687354,True,6.166666666666682
INFY,2023-12-11,2023-12-28,1540.0,12.35,12.35,2391.0,670800.0,17,1488.5,1533.155,1.034598589183742,0.008296943231441048,6.845000000000027,1562.65,0.049815250251931564,22.65000000000009,1.54,0.006175,10.803825,-11.846175000000091,-0.007958464897547929,0.041856785354383634,True,1.8340080971659993
INFY,2024-01-08,2024-01-25,1570.0,32.75,32.75,1513.0,283200.0,17,1522.8,1568.484,1.030995534541634,0.021506435513527714,1.5160000000000764,1669.1,0.09607302337798784,99.09999999999991,1.57,0.016375,31.163625000000003,-67.93637499999991,-0.04461280207512471,0.05146022130286313,True,3.0259541984732796
INFY,2024-02-12,2024-02-29,1740.0,14.45,14.45,5575.0,1151200.0,17,1680.1,1730.503,1.035652639723826,0.008600678531039819,9.497000000000071,1673.9,-0.003690256532349112,0.0,0.0,0.007225,14.442775,14.442775,0.0085963781917743,0.0049061216594251875,False,0.0
INFY,2024-03-11,2024-03-28,1650.0,17.1,17.1,5814.0,1122400.0,17,1600.6,1648.618,1.0308634262151695,0.010683493689866302,1.3820000000000618,1498.05,-0.06406972385355492,0.0,0.0,0.00855,17.091450000000002,17.091450000000002,0.010678151943021368,-0.05339157191053355,False,0.0
INFY,2024-04-08,2024-04-25,1540.0,23.2,23.2,2288.0,1775200.0,17,1476.7,1521.001,1.042865849529356,0.015710706304598088,18.999000000000024,1438.45,-0.025902349834089566,0.0,0.0,0.0116,23.188399999999998,23.188399999999998,0.01570285095144579,-0.010199498882643775,False,0.0
INFY,2024-05-13,2024-05-30,1480.0,8.2,8.2,2370.0,2036800.0,17,1423.45,1466.1535000000001,1.0397274228107767,0.005760651937194843,13.846499999999878,1427.45,0.002810074115704886,0.0,0.0,0.0040999999999999995,8.1959,8.1959,0.005757771611226246,0.008567845726931131,False,0.0
INFY,2024-06-10,2024-06-27,1560.0,7.95,7.95,7734.0,1876800.0,17,1499.75,1544.7425,1.040173362227038,0.005300883480580097,15.257499999999936,1573.35,0.04907484580763444,13.349999999999909,1.56,0.003975,6.386025,-6.963974999999909,-0.004643423903983937,0.0444314219036505,True,1.6792452830188564
TCS,2018-06-11,2018-06-28,1825.0,8.15,8.15,256.0,209500.0,17,1749.7,1802.191,1.043035949019832,0.004657941361376236,22.80899999999997,1842.7,0.053151968908955904,17.700000000000045,1.825,0.0040750000000000005,6.320925,-11.379075000000046,-0.00650344344744816,0.046648525461507745,True,2.1717791411043
TCS,2018-07-09,2018-07-26,1950.0,23.3,23.3,3051.0,807000.0,17,1883.0,1939.49,1.0355815188528943,0.012373871481678173,10.509999999999991,1964.7,0.04338821030270856,14.700000000000045,1.95,0.01165,21.338350000000002,6.6383499999999565,0.00352541157727029,0.046913621879978856,True,0.63090128755365
TCS,2018-08-13,2018-08-30,2075.0,12.05,12.05,652.0,173500.0,17,2000.15,2060.1545,1.0374221933355,0.0060245481588880835,14.845499999999902,2082.4,0.04112191585631075,7.400000000000091,2.075,0.006025000000000001,9.968975,2.5689749999999094,0.001284391170662155,0.04240630702697291,True,0.6141078838174349
TCS,2018-09-10,2018-09-27,2150.0,15.0,15.0,1525.0,524000.0,17,2080.75,2143.1725,1.0332812687732789,0.0072089390844647366,6.827499999999873,2188.85,0.05195242100204256,38.84999999999991,2.15,0.0075,12.8425,-26.007499999999908,-0.012499098882614398,0.03945332211942816,True,2.589999999999994
TCS,2018-10-08,2018-10-25,2140.0,56.35,56.35,137.0,20000.0,17,2077.55,2139.8765000000003,1.0300594450193736,0.0271232942648793,0.12349999999969441,1853.0,-0.10808404129864513,0.0,0.0,0.028175000000000002,56.321825000000004,56.321825000000004,0.027109732617746865,-0.08097430868089826,False,0.0
TCS,2018-11-12,2018-11-29,1980.0,21.4,21.4,320.0,32000.0,17,1914.85,1972.2955,1.0340235527587018,0.011175810115674856,7.704500000000053,1960.55,0.023866099172259014,0.0,0.0,0.0107,21.3893,21.3893,0.011170222210617019,0.03503632138287603,False,0.0
TCS,2018-12-10,2018-12-27,2040.0,30.9,30.9,1231.0,125750.0,17,1975.8,2035.074,1.032493167324628,0.015639234740358336,4.925999999999931,1908.95,-0.03383439619394668,0.0,0.0,0.01545,30.884549999999997,30.884549999999997,0.015631415122988157,-0.018202981070958524,False,0.0
TCS,2019-01-14,2019-01-31,1880.0,15.6,15.6,3340.0,451500.0,17,1813.25,1867.6475,1.036812353508893,0.008603336550392941,12.352499999999964,2014.1,0.11076795808630902,134.0999999999999,1.8800000000000001,0.0078,13.7122,-120.38779999999991,-0.06639338204880735,0.04437457603750167,True,8.596153846153841
TCS,2019-02-11,2019-02-28,2140.0,15.15,15.15,969.0,66000.0,17,2065.9,2127.877,1.0358681446342999,0.007333365603368992,12.123000000000047,1983.45,-0.03990996660051316,0.0,0.0,0.007575,15.142425000000001,15.142425000000001,0.007329698920567307,-0.03258026767994585,False,0.0
TCS,2019-03-11,2019-03-28,2100.0,14.05,14.05,2755.0,482250.0,17,2014.8,2075.244,1.042287075640262,0.00697339686321223,24.755999999999858,2000.3,-0.00719674409370652,0.0,0.0,0.007025000000000001,14.042975,14.042975,0.006969910164780623,-0.00022683392892589634,False,0.0
TCS,2019-04-08,2019-04-25,2140.0,34.85,34.85,599.0,18000.0,17,2070.75,2132.8725,1.0334419896172884,0.0168296510925993,7.127500000000055,2195.0,0.06000241458408784,55.0,2.14,0.017425,32.692575,-22.307425000000002,-0.010772630689363759,0.04922978389472408,True,1.5781922525107603
TCS,2019-05-13,2019-05-30,2200.0,28.3,28.3,1705.0,291000.0,17,2128.75,2192.6125,1.0334703464474457,0.013294186729301233,7.387499999999818,2146.3,0.008244274809160457,0.0,0.0,0.014150000000000001,28.28585,28.28585,0.013287539635936582,0.02153181444509704,False,0.0
TCS,2019-06-10,2019-06-27,2300.0,15.5,15.5,2550.0,132750.0,17,2231.5,2298.445,1.0306968406901187,0.0069460004481290616,1.5549999999998363,2252.55,0.009433116737620484,0.0,0.0,0.00775,15.49225,15.49225,0.0069425274479049965,0.01637564418552548,False,0.0
TCS,2019-07-08,2019-07-25,2260.0,22.25,22.25,1484.0,202250.0,17,2175.4,2240.6620000000003,1.038889399650639,0.010228004045233061,19.337999999999738,2127.9,-0.021835064815666105,0.0,0.0,0.011125,22.238875,22.238875,0.010222890043210444,-0.011612174772455661,False,0.0
TCS,2019-08-13,2019-08-29,2280.0,13.5,13.5,1229.0,62250.0,16,2199.45,2265.4335,1.0366227920616518,0.00613789811089136,14.566499999999905,2233.45,0.015458410057059613,0.0,0.0,0.00675,13.49325,13.49325,0.006134829161835914,0.021593239218895527,False,0.0
TCS,2019-09-09,2019-09-26,2260.0,15.45,15.45,2513.0,152500.0,17,2182.85,2248.3355,1.0353437020409098,0.007077902741828344,11.664499999999862,2087.6,-0.04363561399088345,0.0,0.0,0.007725,15.442274999999999,15.442274999999999,0.007074363790457429,-0.03656125020042602,False,0.0
TCS,2019-10-14,2019-10-31,2100.0,9.7,9.7,4075.0,1084750.0,17,2021.0,2081.63,1.0390895596239484,0.004799604156358238,18.36999999999989,2269.65,0.12303315190499764,169.6500000000001,2.1,0.00485,7.59515,-162.0548500000001,-0.08018547748639293,0.04284767441860471,True,17.489690721649495
TCS,2019-11-11,2019-11-28,2180.0,19.85,19.85,1660.0,108500.0,17,2100.95,2163.9784999999997,1.0376258359313644,0.009448106808824581,16.021500000000287,2077.35,-0.01123301363668816,0.0,0.0,0.009925000000000002,19.840075000000002,19.840075000000002,0.00944338275542017,-0.0017896308812679913,False,0.0
