symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_to_entry_spot,premium_to_entry_spot,strike_distance,expiry_spot,underlying_buyhold_return,upside_giveup_points,assignment_delivery_stt_points,option_cost_points,net_premium_points,covered_call_incremental_points,covered_call_incremental_return,covered_call_total_return,called_away,upside_giveup_to_gross_premium
ICICIBANK,2019-05-13,2019-05-30,390.0,10.8,10.8,1149.0,892375.0,17,376.3,387.589,1.0364071219771458,0.028700504916290195,2.4110000000000014,426.2,0.13260696252989623,36.19999999999999,0.39,0.0054,10.4046,-25.795399999999987,-0.06855009301089553,0.0640568695190007,True,3.3518518518518507
ICICIBANK,2019-06-10,2019-06-27,430.0,3.9,3.9,2443.0,2732125.0,17,416.1,428.583,1.0334054313866858,0.009372746935832732,1.4169999999999732,440.95,0.05972122086037013,10.949999999999989,0.43,0.00195,3.46805,-7.481949999999989,-0.017981134342706054,0.041740086517664074,True,2.807692307692305
ICICIBANK,2019-07-08,2019-07-25,440.0,3.65,3.65,2694.0,2171125.0,17,425.9,438.67699999999996,1.0331063629960084,0.008570086874853252,1.323000000000036,409.0,-0.03968067621507387,0.0,0.0,0.001825,3.6481749999999997,3.6481749999999997,0.008565801831415825,-0.03111487438365805,False,0.0
ICICIBANK,2019-08-13,2019-08-29,425.0,3.75,3.75,1699.0,1067000.0,16,410.25,422.5575,1.035953686776356,0.009140767824497258,2.4424999999999955,404.4,-0.014259597806215774,0.0,0.0,0.001875,3.748125,3.748125,0.009136197440585008,-0.005123400365630765,False,0.0
ICICIBANK,2019-09-09,2019-09-26,410.0,4.25,4.25,2717.0,2425500.0,17,395.45,407.3135,1.036793526362372,0.010747249968390441,2.6865000000000236,451.95,0.14287520546213184,41.94999999999999,0.41000000000000003,0.002125,3.8378749999999995,-38.11212499999999,-0.09637659628271587,0.046498609179415964,True,9.870588235294115
ICICIBANK,2019-10-14,2019-10-31,445.0,6.75,6.75,571.0,565125.0,17,428.85,441.7155,1.037658855077533,0.015739769150052464,3.28449999999998,463.05,0.07974816369359905,18.05000000000001,0.445,0.003375,6.301625,-11.748375000000012,-0.027395068205666343,0.05235309548793271,True,2.674074074074076
ICICIBANK,2019-11-11,2019-11-28,515.0,5.25,5.25,338.0,111375.0,17,496.8,511.704,1.036634460547504,0.010567632850241546,3.2959999999999923,519.15,0.04498792270531404,4.149999999999977,0.515,0.002625,4.732375,0.582375000000023,0.0011722524154589833,0.04616017512077303,True,0.7904761904761861
ICICIBANK,2019-12-09,2019-12-26,545.0,5.1,5.1,418.0,408375.0,17,526.5,542.295,1.0351377018043684,0.009686609686609686,2.705000000000041,538.75,0.0232668566001899,0.0,0.0,0.0025499999999999997,5.097449999999999,5.097449999999999,0.00968176638176638,0.03294862298195628,False,0.0
ICICIBANK,2020-01-13,2020-01-30,555.0,6.9,6.9,500.0,389125.0,17,538.6,554.758,1.0304493130337913,0.012810991459339028,0.2419999999999618,532.2,-0.011882658744894137,0.0,0.0,0.0034500000000000004,6.89655,6.89655,0.012804585963609358,0.0009219272187152208,False,0.0
ICICIBANK,2020-02-10,2020-02-27,550.0,5.2,5.2,3040.0,2497000.0,17,533.95,549.9685000000001,1.0300589942878546,0.009738739582357898,0.031499999999937245,515.35,-0.034834722352280245,0.0,0.0,0.0026000000000000003,5.1974,5.1974,0.00973387021256672,-0.025100852139713525,False,0.0
ICICIBANK,2020-03-09,2020-03-26,480.0,12.0,12.0,3613.0,870375.0,17,457.75,471.4825,1.0486073184052431,0.026215182960131075,8.517499999999984,330.25,-0.27853631895139264,0.0,0.0,0.006,11.994,11.994,0.02620207536865101,-0.25233424358274165,False,0.0
ICICIBANK,2020-04-13,2020-04-30,350.0,16.1,16.1,2569.0,1028500.0,17,330.65,340.5695,1.0585210948132466,0.048691970361409355,9.430499999999995,380.15,0.14970512626644483,30.149999999999977,0.35000000000000003,0.008050000000000002,15.741950000000001,-14.408049999999976,-0.04357492817178278,0.10613019809466205,True,1.8726708074534146
ICICIBANK,2020-05-11,2020-05-28,330.0,15.9,15.9,4423.0,1611500.0,17,320.15,329.7545,1.030766828049352,0.04966421989692332,0.24549999999999272,326.85,0.02092769014524465,0.0,0.0,0.00795,15.892050000000001,15.892050000000001,0.04963938778697486,0.0705670779322195,False,0.0
ICICIBANK,2020-06-08,2020-06-25,375.0,13.3,13.3,902.0,222750.0,17,359.8,370.594,1.0422456920511396,0.03696498054474708,4.406000000000006,351.0,-0.02445803224013343,0.0,0.0,0.0066500000000000005,13.29335,13.29335,0.03694649805447471,0.012488465814341279,False,0.0
ICICIBANK,2020-07-13,2020-07-30,365.0,13.7,13.7,993.0,690250.0,17,353.6,364.208,1.0322398190045248,0.03874434389140271,0.7919999999999732,344.95,-0.024462669683258054,0.0,0.0,0.00685,13.69315,13.69315,0.03872497171945701,0.014262302036198958,False,0.0
ICICIBANK,2020-08-10,2020-08-27,375.0,10.6,10.6,673.0,715000.0,17,363.55,374.4565,1.0314949800577637,0.029156924769632785,0.5434999999999945,392.2,0.07880621647641317,17.19999999999999,0.375,0.0053,10.2197,-6.980299999999989,-0.01920038509145919,0.05960583138495398,True,1.6226415094339612
ICICIBANK,2020-09-07,2020-09-24,390.0,9.65,9.65,3048.0,3181750.0,17,373.4,384.602,1.0444563470808785,0.025843599357257635,5.398000000000025,335.7,-0.10096411355115154,0.0,0.0,0.004825,9.645175,9.645175,0.025830677557579007,-0.07513343599357253,False,0.0
ICICIBANK,2020-10-12,2020-10-29,420.0,8.5,8.5,5424.0,2077625.0,17,404.05,416.17150000000004,1.039475312461329,0.021037000371241184,3.8284999999999627,399.9,-0.010271006063606092,0.0,0.0,0.00425,8.49575,8.49575,0.02102648187105556,0.010755475807449469,False,0.0
ICICIBANK,2020-11-09,2020-11-26,480.0,7.8,7.8,5573.0,2010250.0,17,462.7,476.581,1.0373892370866653,0.01685757510265831,3.4189999999999827,475.3,0.027231467473525006,0.0,0.0,0.0039,7.7961,7.7961,0.01684914631510698,0.044080613788631984,False,0.0
ICICIBANK,2020-12-14,2020-12-31,550.0,8.15,8.15,10799.0,3311000.0,17,525.8,541.574,1.0460251046025106,0.015500190186382656,8.426000000000045,535.05,0.01759224039558771,0.0,0.0,0.0040750000000000005,8.145925,8.145925,0.015492440091289465,0.033084680486877176,False,0.0
ICICIBANK,2021-01-11,2021-01-28,570.0,7.6,7.6,1487.0,1357125.0,17,544.7,561.041,1.0464475858270608,0.013952634477694141,8.958999999999946,528.25,-0.030200110152377557,0.0,0.0,0.0038,7.5962,7.5962,0.013945658160455295,-0.016254451991922263,False,0.0
ICICIBANK,2021-02-08,2021-02-25,650.0,12.2,12.2,4914.0,2261875.0,17,629.6,648.488,1.0324015247776366,0.01937738246505718,1.5119999999999436,628.0,-0.0025412960609911828,0.0,0.0,0.0060999999999999995,12.1939,12.1939,0.01936769377382465,0.016826397712833466,False,0.0
ICICIBANK,2021-03-08,2021-03-25,630.0,12.95,12.95,2450.0,2052875.0,17,608.05,626.2914999999999,1.036099005016035,0.02129759065866294,3.708500000000072,571.55,-0.06002795822711948,0.0,0.0,0.006475,12.943525,12.943525,0.021286941863333606,-0.03874101636378588,False,0.0
ICICIBANK,2021-04-12,2021-04-29,560.0,10.4,10.4,3119.0,929500.0,17,538.55,554.7065,1.03982917092192,0.01931111317426423,5.2934999999999945,621.45,0.15393185405254872,61.450000000000045,0.56,0.005200000000000001,9.8348,-51.615200000000044,-0.09584105468387345,0.05809079936867527,True,5.90865384615385
ICICIBANK,2021-05-10,2021-05-27,640.0,6.3,6.3,1503.0,2201375.0,17,613.25,631.6475,1.043620057072972,0.010273134936812067,8.352499999999964,652.25,0.06359559722788433,12.25,0.64,0.00315,5.65685,-6.59315,-0.010751161842641663,0.052844435385242666,True,1.9444444444444444
ICICIBANK,2021-06-07,2021-06-24,670.0,8.45,8.45,1251.0,1929125.0,17,648.2,667.6460000000001,1.0336315951866708,0.013036099969145324,2.353999999999928,634.05,-0.021829682196852995,0.0,0.0,0.004225,8.445775,8.445775,0.013029581919160751,-0.008800100277692244,False,0.0
ICICIBANK,2021-07-12,2021-07-29,670.0,4.65,4.65,2006.0,2109250.0,17,646.25,665.6375,1.0367504835589942,0.007195357833655706,4.3624999999999545,687.5,0.06382978723404253,17.5,0.67,0.0023250000000000002,3.9776750000000005,-13.522324999999999,-0.02092429400386847,0.04290549323017406,True,3.7634408602150535
ICICIBANK,2021-08-09,2021-08-26,730.0,4.45,4.45,2376.0,1544125.0,17,702.85,723.9355,1.0386284413459486,0.006331365156149961,6.064499999999953,698.8,-0.0057622536814398995,0.0,0.0,0.002225,4.447775,4.447775,0.006328199473571885,0.0005659457921319859,False,0.0
ICICIBANK,2021-09-13,2021-09-30,730.0,6.35,6.35,3328.0,6468000.0,17,707.4,728.622,1.031947978512864,0.008976533785694091,1.3780000000000427,700.85,-0.00925925925925919,0.0,0.0,0.003175,6.346825,6.346825,0.008972045518801245,-0.00028721374045794466,False,0.0
ICICIBANK,2021-10-11,2021-10-28,740.0,9.5,9.5,3762.0,2673000.0,17,713.3,734.699,1.037431655684845,0.01331837936352166,5.301000000000045,798.7,0.1197252208047106,58.700000000000045,0.74,0.00475,8.75525,-49.94475000000004,-0.07001927660171042,0.049705944203000174,True,6.178947368421057
ICICIBANK,2021-11-08,2021-11-25,810.0,9.6,9.6,3223.0,3254625.0,17,780.15,803.5545,1.0382618727167852,0.012305325898865602,6.445500000000038,751.05,-0.03730051913093635,0.0,0.0,0.0048,9.5952,9.5952,0.01229917323591617,-0.025001345895020177,False,0.0
ICICIBANK,2021-12-13,2021-12-30,780.0,7.4,7.4,7732.0,3371500.0,17,754.0,776.62,1.0344827586206897,0.009814323607427056,3.3799999999999955,735.7,-0.024270557029177686,0.0,0.0,0.0037,7.3963,7.3963,0.009809416445623342,-0.014461140583554345,False,0.0
ICICIBANK,2022-01-10,2022-01-27,840.0,8.55,8.55,2216.0,1090375.0,17,810.75,835.0725,1.0360777058279371,0.010545790934320075,4.927500000000009,794.65,-0.019858156028368823,0.0,0.0,0.004275,8.545725000000001,8.545725000000001,0.010540518038852914,-0.009317637989515909,False,0.0
ICICIBANK,2022-02-07,2022-02-24,810.0,10.2,10.2,3448.0,3786750.0,17,786.4,809.992,1.0300101729399798,0.012970498474059003,0.008000000000038199,707.4,-0.10045778229908442,0.0,0.0,0.0050999999999999995,10.194899999999999,10.194899999999999,0.012964013224821972,-0.08749376907426244,False,0.0
ICICIBANK,2022-03-14,2022-03-31,720.0,11.8,11.8,5122.0,3605250.0,17,696.15,717.0345,1.0342598577892697,0.016950369891546364,2.96550000000002,730.3,0.049055519643754986,10.299999999999955,0.72,0.005900000000000001,11.0741,0.7741000000000451,0.0011119729943260004,0.050167492638080985,True,0.8728813559321995
ICICIBANK,2022-04-11,2022-04-28,790.0,6.55,6.55,1712.0,999625.0,17,759.6,782.388,1.040021063717746,0.008622959452343338,7.611999999999966,747.15,-0.016390205371248134,0.0,0.0,0.003275,6.5467249999999995,6.5467249999999995,0.008618647972617166,-0.007771557398630969,False,0.0
ICICIBANK,2022-05-09,2022-05-26,740.0,6.4,6.4,2583.0,2191750.0,17,710.35,731.6605000000001,1.0417399873301894,0.009009643133666503,8.33949999999993,728.5,0.025550784824382333,0.0,0.0,0.0032,6.396800000000001,6.396800000000001,0.00900513831209967,0.034555923136482,False,0.0
ICICIBANK,2022-06-13,2022-06-30,710.0,8.0,8.0,3536.0,1177000.0,17,688.0,708.64,1.0319767441860466,0.011627906976744186,1.3600000000000136,707.2,0.027906976744186185,0.0,0.0,0.004,7.996,7.996,0.011622093023255814,0.039529069767442,False,0.0
ICICIBANK,2022-07-11,2022-07-28,800.0,5.95,5.95,5031.0,2327875.0,17,769.5,792.585,1.0396361273554255,0.007732293697205978,7.414999999999964,814.6,0.05860948667966204,14.600000000000023,0.8,0.002975,5.147025,-9.452975000000023,-0.012284567901234599,0.04632491877842744,True,2.4537815126050457
ICICIBANK,2022-08-08,2022-08-25,870.0,6.0,6.0,2690.0,1375000.0,17,836.95,862.0585000000001,1.0394886193918393,0.007168887030288547,7.941499999999905,872.35,0.04229643347870238,2.3500000000000227,0.87,0.003,5.127,2.776999999999977,0.0033179998805185217,0.0456144333592209,True,0.39166666666667044
ICICIBANK,2022-09-12,2022-09-29,940.0,6.75,6.75,999.0,1177000.0,17,907.2,934.416,1.0361552028218695,0.00744047619047619,5.583999999999946,843.9,-0.06977513227513232,0.0,0.0,0.003375,6.746625,6.746625,0.007436755952380952,-0.06233837632275137,False,0.0
ICICIBANK,2022-10-10,2022-10-27,910.0,9.35,9.35,1606.0,840125.0,17,881.75,908.2025,1.0320385596824497,0.010603912673660334,1.7975000000000136,924.4,0.048369719308194004,14.399999999999977,0.91,0.004675,8.435324999999999,-5.964674999999978,-0.006764587468103179,0.04160513184009083,True,1.5401069518716555
ICICIBANK,2022-11-07,2022-11-24,950.0,7.95,7.95,3646.0,3685000.0,17,917.5,945.025,1.0354223433242506,0.008664850136239782,4.975000000000023,938.85,0.023269754768392437,0.0,0.0,0.003975,7.946025000000001,7.946025000000001,0.008660517711171663,0.0319302724795641,False,0.0
ICICIBANK,2022-12-12,2022-12-29,960.0,6.0,6.0,1712.0,3150125.0,17,930.3,958.209,1.0319251854240568,0.006449532408900355,1.7910000000000537,908.05,-0.023917016016338777,0.0,0.0,0.003,5.997,5.997,0.006446307642695904,-0.01747070837364287,False,0.0
ICICIBANK,2023-01-09,2023-01-25,900.0,8.45,8.45,12202.0,5569200.0,16,873.35,899.5505,1.0305146848342588,0.009675387874277207,0.4494999999999436,855.3,-0.020667544512509406,0.0,0.0,0.004225,8.445775,8.445775,0.00967055018034007,-0.010996994332169337,False,0.0
ICICIBANK,2023-02-06,2023-02-23,880.0,8.6,8.6,4841.0,2767100.0,17,853.7,879.311,1.0308070750849243,0.01007379641560267,0.6889999999999645,839.75,-0.016340634883448613,0.0,0.0,0.0043,8.595699999999999,8.595699999999999,0.010068759517394868,-0.006271875366053744,False,0.0
ICICIBANK,2023-03-13,2023-03-29,860.0,6.05,6.05,8104.0,2058000.0,16,828.4,853.252,1.0381458232737808,0.007303235152100435,6.748000000000047,851.0,0.02728150651859007,0.0,0.0,0.003025,6.046975,6.046975,0.007299583534524384,0.03458109005311445,False,0.0
ICICIBANK,2023-04-10,2023-04-27,900.0,6.25,6.25,7996.0,3686200.0,17,868.45,894.5035,1.0363290920605677,0.007196729805976164,5.496499999999969,918.35,0.05745869077091359,18.350000000000023,0.9,0.003125,5.346875,-13.003125000000022,-0.014972796361333435,0.04248589440958016,True,2.9360000000000035
ICICIBANK,2023-05-08,2023-05-25,970.0,3.8,3.8,2003.0,551600.0,17,937.9,966.037,1.0342253971638768,0.004051604648683228,3.9629999999999654,939.85,0.002079112911824277,0.0,0.0,0.0019,3.7981,3.7981,0.0040495788463588865,0.006128691758183163,False,0.0
ICICIBANK,2023-07-10,2023-07-27,980.0,7.8,7.8,3621.0,1266300.0,17,948.4,976.852,1.033319274567693,0.008224377899620413,3.1480000000000246,990.25,0.04412695065373273,10.25,0.98,0.0039,6.8161000000000005,-3.4338999999999995,-0.003620729649936735,0.040506221003796,True,1.314102564102564
ICICIBANK,2023-08-14,2023-08-31,990.0,5.1,5.1,3095.0,2699200.0,17,959.55,988.3365,1.031733625136783,0.00531499140221979,1.663499999999999,958.75,-0.0008337241415246055,0.0,0.0,0.0025499999999999997,5.097449999999999,5.097449999999999,0.00531233390651868,0.004478609764994075,False,0.0
ICICIBANK,2023-09-11,2023-09-28,1010.0,5.4,5.4,1874.0,769300.0,17,978.25,1007.5975000000001,1.0324559161768465,0.0055200613340148225,2.402499999999918,942.6,-0.03644262714030155,0.0,0.0,0.0027,5.3973,5.3973,0.005517301303347815,-0.03092532583695374,False,0.0
ICICIBANK,2023-10-09,2023-10-26,970.0,6.25,6.25,2856.0,1580600.0,17,938.6,966.758,1.0334540805454933,0.006658853611762199,3.241999999999962,908.65,-0.03190922650756456,0.0,0.0,0.003125,6.246875,6.246875,0.006655524184956318,-0.02525370232260824,False,0.0
ICICIBANK,2023-11-13,2023-11-30,965.0,3.65,3.65,1406.0,237300.0,17,934.45,962.4835,1.0326930279843758,0.0039060409866766544,2.516499999999951,934.95,0.0005350741077638776,0.0,0.0,0.001825,3.6481749999999997,3.6481749999999997,0.0039040879661833157,0.004439162073947194,False,0.0
ICICIBANK,2023-12-11,2023-12-28,1050.0,8.25,8.25,7338.0,2160900.0,17,1017.1,1047.613,1.032346868547832,0.008111296824304394,2.3869999999999436,1005.9,-0.0110116999311769,0.0,0.0,0.004125,8.245875,8.245875,0.008107241175892243,-0.0029044587552846564,False,0.0
