experiment_id,variant,fold_id,fold_start_date,fold_end_date,fold_trade_dates,rebalance_count,strategy_total_return,strategy_annualized_return,buyhold_total_return,buyhold_annualized_return,excess_vs_buyhold_ann,beats_buyhold_annualized,mean_interval_return,win_rate,mean_eligibility_rate
E1006,ungated,1,2019-10-03,2020-06-03,164,17,-0.3715610756207187,-0.5074229174377476,-0.027089749593484397,-0.041000764915179344,-0.46642215252256825,False,-0.024318561409788685,0.35294117647058826,1.0
E1006,delivery_rising,1,2019-10-03,2020-06-03,164,17,0.0,0.0,-0.027089749593484397,-0.041000764915179344,0.041000764915179344,True,0.0,0.0,0.0
E1006,delivery_rising_above_floor,1,2019-10-03,2020-06-03,164,17,0.0,0.0,-0.027089749593484397,-0.041000764915179344,0.041000764915179344,True,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,1,2019-10-03,2020-06-03,164,17,0.0,0.0,-0.027089749593484397,-0.041000764915179344,0.041000764915179344,True,0.0,0.0,0.0
E1006,ungated,2,2020-06-04,2021-01-22,164,17,0.4750341887880736,0.8085072496226566,0.4264526916463624,0.7184956383486518,0.09001161127400481,True,0.02466840913851423,0.5882352941176471,1.0
E1006,delivery_rising,2,2020-06-04,2021-01-22,164,17,0.0,0.0,0.4264526916463624,0.7184956383486518,-0.7184956383486518,False,0.0,0.0,0.0
E1006,delivery_rising_above_floor,2,2020-06-04,2021-01-22,164,17,0.0,0.0,0.4264526916463624,0.7184956383486518,-0.7184956383486518,False,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,2,2020-06-04,2021-01-22,164,17,0.0,0.0,0.4264526916463624,0.7184956383486518,-0.7184956383486518,False,0.0,0.0,0.0
E1006,ungated,3,2021-01-25,2021-09-22,163,17,0.15056348732807368,0.23999846301038286,0.21638172596953203,0.3504399799211533,-0.11044151691077042,False,0.009123189361310494,0.5294117647058824,1.0
E1006,delivery_rising,3,2021-01-25,2021-09-22,163,17,0.0,0.0,0.21638172596953203,0.3504399799211533,-0.3504399799211533,False,0.0,0.0,0.0
E1006,delivery_rising_above_floor,3,2021-01-25,2021-09-22,163,17,0.0,0.0,0.21638172596953203,0.3504399799211533,-0.3504399799211533,False,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,3,2021-01-25,2021-09-22,163,17,0.0,0.0,0.21638172596953203,0.3504399799211533,-0.3504399799211533,False,0.0,0.0,0.0
E1006,ungated,4,2021-09-23,2022-05-20,163,17,-0.15753198509319377,-0.23119158003036278,-0.06905627744912282,-0.10394112493367724,-0.12725045509668553,False,-0.009510685468028572,0.4117647058823529,1.0
E1006,delivery_rising,4,2021-09-23,2022-05-20,163,17,0.0,0.0,-0.06905627744912282,-0.10394112493367724,0.10394112493367724,True,0.0,0.0,0.0
E1006,delivery_rising_above_floor,4,2021-09-23,2022-05-20,163,17,0.0,0.0,-0.06905627744912282,-0.10394112493367724,0.10394112493367724,True,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,4,2021-09-23,2022-05-20,163,17,0.0,0.0,-0.06905627744912282,-0.10394112493367724,0.10394112493367724,True,0.0,0.0,0.0
E1006,ungated,5,2022-05-23,2023-01-12,163,17,-0.09760129641882165,-0.14573476212253877,0.09449556277138751,0.14853485596425609,-0.29426961808679486,False,-0.004874777317462491,0.4117647058823529,1.0
E1006,delivery_rising,5,2022-05-23,2023-01-12,163,17,0.0,0.0,0.09449556277138751,0.14853485596425609,-0.14853485596425609,False,0.0,0.0,0.0
E1006,delivery_rising_above_floor,5,2022-05-23,2023-01-12,163,17,0.0,0.0,0.09449556277138751,0.14853485596425609,-0.14853485596425609,False,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,5,2022-05-23,2023-01-12,163,17,0.0,0.0,0.09449556277138751,0.14853485596425609,-0.14853485596425609,False,0.0,0.0,0.0
E1006,ungated,6,2023-01-13,2023-09-11,163,17,0.15578406678354928,0.2486383263755747,0.14414164044717587,0.22939921713134148,0.01923910924423322,True,0.009642925429078394,0.47058823529411764,1.0
E1006,delivery_rising,6,2023-01-13,2023-09-11,163,17,0.0,0.0,0.14414164044717587,0.22939921713134148,-0.22939921713134148,False,0.0,0.0,0.0
E1006,delivery_rising_above_floor,6,2023-01-13,2023-09-11,163,17,0.0,0.0,0.14414164044717587,0.22939921713134148,-0.22939921713134148,False,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,6,2023-01-13,2023-09-11,163,17,0.0,0.0,0.14414164044717587,0.22939921713134148,-0.22939921713134148,False,0.0,0.0,0.0
E1006,ungated,7,2023-09-12,2024-05-10,163,17,0.05505689916916645,0.08567341947327578,0.19912351450042085,0.3211646098606109,-0.23549119038733513,False,0.0038572384128238,0.5882352941176471,1.0
E1006,delivery_rising,7,2023-09-12,2024-05-10,163,17,0.0,0.0,0.19912351450042085,0.3211646098606109,-0.3211646098606109,False,0.0,0.0,0.0
E1006,delivery_rising_above_floor,7,2023-09-12,2024-05-10,163,17,0.0,0.0,0.19912351450042085,0.3211646098606109,-0.3211646098606109,False,0.0,0.0,0.0
E1006,delivery_rising_and_zpos,7,2023-09-12,2024-05-10,163,17,0.0,0.0,0.19912351450042085,0.3211646098606109,-0.3211646098606109,False,0.0,0.0,0.0
E1006,ungated,8,2024-05-13,2025-01-03,163,17,0.02832942880058087,0.0437771083426024,0.12487918047319464,0.19779707921075773,-0.15401997086815533,False,0.0020372471779301583,0.5294117647058824,1.0
E1006,delivery_rising,8,2024-05-13,2025-01-03,163,17,-0.03185139057517028,-0.048434494867499955,0.12487918047319464,0.19779707921075773,-0.2462315740782577,False,-0.0016721182969577956,0.47058823529411764,0.39192343604108304
E1006,delivery_rising_above_floor,8,2024-05-13,2025-01-03,163,17,-0.05883516702667657,-0.08880787887345432,0.12487918047319464,0.19779707921075773,-0.28660495808421205,False,-0.003371826648981063,0.4117647058823529,0.3253968253968254
E1006,delivery_rising_and_zpos,8,2024-05-13,2025-01-03,163,17,0.020290781987902795,0.03128882381054621,0.12487918047319464,0.19779707921075773,-0.16650825540021152,False,0.0013749176290603921,0.47058823529411764,0.2818238406473701
E1006,ungated,9,2025-01-06,2025-09-01,163,17,0.05420029710607577,0.08432178045037775,0.0013700638073476682,0.00210209300288966,0.08221968744748809,True,0.004177201579206139,0.4117647058823529,1.0
E1006,delivery_rising,9,2025-01-06,2025-09-01,163,17,0.24476933490835817,0.3990777239042771,0.0013700638073476682,0.00210209300288966,0.39697563090138743,True,0.013549690690315917,0.5294117647058824,0.5161842514783692
E1006,delivery_rising_above_floor,9,2025-01-06,2025-09-01,163,17,0.20359324638272835,0.3287252478551117,0.0013700638073476682,0.00210209300288966,0.32662315485222204,True,0.011712688978561316,0.5882352941176471,0.4750233426704015
E1006,delivery_rising_and_zpos,9,2025-01-06,2025-09-01,163,17,0.2379812228186451,0.38739292264357816,0.0013700638073476682,0.00210209300288966,0.3852908296406885,True,0.01340224936546884,0.6470588235294118,0.35644257703081234
E1006,ungated,10,2025-09-02,2026-04-30,163,17,-0.12703291464285105,-0.18809365687438195,-0.018510908628849743,-0.028250305741781556,-0.1598433511326004,False,-0.007582916129151283,0.4117647058823529,1.0
E1006,delivery_rising,10,2025-09-02,2026-04-30,163,17,0.05835294318432793,0.09087973497509605,-0.018510908628849743,-0.028250305741781556,0.1191300407168776,True,0.003925358118342309,0.6470588235294118,0.47502975822636556
E1006,delivery_rising_above_floor,10,2025-09-02,2026-04-30,163,17,0.05835294318432793,0.09087973497509605,-0.018510908628849743,-0.028250305741781556,0.1191300407168776,True,0.003925358118342309,0.6470588235294118,0.45140503055752024
E1006,delivery_rising_and_zpos,10,2025-09-02,2026-04-30,163,17,-0.10985470990874291,-0.16346129392592335,-0.018510908628849743,-0.028250305741781556,-0.1352109881841418,False,-0.006083127062468926,0.5294117647058824,0.30946361364963737
