fold_id,fold_start_date,fold_end_date,buyhold_name_count,buyhold_total_return,buyhold_annualized_return,strategy_ungated_mean_return,strategy_ungated_annualized,strategy_dispersion_sized_mean_return,strategy_dispersion_sized_annualized
1,2020-07-01,2021-06-17,27,0.5422105294869312,0.5644557694532457,0.02131838439499713,0.694449925365082,0.02131838439499713,0.694449925365082
2,2021-06-18,2022-06-08,27,0.0465177098123921,0.048091892959004845,-0.0015628658515190689,-0.03834758637750724,-0.006671286748546474,-0.15408887769250612
3,2022-06-09,2023-05-31,27,0.16801579519174656,0.17402792076177254,0.011279219347867192,0.3236619253352191,0.01286233471718785,0.3764502957052209
4,2023-06-01,2024-05-21,27,0.3320258621181463,0.3463640515162052,0.012700889999787015,0.3709758079260621,0.011982696994230333,0.3468746334788928
5,2024-05-22,2025-05-12,27,0.08440652492583842,0.08769304291115532,-0.002623073608882308,-0.06355360397012222,-0.002146556350355365,-0.05230407994430064
6,2025-05-13,2026-04-30,27,-0.015678011215919635,-0.016258711949918125,-0.0022160822239135325,-0.05395347861312494,-0.0029634129828518246,-0.07150967161352983
