trade_date,nifty_option_rows,traded_rows,unique_expiries,unique_strikes,total_contracts,total_value_lakh,total_open_interest,max_contracts_single_option,max_oi_single_option,min_strike,max_strike
2015-02-04,2218,184,14,128,4241609.0,9443362.319999998,102553275.0,618154.0,5374725.0,2700.0,11400.0
2015-02-05,2220,195,14,128,5772676.0,12819992.76,104364000.0,711691.0,5082500.0,2700.0,11400.0
2015-02-06,2220,193,14,128,4997771.0,11063414.52,106694200.0,618174.0,5866875.0,2700.0,11400.0
2015-02-09,2222,202,14,128,5809247.0,12744989.32,111906275.0,688234.0,5895375.0,2700.0,11400.0
2015-02-10,2226,208,14,128,9458648.0,20560171.39,116765250.0,1026812.0,6177050.0,2700.0,11400.0
2015-02-11,2226,197,14,128,5408176.0,11815908.600000001,116780000.0,648129.0,6214275.0,2700.0,11400.0
2015-02-12,2226,199,14,128,6125959.0,13416031.000000002,117975250.0,771170.0,6172200.0,2700.0,11400.0
2015-02-13,2226,204,14,128,6731001.0,14856451.54,119650550.0,716135.0,6174050.0,2700.0,11400.0
2015-02-16,2226,205,14,128,6437154.0,14284366.72,122491175.0,837213.0,6233675.0,2700.0,11400.0
2015-02-18,2226,220,14,128,6386809.0,14191121.74,124098400.0,918626.0,6613475.0,2700.0,11400.0
2015-02-19,2226,224,14,128,9469010.0,21029617.31,124945675.0,1348085.0,6086350.0,2700.0,11400.0
2015-02-20,2226,225,14,128,9871087.0,21973593.410000004,128339550.0,1478514.0,7303175.0,2700.0,11400.0
2015-02-23,2226,240,14,128,9253951.0,20555500.989999995,131635075.0,1397260.0,7713525.0,2700.0,11400.0
2015-02-24,2226,239,14,128,11025758.0,24315349.24,130495575.0,1966899.0,7088450.0,2700.0,11400.0
2015-02-25,2226,248,14,128,12739691.0,28190809.66,132989700.0,1861523.0,6293125.0,2700.0,11400.0
2015-02-26,2226,267,14,128,18029800.0,39600039.5,144202425.0,2880893.0,7954400.0,2700.0,11400.0
2015-02-27,2190,219,14,127,4420880.0,9884932.509999998,83039225.0,508941.0,5279350.0,2700.0,11400.0
2015-03-02,2198,209,14,127,5730476.0,12949157.49,95361775.0,596122.0,5410975.0,2700.0,11400.0
2015-03-03,2200,205,14,127,4312352.0,9749017.28,99081725.0,484213.0,4938625.0,2700.0,11400.0
2015-03-04,2204,215,14,127,7932621.0,18020171.57,100558575.0,1000628.0,4359475.0,2700.0,11400.0
2015-03-05,2204,217,14,127,6656187.0,14993097.95,102263575.0,738967.0,4399000.0,2700.0,11400.0
2015-03-09,2204,221,14,127,7608259.0,16949730.52,106955825.0,892466.0,5390975.0,2700.0,11400.0
2015-03-10,2204,226,14,127,6954283.0,15366442.07,109512500.0,815706.0,5635800.0,2700.0,11400.0
2015-03-11,2204,214,14,127,5910477.0,13083381.99,112092300.0,756489.0,5930150.0,2700.0,11400.0
2015-03-12,2204,224,14,127,4641981.0,10283041.81,113573050.0,574911.0,5506625.0,2700.0,11400.0
2015-03-13,2204,233,14,127,9801826.0,21664060.720000003,118044200.0,1145294.0,5459800.0,2700.0,11400.0
2015-03-16,2206,217,14,127,5538727.0,12124018.65,119247250.0,644730.0,5485475.0,2700.0,11400.0
2015-03-17,2206,224,14,127,9489668.0,20829077.069999997,120418600.0,1319884.0,5436100.0,2700.0,11400.0
2015-03-18,2206,218,14,127,6939234.0,15247492.069999998,126501850.0,1054324.0,5622875.0,2700.0,11400.0
2015-03-19,2206,235,14,127,12697841.0,27883123.07,130278900.0,1849460.0,5912200.0,2700.0,11400.0
2015-03-20,2206,231,14,127,10310677.0,22422720.709999997,129451500.0,1425918.0,5257900.0,2700.0,11400.0
2015-03-23,2210,235,14,127,8935226.0,19394167.529999997,131493750.0,1330616.0,5311675.0,2700.0,11400.0
2015-03-24,2210,243,14,127,12953011.0,28026293.68,131767750.0,2010697.0,5851000.0,2700.0,11400.0
2015-03-25,2210,264,14,127,10278826.0,22174071.81,137809800.0,2031204.0,5854200.0,2700.0,11400.0
2015-03-26,2210,274,14,127,17720735.0,37846480.39000001,156504625.0,2908898.0,7421300.0,2700.0,11400.0
2015-03-27,2170,186,14,125,5440095.0,11653768.520000001,85740050.0,558818.0,2751750.0,2700.0,11400.0
2015-03-30,2170,184,14,125,4186186.0,8987804.7,91184075.0,414003.0,3111625.0,2700.0,11400.0
2015-03-31,2176,214,14,125,4664390.0,10069358.02,93563125.0,501783.0,3109575.0,2700.0,11400.0
2015-04-01,2176,193,14,125,5024612.0,10799922.24,97542275.0,510257.0,3703550.0,2700.0,11400.0
2015-04-06,2180,181,14,125,4086756.0,8867254.37,102078025.0,455136.0,4011375.0,2700.0,11400.0
2015-04-07,2184,193,14,125,7358882.0,16029330.33,105857150.0,862325.0,3990125.0,2700.0,11400.0
2015-04-08,2184,191,14,125,5018817.0,10990316.769999998,109116875.0,585986.0,4395525.0,2700.0,11400.0
2015-04-09,2184,192,14,125,6617652.0,14536851.289999995,110971625.0,822409.0,4756800.0,2700.0,11400.0
2015-04-10,2188,182,14,125,4219193.0,9281781.65,113218950.0,523152.0,5130600.0,2700.0,11400.0
2015-04-13,2188,189,14,125,5699038.0,12541400.45,116595275.0,625859.0,5237875.0,2700.0,11400.0
2015-04-15,2190,199,14,125,5666985.0,12507336.84,117901800.0,734470.0,5563150.0,2700.0,11400.0
2015-04-16,2190,205,14,125,8490772.0,18632128.94,119827475.0,1193194.0,5596525.0,2700.0,11400.0
2015-04-17,2190,212,14,125,6740834.0,14741752.569999998,125049050.0,829203.0,5617400.0,2700.0,11400.0
2015-04-20,2190,219,14,125,10759215.0,23309360.51,128736300.0,1214032.0,5696100.0,2700.0,11400.0
2015-04-21,2190,222,14,125,10885555.0,23300773.81,133513550.0,1357912.0,5807750.0,2700.0,11400.0
2015-04-22,2190,226,14,125,13209936.0,28089745.32,136387375.0,1793229.0,5530150.0,2700.0,11400.0
2015-04-23,2190,219,14,125,13799454.0,29399527.12,140840775.0,1878797.0,5405125.0,2700.0,11400.0
2015-04-24,2190,227,14,125,10559264.0,22331042.29,144108900.0,1403879.0,5148350.0,2700.0,11400.0
2015-04-27,2194,241,14,125,12301574.0,25802109.520000003,147603275.0,1639431.0,5054300.0,2700.0,11400.0
2015-04-28,2206,244,14,126,14151316.0,29478537.610000003,146162700.0,2210238.0,5158175.0,2700.0,11400.0
2015-04-29,2206,232,14,126,15473941.0,32236750.72,150223025.0,2712962.0,5700850.0,2700.0,11400.0
2015-04-30,2206,262,14,126,21255720.0,43941283.029999994,165230825.0,3542939.0,7340075.0,2700.0,11400.0
2015-05-04,2174,185,14,126,5322004.0,11150671.350000001,102130625.0,508192.0,3632525.0,2700.0,11400.0
2015-05-05,2180,191,14,126,4696864.0,9891804.53,105578250.0,541630.0,3871225.0,2700.0,11400.0
2015-05-06,2180,213,14,126,9731944.0,20288405.66,116158350.0,908272.0,4353250.0,2700.0,11400.0
2015-05-07,2192,215,14,127,8309343.0,17127370.980000004,119068025.0,774529.0,4385775.0,2700.0,11400.0
2015-05-08,2198,214,14,128,6759035.0,14014581.299999997,121155150.0,647513.0,4768575.0,2700.0,11400.0
2015-05-11,2198,200,14,128,6669677.0,13917009.42,126371425.0,687394.0,5242300.0,2700.0,11400.0
2015-05-12,2198,197,14,128,8755774.0,18108461.339999996,130562775.0,830192.0,4752825.0,2700.0,11400.0
2015-05-13,2198,206,14,128,10827362.0,22433285.000000004,130687550.0,1120266.0,4718975.0,2700.0,11400.0
2015-05-14,2198,205,14,128,6998004.0,14513903.7,133571875.0,741547.0,5322525.0,2700.0,11400.0
2015-05-15,2198,201,14,128,6157502.0,12753464.45,135642400.0,612330.0,5260700.0,2700.0,11400.0
2015-05-18,2198,210,14,128,7845503.0,16318596.379999999,137119600.0,841706.0,5331125.0,2700.0,11400.0
2015-05-19,2198,212,14,128,9794404.0,20504197.180000003,138205900.0,1266509.0,5441725.0,2700.0,11400.0
2015-05-20,2198,212,14,128,7265148.0,15239304.03,140991475.0,819656.0,5616450.0,2700.0,11400.0
2015-05-21,2200,214,14,128,7057354.0,14821613.280000003,143338700.0,769017.0,6036600.0,2700.0,11400.0
2015-05-22,2200,222,14,128,8614315.0,18179487.139999997,144518025.0,1165196.0,5710250.0,2700.0,11400.0
2015-05-25,2202,230,14,128,9065767.0,19121988.409999996,144445750.0,1225370.0,6222125.0,2700.0,11400.0
2015-05-26,2202,225,14,128,9796345.0,20557020.09,148373000.0,1501814.0,5842700.0,2700.0,11400.0
2015-05-27,2202,231,14,128,12060466.0,25181761.33,149943750.0,1728844.0,5408125.0,2700.0,11400.0
2015-05-28,2202,262,14,128,17471820.0,36470915.18,161494650.0,2753492.0,6460300.0,2700.0,11400.0
2015-05-29,2164,192,14,127,4690834.0,9971999.06,96818475.0,454619.0,4134850.0,2700.0,11400.0
2015-06-01,2170,173,14,127,3365036.0,7174779.039999999,100866550.0,334180.0,4271100.0,2700.0,11400.0
2015-06-02,2170,198,14,127,9106778.0,19239278.09,109790225.0,992019.0,4250300.0,2700.0,11400.0
2015-06-03,2172,192,14,127,7159767.0,14914197.040000001,115324500.0,673863.0,4567125.0,2700.0,11400.0
2015-06-04,2176,186,14,127,6038066.0,12485964.649999997,118391075.0,599773.0,4903375.0,2700.0,11400.0
2015-06-05,2176,193,14,127,6236109.0,12890339.579999998,121081575.0,650054.0,5142200.0,2700.0,11400.0
2015-06-08,2178,196,14,127,5372413.0,11073757.780000001,124589525.0,518176.0,4976675.0,2700.0,11400.0
2015-06-09,2184,191,14,127,5661646.0,11619881.88,129468900.0,574757.0,5087675.0,2700.0,11400.0
2015-06-10,2188,197,14,127,6370867.0,13002428.670000002,130493625.0,739938.0,5055175.0,2700.0,11400.0
2015-06-11,2188,212,14,127,9756491.0,19940586.719999995,137028600.0,1093251.0,5253150.0,2700.0,11400.0
2015-06-12,2194,205,14,128,6459002.0,13094814.260000004,140033375.0,671325.0,5623150.0,2700.0,11400.0
2015-06-15,2194,215,14,128,7504300.0,15205891.209999999,139597500.0,866243.0,5731800.0,2700.0,11400.0
2015-06-16,2194,219,14,128,7306674.0,14785862.940000001,139908225.0,840311.0,4809375.0,2700.0,11400.0
2015-06-17,2194,216,14,128,8904837.0,18112774.369999997,142746775.0,1128324.0,5019375.0,2700.0,11400.0
2015-06-18,2194,218,14,128,9575412.0,19521926.68,145405250.0,1238116.0,6336675.0,2700.0,11400.0
2015-06-19,2194,224,14,128,9063981.0,18598495.270000003,149141375.0,1133013.0,6637225.0,2700.0,11400.0
2015-06-22,2194,236,14,128,12097872.0,25136369.14,154089850.0,1543459.0,5977825.0,2700.0,11400.0
2015-06-23,2194,243,14,128,12733258.0,26718273.53,158394875.0,2019900.0,5820850.0,2700.0,11400.0
2015-06-24,2194,264,14,128,13393441.0,28160720.749999996,158186100.0,2003876.0,5102225.0,2700.0,11400.0
2015-06-25,2194,304,14,128,16935679.0,35591203.52,167095150.0,3373047.0,6777275.0,2700.0,11400.0
2015-06-26,2096,187,14,124,4143412.0,8761393.879999999,96484850.0,391555.0,5138125.0,2700.0,11400.0
2015-06-29,2096,201,14,124,6856797.0,14305680.719999999,102967800.0,650288.0,5825550.0,2700.0,11400.0
2015-06-30,2100,203,14,124,4461398.0,9378342.810000002,107639925.0,509770.0,5728200.0,2700.0,11400.0
2015-07-01,2100,192,14,124,5317710.0,11215511.12,111880150.0,561615.0,5759075.0,2700.0,11400.0
2015-07-02,2104,180,14,124,4400627.0,9293021.52,114207500.0,480757.0,5444850.0,2700.0,11400.0
2015-07-03,2104,194,14,124,4456538.0,9467220.15,119244900.0,461090.0,5468300.0,2700.0,11400.0
2015-07-06,2108,192,14,124,6769110.0,14358974.999999998,121662750.0,730678.0,5563775.0,2700.0,11400.0
2015-07-07,2108,188,14,124,5718554.0,12183409.060000002,125851050.0,618814.0,5276275.0,2700.0,11400.0
2015-07-08,2108,205,14,124,9752550.0,20684298.43,127948525.0,1150380.0,5423850.0,2700.0,11400.0
2015-07-09,2108,189,14,124,5326497.0,11266926.57,131051025.0,616342.0,5414550.0,2700.0,11400.0
2015-07-10,2108,185,14,124,5768002.0,12149433.799999999,133073950.0,680716.0,5476675.0,2700.0,11400.0
2015-07-13,2108,196,14,124,6604176.0,13980392.76,134907500.0,748757.0,5412750.0,2700.0,11400.0
2015-07-14,2108,178,14,124,5788005.0,12311421.330000002,136226675.0,909788.0,5483450.0,2700.0,11400.0
2015-07-15,2108,186,14,124,6304766.0,13418361.090000002,139184300.0,678540.0,6067450.0,2700.0,11400.0
2015-07-16,2108,205,14,124,6973908.0,14884594.639999997,141636800.0,830963.0,5404350.0,2700.0,11400.0
2015-07-17,2120,203,14,125,5896802.0,12651067.060000002,145223875.0,675531.0,6608275.0,2700.0,11400.0
2015-07-20,2120,192,14,125,6200092.0,13288121.849999998,145762750.0,757618.0,6558625.0,2700.0,11400.0
2015-07-21,2120,209,14,125,7517205.0,16144912.27,143873100.0,917780.0,5867750.0,2700.0,11400.0
2015-07-22,2120,219,14,125,9757091.0,20951319.150000002,148868525.0,1269148.0,6848250.0,2700.0,11400.0
2015-07-23,2126,212,14,126,8824523.0,19053979.56,150284950.0,1194050.0,6192925.0,2700.0,11400.0
2015-07-24,2126,214,14,126,7667635.0,16496837.300000003,151509700.0,1162565.0,5810775.0,2700.0,11400.0
2015-07-27,2126,232,14,126,12636987.0,26904847.450000007,156316500.0,1731427.0,5888450.0,2700.0,11400.0
2015-07-28,2126,239,14,126,11805137.0,24947339.99,160199775.0,1918330.0,6107675.0,2700.0,11400.0
2015-07-29,2126,238,14,126,10384253.0,21923760.749999996,160024800.0,1737962.0,5730575.0,2700.0,11400.0
2015-07-30,2126,274,14,126,16665130.0,35284664.31,169422525.0,3111587.0,7345600.0,2700.0,11400.0
2015-07-31,2098,191,14,126,4368412.0,9413480.170000002,98693500.0,438331.0,3869250.0,2700.0,11400.0
2015-08-03,2104,179,14,126,2836038.0,6154421.029999999,101517000.0,303241.0,4154125.0,2700.0,11400.0
2015-08-04,2104,186,14,126,7010517.0,15098725.989999998,108413925.0,803190.0,4893275.0,2700.0,11400.0
2015-08-05,2104,184,14,126,4331374.0,9376986.59,112815450.0,465370.0,5097525.0,2700.0,11400.0
2015-08-06,2104,182,14,126,4307910.0,9311272.23,117356775.0,462225.0,5774625.0,2700.0,11400.0
2015-08-07,2106,179,14,126,3483079.0,7539200.94,119109800.0,399636.0,6103125.0,2700.0,11400.0
2015-08-10,2106,178,14,126,5392918.0,11679370.68,120513750.0,606615.0,5833750.0,2700.0,11400.0
2015-08-11,2106,182,14,126,6488506.0,13941817.150000002,121243850.0,843476.0,6278800.0,2700.0,11400.0
2015-08-12,2106,197,14,126,8118135.0,17308631.2,126979075.0,943946.0,5904825.0,2700.0,11400.0
2015-08-13,2108,193,14,126,7610985.0,16180478.47,130968950.0,897625.0,5862550.0,2700.0,11400.0
2015-08-14,2108,195,14,126,8761640.0,18666963.190000005,133231700.0,983506.0,6606350.0,2700.0,11400.0
2015-08-17,2108,191,14,126,8557029.0,18272745.3,133760850.0,1021564.0,5931050.0,2700.0,11400.0
2015-08-18,2108,198,14,126,8036954.0,17166606.869999997,136672075.0,987106.0,6267725.0,2700.0,11400.0
2015-08-19,2108,205,14,126,7602115.0,16221493.940000001,142321800.0,987542.0,6705375.0,2700.0,11400.0
2015-08-20,2108,217,14,126,10504620.0,22385003.220000003,145847150.0,1491436.0,6356900.0,2700.0,11400.0
2015-08-21,2108,237,14,126,13862909.0,29054523.15,151743275.0,1592380.0,5587650.0,2700.0,11400.0
2015-08-24,2110,252,14,126,18297441.0,37354041.99000001,154496225.0,1580769.0,4566500.0,2700.0,11400.0
2015-08-25,2164,294,14,127,16621340.0,33230504.26,152432250.0,1574752.0,4124000.0,2700.0,11400.0
2015-08-26,2164,287,14,127,15137417.0,30221146.389999997,157023500.0,1811869.0,4527125.0,2700.0,11400.0
2015-08-27,2164,300,14,127,18001670.0,35967679.13,161753400.0,2208884.0,6398625.0,2700.0,11400.0
2015-08-28,2130,210,14,127,5742566.0,11795103.31,109972125.0,440707.0,4370675.0,2700.0,11400.0
2015-08-31,2132,231,14,127,4209706.0,8594374.41,116518350.0,335432.0,4815800.0,2700.0,11400.0
2015-09-01,2132,244,14,127,6497099.0,13074172.119999997,123636600.0,489292.0,4704175.0,2700.0,11400.0
2015-09-02,2138,229,14,127,5996742.0,12008410.729999999,128906350.0,479972.0,4552125.0,2700.0,11400.0
2015-09-03,2154,225,14,128,5459471.0,10917653.59,134158275.0,449007.0,4708700.0,2700.0,11400.0
2015-09-04,2154,249,14,128,7823995.0,15489545.41,141172850.0,674982.0,4750425.0,2700.0,11400.0
2015-09-07,2160,253,14,129,5996610.0,11791829.450000001,144642475.0,481521.0,4809000.0,2700.0,11400.0
2015-09-08,2176,255,14,130,7036226.0,13797636.030000001,145543375.0,596867.0,4663300.0,2700.0,11400.0
2015-09-09,2176,246,14,130,6922187.0,13759664.299999999,146167275.0,694187.0,4580250.0,2700.0,11400.0
2015-09-10,2176,239,14,130,6473627.0,12838364.360000001,149489725.0,620553.0,4307150.0,2700.0,11400.0
2015-09-11,2176,231,14,130,5655390.0,11262203.43,150290625.0,647689.0,4514600.0,2700.0,11400.0
2015-09-14,2176,238,14,130,4950200.0,9818935.090000002,153733350.0,534433.0,4684225.0,2700.0,11400.0
2015-09-15,2176,238,14,130,4838806.0,9678689.449999997,153907325.0,587357.0,4635575.0,2700.0,11400.0
2015-09-16,2176,230,14,130,6707221.0,13352343.770000001,158377525.0,659304.0,5080425.0,2700.0,11400.0
2015-09-18,2176,253,14,130,11819762.0,23707546.54,152924375.0,1134171.0,4891100.0,2700.0,11400.0
2015-09-21,2176,264,14,130,8858054.0,17780213.810000002,157290225.0,1116029.0,4709400.0,2700.0,11400.0
2015-09-22,2176,301,14,130,15120856.0,30209922.46,162714975.0,1775467.0,4942625.0,2700.0,11400.0
2015-09-23,2176,298,14,130,15887905.0,31300757.340000004,165763925.0,1794237.0,4285000.0,2700.0,11400.0
2015-09-24,2176,361,14,130,18600709.0,36759795.64,174857675.0,3023625.0,5949875.0,2700.0,11400.0
2015-09-28,2128,197,14,129,3373823.0,6961922.9,102100600.0,337764.0,3703075.0,2700.0,11400.0
2015-09-29,2130,200,14,129,8227848.0,16667773.63,110911725.0,868893.0,4120075.0,2700.0,11400.0
2015-09-30,2130,223,14,129,4451687.0,9096343.759999998,112940200.0,428624.0,4550050.0,2700.0,11400.0
2015-10-01,2132,198,14,129,4696647.0,9710175.34,115437400.0,446824.0,4829475.0,2700.0,11400.0
2015-10-05,2134,206,14,129,5259264.0,10990170.26,119555750.0,503872.0,4398950.0,2700.0,11400.0
2015-10-06,2142,207,14,129,5071276.0,10730551.33,123281150.0,488758.0,4437375.0,2700.0,11400.0
2015-10-07,2148,212,14,129,4666482.0,9952850.86,126283975.0,474409.0,4472375.0,2700.0,11400.0
2015-10-08,2150,205,14,129,4180518.0,8785923.12,128414975.0,435830.0,4679050.0,2700.0,11400.0
2015-10-09,2150,215,14,129,5526344.0,11773728.940000003,130152950.0,662916.0,4756350.0,2700.0,11400.0
2015-10-12,2150,201,14,129,5084214.0,10801968.259999998,133112600.0,616705.0,5370350.0,2700.0,11400.0
2015-10-13,2150,201,14,129,5742069.0,12180027.56,133248550.0,669094.0,5180600.0,2700.0,11400.0
2015-10-14,2150,194,14,129,3994788.0,8418557.79,132959450.0,496035.0,5233125.0,2700.0,11400.0
2015-10-15,2150,204,14,129,5371801.0,11392339.93,133315350.0,664952.0,5976025.0,2700.0,11400.0
2015-10-16,2150,206,14,129,6348441.0,13625885.459999999,136976525.0,800415.0,5581925.0,2700.0,11400.0
2015-10-19,2154,203,14,129,4564106.0,9838025.38,140031525.0,616138.0,5783575.0,2700.0,11400.0
2015-10-20,2158,217,14,129,5493195.0,11808820.099999998,141877775.0,786469.0,6054750.0,2700.0,11400.0
2015-10-21,2158,215,14,129,7495690.0,16047190.98,143340125.0,1057978.0,5999000.0,2700.0,11400.0
2015-10-23,2158,212,14,129,6824481.0,14930445.0,145191175.0,929264.0,5510000.0,2700.0,11400.0
2015-10-26,2158,225,14,129,7839970.0,17242112.240000002,147885775.0,1205461.0,5832175.0,2700.0,11400.0
2015-10-27,2158,233,14,129,7397421.0,16517904.239999998,145549325.0,1291033.0,4934625.0,2700.0,11400.0
2015-10-28,2158,240,14,129,11545017.0,25805236.05,147240075.0,1809344.0,5353950.0,2700.0,11400.0
2015-10-29,2158,256,14,129,14420367.0,32117916.88,159787025.0,3047163.0,8071050.0,2700.0,11400.0
2015-10-30,2116,187,14,126,1552160.0,9598896.690000001,100831750.0,146094.0,3839875.0,2700.0,11400.0
2015-11-02,2118,177,14,126,1418988.0,8678280.78,108158175.0,126540.0,4003925.0,2700.0,11400.0
2015-11-03,2118,186,14,126,1215828.0,7484340.329999999,112777725.0,133833.0,4077375.0,2700.0,11400.0
2015-11-04,2118,181,14,126,1251222.0,7688479.52,116108050.0,126115.0,4165350.0,2700.0,11400.0
2015-11-05,2118,184,14,126,1762568.0,10764621.41,123202900.0,177787.0,4509825.0,2700.0,11400.0
2015-11-06,2122,188,14,126,2021247.0,12312382.35,130584650.0,232630.0,5757300.0,2700.0,11400.0
2015-11-09,2122,201,14,126,3248430.0,19552942.12,130951750.0,304817.0,6223350.0,2700.0,11400.0
2015-11-10,2124,190,14,126,2483899.0,14917653.7,137892350.0,253727.0,7187325.0,2700.0,11400.0
2015-11-11,2128,149,14,126,265590.0,1589968.07,140187600.0,35706.0,7136400.0,2700.0,11400.0
2015-11-13,2128,185,14,126,1886442.0,11219371.679999998,142057000.0,193364.0,7339650.0,2700.0,11400.0
2015-11-16,2132,206,14,126,2455587.0,14548638.100000001,144985500.0,285571.0,7110000.0,2700.0,11400.0
2015-11-17,2132,205,14,126,2524596.0,15004700.980000002,146614125.0,315916.0,6772650.0,2700.0,11400.0
2015-11-18,2132,216,14,126,3268521.0,19330794.32,152410175.0,378514.0,7055925.0,2700.0,11400.0
2015-11-19,2134,212,14,126,3316199.0,19580865.110000003,152826550.0,449238.0,6368625.0,2700.0,11400.0
2015-11-20,2134,219,14,126,4223532.0,25084541.97,151472700.0,553748.0,5937825.0,2700.0,11400.0
2015-11-23,2134,230,14,126,3340997.0,19799363.459999997,155469300.0,482182.0,6564825.0,2700.0,11400.0
2015-11-24,2134,250,14,126,4163601.0,24699259.96,155814500.0,638797.0,5924100.0,2700.0,11400.0
2015-11-26,2134,279,14,126,5453188.0,32354842.12,170895625.0,1219364.0,8799375.0,2700.0,11400.0
2015-11-27,2104,178,14,124,1562772.0,9404029.74,102947975.0,136085.0,4699050.0,2700.0,11400.0
2015-11-30,2106,187,14,124,1094571.0,6614590.38,106666650.0,105324.0,4790875.0,2700.0,11400.0
2015-12-01,2106,186,14,124,1335932.0,8074306.58,111482625.0,140331.0,4734625.0,2700.0,11400.0
2015-12-02,2106,191,14,124,1229306.0,7413924.130000002,114829775.0,140467.0,4741925.0,2700.0,11400.0
2015-12-03,2106,209,14,124,1460960.0,8826867.460000003,122310025.0,174575.0,6424650.0,2700.0,11400.0
2015-12-04,2108,204,14,124,1538182.0,9204443.739999998,124865225.0,167581.0,6116100.0,2700.0,11400.0
2015-12-07,2110,205,14,124,1328093.0,7929436.46,127967100.0,164394.0,6074850.0,2700.0,11400.0
2015-12-08,2112,203,14,124,1841888.0,10961173.090000002,130247325.0,208320.0,6581275.0,2700.0,11400.0
2015-12-09,2116,200,14,124,2310720.0,13585820.07,137595275.0,234147.0,7194500.0,2700.0,11400.0
2015-12-10,2128,205,14,125,1833249.0,10734353.790000003,138445475.0,211026.0,6949575.0,2700.0,11400.0
2015-12-11,2128,204,14,125,2222454.0,12969032.740000002,141277000.0,252760.0,6746675.0,2700.0,11400.0
2015-12-14,2128,208,14,125,2279766.0,13257233.6,147476475.0,248976.0,7720975.0,2700.0,11400.0
2015-12-15,2128,212,14,125,1674328.0,9757469.309999999,149604400.0,178409.0,8022100.0,2700.0,11400.0
2015-12-16,2128,216,14,125,2375363.0,13940454.99,155247700.0,277417.0,8142250.0,2700.0,11400.0
2015-12-17,2128,229,14,125,3516060.0,20607082.52,150660575.0,375931.0,7797075.0,2700.0,11400.0
2015-12-18,2128,220,14,125,2539814.0,15007282.369999997,150778250.0,290861.0,8378650.0,2700.0,11400.0
2015-12-21,2128,217,14,125,2033286.0,11975713.23,153739725.0,237061.0,8112400.0,2700.0,11400.0
2015-12-22,2128,236,14,125,2423224.0,14316172.2,154713350.0,328078.0,7604225.0,2700.0,11400.0
2015-12-23,2128,232,14,125,2725688.0,16103768.23,157168525.0,381204.0,7532550.0,2700.0,11400.0
2015-12-24,2128,234,14,125,2152749.0,12749681.459999999,157574250.0,318047.0,7507000.0,2700.0,11400.0
2015-12-28,2128,260,14,125,2433222.0,14464993.770000001,161001850.0,328409.0,7711200.0,2700.0,11400.0
2015-12-29,2128,261,14,125,3221038.0,19230089.289999995,161012125.0,461340.0,8123400.0,2700.0,11400.0
