trade_date,nifty_option_rows,traded_rows,unique_expiries,unique_strikes,total_contracts,total_value_lakh,total_open_interest,max_contracts_single_option,max_oi_single_option,min_strike,max_strike
2017-05-17,2106,205,14,124,1703803.0,12122339.14,148033775.0,218856.0,7321950.0,3200.0,11900.0
2017-05-18,2112,225,14,125,2551485.0,18110294.499999996,147153500.0,378387.0,6757275.0,3200.0,11900.0
2017-05-19,2112,221,14,125,4329222.0,30686229.750000004,148534475.0,622235.0,6561825.0,3200.0,11900.0
2017-05-22,2112,234,14,125,2684009.0,19021310.48,152126225.0,394396.0,6552675.0,3200.0,11900.0
2017-05-23,2112,239,14,125,5008503.0,35368121.98,153095375.0,673699.0,6601350.0,3200.0,11900.0
2017-05-24,2112,241,14,125,6139163.0,43207407.400000006,153580725.0,816526.0,6679425.0,3200.0,11900.0
2017-05-25,2112,281,14,125,6144044.0,43395313.78999999,155493400.0,888976.0,5564475.0,3200.0,11900.0
2017-05-26,2086,201,14,123,1695957.0,12148283.39,108989700.0,202538.0,4597800.0,3200.0,11900.0
2017-05-29,2114,223,14,124,1843451.0,13298245.46,112416375.0,196703.0,4839300.0,3200.0,12000.0
2017-05-30,2114,203,14,124,1171908.0,8480093.0,116198275.0,123458.0,4945200.0,3200.0,12000.0
2017-05-31,2114,209,14,124,959446.0,6940249.9799999995,120041350.0,105198.0,5701650.0,3200.0,12000.0
2017-06-01,2114,191,14,124,930530.0,6710855.179999999,122489000.0,115353.0,5877750.0,3200.0,12000.0
2017-06-02,2114,211,14,124,1033551.0,7464100.38,125946125.0,132544.0,6007725.0,3200.0,12000.0
2017-06-05,2142,197,14,126,1179328.0,8522948.41,128732175.0,145993.0,6409725.0,3200.0,12100.0
2017-06-06,2146,212,14,126,976527.0,7089016.470000001,130457100.0,139698.0,6633375.0,3200.0,12100.0
2017-06-07,2146,209,14,126,1153452.0,8366294.16,131707275.0,153085.0,6442350.0,3200.0,12100.0
2017-06-08,2146,198,14,126,836019.0,6062455.609999999,132930825.0,119918.0,6512325.0,3200.0,12100.0
2017-06-09,2146,207,14,126,1671375.0,12108051.27,134071275.0,256544.0,6575325.0,3200.0,12100.0
2017-06-12,2146,205,14,126,1598871.0,11605086.719999999,136476050.0,243463.0,7142250.0,3200.0,12100.0
2017-06-13,2146,204,14,126,1345289.0,9750382.180000002,138149000.0,193113.0,7181625.0,3200.0,12100.0
2017-06-14,2146,197,14,126,1366022.0,9890053.689999996,139054925.0,191054.0,7251600.0,3200.0,12100.0
2017-06-15,2146,212,14,126,1512901.0,10937296.610000003,142124450.0,184978.0,7276350.0,3200.0,12100.0
2017-06-16,2146,209,14,126,1436134.0,10383821.63,145034000.0,193503.0,7602825.0,3200.0,12100.0
2017-06-19,2146,232,14,126,2083083.0,15064060.91,143505650.0,295626.0,6577875.0,3200.0,12100.0
2017-06-20,2146,218,14,126,1363786.0,9882583.41,144190700.0,195911.0,6673350.0,3200.0,12100.0
2017-06-21,2146,230,14,126,1945039.0,14104781.350000001,147521075.0,311195.0,6728925.0,3200.0,12100.0
2017-06-22,2146,248,14,126,2747785.0,19932110.069999997,149339000.0,402958.0,6950100.0,3200.0,12100.0
2017-06-23,2146,245,14,126,3301468.0,23855394.419999998,155069250.0,473772.0,8243925.0,3200.0,12100.0
2017-06-27,2146,275,14,126,4920958.0,35402986.1,159269625.0,732636.0,8361975.0,3200.0,12100.0
2017-06-28,2146,272,14,126,4280512.0,30647222.15,161812700.0,543435.0,7841400.0,3200.0,12100.0
2017-06-29,2146,293,14,126,6684868.0,47904911.05,159654200.0,1141702.0,5853675.0,3200.0,12100.0
2017-06-30,2062,182,14,121,1371284.0,9810833.36,108644475.0,136985.0,5042325.0,3500.0,12100.0
2017-07-03,2062,183,14,121,1687009.0,12149683.979999999,115359275.0,199466.0,5547300.0,3500.0,12100.0
2017-07-04,2066,188,14,121,1449313.0,10454927.069999998,119736200.0,178967.0,6064200.0,3500.0,12100.0
2017-07-05,2066,181,14,121,880753.0,6362846.58,122928575.0,116233.0,6165075.0,3500.0,12100.0
2017-07-06,2068,184,14,121,1294943.0,9369547.419999998,126762200.0,163282.0,6511575.0,3500.0,12100.0
2017-07-07,2070,183,14,121,1015411.0,7355869.139999999,128683775.0,133992.0,6319875.0,3500.0,12100.0
2017-07-10,2070,179,14,121,1723615.0,12547954.08,132553025.0,198479.0,6724275.0,3500.0,12100.0
2017-07-11,2098,196,14,123,1993232.0,14606229.81,136925750.0,204906.0,7414950.0,3500.0,12200.0
2017-07-12,2102,207,14,123,1466466.0,10772590.03,140269550.0,163343.0,6707400.0,3500.0,12200.0
2017-07-13,2102,213,14,123,1899551.0,13978345.310000002,146610125.0,203632.0,6341775.0,3500.0,12200.0
2017-07-14,2134,230,14,125,1741780.0,12872607.58,150666350.0,217009.0,6258900.0,3500.0,12300.0
2017-07-17,2134,216,14,125,1767244.0,13074878.610000001,154205425.0,189199.0,6452250.0,3500.0,12300.0
2017-07-18,2134,236,14,125,2823981.0,20942655.43,158108725.0,395298.0,6717525.0,3500.0,12300.0
2017-07-19,2134,223,14,125,2081903.0,15396496.780000001,158340325.0,278861.0,6500400.0,3500.0,12300.0
2017-07-20,2134,218,14,125,2204966.0,16359019.69,161751250.0,304480.0,7087725.0,3500.0,12300.0
2017-07-21,2134,226,14,125,3555985.0,26373766.08,162855025.0,489326.0,6784725.0,3500.0,12300.0
2017-07-24,2134,259,14,125,3316527.0,24695763.669999998,167006725.0,442625.0,6501000.0,3500.0,12300.0
2017-07-25,2162,256,14,127,2989378.0,22330137.0,170097125.0,519356.0,7386900.0,3500.0,12400.0
2017-07-26,2162,275,14,127,3817098.0,28549464.969999995,170664575.0,576121.0,5472900.0,3500.0,12400.0
2017-07-27,2166,308,14,127,7458396.0,56242752.919999994,173861300.0,1013273.0,5185350.0,3500.0,12400.0
2017-07-28,2138,202,14,125,1516875.0,11493974.72,121539125.0,134434.0,4207500.0,3500.0,12400.0
2017-07-31,2138,213,14,125,926103.0,7004362.87,124767650.0,96456.0,4357500.0,3500.0,12400.0
2017-08-01,2170,208,14,127,1111485.0,8436488.999999998,127843625.0,126941.0,4962450.0,3500.0,12500.0
2017-08-02,2170,204,14,127,1137826.0,8639463.12,130517000.0,130194.0,4839150.0,3500.0,12500.0
2017-08-03,2170,215,14,127,1212654.0,9206874.47,133379600.0,142979.0,4626750.0,3500.0,12500.0
2017-08-04,2170,203,14,127,1531029.0,11581588.55,133030625.0,196901.0,5206125.0,3500.0,12500.0
2017-08-07,2170,216,14,127,862216.0,6532355.56,135311975.0,98638.0,5321925.0,3500.0,12500.0
2017-08-08,2170,217,14,127,2314846.0,17497521.470000003,138503900.0,268121.0,4905075.0,3500.0,12500.0
2017-08-09,2170,219,14,127,1811373.0,13632979.430000003,141300300.0,192061.0,5024250.0,3500.0,12500.0
2017-08-10,2174,218,14,127,2323541.0,17360320.53,145441125.0,241525.0,5192625.0,3500.0,12500.0
2017-08-11,2178,233,14,127,2957725.0,21890024.869999997,151960575.0,275178.0,5476425.0,3500.0,12500.0
2017-08-14,2182,230,14,127,1651143.0,12163562.610000001,155322300.0,144062.0,5602725.0,3500.0,12500.0
2017-08-16,2182,220,14,127,2058916.0,15254621.25,154213650.0,231934.0,5566350.0,3500.0,12500.0
2017-08-17,2182,233,14,127,1941782.0,14434390.790000001,157080150.0,229011.0,6415200.0,3500.0,12500.0
2017-08-18,2182,229,14,127,2402813.0,17816636.000000004,156191775.0,300906.0,5903925.0,3500.0,12500.0
2017-08-21,2182,228,14,127,2520568.0,18676668.15,159284850.0,310597.0,5896800.0,3500.0,12500.0
2017-08-22,2182,236,14,127,2735423.0,20205782.66,162613425.0,327646.0,5888700.0,3500.0,12500.0
2017-08-23,2182,248,14,127,2306396.0,17034465.209999997,161961150.0,292971.0,5709750.0,3500.0,12500.0
2017-08-24,2182,237,14,127,1923637.0,14249803.500000002,164290950.0,239511.0,6131400.0,3500.0,12500.0
2017-08-28,2182,253,14,127,2868080.0,21286265.73,167637000.0,329832.0,6538125.0,3500.0,12500.0
2017-08-29,2182,260,14,127,4840643.0,35889685.29999999,170112525.0,652756.0,5964000.0,3500.0,12500.0
2017-08-30,2182,269,14,127,4482713.0,33288324.5,168397350.0,672385.0,5830125.0,3500.0,12500.0
2017-08-31,2182,295,14,127,6253014.0,46426732.95000001,175345350.0,1213116.0,7088925.0,3500.0,12500.0
2017-09-01,2158,206,14,127,1378306.0,10337119.350000001,118549925.0,150727.0,4027500.0,3500.0,12500.0
2017-09-04,2160,209,14,127,2000461.0,14940211.46,124323125.0,223398.0,4468950.0,3500.0,12500.0
2017-09-05,2160,203,14,127,1408050.0,10538663.010000002,127430150.0,179783.0,4634775.0,3500.0,12500.0
2017-09-06,2160,201,14,127,1294154.0,9672286.390000002,129847775.0,173113.0,4683975.0,3500.0,12500.0
2017-09-07,2160,198,14,127,1066627.0,7964661.600000001,134149100.0,146062.0,5040675.0,3500.0,12500.0
2017-09-08,2160,201,14,127,1322072.0,9896888.750000002,136856525.0,187403.0,5299650.0,3500.0,12500.0
2017-09-11,2160,204,14,127,1694840.0,12688648.02,138264350.0,187867.0,5600475.0,3500.0,12500.0
2017-09-12,2162,226,14,127,1767720.0,13307393.159999998,143737175.0,225362.0,6316050.0,3500.0,12500.0
2017-09-13,2166,232,14,127,1862373.0,14129994.899999999,147749825.0,208407.0,6069825.0,3500.0,12500.0
2017-09-14,2166,222,14,127,1768759.0,13391952.13,151261250.0,212644.0,5879925.0,3500.0,12500.0
2017-09-15,2166,218,14,127,2260625.0,17108117.61,152804300.0,279521.0,6450600.0,3500.0,12500.0
2017-09-18,2166,250,14,127,1973155.0,14979161.169999998,154283450.0,230802.0,6179625.0,3500.0,12500.0
2017-09-19,2194,250,14,129,1411375.0,10744949.39,155090375.0,193083.0,5961075.0,3500.0,12600.0
2017-09-20,2194,233,14,129,1268167.0,9660240.89,155636600.0,173510.0,5697525.0,3500.0,12600.0
2017-09-21,2194,248,14,129,3120989.0,23710370.389999997,155234300.0,485399.0,5412450.0,3500.0,12600.0
2017-09-22,2194,259,14,129,4598143.0,34716051.52,160774475.0,556032.0,6443775.0,3500.0,12600.0
2017-09-25,2194,278,14,129,5372950.0,40115842.83,167519150.0,587469.0,6440775.0,3500.0,12600.0
2017-09-26,2196,285,14,129,4660054.0,34715912.599999994,169730825.0,588119.0,5928300.0,3500.0,12600.0
2017-09-27,2196,301,14,129,7282643.0,53979151.349999994,173124125.0,943612.0,5883150.0,3500.0,12600.0
2017-09-28,2200,322,14,129,7602660.0,55798264.94,181429075.0,1193921.0,5280600.0,3500.0,12600.0
2017-09-29,2152,188,14,127,1635082.0,12160863.35,124381525.0,178959.0,4837800.0,3500.0,12600.0
2017-10-03,2152,189,14,127,1240918.0,9224648.620000001,128026150.0,156487.0,4656300.0,3500.0,12600.0
2017-10-04,2156,198,14,127,1710947.0,12754142.889999999,133113025.0,219616.0,4491225.0,3500.0,12600.0
2017-10-05,2156,191,14,127,1284318.0,9599159.94,136042975.0,182801.0,4777275.0,3500.0,12600.0
2017-10-06,2156,204,14,127,1618505.0,12095088.550000003,139912075.0,204060.0,5366775.0,3500.0,12600.0
2017-10-09,2160,200,14,127,1561877.0,11735771.450000003,143745550.0,195587.0,5782950.0,3500.0,12600.0
2017-10-10,2160,194,14,127,1268541.0,9550021.600000001,146781175.0,150055.0,5835225.0,3500.0,12600.0
2017-10-11,2160,212,14,127,2487515.0,18695074.099999998,150422500.0,332965.0,5370075.0,3500.0,12600.0
2017-10-12,2160,228,14,127,2181803.0,16409785.12,154768850.0,279473.0,6549300.0,3500.0,12600.0
2017-10-13,2164,231,14,127,2851746.0,21678941.48,159944825.0,351030.0,7074000.0,3500.0,12600.0
2017-10-16,2168,232,14,127,2817498.0,21558636.019999996,165300350.0,363527.0,7082175.0,3500.0,12600.0
2017-10-17,2178,228,14,128,1852824.0,14226956.649999999,166648475.0,253768.0,7015650.0,3500.0,12600.0
2017-10-18,2178,232,14,128,2147631.0,16437615.500000002,167806025.0,286423.0,7605075.0,3500.0,12600.0
2017-10-19,2178,179,14,128,806481.0,6165169.630000001,168514925.0,99513.0,7518300.0,3500.0,12600.0
2017-10-23,2178,238,14,128,4037151.0,30810890.39,170145800.0,524500.0,6974400.0,3500.0,12600.0
2017-10-24,2178,251,14,128,3499718.0,26781314.029999997,172987200.0,414429.0,7056825.0,3500.0,12600.0
2017-10-25,2178,278,14,128,5087649.0,39166905.089999996,172191450.0,780454.0,6319650.0,3500.0,12600.0
2017-10-26,2204,291,14,129,5821050.0,44909683.80000001,174580750.0,801552.0,5492325.0,3500.0,12700.0
2017-10-27,2184,203,14,130,1080536.0,8413825.9,123274975.0,102938.0,5165550.0,3500.0,12700.0
2017-10-30,2186,194,14,130,905632.0,7054432.86,127634950.0,88601.0,5256525.0,3500.0,12700.0
2017-10-31,2208,192,14,131,851011.0,6629114.56,129966600.0,89203.0,5334675.0,3500.0,12800.0
2017-11-01,2208,231,14,131,1482346.0,11586458.71,134108250.0,137811.0,5348625.0,3500.0,12800.0
2017-11-02,2218,232,14,132,1028498.0,8058583.2299999995,136494100.0,121030.0,5361600.0,3500.0,12800.0
2017-11-03,2218,226,14,132,1065920.0,8369476.1000000015,140207750.0,132082.0,6222000.0,3500.0,12800.0
2017-11-06,2240,222,14,133,1358565.0,10692090.88,142183850.0,150897.0,6254175.0,3500.0,12900.0
2017-11-07,2240,236,14,133,2231221.0,17562515.900000002,144425225.0,269048.0,5679675.0,3500.0,12900.0
2017-11-08,2240,235,14,133,1725689.0,13525770.309999999,146597150.0,202927.0,5534250.0,3500.0,12900.0
2017-11-09,2240,224,14,133,1654431.0,12924613.56,148590225.0,195508.0,5496750.0,3500.0,12900.0
2017-11-10,2240,235,14,133,1937958.0,15146077.510000002,150994500.0,265699.0,5618700.0,3500.0,12900.0
2017-11-13,2240,241,14,133,1547383.0,12056538.15,153580950.0,196456.0,5523525.0,3500.0,12900.0
2017-11-14,2244,228,14,133,1814376.0,14077918.389999999,153189000.0,206974.0,5631975.0,3500.0,12900.0
2017-11-15,2244,241,14,133,2244999.0,17320640.68,155405375.0,248937.0,5825100.0,3500.0,12900.0
2017-11-16,2248,251,14,133,1963399.0,15131906.47,155906775.0,236863.0,5665050.0,3500.0,12900.0
2017-11-17,2248,249,14,133,2509970.0,19483255.939999998,157333925.0,302675.0,5995650.0,3500.0,12900.0
2017-11-20,2248,229,14,133,1752948.0,13604296.309999999,160286825.0,230993.0,6404400.0,3500.0,12900.0
2017-11-21,2248,243,14,133,1876816.0,14594200.610000001,160880325.0,245522.0,6163500.0,3500.0,12900.0
2017-11-22,2248,229,14,133,2041208.0,15900533.48,162825575.0,301863.0,6133425.0,3500.0,12900.0
2017-11-23,2248,241,14,133,2434748.0,18936998.62,166420800.0,342899.0,6298875.0,3500.0,12900.0
2017-11-24,2248,241,14,133,2429326.0,18929245.68,167383125.0,297466.0,6174225.0,3500.0,12900.0
2017-11-27,2248,257,14,133,3215563.0,25088418.59,171308025.0,409889.0,6142275.0,3500.0,12900.0
2017-11-28,2248,266,14,133,3538798.0,27662590.470000003,175063000.0,450941.0,6783450.0,3500.0,12900.0
2017-11-29,2248,260,14,133,4004212.0,31264143.97,177290775.0,574734.0,7393725.0,3500.0,12900.0
2017-11-30,2248,284,14,133,7142821.0,55407921.330000006,189630875.0,1105867.0,7873125.0,3500.0,12900.0
2017-12-01,2220,213,14,133,1909475.0,14822063.899999999,133148325.0,179412.0,7960500.0,3500.0,12900.0
2017-12-04,2226,211,14,133,1412917.0,10914924.140000002,137367825.0,144679.0,8053350.0,3500.0,12900.0
2017-12-05,2226,228,14,133,1593043.0,12246259.719999999,141431925.0,168331.0,8043075.0,3500.0,12900.0
2017-12-06,2226,208,14,133,1675853.0,12881508.450000003,148499750.0,180819.0,8056500.0,3500.0,12900.0
2017-12-07,2230,234,14,133,1644833.0,12613676.36,147575950.0,189496.0,8596425.0,3500.0,12900.0
2017-12-08,2230,218,14,133,1610660.0,12428460.599999998,148702300.0,171522.0,8682675.0,3500.0,12900.0
2017-12-11,2230,224,14,133,1328219.0,10335281.329999998,150024950.0,144078.0,8547600.0,3500.0,12900.0
2017-12-12,2232,232,14,133,1366587.0,10598007.18,153290350.0,130761.0,9076800.0,3500.0,12900.0
2017-12-13,2232,242,14,133,2232081.0,17281333.590000004,155697825.0,221217.0,8561400.0,3500.0,12900.0
2017-12-14,2232,234,14,133,2288537.0,17644273.93,163948975.0,208060.0,9604800.0,3500.0,12900.0
2017-12-15,2232,256,14,133,2721422.0,21108621.89,168198225.0,244687.0,9190725.0,3500.0,12900.0
2017-12-18,2234,264,14,133,6054571.0,46997620.849999994,169464625.0,660080.0,8148000.0,3500.0,12900.0
2017-12-19,2236,258,14,133,2405169.0,18739103.650000002,172265800.0,291449.0,8299875.0,3500.0,12900.0
2017-12-20,2238,274,14,133,2712771.0,21242885.220000003,175516850.0,377009.0,8058000.0,3500.0,12900.0
2017-12-21,2238,265,14,133,1763903.0,13818450.889999999,176339175.0,255884.0,7993950.0,3500.0,12900.0
2017-12-22,2238,283,14,133,2747389.0,21494296.12,176548725.0,322657.0,7511400.0,3500.0,12900.0
2017-12-26,2242,321,14,133,2567059.0,20143998.980000004,179617450.0,302306.0,7090200.0,3500.0,12900.0
2017-12-27,2248,322,14,134,4464821.0,35246728.29,177123600.0,650632.0,6448500.0,3500.0,12900.0
2017-12-28,2248,349,14,134,6022819.0,47422213.11,187950250.0,870626.0,6706650.0,3500.0,12900.0
2017-12-29,2144,197,14,131,974960.0,7717203.9799999995,112374200.0,108841.0,4589250.0,3500.0,12900.0
2018-01-01,2146,203,14,131,890011.0,7054658.45,117690200.0,96413.0,4713075.0,3500.0,12900.0
2018-01-02,2150,204,14,131,1520377.0,12030469.51,121954775.0,156511.0,4992300.0,3500.0,12900.0
2018-01-03,2150,200,14,131,1431162.0,11319111.09,123679700.0,160202.0,4832025.0,3500.0,12900.0
2018-01-04,2150,202,14,131,1224520.0,9667333.54,127143425.0,135870.0,5401800.0,3500.0,12900.0
2018-01-05,2150,208,14,131,1400922.0,11086803.27,132094325.0,178014.0,6085725.0,3500.0,12900.0
2018-01-08,2172,205,14,132,1371194.0,10883709.96,135446525.0,143689.0,6447225.0,3500.0,13000.0
2018-01-09,2176,221,14,132,1331302.0,10612096.91,139724675.0,170057.0,6928200.0,3500.0,13000.0
2018-01-10,2182,208,14,133,1422232.0,11340245.99,142395050.0,198818.0,7547775.0,3500.0,13000.0
2018-01-11,2182,218,14,133,1581761.0,12575131.36,146760650.0,220247.0,8209350.0,3500.0,13000.0
2018-01-12,2204,228,14,134,2648741.0,21112589.749999996,151509075.0,347302.0,8153925.0,3500.0,13100.0
2018-01-15,2208,232,14,134,2379003.0,19098017.2,158602875.0,283018.0,8229825.0,3500.0,13100.0
2018-01-16,2214,225,14,135,2420793.0,19452335.549999997,160144050.0,334662.0,7512000.0,3500.0,13100.0
2018-01-17,2214,251,14,135,2968116.0,23880475.470000003,164646675.0,427155.0,7976775.0,3500.0,13100.0
2018-01-18,2240,255,14,136,3683342.0,29850972.409999996,168865800.0,429100.0,7042650.0,3500.0,13200.0
2018-01-19,2240,261,14,136,3731805.0,30280453.36,171546525.0,474216.0,7410825.0,3500.0,13200.0
2018-01-22,2272,274,14,138,3621724.0,29573212.36,171950625.0,422813.0,7065450.0,3500.0,13300.0
2018-01-23,2300,307,14,140,5690179.0,46996287.57999999,172080000.0,650947.0,6291450.0,3500.0,13400.0
2018-01-24,2336,316,14,142,4965456.0,41135191.489999995,169404375.0,587446.0,5961825.0,3500.0,13500.0
2018-01-25,2336,318,14,142,6951133.0,57601164.059999995,177463700.0,1022141.0,5956500.0,3500.0,13500.0
2018-01-29,2294,217,14,142,1291945.0,10831070.000000002,113679575.0,109159.0,5145975.0,3500.0,13500.0
2018-01-30,2302,209,14,143,1474233.0,12360636.74,119895350.0,120640.0,5401125.0,3500.0,13500.0
2018-01-31,2302,217,14,143,1779197.0,14882907.6,130545050.0,136079.0,5828475.0,3500.0,13500.0
2018-02-01,2302,226,14,143,4461507.0,37211369.06,140446500.0,360396.0,6124275.0,3500.0,13500.0
2018-02-02,2304,222,14,143,3789061.0,31331857.91,146942475.0,324600.0,6529875.0,3500.0,13500.0
2018-02-05,2314,255,14,143,3102827.0,25219389.169999998,150177000.0,284561.0,6215625.0,3500.0,13500.0
2018-02-06,2318,276,14,143,5305251.0,42182362.9,152373750.0,335548.0,5778675.0,3500.0,13500.0
2018-02-07,2324,257,14,143,2772035.0,22156367.21,162765150.0,202290.0,5709300.0,3500.0,13500.0
2018-02-08,2324,268,14,143,2850530.0,22741472.19,165373125.0,243138.0,5885550.0,3500.0,13500.0
2018-02-09,2324,273,14,143,3112670.0,24699724.549999997,167407800.0,238040.0,5764275.0,3500.0,13500.0
2018-02-12,2326,259,14,143,2145218.0,17074148.45,167552775.0,185776.0,5696850.0,3500.0,13500.0
2018-02-14,2326,266,14,143,2458453.0,19578022.829999994,167309550.0,248485.0,5836425.0,3500.0,13500.0
2018-02-15,2326,264,14,143,3313564.0,26361114.07,169453350.0,353208.0,6418200.0,3500.0,13500.0
2018-02-16,2326,280,14,143,4462238.0,35588455.760000005,175505475.0,527371.0,5567100.0,3500.0,13500.0
2018-02-19,2326,301,14,143,5750598.0,45275973.230000004,176506650.0,609240.0,4915575.0,3500.0,13500.0
2018-02-20,2328,303,14,143,5327576.0,41791319.57,178404525.0,670530.0,5489925.0,3500.0,13500.0
2018-02-21,2332,298,14,143,5298810.0,41424032.25000001,178529025.0,737573.0,6552450.0,3500.0,13500.0
2018-02-22,2332,322,14,143,7020319.0,54771844.99999999,185043375.0,1151834.0,6610725.0,3500.0,13500.0
2018-02-23,2288,222,14,140,1651356.0,12993929.23,114221625.0,150342.0,3544950.0,3500.0,13500.0
2018-02-26,2292,239,14,140,1389500.0,11028741.37,117448725.0,121260.0,3398325.0,3500.0,13500.0
2018-02-27,2296,225,14,140,1467091.0,11655598.700000003,120884175.0,153736.0,3569625.0,3500.0,13500.0
2018-02-28,2296,230,14,140,1627811.0,12915494.669999998,123000900.0,172087.0,3722625.0,3500.0,13500.0
2018-03-01,2296,222,14,140,1507320.0,11977347.27,127343100.0,142905.0,4429425.0,3500.0,13500.0
2018-03-05,2296,241,14,140,2101473.0,16540468.68,131612775.0,200678.0,5322900.0,3500.0,13500.0
2018-03-06,2298,241,14,140,2241448.0,17595929.72,135596625.0,233706.0,4590000.0,3500.0,13500.0
2018-03-07,2312,262,14,141,2718955.0,21187848.68,140255650.0,222383.0,5137200.0,3500.0,13500.0
2018-03-08,2322,256,14,142,2426566.0,18791563.860000003,141451975.0,229257.0,5240700.0,3500.0,13500.0
2018-03-09,2322,251,14,142,2143068.0,16635967.659999998,143024725.0,269672.0,5488800.0,3500.0,13500.0
2018-03-12,2322,265,14,142,2650670.0,20672430.620000005,147133950.0,274568.0,5388825.0,3500.0,13500.0
2018-03-13,2322,260,14,142,3218171.0,25237515.44,144912525.0,371599.0,4879275.0,3500.0,13500.0
2018-03-14,2322,280,14,142,2265308.0,17717990.469999995,146638800.0,265434.0,4939575.0,3500.0,13500.0
2018-03-15,2322,260,14,142,1697115.0,13280010.97,146669550.0,215379.0,5090850.0,3500.0,13500.0
2018-03-16,2322,282,14,142,3367434.0,26228802.759999998,150133275.0,379620.0,5831700.0,3500.0,13500.0
2018-03-19,2322,283,14,142,3523117.0,27211435.92,156914175.0,327419.0,6601050.0,3500.0,13500.0
2018-03-20,2328,277,14,142,3112580.0,23891144.63,158333550.0,336866.0,6600150.0,3500.0,13500.0
2018-03-21,2328,289,14,142,3643209.0,28047895.36,156028725.0,392908.0,6118575.0,3500.0,13500.0
2018-03-22,2328,296,14,142,3516309.0,27019431.88,161905500.0,423256.0,6285375.0,3500.0,13500.0
2018-03-23,2328,313,14,142,5406633.0,41120458.67,164849475.0,557678.0,5462700.0,3500.0,13500.0
2018-03-26,2340,333,14,143,5467028.0,41516374.54,166612800.0,582592.0,6139275.0,3500.0,13500.0
2018-03-27,2340,332,14,143,5955332.0,45589897.660000004,168268050.0,822817.0,4728825.0,3500.0,13500.0
2018-03-28,2340,367,14,143,7106646.0,54260839.190000005,181190175.0,1115190.0,6304650.0,3500.0,13500.0
2018-04-02,2288,228,14,143,1519713.0,11702170.349999998,113109450.0,129580.0,4006650.0,3500.0,13500.0
2018-04-03,2292,210,14,143,1496576.0,11581737.710000003,116386275.0,144294.0,4417200.0,3500.0,13500.0
2018-04-04,2294,234,14,143,2278273.0,17583481.439999998,122685300.0,220371.0,4424325.0,3500.0,13500.0
2018-04-05,2294,233,14,143,2059848.0,15929320.59,125781450.0,183047.0,4858275.0,3500.0,13500.0
2018-04-06,2298,237,14,143,1559689.0,12098966.21,127932150.0,149868.0,4924875.0,3500.0,13500.0
2018-04-09,2298,228,14,143,1604876.0,12522977.14,129578475.0,160182.0,4634475.0,3500.0,13500.0
2018-04-10,2300,221,14,143,1528459.0,11961929.910000002,133354800.0,160101.0,4566450.0,3500.0,13500.0
2018-04-11,2300,229,14,143,1677796.0,13117620.56,136231125.0,173941.0,4574325.0,3500.0,13500.0
2018-04-12,2300,230,14,143,1654327.0,12911983.97,141450225.0,188229.0,5540850.0,3500.0,13500.0
2018-04-13,2304,244,14,143,2339645.0,18343384.460000005,144475050.0,266143.0,5232375.0,3500.0,13500.0
2018-04-16,2304,249,14,143,2126528.0,16653732.890000002,145692825.0,247404.0,5545875.0,3500.0,13500.0
2018-04-17,2306,247,14,143,2278641.0,17948017.74,145803525.0,286113.0,5266125.0,3500.0,13500.0
2018-04-18,2306,245,14,143,2444772.0,19331725.639999997,148704375.0,323359.0,5146200.0,3500.0,13500.0
2018-04-19,2306,237,14,143,1738668.0,13718601.61,151156350.0,233659.0,5445900.0,3500.0,13500.0
2018-04-20,2308,259,14,143,2919375.0,23002306.249999996,149676075.0,362761.0,5496075.0,3500.0,13500.0
2018-04-23,2308,285,14,143,3541696.0,28071249.490000002,151147725.0,435693.0,5773725.0,3500.0,13500.0
2018-04-24,2308,294,14,143,2992160.0,23756556.389999997,149758875.0,385735.0,4956975.0,3500.0,13500.0
2018-04-25,2308,286,14,143,4607468.0,36634677.440000005,151790025.0,656544.0,4491000.0,3500.0,13500.0
2018-04-26,2308,292,14,143,4947471.0,39317536.85,161257800.0,929694.0,5747325.0,3500.0,13500.0
2018-04-27,2262,202,14,137,1316316.0,10565606.430000002,105665775.0,112157.0,5112450.0,3500.0,13500.0
2018-04-30,2274,207,14,138,981420.0,7915184.89,110116950.0,84415.0,5683875.0,3500.0,13500.0
2018-05-02,2280,202,14,139,1083129.0,8742733.54,113168400.0,101514.0,6034875.0,3500.0,13500.0
2018-05-03,2280,202,14,139,1174618.0,9480899.020000001,115472925.0,126055.0,5971350.0,3500.0,13500.0
2018-05-04,2280,208,14,139,1132897.0,9116662.74,116860650.0,115063.0,5792025.0,3500.0,13500.0
2018-05-07,2280,216,14,139,934761.0,7532354.02,118369575.0,86110.0,5696325.0,3500.0,13500.0
2018-05-08,2280,227,14,139,971948.0,7869571.4,120029175.0,92229.0,5704950.0,3500.0,13500.0
2018-05-09,2280,219,14,139,984122.0,7963528.390000001,122108325.0,96911.0,5671650.0,3500.0,13500.0
2018-05-10,2280,215,14,139,1047231.0,8474773.14,123333075.0,109519.0,5826975.0,3500.0,13500.0
2018-05-11,2280,224,14,139,1432808.0,11584723.769999998,128948325.0,145856.0,6318450.0,3500.0,13500.0
2018-05-14,2286,245,14,139,1441752.0,11677279.139999999,132608700.0,139254.0,6677700.0,3500.0,13500.0
2018-05-15,2286,251,14,139,3674284.0,29862947.580000002,131386200.0,440699.0,6373500.0,3500.0,13500.0
