candidate_id,collection_date_ist,generated_at_ist,symbol,spot_source,spot_last_price,spot_timestamp,expiry_date,days_to_expiry,expiry_source,short_source,short_put_target_strike,short_put_strike,short_put_tradingsymbol,short_put_instrument_token,long_put_target_strike,long_put_strike,long_put_tradingsymbol,long_put_instrument_token,spread_width_points,resolution_status,blocker,broker_order_allowed,order_route
TB15_T05_20260703_SBIN,2026-07-03,2026-07-03T10:04:55.780318+05:30,SBIN,kite_quote_api:NSE:SBIN,1043.9,2026-07-03 10:05:00,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,991.705,990.0,SBIN26JUL990PE,36792066,950.4,950.0,SBIN26JUL950PE,36791042,40.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call
TB15_T05_20260703_ICICIBANK,2026-07-03,2026-07-03T10:04:55.799467+05:30,ICICIBANK,kite_quote_api:NSE:ICICIBANK,1412.4,2026-07-03 10:05:00,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1341.78,1340.0,ICICIBANK26JUL1340PE,25922050,1286.4,1290.0,ICICIBANK26JUL1290PE,26455298,50.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call
TB15_T05_20260703_LT,2026-07-03,2026-07-03T10:04:55.820610+05:30,LT,kite_quote_api:NSE:LT,4059.0,2026-07-03 10:04:58,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,3856.0499999999997,3850.0,LT26JUL3850PE,31330562,3696.0,3700.0,LT26JUL3700PE,30350850,150.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call
TB15_T05_20260703_TCS,2026-07-03,2026-07-03T10:04:55.842248+05:30,TCS,kite_quote_api:NSE:TCS,2089.6,2026-07-03 10:05:00,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1985.12,1980.0,TCS26JUL1980PE,38170882,1900.8,1900.0,TCS26JUL1900PE,38169858,80.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call
TB15_T05_20260703_BHARTIARTL,2026-07-03,2026-07-03T10:04:55.861373+05:30,BHARTIARTL,kite_quote_api:NSE:BHARTIARTL,1892.2,2026-07-03 10:04:57,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1797.59,1780.0,BHARTIARTL26JUL1780PE,19589122,1708.8,1700.0,BHARTIARTL26JUL1700PE,19588098,80.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call
