experiment_id,ticker,pnl_contribution
E1002,ADANIPORTS,0.0009299938090816876
E1002,AXISBANK,-0.04077184384043178
E1002,BAJAJ-AUTO,-0.0018571784895573232
E1002,BHARTIARTL,0.009161321702866498
E1002,BPCL,0.033691256534175144
E1002,BRITANNIA,-0.013616455392188358
E1002,CIPLA,0.03343255106030719
E1002,DRREDDY,0.08886803463763321
E1002,HCLTECH,-0.034479472162527586
E1002,HDFCBANK,0.01789774950473799
E1002,HINDUNILVR,-0.013930100538595608
E1002,ICICIBANK,0.008494010791582553
E1002,INFY,-0.0317074922502181
E1002,ITC,-0.016242863138159015
E1002,KOTAKBANK,-0.02085915412215124
E1002,LT,0.04865232268817128
E1002,M&M,0.009485703665422339
E1002,MARUTI,0.0014843777932326743
E1002,NESTLEIND,0.025820148573898655
E1002,ONGC,0.035044621702367024
E1002,RELIANCE,-0.004805363342386217
E1002,SBIN,-0.042752473269948556
E1002,SUNPHARMA,0.003605220041886485
E1002,TCS,-0.012390749616534535
E1002,TECHM,0.06615813420346019
E1002,ULTRACEMCO,-0.02750271255093313
E1002,WIPRO,0.019829534072044727
E1003,ADANIPORTS,0.01600808742640626
E1003,AXISBANK,-0.03739610458304689
E1003,BAJAJ-AUTO,0.05427970601234883
E1003,BHARTIARTL,0.009403224799144627
E1003,BPCL,0.03527930368841399
E1003,BRITANNIA,-0.03350961617360602
E1003,CIPLA,-0.03144567174086035
E1003,DRREDDY,0.0353551522488429
E1003,HCLTECH,-0.001088123605423273
E1003,HDFCBANK,0.01902731852390866
E1003,HINDUNILVR,-0.04921047720818737
E1003,ICICIBANK,0.015095962408343882
E1003,INFY,0.06868986794065253
E1003,ITC,-0.053624143459026656
E1003,KOTAKBANK,0.019114168809044027
E1003,LT,-0.01581800345766313
E1003,M&M,0.007982747615030228
E1003,MARUTI,0.003429070929692474
E1003,NESTLEIND,-0.040378233209583614
E1003,ONGC,-0.004266906515334866
E1003,RELIANCE,0.00817930996127272
E1003,SBIN,0.011720308612371173
E1003,SUNPHARMA,0.01723244502495654
E1003,TCS,-0.012662556498156553
E1003,TECHM,0.030751746210459955
E1003,ULTRACEMCO,-0.00898614708685921
E1003,WIPRO,0.015246497342606843
E1006,ADANIPORTS,0.031575881816630846
E1006,AXISBANK,-0.009964715687617491
E1006,BAJAJ-AUTO,0.09778298797660213
E1006,BHARTIARTL,0.03932746525037621
E1006,BPCL,0.21400050735712034
E1006,BRITANNIA,-0.0037078834326883005
E1006,CIPLA,0.02374092584415829
E1006,DRREDDY,0.014532970286798137
E1006,HCLTECH,0.020157214693188763
E1006,HDFCBANK,0.02506283146564853
E1006,HINDUNILVR,0.023354189363553976
E1006,ICICIBANK,-0.004375237890517022
E1006,INFY,0.0066194672663451165
E1006,ITC,-0.03476631415241103
E1006,KOTAKBANK,0.007559248248956222
E1006,LT,0.06268825958936783
E1006,M&M,0.00012194480385943444
E1006,MARUTI,-0.04943143635104841
E1006,NESTLEIND,-0.012475821836082625
E1006,ONGC,0.01009631286416481
E1006,RELIANCE,-0.044718789241527106
E1006,SBIN,0.03100245347133604
E1006,SUNPHARMA,0.04003988294105225
E1006,TCS,-0.022173039704381205
E1006,TECHM,0.08884529035789003
E1006,ULTRACEMCO,-0.00584743518120282
E1006,WIPRO,0.046481002018947115
