fold_set,quantile,threshold,fold_count,mean_strategy_annualized,mean_rebalanced_benchmark_annualized,mean_excess_vs_rebalanced_benchmark_annualized,folds_beating_rebalanced_benchmark,min_excess_vs_rebalanced_benchmark_annualized
fit_folds_1_5,0.4,0.5037037037037037,5,0.19983892151114432,0.17104510358627772,0.028793817924866617,5,0.015006802432508293
fit_folds_1_5,0.5,0.5925925925925924,5,0.19773694129870545,0.17104510358627772,0.026691837712427734,5,0.011248522298462627
fit_folds_1_5,0.33,0.4444444444444444,5,0.19718050614624225,0.17104510358627772,0.02613540255996454,5,0.006878370107427312
fit_folds_1_5,0.2,0.3333333333333334,5,0.19431811332635524,0.17104510358627772,0.02327300974007753,5,0.006878370107427312
fit_folds_1_5,0.25,0.3333333333333334,5,0.19431811332635524,0.17104510358627772,0.02327300974007753,5,0.006878370107427312
