symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_distance,expiry_spot,intrinsic_loss_points,pnl_points,return_on_cash,assigned,entry_moneyness_pct,nifty_20d_return,nifty_60d_return,nifty_60d_drawdown,indiavix_252d_percentile,stock_20d_return,skip_nifty_20d_down_5,skip_nifty_60d_drawdown_10,skip_vix_top_20,skip_stock_20d_down_10,skip_composite_stress
BHARTIARTL,2023-10-26,2023-11-30,860.0,5.35,5.35,225.0,106400.0,35,905.5,860.2249999999999,0.224999999999909,1014.7,0.0,5.35,0.0062209302325581,False,-0.0502484815019326,-0.04106088574959199,-0.04015056461731492,-0.06611909955998185,0.35714285714285715,-0.00788868193272707,False,False,False,False,False
BHARTIARTL,2023-11-23,2023-12-28,920.0,6.4,4.15,1.0,4750.0,35,976.65,927.8175,7.817499999999882,1036.7,0.0,6.4,0.0069565217391304,False,-0.0580044028055085,0.050100094128253,0.025688838472913922,-0.019331578543359207,0.27380952380952384,0.0785753727222529,False,False,False,False,False
BHARTIARTL,2023-12-21,2024-01-25,900.0,3.55,3.55,112.0,164350.0,35,977.9,929.005,29.00499999999988,1160.55,0.0,3.55,0.0039444444444444,False,-0.0796604969833315,0.07284529208529245,0.08033220581919287,-0.009395688516147804,0.7817460317460317,0.00840422789378703,False,False,False,False,False
BHARTIARTL,2024-01-25,2024-02-29,1100.0,10.0,10.0,1128.0,423700.0,35,1160.55,1102.5224999999998,2.522499999999809,1123.35,0.0,10.0,0.009090909090909,False,-0.0521735384085131,-0.019564987809189804,0.11913247657183579,-0.03370750923749133,0.8313492063492064,0.11946561203819805,False,False,True,False,True
BHARTIARTL,2024-02-22,2024-03-28,1060.0,11.25,3.9,6.0,5700.0,35,1135.55,1078.7724999999998,18.77249999999981,1228.6,0.0,11.25,0.0106132075471698,False,-0.0665316366518427,0.035587852120472,0.11703293664560044,0.0,0.9007936507936508,-0.045716206563301,False,False,True,False,True
BHARTIARTL,2024-03-21,2024-04-25,1150.0,6.95,6.95,216.0,319200.0,35,1220.8,1159.76,9.759999999999993,1338.7,0.0,6.95,0.0060434782608695,False,-0.0579947575360418,-0.009249486327188805,0.016495226220575088,-0.021410582144659185,0.6031746031746031,0.07507375280700979,False,False,False,False,False
BHARTIARTL,2024-04-25,2024-05-30,1270.0,12.95,12.95,122.0,155800.0,35,1338.7,1271.765,1.764999999999873,1377.15,0.0,12.95,0.0101968503937007,False,-0.0513184432658549,0.02143301616753579,0.05703052555660659,-0.00806238957888361,0.06746031746031746,0.08300299328533312,False,False,False,False,False
BHARTIARTL,2024-05-23,2024-06-27,1300.0,18.2,18.2,272.0,178600.0,35,1374.05,1305.3475,5.347499999999855,1475.8,0.0,18.2,0.014,False,-0.0538917797751172,0.02523167160661366,0.03376625130246724,0.0,0.9920634920634921,0.028172702783597625,False,False,True,False,True
BHARTIARTL,2024-06-20,2024-07-25,1300.0,10.15,10.15,250.0,129675.0,35,1381.15,1312.0925,12.092499999999973,1449.15,0.0,10.15,0.0078076923076923,False,-0.0587553850052493,0.0428891308003434,0.0791195607877615,0.0,0.623015873015873,0.02466800207730535,False,False,False,False,False
ICICIBANK,2016-05-09,2016-05-26,190.0,0.35,0.35,77.0,362100.0,17,204.82,194.579,4.578999999999979,219.23,0.0,0.35,0.0018421052631578,False,-0.072356215213358,,,,,,False,False,False,False,False
ICICIBANK,2016-05-26,2016-06-30,200.0,0.95,0.95,53.0,258400.0,35,219.23,208.2685,8.268499999999989,218.68,0.0,0.95,0.00475,False,-0.0877160972494639,,,,,,False,False,False,False,False
ICICIBANK,2016-06-23,2016-07-28,200.0,1.7,1.7,7.0,57500.0,35,219.0,208.05,8.049999999999983,247.27,0.0,1.7,0.0085,False,-0.0867579908675799,,,,,-0.0010491264881630213,False,False,False,False,False
ICICIBANK,2016-07-21,2016-08-25,220.0,0.95,0.95,3.0,12500.0,35,238.09,226.1855,6.185499999999991,224.5,0.0,0.95,0.0043181818181818,False,-0.0759796715527741,,,,,0.09582547061260183,False,False,False,False,False
ICICIBANK,2016-08-25,2016-09-29,210.0,0.55,0.55,7.0,45000.0,35,224.5,213.275,3.2749999999999773,227.59,0.0,0.55,0.0026190476190476,False,-0.064587973273942,-0.0027391536479489664,,-0.013677558587360084,,-0.08739837398373984,False,False,False,False,False
ICICIBANK,2016-09-22,2016-10-27,220.0,0.5,0.5,1.0,7500.0,35,250.45,237.9275,17.92749999999998,258.45,0.0,0.5,0.0022727272727272,False,-0.1215811539229386,0.02720501355327487,0.09628984002175911,-0.009500139625802762,0.1721311475409836,0.10112112552209274,False,False,False,False,False
ICICIBANK,2016-10-20,2016-11-24,230.0,0.9,0.9,4.0,60000.0,35,252.36,239.742,9.74199999999999,235.73,0.0,0.9,0.0039130434782608,False,-0.0886035821841814,-0.00871705466106043,0.022244156942926585,-0.028271432560737275,0.22784810126582278,0.020213454075032278,False,False,False,False,False
ICICIBANK,2016-11-24,2016-12-29,220.0,1.0,1.0,1.0,15000.0,35,235.73,223.9435,3.943499999999972,228.27,0.0,1.0,0.0045454545454545,False,-0.0667288847410172,-0.07541858912974087,-0.07293824631642665,-0.11024853392907008,0.8737864077669902,-0.1035177790454459,True,True,True,True,True
ICICIBANK,2016-12-27,2017-01-25,210.0,0.5,0.5,1.0,2500.0,29,230.5,218.975,8.974999999999994,236.32,0.0,0.5,0.0023809523809523,False,-0.088937093275488,-0.013423972783601301,-0.06499636257820451,-0.08396480844779708,0.4642857142857143,-0.007449511260388397,False,False,False,False,False
ICICIBANK,2017-01-19,2017-02-23,220.0,0.5,0.5,1.0,242500.0,35,245.18,232.921,12.920999999999992,258.64,0.0,0.5,0.0022727272727272,False,-0.1027000571009054,0.0571493025529195,-0.020910594585183184,-0.023489233618893213,0.42657342657342656,0.06623178951946085,False,False,False,False,False
ICICIBANK,2017-02-23,2017-03-30,240.0,0.65,0.65,2.0,40000.0,35,258.64,245.708,5.70799999999997,255.77,0.0,0.65,0.0027083333333333,False,-0.0720692854933497,0.039144459620470196,0.08693537601069967,0.0,0.10778443113772455,0.09444820582261348,False,False,False,False,False
ICICIBANK,2017-03-29,2017-04-27,240.0,0.4,0.4,9.0,125000.0,29,256.55,243.7225,3.7224999999999966,249.23,0.0,0.4,0.0016666666666666,False,-0.0645098421360359,0.02975359250416676,0.11703193334799278,-0.0017740077838003243,0.037037037037037035,0.02117581499024812,False,False,False,False,False
ICICIBANK,2017-04-24,2017-05-25,230.0,0.75,0.75,1.0,2500.0,31,244.23,232.0185,2.018499999999989,288.82,0.0,0.75,0.0032608695652173,False,-0.0582647504401587,0.014488845844843556,0.09848656378478227,-0.005094358968823931,0.04390243902439024,0.0063870117026536555,False,False,False,False,False
ICICIBANK,2017-05-25,2017-06-29,270.0,1.0,1.0,32.0,292500.0,35,288.82,274.379,4.378999999999962,293.25,0.0,1.0,0.0037037037037037,False,-0.0651616924035731,0.016884359779081093,0.06378992113652893,-0.001679657769729448,0.004405286343612335,0.1473404044015414,False,False,False,False,False
ICICIBANK,2017-06-22,2017-07-27,272.75,2.45,2.45,44.0,225500.0,35,289.6,275.12,2.3700000000000045,307.2,0.0,2.45,0.0089825847846012,False,-0.0581837016574586,0.012644917058808103,0.06465307566444078,-0.004661450527643107,0.09919028340080972,0.002700643999723029,False,False,False,False,False
ICICIBANK,2017-07-27,2017-08-31,290.9,4.0,4.0,37.0,41250.0,35,307.2,291.84,0.9399999999999976,298.05,0.0,4.0,0.0137504297009281,False,-0.0530598958333333,0.054339706021611534,0.07609576941456919,-9.979392554426703e-06,0.14682539682539683,0.04757033248081832,False,False,False,False,False
ICICIBANK,2017-08-24,2017-09-28,280.0,2.2,2.2,8.0,96250.0,35,297.7,282.815,2.8149999999999977,275.95,4.050000000000011,-1.8500000000000112,-0.0066071428571428,True,-0.05945582801478,-0.01632628621895793,0.024156973572790452,-0.025468009273677317,0.40476190476190477,-0.04076043177058175,False,False,False,False,False
ICICIBANK,2017-09-21,2017-10-26,270.0,3.25,3.25,14.0,60500.0,35,284.95,270.7025,0.7024999999999864,299.25,0.0,3.25,0.012037037037037,False,-0.0524653447973327,0.027343313879725883,0.0641861345332968,-0.003072953088219421,0.27976190476190477,-0.04571332886805102,False,False,False,False,False
ICICIBANK,2017-10-26,2017-11-30,280.0,6.35,6.35,710.0,871750.0,35,299.25,284.2875,4.287499999999966,307.55,0.0,6.35,0.0226785714285714,False,-0.064327485380117,0.04784480575393801,0.03288232063507901,0.0,0.2996031746031746,0.07066189624329167,False,False,False,False,False
ICICIBANK,2017-11-23,2017-12-28,300.0,4.85,4.85,19.0,137500.0,35,319.45,303.4775,3.477499999999964,315.3,0.0,4.85,0.0161666666666666,False,-0.0608858976365628,0.0004785475357218516,0.05642070018017464,-0.009925855058598443,0.7321428571428571,0.06750208855472017,False,False,False,False,False
ICICIBANK,2017-12-21,2018-01-25,290.0,2.2,2.2,1.0,68750.0,35,315.45,299.67749999999995,9.677499999999952,360.8,0.0,2.2,0.0075862068965517,False,-0.0806783959423046,0.008846479043362665,0.05762042242820242,-0.0021886229834086057,0.4662698412698413,-0.012521521364845856,False,False,False,False,False
ICICIBANK,2018-01-18,2018-02-22,320.0,5.1,5.1,19.0,96250.0,35,346.15,328.8425,8.842499999999973,318.35,1.6499999999999773,3.4500000000000224,0.01078125,True,-0.075545283836487,0.03569445242335445,0.050668505684605236,0.0,0.8412698412698413,0.09610512982900565,False,False,True,False,True
ICICIBANK,2018-02-21,2018-03-28,300.0,4.4,4.4,58.0,354750.0,35,319.2,303.23999999999995,3.2399999999999523,278.35,21.649999999999977,-17.24999999999998,-0.0574999999999999,True,-0.0601503759398496,-0.05186390910251504,0.0007459310663444629,-0.06585118234744469,0.9246031746031746,-0.09189189189189195,True,False,True,False,True
ICICIBANK,2018-03-22,2018-04-26,260.0,3.0,3.0,11.0,198000.0,35,283.25,269.0875,9.087499999999975,278.85,0.0,3.0,0.0115384615384615,False,-0.0820829655781112,-0.027189358929352925,-0.036047841418088256,-0.09125008984403071,0.8888888888888888,-0.11262531328320802,False,False,True,True,True
ICICIBANK,2018-04-26,2018-05-31,260.0,4.45,4.45,197.0,481250.0,35,278.85,264.9075,4.907500000000027,285.8,0.0,4.45,0.0171153846153846,False,-0.0675990675990676,0.042580873219659976,-0.04081881540970134,-0.046054050168906846,0.40476190476190477,-0.01778795350475504,False,False,False,False,False
ICICIBANK,2018-05-24,2018-06-28,280.0,3.8,3.8,127.0,451000.0,35,297.7,282.815,2.8149999999999977,271.4,8.600000000000023,-4.800000000000023,-0.0171428571428572,True,-0.05945582801478,-0.005363959302022936,0.002173281034786978,-0.02708992652638198,0.4880952380952381,0.06740767300107575,False,False,False,False,False
ICICIBANK,2018-06-21,2018-07-26,280.0,3.75,3.75,260.0,926750.0,35,297.95,283.05249999999995,3.0524999999999523,285.65,0.0,3.75,0.0133928571428571,False,-0.0602450075516025,0.021614346790186367,0.06025773272198731,-0.01064780273932231,0.3273809523809524,0.0008397715821295559,False,False,False,False,False
ICICIBANK,2018-07-26,2018-08-30,270.0,6.15,6.15,723.0,965250.0,35,285.65,271.36749999999995,1.36749999999995,344.35,0.0,6.15,0.0227777777777777,False,-0.0547873271486083,0.05460331850676625,0.04566160876058678,0.0,0.16468253968253968,0.052505526897568267,False,False,False,False,False
ICICIBANK,2018-08-23,2018-09-27,320.0,6.5,6.5,14.0,283250.0,35,337.2,320.34,0.339999999999975,306.65,13.350000000000025,-6.850000000000023,-0.02140625,True,-0.0510083036773427,0.040276443063326894,0.08929024855877299,0.0,0.32936507936507936,0.22908693275013658,False,False,False,False,False
ICICIBANK,2018-09-21,2018-10-25,300.0,5.4,5.4,59.0,206250.0,34,317.1,301.245,1.2450000000000043,319.95,0.0,5.4,0.018,False,-0.053926206244087,-0.03697205921751978,0.035368340851757774,-0.05072198321761723,0.8888888888888888,-0.0641876936697654,False,False,True,False,True
ICICIBANK,2018-10-25,2018-11-29,300.0,8.05,8.05,508.0,1047750.0,35,319.95,303.9525,3.9524999999999855,362.2,0.0,8.05,0.0268333333333333,False,-0.0623534927332395,-0.08516415253739584,-0.09046891843334537,-0.13746219704391538,0.9603174603174603,0.028447444551590984,True,True,True,False,True
ICICIBANK,2018-11-22,2018-12-27,330.0,4.35,4.35,31.0,88000.0,35,352.05,334.4475,4.447499999999991,355.65,0.0,4.35,0.0131818181818181,False,-0.0626331487004687,0.02953617447859358,-0.09117005892383068,-0.1032286919112323,0.9246031746031746,0.09044447886015172,False,True,True,False,True
ICICIBANK,2018-12-27,2019-01-31,335.0,4.2,4.2,38.0,101750.0,35,355.65,337.86749999999995,2.86749999999995,364.45,0.0,4.2,0.0125373134328358,False,-0.058062702094756,0.004748878025137682,-0.01801403774066157,-0.020757065123588547,0.7222222222222222,-0.009331476323119814,False,False,False,False,False
ICICIBANK,2019-01-24,2019-02-28,340.0,4.95,4.95,31.0,126500.0,35,364.8,346.56,6.560000000000002,350.15,0.0,4.95,0.0145588235294117,False,-0.0679824561403509,0.0064936269689603865,0.05842930098479626,-0.010713666991875814,0.7738095238095238,0.025727541121889574,False,False,False,False,False
ICICIBANK,2019-02-21,2019-03-28,330.0,4.6,4.6,28.0,363000.0,35,351.3,333.735,3.7350000000000136,400.55,0.0,4.6,0.0139393939393939,False,-0.0606319385140905,-0.005525447473685996,0.005685604701342717,-0.025254304659692473,0.6825396825396826,-0.037006578947368474,False,False,False,False,False
ICICIBANK,2019-03-22,2019-04-25,370.0,5.0,5.0,73.0,236500.0,34,391.8,372.21,2.2099999999999795,395.4,0.0,5.0,0.0135135135135135,False,-0.0556406329760081,0.0672025858254659,0.06775956793431392,-0.00654677257119074,0.6964285714285714,0.13499420625724223,False,False,False,False,False
ICICIBANK,2019-04-25,2019-05-30,375.0,7.0,7.0,33.0,90750.0,35,395.4,375.63,0.6299999999999386,426.2,0.0,7.0,0.0186666666666666,False,-0.0515933232169953,0.013807066814708335,0.07988924498286276,-0.012331225105305377,0.9880952380952381,0.0032986551636640105,False,False,True,False,True
ICICIBANK,2019-05-23,2019-06-27,390.0,7.4,7.4,49.0,86625.0,35,410.85,390.3075,0.3075000000000045,440.95,0.0,7.4,0.0189743589743589,False,-0.0507484483388098,0.007005904483001313,0.08584642469575088,-0.014473823262105667,0.8333333333333334,0.03619167717528371,False,False,True,False,True
ICICIBANK,2019-06-20,2019-07-25,410.0,5.8,5.8,81.0,145750.0,35,433.4,411.73,1.7299999999999611,409.0,1.0,4.8,0.0117073170731707,True,-0.0539916935856021,0.007995467673093115,0.02696802808771781,-0.021243242572516863,0.2638888888888889,0.06919945725915855,False,False,False,False,False
ICICIBANK,2019-07-25,2019-08-29,385.0,5.4,5.4,60.0,82500.0,35,409.0,388.55,3.5499999999999545,404.4,0.0,5.4,0.014025974025974,False,-0.058679706601467,-0.04977388939792504,-0.042219413269323214,-0.06918943959366508,0.10317460317460317,-0.07245719469327583,False,False,False,False,False
ICICIBANK,2019-08-22,2019-09-26,370.0,5.0,5.0,13.0,22000.0,35,399.1,379.145,9.144999999999982,451.95,0.0,5.0,0.0135135135135135,False,-0.0729140566274116,-0.0520428380423702,-0.09923897775634705,-0.11144430059850019,0.6448412698412699,-0.03119310595946101,True,True,False,False,True
ICICIBANK,2019-09-26,2019-10-31,425.0,7.05,7.05,192.0,125125.0,35,451.95,429.3525,4.352499999999964,463.05,0.0,7.05,0.0165882352941176,False,-0.0596304900984622,0.041948250167711976,-0.01846236062041673,-0.03143532759955625,0.46825396825396826,0.07967032967032961,False,False,False,False,False
ICICIBANK,2019-10-24,2019-11-28,430.0,8.3,8.3,28.0,116875.0,35,454.75,432.0125,2.0124999999999886,519.15,0.0,8.3,0.0193023255813953,False,-0.0544255085211654,-0.0015172152204272482,0.022200060894621565,-0.00679566278077659,0.44246031746031744,0.018933452834416276,False,False,False,False,False
ICICIBANK,2019-11-21,2019-12-26,470.0,8.5,8.5,95.0,92125.0,35,498.25,473.3375,3.3374999999999773,538.75,0.0,8.5,0.0180851063829787,False,-0.0566984445559458,0.03139407623167667,0.09613781860477877,-0.0036338510079461095,0.18452380952380953,0.09481432652164345,False,False,False,False,False
ICICIBANK,2019-12-26,2020-01-30,510.0,4.2,4.2,113.0,121000.0,35,538.75,511.8125,1.8125,532.2,0.0,4.2,0.008235294117647,False,-0.0533642691415313,0.002136240052228233,0.04799415790929196,-0.01183607946674492,0.003968253968253968,0.06577645895153306,False,False,False,False,False
ICICIBANK,2020-01-23,2020-02-27,500.0,8.65,8.65,242.0,422125.0,35,527.7,501.315,1.3149999999999975,515.35,0.0,8.65,0.0173,False,-0.0524919461815426,0.004436546255942586,0.033384661720476716,-0.014718134974883279,0.503968253968254,-0.020510440835266763,False,False,False,False,False
ICICIBANK,2020-02-20,2020-03-26,510.0,4.0,4.0,31.0,103125.0,35,547.0,519.65,9.649999999999975,330.25,179.75,-175.75,-0.3446078431372549,True,-0.0676416819012797,-0.013667258587961473,-0.0057854606354130755,-0.0227667990584276,0.17261904761904762,0.024632387374730724,False,False,False,False,False
ICICIBANK,2020-03-26,2020-04-30,310.0,35.75,35.75,82.0,31625.0,35,330.25,313.7375,3.7375000000000114,380.15,0.0,35.75,0.1153225806451613,False,-0.0613171839515518,-0.2600548015584192,-0.29066694028319306,-0.300983635731215,0.9841269841269841,-0.369390872637006,True,True,True,True,True
ICICIBANK,2020-04-23,2020-05-28,330.0,19.8,19.8,145.0,145750.0,35,352.95,335.30249999999995,5.302499999999952,326.85,3.1499999999999773,16.650000000000023,0.0504545454545455,True,-0.0650233744156395,0.0649995140330113,-0.23533396002577933,-0.23957300022452188,0.8968253968253969,0.020971940989297,False,True,True,False,True
ICICIBANK,2020-05-21,2020-06-25,280.0,11.9,11.9,233.0,312125.0,35,304.4,289.17999999999995,9.17999999999995,351.0,0.0,11.9,0.0425,False,-0.0801576872536136,-0.008820881892266486,-0.2406712528663748,-0.2490248146529329,0.8214285714285714,-0.09391278464057151,False,True,True,False,True
ICICIBANK,2020-06-25,2020-07-30,330.0,14.2,14.2,1166.0,407000.0,35,351.0,333.45,3.4499999999999886,344.95,0.0,14.2,0.043030303030303,False,-0.0598290598290598,0.08417192653396688,0.23696628335447256,-0.017390889122337883,0.746031746031746,0.07388710417622746,False,False,False,False,False
ICICIBANK,2020-07-23,2020-08-27,370.0,14.85,14.85,213.0,144375.0,35,392.25,372.6375,2.6374999999999886,392.2,0.0,14.85,0.0401351351351351,False,-0.0567240280433397,0.09005335847369511,0.19556225948469774,0.0,0.6388888888888888,0.11752136752136755,False,False,False,False,False
ICICIBANK,2020-08-20,2020-09-24,340.0,7.15,7.15,285.0,330000.0,35,367.75,349.3625,9.362500000000011,335.7,4.300000000000011,2.849999999999989,0.0083823529411764,True,-0.0754588715159755,0.008626492918251127,0.19200008429837423,-0.008432383156270706,0.5476190476190477,-0.06246016571064372,False,False,False,False,False
ICICIBANK,2020-09-24,2020-10-29,310.0,7.65,7.65,937.0,716375.0,35,335.7,318.915,8.914999999999964,399.9,0.0,7.65,0.0246774193548387,False,-0.0765564492106046,-0.06520319224863214,0.02405773477259565,-0.07229386311343122,0.5833333333333334,-0.1440591534931157,True,False,False,True,True
ICICIBANK,2020-10-22,2020-11-26,390.0,12.65,12.65,80.0,133375.0,35,412.9,392.255,2.2549999999999386,475.3,0.0,12.65,0.0324358974358974,False,-0.0554613707919592,0.06868579795811125,0.06191281682786087,-0.006231700644471316,0.5515873015873016,0.17351143953389214,False,False,False,False,False
ICICIBANK,2020-11-26,2020-12-31,450.0,10.15,10.15,1027.0,584375.0,35,475.3,451.535,1.5349999999999682,535.05,0.0,10.15,0.0225555555555555,False,-0.0532295392383758,0.11277718751071064,0.1258777633289987,-0.005220162158228736,0.3412698412698413,0.1885471367841962,False,False,False,False,False
ICICIBANK,2020-12-24,2021-01-28,480.0,8.75,8.75,277.0,290125.0,35,513.55,487.8725,7.872499999999945,528.25,0.0,8.75,0.0182291666666666,False,-0.0653295686885404,0.06928155913643996,0.22516128457370965,-0.0008211881065799398,0.32142857142857145,0.08641844721810865,False,False,False,False,False
ICICIBANK,2021-01-21,2021-02-25,520.0,13.7,13.7,165.0,232375.0,35,552.7,525.065,5.065000000000055,628.0,0.0,13.7,0.0263461538461538,False,-0.0591641034919486,0.07273308776496012,0.22717294396689502,-0.003711240243910785,0.4642857142857143,0.09749801429706118,False,False,False,False,False
ICICIBANK,2021-02-18,2021-03-25,610.0,13.7,13.7,7.0,34375.0,35,644.65,612.4174999999999,2.4174999999999045,571.55,38.450000000000045,-24.75000000000005,-0.0405737704918033,True,-0.0537500969518343,0.03238372926724353,0.16961346696115331,-0.012781837058512435,0.3492063492063492,0.16996370235934655,False,False,False,False,False
ICICIBANK,2021-03-25,2021-04-29,540.0,11.65,11.65,851.0,569250.0,35,571.55,542.9725,2.972499999999968,621.45,0.0,11.65,0.021574074074074,False,-0.0552007698364096,-0.04385929782405551,0.02815698433888869,-0.06463071428105027,0.46825396825396826,-0.10848541569177983,False,False,False,True,True
ICICIBANK,2021-04-22,2021-05-27,550.0,17.85,17.85,272.0,401500.0,35,579.2,550.24,0.2400000000000091,652.25,0.0,17.85,0.0324545454545454,False,-0.050414364640884,-0.022914405860010922,-0.016289169460624087,-0.05932535407157835,0.5615079365079365,-0.012699224409784216,False,False,False,False,False
ICICIBANK,2021-05-20,2021-06-24,580.0,8.6,8.6,67.0,121000.0,35,618.6,587.67,7.669999999999959,634.05,0.0,8.6,0.0148275862068965,False,-0.0623989654057549,0.042643602585266116,-0.019912682705521156,-0.022271999790103414,0.11904761904761904,0.10642103380432832,False,False,False,False,False
ICICIBANK,2021-06-24,2021-07-29,600.0,6.55,6.55,1021.0,1463000.0,35,634.05,602.3475,2.347499999999968,687.5,0.0,6.55,0.0109166666666666,False,-0.0537023894014666,0.029508699067992028,0.10230786951392346,-0.004965578083400257,0.03968253968253968,-0.02790341126868534,False,False,False,False,False
ICICIBANK,2021-07-22,2021-08-26,620.0,6.3,6.3,150.0,105875.0,35,655.95,623.1525,3.152500000000032,698.8,0.0,6.3,0.0101612903225806,False,-0.0548060065553777,0.008739748644573941,0.07991510299903437,-0.006289169942603201,0.007936507936507936,0.05002401152553215,False,False,False,False,False
ICICIBANK,2021-08-26,2021-09-30,660.0,5.65,5.65,601.0,581625.0,35,698.8,663.8599999999999,3.8599999999999,700.85,0.0,5.65,0.008560606060606,False,-0.055523755008586,0.05904108368238137,0.06819006282564533,0.0,0.15079365079365079,0.020071527625720842,False,False,False,False,False
ICICIBANK,2021-09-23,2021-10-28,680.0,10.25,10.25,115.0,218625.0,35,717.0,681.15,1.1499999999999773,798.7,0.0,10.25,0.0150735294117647,False,-0.0516039051603904,0.07143522707120376,0.1269862849121386,0.0,0.3055555555555556,0.03755155198610827,False,False,False,False,False
ICICIBANK,2021-10-21,2021-11-25,710.0,14.0,14.0,15.0,90750.0,35,755.5,717.725,7.725000000000023,751.05,0.0,14.0,0.0197183098591549,False,-0.0602250165453341,0.035986356370019346,0.14873439519224996,-0.01618007203530858,0.3888888888888889,0.07414516243690894,False,False,False,False,False
ICICIBANK,2021-11-25,2021-12-30,710.0,7.5,7.5,570.0,290125.0,35,751.05,713.4975,3.497499999999945,735.7,0.0,7.5,0.0105633802816901,False,-0.0546568137940216,-0.040077401414464364,0.04974798266408054,-0.05091721892834622,0.38095238095238093,-0.09446587894863756,False,False,False,False,False
ICICIBANK,2021-12-23,2022-01-27,690.0,9.0,19.5,4.0,2750.0,35,731.3,694.7349999999999,4.7349999999999,794.65,0.0,9.0,0.0130434782608695,False,-0.0564747709558319,-0.026440088388338445,-0.043825038126383054,-0.0760110515477308,0.3253968253968254,-0.0262965182078424,False,False,False,False,False
ICICIBANK,2022-01-20,2022-02-24,760.0,10.15,10.15,59.0,112750.0,35,810.25,769.7375,9.737499999999956,707.4,52.60000000000002,-42.45000000000002,-0.0558552631578947,True,-0.0620178957112002,0.04008823500125058,-0.027993694029033844,-0.03010090074934091,0.5753968253968254,0.10795843019280738,False,False,False,False,False
ICICIBANK,2022-02-24,2022-03-31,670.0,16.0,16.0,656.0,701250.0,35,707.4,672.03,2.0299999999999727,730.3,0.0,16.0,0.0238805970149253,False,-0.0528696635566864,-0.05039114209986473,-0.05353034036430582,-0.11252621109028849,1.0,-0.10979676587176745,True,True,True,True,True
ICICIBANK,2022-03-24,2022-04-28,660.0,12.5,12.5,78.0,86625.0,35,704.2,668.99,8.990000000000009,747.15,0.0,12.5,0.0189393939393939,False,-0.0627662595853451,0.007637986918009432,0.007988879947326,-0.05928198954669772,0.9246031746031746,-0.0626913350192998,False,False,True,False,True
ICICIBANK,2022-04-21,2022-05-26,720.0,11.35,11.35,45.0,85250.0,35,762.35,724.2325,4.232499999999959,728.5,0.0,11.35,0.0157638888888888,False,-0.0555519118515117,0.004452658023158307,-0.020521484484991914,-0.03660252362435901,0.5952380952380952,0.06147312726260101,False,False,False,False,False
ICICIBANK,2022-05-26,2022-06-30,690.0,8.7,8.7,491.0,328625.0,35,728.5,692.0749999999999,2.074999999999932,707.2,0.0,8.7,0.0126086956521739,False,-0.0528483184625944,-0.050958423326133984,-0.00478829636969591,-0.10431553059257548,0.8650793650793651,-0.0111307180670559,True,True,True,False,True
ICICIBANK,2022-06-23,2022-07-28,660.0,10.0,14.95,25.0,41250.0,35,699.15,664.1925,4.192499999999996,814.6,0.0,10.0,0.0151515151515151,False,-0.0559965672602446,-0.03794027884713502,-0.09669898966438284,-0.13829804912094135,0.7658730158730159,-0.0402882635552505,False,True,False,False,True
ICICIBANK,2022-07-21,2022-08-25,740.0,7.9,7.9,98.0,169125.0,35,786.0,746.6999999999999,6.699999999999932,872.35,0.0,7.9,0.0106756756756756,False,-0.0585241730279898,0.06740525755866456,-0.025421987980092098,-0.03710050130327247,0.3412698412698413,0.1242222698991633,False,False,False,False,False
ICICIBANK,2022-08-25,2022-09-29,820.0,6.6,6.6,624.0,511500.0,35,872.35,828.7325,8.732499999999959,843.9,0.0,6.6,0.0080487804878048,False,-0.0600103169599358,0.0630071251558344,0.056552634831816384,-0.024172305293347796,0.626984126984127,0.09550420695717698,False,False,False,False,False
ICICIBANK,2022-09-22,2022-10-27,850.0,13.8,13.8,1274.0,1870000.0,35,903.4,858.2299999999999,8.229999999999905,924.4,0.0,13.8,0.016235294117647,False,-0.0591100287801638,0.0014115348240124614,0.11355130889556309,-0.024363518639959447,0.5119047619047619,0.034466964387953825,False,False,False,False,False
ICICIBANK,2022-10-20,2022-11-24,820.0,5.6,5.6,29.0,77000.0,35,888.65,844.2175,24.217499999999973,938.85,0.0,5.6,0.0068292682926829,False,-0.0772520114780846,-0.008714129701693274,0.05051003472004156,-0.028007670150331565,0.18452380952380953,-0.02906309751434033,False,False,False,False,False
ICICIBANK,2022-11-24,2022-12-29,890.0,4.9,4.9,453.0,462000.0,35,938.85,891.9075,1.9075000000000275,908.05,0.0,4.9,0.005505617977528,False,-0.0520317409596847,0.046881150407643624,0.05269122781039792,0.0,0.003968253968253968,0.01491811253445774,False,False,False,False,False
ICICIBANK,2022-12-21,2023-01-25,840.0,5.5,5.5,4.0,7000.0,35,892.25,847.6374999999999,7.637499999999932,855.3,0.0,5.5,0.006547619047619,False,-0.058559820678061,-0.0037307202780934023,0.05031063607533759,-0.03260598006644522,0.11507936507936507,-0.037953528492102095,False,False,False,False,False
ICICIBANK,2023-01-19,2023-02-23,820.0,7.4,7.4,89.0,78400.0,35,866.15,822.8425,2.8424999999999727,839.75,0.0,7.4,0.0090243902439024,False,-0.053281764128615,-0.0010757225959668881,0.02557153658598743,-0.03745647840531574,0.07142857142857142,-0.027507999775444936,False,False,False,False,False
