symbol,trade_date,expiry_date,strike,premium_close,premium_settle,contracts,open_interest,dte,entry_spot,target_strike,strike_distance,expiry_spot,intrinsic_loss_points,pnl_points,return_on_cash,assigned,entry_moneyness_pct,nifty_20d_return,nifty_60d_return,nifty_60d_drawdown,indiavix_252d_percentile,stock_20d_return,skip_nifty_20d_down_5,skip_nifty_60d_drawdown_10,skip_vix_top_20,skip_stock_20d_down_10,skip_composite_stress
BHARTIARTL,2017-02-23,2017-03-30,340.0,6.15,6.15,160.0,168300.0,35,359.5,341.525,1.5249999999999773,344.75,0.0,6.15,0.0180882352941176,False,-0.0542420027816411,0.039144459620470196,0.08693537601069967,0.0,0.10778443113772455,0.1763743455497382,False,False,False,False,False
BHARTIARTL,2017-03-23,2017-04-27,300.0,2.5,2.5,3.0,5100.0,35,332.25,315.6375,15.637499999999989,351.3,0.0,2.5,0.0083333333333333,False,-0.0970654627539503,0.02003289233653449,0.14896468877438118,-0.008051266095709053,0.005405405405405406,-0.06710655622630912,False,False,False,False,False
BHARTIARTL,2017-04-20,2017-05-25,300.0,2.35,2.35,1.0,1700.0,35,336.45,319.6275,19.6275,363.85,0.0,2.35,0.0078333333333333,False,-0.1083370485956308,0.0016335032615248934,0.08314068594326085,-0.013896159263476537,0.024630541871921183,-0.020381423788033204,False,False,False,False,False
BHARTIARTL,2017-05-25,2017-06-29,340.0,3.2,3.2,45.0,73100.0,35,363.85,345.6575,5.657500000000027,375.4,0.0,3.2,0.0094117647058823,False,-0.0655489899683936,0.016884359779081093,0.06378992113652893,-0.001679657769729448,0.004405286343612335,0.036757372845134695,False,False,False,False,False
BHARTIARTL,2017-06-23,2017-07-27,320.0,0.3,0.3,1.0,1700.0,34,359.45,341.4775,21.477499999999964,408.4,0.0,0.3,0.0009375,False,-0.1097510084851857,-0.002100030223760041,0.052099815400844074,-0.010351314198302819,0.15524193548387097,-0.019770929915462254,False,False,False,False,False
BHARTIARTL,2017-07-27,2017-08-31,380.0,3.0,3.0,50.0,200600.0,35,408.4,387.98,7.979999999999961,419.8,0.0,3.0,0.0078947368421052,False,-0.0695396669931439,0.054339706021611534,0.07609576941456919,-9.979392554426703e-06,0.14682539682539683,0.08790623335109227,False,False,False,False,False
BHARTIARTL,2017-08-24,2017-09-28,400.0,3.55,3.55,10.0,64600.0,35,424.95,403.7025,3.7024999999999855,375.0,25.0,-21.45,-0.053625,True,-0.0587127897399694,-0.01632628621895793,0.024156973572790452,-0.025468009273677317,0.40476190476190477,0.01565487571701718,False,False,False,False,False
BHARTIARTL,2017-09-21,2017-10-26,350.0,2.35,2.35,2.0,6800.0,35,392.75,373.1125,23.112499999999955,501.9,0.0,2.35,0.0067142857142857,False,-0.1088478676002546,0.027343313879725883,0.0641861345332968,-0.003072953088219421,0.27976190476190477,-0.07359358414907413,False,False,False,False,False
BHARTIARTL,2017-10-26,2017-11-30,470.0,7.1,7.1,66.0,112200.0,35,501.9,476.805,6.80499999999995,487.3,0.0,7.1,0.0151063829787234,False,-0.0635584777844191,0.04784480575393801,0.03288232063507901,0.0,0.2996031746031746,0.3119853613906678,False,False,False,False,False
BHARTIARTL,2017-11-23,2017-12-28,460.0,3.7,3.7,1.0,8500.0,35,487.2,462.84,2.839999999999975,521.55,0.0,3.7,0.0080434782608695,False,-0.0558292282430212,0.0004785475357218516,0.05642070018017464,-0.009925855058598443,0.7321428571428571,-0.029288702928870314,False,False,False,False,False
BHARTIARTL,2017-12-22,2018-01-25,490.0,5.0,5.0,3.0,79900.0,34,518.8,492.86,2.859999999999957,444.35,45.64999999999998,-40.64999999999998,-0.0829591836734693,True,-0.0555127216653815,0.009942539245598958,0.07778034563336167,0.0,0.2976190476190476,0.06387778119552956,False,False,False,False,False
BHARTIARTL,2018-01-19,2018-02-22,460.0,6.2,6.2,4.0,6800.0,34,488.7,464.265,4.264999999999986,408.45,51.55000000000001,-45.35000000000001,-0.0985869565217391,True,-0.0587272355228155,0.04352365353486021,0.053258957056401046,0.0,0.8492063492063492,-0.050053455146272796,False,False,True,False,True
BHARTIARTL,2018-02-21,2018-03-28,380.0,3.0,3.0,5.0,57800.0,35,411.9,391.305,11.30499999999995,391.35,0.0,3.0,0.0078947368421052,False,-0.0774459820344742,-0.05186390910251504,0.0007459310663444629,-0.06585118234744469,0.9246031746031746,-0.1448146994705699,True,False,True,True,True
BHARTIARTL,2018-03-22,2018-04-26,380.0,3.75,3.75,2.0,44200.0,35,407.95,387.5525,7.552499999999952,401.65,0.0,3.75,0.0098684210526315,False,-0.0685132981983085,-0.027189358929352925,-0.036047841418088256,-0.09125008984403071,0.8888888888888888,-0.009589706239378493,False,False,True,False,True
BHARTIARTL,2018-04-26,2018-05-31,380.0,5.2,5.2,75.0,255000.0,35,401.65,381.5675,1.5674999999999386,366.7,13.300000000000011,-8.100000000000012,-0.0213157894736842,True,-0.0539026515623054,0.042580873219659976,-0.04081881540970134,-0.046054050168906846,0.40476190476190477,-0.009738658777120435,False,False,False,False,False
BHARTIARTL,2018-05-25,2018-06-28,350.0,5.05,5.05,10.0,18700.0,34,370.0,351.5,1.5,371.0,0.0,5.05,0.0144285714285714,False,-0.054054054054054,-0.00119139558100545,0.0021308563113033863,-0.018641385819776923,0.4107142857142857,-0.07879995020540265,False,False,False,False,False
BHARTIARTL,2018-06-21,2018-07-26,330.0,3.0,3.0,13.0,22100.0,35,361.9,343.80499999999995,13.80499999999995,351.05,0.0,3.0,0.009090909090909,False,-0.0881458966565349,0.021614346790186367,0.06025773272198731,-0.01064780273932231,0.3273809523809524,-0.0086289549376799,False,False,False,False,False
BHARTIARTL,2018-07-26,2018-08-30,330.0,6.3,6.3,86.0,103700.0,35,351.05,333.4975,3.4975000000000023,376.05,0.0,6.3,0.019090909090909,False,-0.0599629682381427,0.05460331850676625,0.04566160876058678,0.0,0.16468253968253968,-0.05377358490566031,False,False,False,False,False
BHARTIARTL,2018-08-24,2018-09-27,340.0,4.05,4.05,2.0,11900.0,34,362.15,344.0425,4.042499999999961,350.2,0.0,4.05,0.0119117647058823,False,-0.0611625017258041,0.038187208048868104,0.08881843918845722,-0.002214500010791931,0.22023809523809523,0.04728166570271819,False,False,False,False,False
BHARTIARTL,2018-09-21,2018-10-25,340.0,3.2,3.2,4.0,45900.0,34,363.65,345.4675,5.467499999999973,290.1,49.89999999999998,-46.69999999999997,-0.1373529411764705,True,-0.0650350611852055,-0.03697205921751978,0.035368340851757774,-0.05072198321761723,0.8888888888888888,0.006086595656384031,False,False,True,False,True
BHARTIARTL,2018-10-25,2018-11-29,270.0,8.55,8.55,118.0,183600.0,35,290.1,275.595,5.595000000000027,311.35,0.0,8.55,0.0316666666666666,False,-0.0692864529472596,-0.08516415253739584,-0.09046891843334537,-0.13746219704391538,0.9603174603174603,-0.1801610852055956,True,True,True,True,True
BHARTIARTL,2018-11-22,2018-12-27,300.0,6.2,6.2,13.0,27200.0,35,321.8,305.71,5.70999999999998,310.85,0.0,6.2,0.0206666666666666,False,-0.0677439403356122,0.02953617447859358,-0.09117005892383068,-0.1032286919112323,0.9246031746031746,0.146623908783182,False,True,True,False,True
BHARTIARTL,2018-12-27,2019-01-31,290.0,4.55,4.55,33.0,28900.0,35,310.85,295.3075,5.3075000000000045,300.75,0.0,4.55,0.0156896551724137,False,-0.0670741515200258,0.004748878025137682,-0.01801403774066157,-0.020757065123588547,0.7222222222222222,0.008271164450210922,False,False,False,False,False
BHARTIARTL,2019-01-24,2019-02-28,280.0,5.6,5.6,18.0,51000.0,35,296.1,281.295,1.295000000000016,312.2,0.0,5.6,0.02,False,-0.0543735224586289,0.0064936269689603865,0.05842930098479626,-0.010713666991875814,0.7738095238095238,-0.047450538845102086,False,False,False,False,False
BHARTIARTL,2019-02-21,2019-03-28,280.0,3.3,3.3,12.0,13600.0,35,304.2,288.98999999999995,8.989999999999952,323.85,0.0,3.3,0.0117857142857142,False,-0.0795529257067718,-0.005525447473685996,0.005685604701342717,-0.025254304659692473,0.6825396825396826,0.027355623100303816,False,False,False,False,False
BHARTIARTL,2019-03-22,2019-04-25,300.0,2.5,2.5,1.0,5100.0,34,325.45,309.17749999999995,9.177499999999952,322.45,0.0,2.5,0.0083333333333333,False,-0.0781994161929635,0.0672025858254659,0.06775956793431392,-0.00654677257119074,0.6964285714285714,0.07303000329706544,False,False,False,False,False
BHARTIARTL,2019-04-25,2019-05-30,303.0,5.15,5.15,33.0,81444.0,35,322.45,306.3275,3.3274999999999864,340.3,0.0,5.15,0.016996699669967,False,-0.0603194293688943,0.013807066814708335,0.07988924498286276,-0.012331225105305377,0.9880952380952381,0.002175602175602087,False,False,True,False,True
BHARTIARTL,2019-05-23,2019-06-27,312.2,6.8,6.8,4.0,7404.0,35,332.55,315.9225,3.722500000000025,342.2,0.0,6.8,0.0217809096732863,False,-0.0611938054427906,0.007005904483001313,0.08584642469575088,-0.014473823262105667,0.8333333333333334,0.0704973442781267,False,False,True,False,True
BHARTIARTL,2019-06-20,2019-07-25,320.0,2.95,2.95,2.0,14808.0,35,342.15,325.0425,5.042499999999961,332.75,0.0,2.95,0.00921875,False,-0.0647376881484728,0.007995467673093115,0.02696802808771781,-0.021243242572516863,0.2638888888888889,0.04012767897856806,False,False,False,False,False
BHARTIARTL,2019-07-25,2019-08-29,310.0,3.95,3.95,39.0,99954.0,35,332.75,316.1125,6.112500000000011,337.15,0.0,3.95,0.0127419354838709,False,-0.0683696468820436,-0.04977388939792504,-0.042219413269323214,-0.06918943959366508,0.10317460317460317,-0.027615429573348838,False,False,False,False,False
BHARTIARTL,2019-08-22,2019-09-26,320.0,4.25,5.5,5.0,11106.0,35,346.25,328.9375,8.9375,337.7,0.0,4.25,0.01328125,False,-0.075812274368231,-0.0520428380423702,-0.09923897775634705,-0.11144430059850019,0.6448412698412699,0.026686434395848835,True,True,False,False,True
BHARTIARTL,2019-09-26,2019-10-31,320.0,4.95,4.95,46.0,109209.0,35,337.7,320.815,0.8149999999999977,367.35,0.0,4.95,0.01546875,False,-0.0524133846609415,0.041948250167711976,-0.01846236062041673,-0.03143532759955625,0.46825396825396826,-0.012284293653114897,False,False,False,False,False
BHARTIARTL,2019-10-24,2019-11-28,340.0,11.5,11.5,47.0,61083.0,35,365.5,347.225,7.224999999999966,428.6,0.0,11.5,0.0338235294117647,False,-0.0697674418604651,-0.0015172152204272482,0.022200060894621565,-0.00679566278077659,0.44246031746031744,0.06996487119437922,False,False,False,False,False
BHARTIARTL,2019-11-21,2019-12-26,390.0,9.9,9.9,15.0,62934.0,35,418.45,397.5275,7.527499999999975,439.3,0.0,9.9,0.0253846153846153,False,-0.0679890070498266,0.03139407623167667,0.09613781860477877,-0.0036338510079461095,0.18452380952380953,0.18306474413344653,False,False,False,False,False
BHARTIARTL,2019-12-26,2020-01-30,415.0,3.25,10.75,3.0,14808.0,35,439.3,417.335,2.3349999999999795,480.75,0.0,3.25,0.0078313253012048,False,-0.0553152743000228,0.002136240052228233,0.04799415790929196,-0.01183607946674492,0.003968253968253968,0.032796520512519134,False,False,False,False,False
BHARTIARTL,2020-01-23,2020-02-27,480.0,8.1,7.75,19.0,55530.0,35,514.0,488.3,8.299999999999955,521.85,0.0,8.1,0.0168749999999999,False,-0.0661478599221789,0.004436546255942586,0.033384661720476716,-0.014718134974883279,0.503968253968254,0.1700432506259959,False,False,False,False,False
BHARTIARTL,2020-02-20,2020-03-26,500.0,6.05,6.05,50.0,161037.0,35,535.55,508.7724999999999,8.772499999999923,462.05,37.94999999999999,-31.899999999999988,-0.0637999999999999,True,-0.0663803566427037,-0.013667258587961473,-0.0057854606354130755,-0.0227667990584276,0.17261904761904762,0.04071123202487348,False,False,False,False,False
BHARTIARTL,2020-03-26,2020-04-30,430.0,26.0,25.45,26.0,27765.0,35,462.05,438.9475,8.947499999999991,504.8,0.0,26.0,0.0604651162790697,False,-0.0693647873606753,-0.2600548015584192,-0.29066694028319306,-0.300983635731215,0.9841269841269841,-0.12166143902670834,True,True,True,True,True
BHARTIARTL,2020-04-23,2020-05-28,460.0,18.6,18.6,5.0,27765.0,35,486.85,462.5075,2.507499999999993,552.4,0.0,18.6,0.0404347826086956,False,-0.0551504570196159,0.0649995140330113,-0.23533396002577933,-0.23957300022452188,0.8968253968253969,0.07212067826469948,False,True,True,False,True
BHARTIARTL,2020-05-21,2020-06-25,550.0,12.85,12.85,103.0,201759.0,35,583.6,554.42,4.419999999999959,548.7,1.2999999999999543,11.550000000000043,0.021,True,-0.0575736806031529,-0.008820881892266486,-0.2406712528663748,-0.2490248146529329,0.8214285714285714,0.18581733211419293,False,True,True,False,True
BHARTIARTL,2020-06-25,2020-07-30,520.0,11.45,11.45,393.0,618234.0,35,548.7,521.265,1.2649999999999864,542.5,0.0,11.45,0.0220192307692307,False,-0.0523054492436669,0.08417192653396688,0.23696628335447256,-0.017390889122337883,0.746031746031746,-0.006698044895003474,False,False,False,False,False
BHARTIARTL,2020-07-23,2020-08-27,520.0,11.55,11.55,53.0,264693.0,35,556.75,528.9125,8.912500000000023,501.75,18.25,-6.699999999999999,-0.0128846153846153,True,-0.0660080826223619,0.09005335847369511,0.19556225948469774,0.0,0.6388888888888888,0.014671040641516253,False,False,False,False,False
BHARTIARTL,2020-08-20,2020-09-24,490.0,11.1,11.1,61.0,98103.0,35,515.85,490.0575,0.0575000000000045,411.55,78.44999999999999,-67.35,-0.1374489795918367,True,-0.0501114665115828,0.008626492918251127,0.19200008429837423,-0.008432383156270706,0.5476190476190477,-0.07346205657835647,False,False,False,False,False
BHARTIARTL,2020-09-24,2020-10-29,390.0,13.25,13.25,373.0,246183.0,35,411.55,390.9725,0.9724999999999682,442.5,0.0,13.25,0.0339743589743589,False,-0.0523630178593124,-0.06520319224863214,0.02405773477259565,-0.07229386311343122,0.5833333333333334,-0.17977080219232688,True,False,False,True,True
BHARTIARTL,2020-10-22,2020-11-26,400.0,9.55,9.55,385.0,525684.0,35,422.7,401.565,1.5649999999999975,459.75,0.0,9.55,0.023875,False,-0.0537023894014667,0.06868579795811125,0.06191281682786087,-0.006231700644471316,0.5515873015873016,-0.007280413339596059,False,False,False,False,False
BHARTIARTL,2020-11-26,2020-12-31,430.0,6.8,6.8,401.0,496068.0,35,459.75,436.7625,6.762499999999989,500.3,0.0,6.8,0.015813953488372,False,-0.0647090810222947,0.11277718751071064,0.1258777633289987,-0.005220162158228736,0.3412698412698413,0.03898305084745757,False,False,False,False,False
BHARTIARTL,2020-12-24,2021-01-28,480.0,8.95,8.95,326.0,362796.0,35,507.75,482.3625,2.3624999999999545,560.4,0.0,8.95,0.0186458333333333,False,-0.0546528803545052,0.06928155913643996,0.22516128457370965,-0.0008211881065799398,0.32142857142857145,0.11458676325321027,False,False,False,False,False
BHARTIARTL,2021-01-21,2021-02-25,540.0,12.85,12.85,97.0,218418.0,35,570.65,542.1175,2.11749999999995,568.5,0.0,12.85,0.0237962962962962,False,-0.0537106808025934,0.07273308776496012,0.22717294396689502,-0.003711240243910785,0.4642857142857143,0.14622878377021187,False,False,False,False,False
BHARTIARTL,2021-02-18,2021-03-25,540.0,11.4,11.4,52.0,318372.0,35,578.2,549.29,9.289999999999964,498.4,41.60000000000002,-30.200000000000024,-0.0559259259259259,True,-0.066067104808025,0.03238372926724353,0.16961346696115331,-0.012781837058512435,0.3492063492063492,-0.01187729641972135,False,False,False,False,False
BHARTIARTL,2021-03-25,2021-04-29,470.0,6.15,6.15,447.0,355392.0,35,498.4,473.48,3.4799999999999613,530.9,0.0,6.15,0.0130851063829787,False,-0.0569823434991973,-0.04385929782405551,0.02815698433888869,-0.06463071428105027,0.46825396825396826,-0.11379800853485067,False,False,False,True,True
BHARTIARTL,2021-04-22,2021-05-27,490.0,5.75,11.35,8.0,75891.0,35,521.05,494.9975,4.997499999999945,510.2,0.0,5.75,0.011734693877551,False,-0.0595912100566163,-0.022914405860010922,-0.016289169460624087,-0.05932535407157835,0.5615079365079365,0.0016339869281043473,False,False,False,False,False
BHARTIARTL,2021-05-20,2021-06-24,480.0,4.9,4.9,185.0,455346.0,35,511.05,485.4975,5.497500000000002,519.0,0.0,4.9,0.0102083333333333,False,-0.0607572644555327,0.042643602585266116,-0.019912682705521156,-0.022271999790103414,0.11904761904761904,-0.018061293111730325,False,False,False,False,False
BHARTIARTL,2021-06-24,2021-07-29,490.0,4.3,4.3,641.0,481260.0,35,519.0,493.05,3.0499999999999545,556.7,0.0,4.3,0.0087755102040816,False,-0.0558766859344893,0.029508699067992028,0.10230786951392346,-0.004965578083400257,0.03968253968253968,0.01724813798510394,False,False,False,False,False
BHARTIARTL,2021-07-22,2021-08-26,500.0,3.8,3.8,514.0,812589.0,35,536.6,509.77,9.769999999999982,576.1,0.0,3.8,0.0076,False,-0.0682072307118897,0.008739748644573941,0.07991510299903437,-0.006289169942603201,0.007936507936507936,0.02365509347577266,False,False,False,False,False
BHARTIARTL,2021-08-26,2021-09-30,540.0,5.7,5.7,629.0,464601.0,35,576.1,547.295,7.294999999999959,688.3,0.0,5.7,0.0105555555555555,False,-0.0626627321645547,0.05904108368238137,0.06819006282564533,0.0,0.15079365079365079,0.03345591532872905,False,False,False,False,False
BHARTIARTL,2021-09-23,2021-10-28,670.0,12.0,12.0,29.0,74040.0,35,713.4,677.7299999999999,7.729999999999904,689.75,0.0,12.0,0.017910447761194,False,-0.0608354359405662,0.07143522707120376,0.1269862849121386,0.0,0.3055555555555556,0.18672544290110626,False,False,False,False,False
BHARTIARTL,2021-10-21,2021-11-25,660.0,18.9,17.2,6.0,30176.0,35,696.05,661.2475,1.2474999999999454,765.15,0.0,18.9,0.0286363636363636,False,-0.0517922563034264,0.035986356370019346,0.14873439519224996,-0.01618007203530858,0.3888888888888889,-0.024251769818462332,False,False,False,False,False
BHARTIARTL,2021-11-25,2021-12-30,720.0,8.55,8.55,647.0,741198.0,35,765.15,726.8924999999999,6.892499999999927,679.35,40.64999999999998,-32.09999999999998,-0.0445833333333333,True,-0.0590080376396784,-0.040077401414464364,0.04974798266408054,-0.05091721892834622,0.38095238095238093,0.09903763286411937,False,False,False,False,False
BHARTIARTL,2021-12-23,2022-01-27,640.0,7.0,7.0,27.0,48450.0,35,678.75,644.8125,4.8125,707.25,0.0,7.0,0.0109375,False,-0.0570902394106813,-0.026440088388338445,-0.043825038126383054,-0.0760110515477308,0.3253968253968254,-0.11291903548323856,False,False,False,True,True
BHARTIARTL,2022-01-20,2022-02-24,670.0,7.15,7.15,35.0,27550.0,35,715.4,679.63,9.629999999999995,670.9,0.0,7.15,0.0106716417910447,False,-0.0634610008386916,0.04008823500125058,-0.027993694029033844,-0.03010090074934091,0.5753968253968254,0.05399631675874761,False,False,False,False,False
BHARTIARTL,2022-02-24,2022-03-31,630.0,11.4,11.4,224.0,128250.0,35,670.9,637.3549999999999,7.354999999999904,754.95,0.0,11.4,0.018095238095238,False,-0.0609628856759576,-0.05039114209986473,-0.05353034036430582,-0.11252621109028849,1.0,-0.051396253092965694,True,True,True,False,True
BHARTIARTL,2022-03-24,2022-04-28,670.0,9.9,9.9,4.0,11400.0,35,706.35,671.0325,1.0325000000000273,747.35,0.0,9.9,0.014776119402985,False,-0.0514617399306293,0.007637986918009432,0.007988879947326,-0.05928198954669772,0.9246031746031746,0.010153736145870562,False,False,True,False,True
BHARTIARTL,2022-04-21,2022-05-26,690.0,10.75,10.75,17.0,20900.0,35,735.75,698.9625,8.962499999999977,693.65,0.0,10.75,0.0155797101449275,False,-0.0621814475025483,0.004452658023158307,-0.020521484484991914,-0.03660252362435901,0.5952380952380952,0.02294056308654846,False,False,False,False,False
BHARTIARTL,2022-05-26,2022-06-30,650.0,9.25,9.25,812.0,432250.0,35,693.65,658.9675,8.967499999999973,684.95,0.0,9.25,0.0142307692307692,False,-0.0629279896201253,-0.050958423326133984,-0.00478829636969591,-0.10431553059257548,0.8650793650793651,-0.07820598006644519,True,True,True,False,True
BHARTIARTL,2022-06-23,2022-07-28,620.0,8.9,8.9,26.0,17100.0,35,660.2,627.19,7.190000000000055,666.85,0.0,8.9,0.0143548387096774,False,-0.0608906392002424,-0.03794027884713502,-0.09669898966438284,-0.13829804912094135,0.7658730158730159,-0.04822316730339504,False,True,False,False,True
BHARTIARTL,2022-07-21,2022-08-25,640.0,8.2,8.2,67.0,64600.0,35,678.35,644.4325,4.4325000000000045,741.0,0.0,8.2,0.0128125,False,-0.0565342374880224,0.06740525755866456,-0.025421987980092098,-0.03710050130327247,0.3412698412698413,0.0274916691911542,False,False,False,False,False
BHARTIARTL,2022-08-25,2022-09-29,700.0,9.0,9.0,1408.0,697300.0,35,741.0,703.9499999999999,3.949999999999932,764.65,0.0,9.0,0.0128571428571428,False,-0.0553306342780026,0.0630071251558344,0.056552634831816384,-0.024172305293347796,0.626984126984127,0.0831749744189445,False,False,False,False,False
BHARTIARTL,2022-09-22,2022-10-27,730.0,8.65,8.65,27.0,38000.0,35,784.1,744.895,14.894999999999982,817.1,0.0,8.65,0.0118493150684931,False,-0.0689963014921566,0.0014115348240124614,0.11355130889556309,-0.024363518639959447,0.5119047619047619,0.06138747884940776,False,False,False,False,False
BHARTIARTL,2022-10-20,2022-11-24,750.0,9.2,9.2,139.0,221350.0,35,792.9,753.255,3.2549999999999955,848.35,0.0,9.2,0.0122666666666666,False,-0.0541051835035943,-0.008714129701693274,0.05051003472004156,-0.028007670150331565,0.18452380952380953,0.016277877467316015,False,False,False,False,False
BHARTIARTL,2022-11-24,2022-12-29,800.0,3.85,3.85,687.0,643150.0,35,848.35,805.9325,5.9325000000000045,820.75,0.0,3.85,0.0048125,False,-0.0569929863853362,0.046881150407643624,0.05269122781039792,0.0,0.003968253968253968,0.05739748223856411,False,False,False,False,False
BHARTIARTL,2022-12-21,2023-01-25,750.0,2.65,2.65,92.0,98800.0,35,814.0,773.3,23.299999999999955,776.5,0.0,2.65,0.0035333333333333,False,-0.0786240786240786,-0.0037307202780934023,0.05031063607533759,-0.03260598006644522,0.11507936507936507,-0.03468722205751551,False,False,False,False,False
BHARTIARTL,2023-01-19,2023-02-23,730.0,4.95,4.95,38.0,52250.0,35,772.0,733.4,3.3999999999999773,762.95,0.0,4.95,0.0067808219178082,False,-0.0544041450777201,-0.0010757225959668881,0.02557153658598743,-0.03745647840531574,0.07142857142857142,-0.054616703404359535,False,False,False,False,False
BHARTIARTL,2023-02-22,2023-03-29,730.0,4.9,4.9,165.0,107350.0,35,772.15,733.5424999999999,3.5424999999999045,743.6,0.0,4.9,0.0067123287671232,False,-0.054587839150424,-0.03112874828212364,-0.05713541428882185,-0.06688106312292363,0.26785714285714285,-0.004512344485270381,False,False,False,False,False
BHARTIARTL,2023-03-23,2023-04-27,720.0,4.7,4.7,3.0,3800.0,35,763.55,725.3725,5.372499999999945,786.5,0.0,4.7,0.0065277777777777,False,-0.0570362124287865,-0.027195615888984337,-0.05820552274118551,-0.06338389309229908,0.21031746031746032,-0.011137732305899095,False,False,False,False,False
BHARTIARTL,2023-04-20,2023-05-25,730.0,4.0,4.0,2.0,14250.0,35,772.3,733.685,3.6849999999999454,822.7,0.0,4.0,0.0054794520547945,False,-0.0547714618671499,0.03066657699831299,-0.029776470037736535,-0.02727039415405752,0.011904761904761904,0.019874546054803544,False,False,False,False,False
BHARTIARTL,2023-06-22,2023-07-27,800.0,6.25,6.25,111.0,133950.0,35,842.8,800.66,0.6599999999999682,895.15,0.0,6.25,0.0078125,False,-0.0507831039392501,0.024567235135348975,0.09921882777319069,-0.004539464438652163,0.07142857142857142,0.02443174911875512,False,False,False,False,False
BHARTIARTL,2023-07-27,2023-08-31,850.0,8.05,8.05,506.0,496850.0,35,895.15,850.3924999999999,0.3924999999999272,856.4,0.0,8.05,0.0094705882352941,False,-0.0504384739987711,0.03625323501352007,0.08679176444249137,-0.015979158272499072,0.011904761904761904,0.02631277229993123,False,False,False,False,False
BHARTIARTL,2023-08-24,2023-09-28,820.0,3.5,7.45,1.0,12350.0,35,869.45,825.9775,5.977499999999964,925.65,0.0,3.5,0.0042682926829268,False,-0.0568750359422624,-0.01979947720481534,0.04040227864880319,-0.029653413683765395,0.2123015873015873,-0.02243085225995045,False,False,False,False,False
BHARTIARTL,2023-09-21,2023-10-26,870.0,5.0,8.65,1.0,2850.0,35,917.95,872.0525,2.052500000000009,905.5,0.0,5.0,0.0057471264367816,False,-0.0522359605643009,0.015344065007200092,0.056237694744050604,-0.02228566759193462,0.05357142857142857,0.057363358866555414,False,False,False,False,False
