output_prefix,capture_source,ledger_output,collection_date_ist,stale_quote_seconds,max_leg_spread_pct,required_clean_observations,target_clean_observations,mode_scope,note
tb11_options_phase1_observation_ledger,/app/results/signal_baseline/tb11_options_zerodha_quote_only_collector_20260730.csv,/app/results/signal_baseline/tb11_options_phase1_observation_ledger.csv,2026-07-30,300.0,0.5,10,15,tb11_phase1_append_only_observation_ledger,Appends quote-only T24 captures into a Phase 1 evidence ledger. No broker orders.
