leg_key,side,tradingsymbol,present_in_t28_chain_band,bid,ask,quote_age_seconds,spread_pct,selected_leg_symbol_source,leg_reconciliation_ok,phase2_defensive_credit_points,phase2_weighted_credit_points,phase1_latest_weighted_credit_points,phase1_latest_observed_timestamp_ist,phase2_vs_phase1_diff_points,phase2_vs_phase1_diff_pct,broker_order_allowed
def_short_call,sell,NIFTY26AUG24950CE,True,1.75,1.8,0.820927,0.028169014084507,t28_selected_profile_snapshot,True,2.75,4.125,4.350000000000001,2026-08-21T09:41:06.779703+05:30,-0.22500000000000142,-0.051724137931034794,False
def_short_put,sell,NIFTY26AUG23500PE,True,2.75,2.8,0.820927,0.0180180180180179,t28_selected_profile_snapshot,True,2.75,4.125,4.350000000000001,2026-08-21T09:41:06.779703+05:30,-0.22500000000000142,-0.051724137931034794,False
def_long_call,buy,NIFTY26AUG26150CE,True,0.5,0.55,1.820927,0.0952380952380953,t28_selected_profile_snapshot,True,2.75,4.125,4.350000000000001,2026-08-21T09:41:06.779703+05:30,-0.22500000000000142,-0.051724137931034794,False
def_long_put,buy,NIFTY26AUG22300PE,True,1.15,1.2,1.820927,0.0425531914893617,t28_selected_profile_snapshot,True,2.75,4.125,4.350000000000001,2026-08-21T09:41:06.779703+05:30,-0.22500000000000142,-0.051724137931034794,False
