generated_at_ist,transition_passed,transition_status,phase1_collection_date_ist,readiness_collection_date_ist,clean_observations,target_clean_observations,unique_observation_dates,phase1_evidence_gate_passed,ledger_broker_block_violations,readiness_broker_block_violations,readiness_phase2_gate_passed,readiness_selected_full_coverage,readiness_t28_selected_leg_hits,readiness_t28_selected_legs_total,readiness_model_credit_available,readiness_reconciliation_status,runbook_written,automation_state_advanced,broker_orders_allowed,blockers,next_action
2026-08-31T09:42:44.818605+05:30,False,blocked_phase1_transition_gate_not_met,2026-08-24,2026-08-28,113,15,36,True,0,0,False,False,0,4,True,phase2_reconciliation_not_yet_complete,False,False,False,t28_freshness_gate_not_passed|t28_selected_leg_full_coverage_not_passed|readiness_collection_date_mismatch,"Do not advance automation state. Continue scheduled no-order Phase 1/T28 collection until clean observations >= 15, unique dates >= 5, Phase 1 evidence gate is true, and broker blocks remain 0."
