candidate_id,collection_date_ist,generated_at_ist,symbol,spot_source,spot_last_price,spot_timestamp,expiry_date,days_to_expiry,expiry_source,short_source,short_put_target_strike,short_put_strike,short_put_tradingsymbol,short_put_instrument_token,long_put_target_strike,long_put_strike,long_put_tradingsymbol,long_put_instrument_token,spread_width_points,resolution_status,blocker,broker_order_allowed,order_route,short_put_bid,short_put_ask,short_put_mid,short_put_quote_timestamp,long_put_bid,long_put_ask,long_put_mid,long_put_quote_timestamp,executable_credit_points,mid_credit_points,max_loss_points,max_loss_pct_collateral,short_leg_spread_pct,long_leg_spread_pct,max_leg_spread_pct_seen,all_quotes_available,clean_quote_ready,quote_source,quote_fetch_error
TB15_T05_20260703_SBIN,2026-07-03,2026-07-03T14:26:29.905193+05:30,SBIN,kite_quote_api:NSE:SBIN,1036.6,2026-07-03 14:26:32,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,984.7699999999999,980.0,SBIN26JUL980PE,35599874,940.8,940.0,SBIN26JUL940PE,35598850,40.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call,4.9,5.0,4.95,2026-07-03 14:26:31,1.4,1.5,1.45,2026-07-03 14:26:31,3.4000000000000004,3.5,36.6,0.03734693877551021,0.02020202020202013,0.06896551724137938,0.06896551724137938,True,True,kite_quote_api,
TB15_T05_20260703_ICICIBANK,2026-07-03,2026-07-03T14:26:29.975338+05:30,ICICIBANK,kite_quote_api:NSE:ICICIBANK,1410.6,2026-07-03 14:26:29,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1340.07,1340.0,ICICIBANK26JUL1340PE,25922050,1286.4,1290.0,ICICIBANK26JUL1290PE,26455298,50.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call,8.05,8.15,8.100000000000001,2026-07-03 14:26:35,3.1,3.15,3.125,2026-07-03 14:26:37,4.9,4.975000000000001,45.1,0.033656716417910446,0.012345679012345633,0.015999999999999945,0.015999999999999945,True,True,kite_quote_api,
TB15_T05_20260703_LT,2026-07-03,2026-07-03T14:26:30.038312+05:30,LT,kite_quote_api:NSE:LT,4034.9,2026-07-03 14:26:30,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,3833.1549999999997,3820.0,LT26JUL3820PE,30352898,3667.2,3650.0,LT26JUL3650PE,31323394,170.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call,17.1,17.4,17.25,2026-07-03 14:26:28,2.3,10.25,6.275,2026-07-03 14:11:37,6.850000000000001,10.975,163.15,0.04270942408376963,0.01739130434782592,1.2669322709163346,1.2669322709163346,True,False,kite_quote_api,
TB15_T05_20260703_TCS,2026-07-03,2026-07-03T14:26:30.112417+05:30,TCS,kite_quote_api:NSE:TCS,2096.5,2026-07-03 14:26:32,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1991.675,1980.0,TCS26JUL1980PE,38170882,1900.8,1900.0,TCS26JUL1900PE,38169858,80.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call,27.35,27.55,27.450000000000003,2026-07-03 14:26:20,13.2,13.4,13.3,2026-07-03 14:26:37,13.950000000000001,14.150000000000002,66.05,0.03335858585858586,0.007285974499089226,0.015037593984962485,0.015037593984962485,True,True,kite_quote_api,
TB15_T05_20260703_BHARTIARTL,2026-07-03,2026-07-03T14:26:30.175363+05:30,BHARTIARTL,kite_quote_api:NSE:BHARTIARTL,1912.0,2026-07-03 14:26:32,2026-07-28,25,nearest_within_t04_dte_band,nearest_strike_below_5pct_otm_target,1816.3999999999999,1800.0,BHARTIARTL26JUL1800PE,19824642,1728.0,1720.0,BHARTIARTL26JUL1720PE,19823618,80.0,resolved_current_stock_option_spread,,False,blocked_no_broker_call,4.45,4.5,4.475,2026-07-03 14:26:36,0.85,0.95,0.8999999999999999,2026-07-03 14:26:36,3.5,3.5749999999999997,76.5,0.0425,0.01117318435754186,0.11111111111111109,0.11111111111111109,True,True,kite_quote_api,
