experiment_id,weighting_mode,top_k,rebalance_rule,gate_feature,gate_quantile,gate_threshold,rebalance_count,allowed_rebalances,blocked_rebalances,gate_pass_rate,mean_gate_spread,portfolio_mean_return,portfolio_median_return,portfolio_std_return,portfolio_mean_turnover,positive_windows,zero_windows,negative_windows,portfolio_win_rate,top_contributor_share,benchmark_policy,benchmark_return,excess_vs_benchmark,beats_flat,beats_benchmark,promotion_verdict,approx_periods_per_year,approx_annualized_return
E1006,score_weighted,3,every_10_session_open,prediction_spread,0.4,0.00715386562552168,73,44,29,0.6027397260273972,0.008812332283360584,0.007693526542103576,0.0,0.035594288380767766,1.1047004309272894,25,29,19,0.3424657534246575,0.14802372037515618,SIGNAL_E211_BANDED_68,0.0001012555869542,0.007592270955149375,True,True,baseline_promoted,25.0,0.21118843740690463
E1006,score_weighted,3,every_10_session_open,prediction_spread,0.5,0.0076600502017333,73,37,36,0.5068493150684932,0.008812332283360584,0.0069645284526356115,0.0,0.024083290588520472,0.9472533930723513,22,36,15,0.3013698630136986,0.12760012437862844,SIGNAL_E211_BANDED_68,0.0001012555869542,0.006863272865681411,True,True,baseline_promoted,25.0,0.1894722288601174
E1006,score_weighted,3,every_10_session_open,prediction_spread,0.6,0.00856445144160724,73,29,44,0.3972602739726027,0.008812332283360584,0.005385588137474475,0.0,0.022394378005452045,0.7624770548807374,17,44,12,0.2328767123287671,0.13074284408951709,SIGNAL_E211_BANDED_68,0.0001012555869542,0.005284332550520274,True,True,baseline_promoted,25.0,0.1437112336177162
E1006,score_weighted,3,every_10_session_open,prediction_spread,0.7,0.0098110068776915,73,22,51,0.3013698630136986,0.008812332283360584,0.004629755160948568,0.0,0.021024067717114143,0.589041095890411,13,51,9,0.1780821917808219,0.14049881768362935,SIGNAL_E211_BANDED_68,0.0001012555869542,0.004528499573994368,True,True,baseline_promoted,25.0,0.12240844095327641
